"table","note"
"pks_probability","PASS with caveats: b110 has two wordings (lab ids 1-26: 0.30/key 0.28; online: 0.70/key 0.12), shipped as the manual's combined sentence plus public_note; no mode covariate in the live table."
"pks_probability","translated_substitute: English is the pks authors' rendering; German administration inferred (Tuebingen, 32-card deck, euro cents), original not in the deposit; paper (ENDM 2013) not retrievable."
"pks_probability","Sheet1 STOP overridden (hand-built sheet exists, never uploaded; no pks item text live) -- Ben to confirm; drop the CSV if the STOP should hold."
"pks_probability","Response data: 1908 NA resp rows in the live table = 159 respondents x 12 second-part items (non-completers of page 9, as documented); first part complete for all 504. Unrelated sibling script data/heller2013_probability.R builds a different (completer-only, V1..V12) version from the same data."
"selfcompassionscale_shortform_fuochi_2025","Rights, translation clause (pass with caveat): the register's SCS-SF row (verdict ship) quotes the English grant, and its own notes say it 'Covers the English short form'. Neff's same PDF (sha256 4e0aacaa...655f20a) adds: 'Permission is also given to translate the Self-Compassion Scale Short Form using the analytic approach to validate the factor structure that was established in: Neff, K. D., Toth-Kiraly, I., ... (2019)' and later 'If you would like to use a translation of the SCS-SF, you might try just taking the 12 short form items from a previously translated version of the long form.' Read as NOT blocking here: the condition governs the act of making a new translation, not redistributing one; this study did exactly what the second sentence suggests (items taken from the Italian long form, Veneziani et al. 2017), and that Italian long form is distributed by the rights holder herself at self-compassion.org/wp-content/uploads/2018/05/ItalianSCS.pdf. Precedent: moe2025_scs (batch_108) shipped that Italian SCS wording. No fee, NC, ND or no-redistribution term found. Flagged so the orchestrator can confirm with Ben whether the SCS-SF row should say explicitly that it covers translations; no register row written."
"selfcompassionscale_shortform_fuochi_2025","Re-audit lead correction: irw#2382 recorded 'Italian wording not in the deposit' and proposed the canonical English fallback. The deposit (OSF hfvxd: one R script + seven CSVs) indeed has no wording, but the paper's own Table 2 prints all 12 Italian items, so the administered Italian ships, not the fallback."
"selfcompassionscale_shortform_fuochi_2025","Response data (not item text): the published table's ids are the bare per-sample IDs (1,816 distinct ids for 2,068 respondents; 24,816 rows = 2,068 x 12), i.e. it predates the '<sample>_' id prefix now in data/selfcompassionscale_shortform_fuochi_2025.R, which is why it carries the 3,024 repeated (id,item) rows noted in that script's header (irw#1856, accepted as-is). The deposit's own ID column repeats within Sample D (24 duplicated IDs) and once in Sample F in the total file. 186 live resp values are NA. Every item uses all five levels 1-5."
"west_2021_retaliatory_aggression_cast","BLOCKED (rights, determinate). RIGHTS HOLD (same instrument as hyatt_2023_aggression_s3_cast): Ben's 2026-09-23 ruling (round_log 'CAST -> HOLD': the CAST-18 'which Buckels's 2023 chapter calls unpublished and ""distributed to other researchers""; no public version, no grant'), re-confirmed by Ben 2026-09-25 via the rights one-pager ('CAST-18 (hyatt_..._s3_cast) ... stay HELD under the existing PsycTESTS / unpublished rulings'). This table is not distinguishable from that ruling: its live items cast_7p, cast_8p, cast_9p, cast_10p, cast_11p are CAST-18 items 7-11 (the Direct-Physical subscale) in CAST-18 numbering, and the wording in OSF 46pg7 Study 6/Measures/CAST.pdf (https://osf.io/download/9sp23/, sha256 98e1391fbf4838c3c014aed459747575ed67cdd88259ea2eb92fc5bd9f6b508e) is the full 18-item CAST (6 Direct-Verbal + 5 Direct-Physical + 7 Vicarious; e.g. physical 1 'I enjoy physically hurting people.', 5 'I enjoy hurting my partner during sex (or pretending to).'), character-identical to cast_7p..cast_11p in the held hyatt table. The irw#2382 lead's rights basis for this table ('silence': erinbuckels.com CAST-12 page sha256 89370af5..., unpublished 2014 manual, no PsycTESTS record) is the SAME evidence batch_311 recorded for hyatt, which Ben then ruled HOLD, so the lead's OBTAINABLE verdict is superseded. A 5-item subset of a held instrument is still the held wording, and the study's own OSF copy does not change whose wording it is (whose-page-governs rule). CAST.pdf itself carries no licence or terms. The block does reach something here: the item codes (cast_7p..) carry no wording, so the response table does not already expose the text. No CSV written; no register row written (the CAST hold lives in round_log rulings, not instrument_rights_register.csv, which has no CAST row). RETRY TEST: NO - an unchanged retry would reach the same determinate verdict. What would have to change: a human rights decision (Ben) lifting the CAST hold, e.g. a written grant from Buckels/Paulhus or a public CAST-18 release with no reserved right, recorded as a register row; then extraction is trivial (5 items, paper_explicit from CAST.pdf, codes CAST_#P per the Study 6 .csv headers)."
"west_2021_retaliatory_aggression_cast","DATA FINDINGS (response table, not item text): (1) one out-of-range response: resp=8 on a 1-7 scale, id 10, cast_7p, cov_study=study4 (live resp set 1..8; every other cell 1..7) - the same shape as hyatt's .sav coding CAST_7P point 6 as 8; likely a source miscode, check Study 4's raw CSV before trusting it. (2) id collision across stacked studies: 4,689 rows, 940 distinct (id, cov_study) units but only 268 distinct ids (study2 264, study4 165, study5 258, study6 253); 1,334 (id,item) keys repeat 2-4 times (68x2, 517x3, 749x4). data/west_2021_retaliatory_aggression.py sets id from each study's participant column without a study prefix; per the id-collision convention, id should be prefixed by study. Likely affects the sibling west_2021_* tables built the same way (not checked)."
"selfcompassionscale_shortform_fuochi_2025","Gate notes (orchestrator): lint WARN 'VERIFIED but evidence hedges' -- kept VERIFIED: the person-level join pins every live code to exactly one deposit column sc1..sc12 (agree 1.000, next best <=0.488), and the reverse-scored set {1,4,8,9,11,12} ties sc numbering to SCS-SF numbering; the hedge is only that sc<k> = Table 2 item <k> rests on that numbering. Property of the evidence, not an itemtext defect. irw-validate name_length ERROR (41 chars > 40) waived under Ben's 2026-09-25 item-text waiver (--override rerun: only finding); the live table name is not ours to change."
