"table","section_id","item","instrument","language","instructions","instructions_translated","section_prompt","section_prompt_translated","item_text","item_text_translated","correct_response","option_text","option_text_translated","resp"
"poza2026_hlseu","poza2026_hlseu_1","PREGUNTA1","European Health Literacy Survey Questionnaire, short form (HLS-EU-Q16); Arabic/French version for Arabic/French-speaking migrants (Bas-Sarmiento et al., 2020, IJERPH 17:8181, Table S1)","Arabic; French",NA,NA,NA,NA,"[Arabic version] الحصول على معلومات عن علاجات متعلقة بأمراض تهمك [French version] Trouver des informations sur les traitements liés aux maladies qui sont de votre intérêt.","[Arabic version] Obtain information about treatments relating to illnesses that concern you. [French version] Find information on treatments related to illnesses that are of interest to you.",NA,"DIFICIL/MUY DIFICIL","Difficult / very difficult",0
"poza2026_hlseu","poza2026_hlseu_1","PREGUNTA1","European Health Literacy Survey Questionnaire, short form (HLS-EU-Q16); Arabic/French version for Arabic/French-speaking migrants (Bas-Sarmiento et al., 2020, IJERPH 17:8181, Table S1)","Arabic; French",NA,NA,NA,NA,"[Arabic version] الحصول على معلومات عن علاجات متعلقة بأمراض تهمك [French version] Trouver des informations sur les traitements liés aux maladies qui sont de votre intérêt.","[Arabic version] Obtain information about treatments relating to illnesses that concern you. [French version] Find information on treatments related to illnesses that are of interest to you.",NA,"MUY FACIL/FACIL","Very easy / easy",1
"poza2026_hlseu","poza2026_hlseu_1","PREGUNTA2","European Health Literacy Survey Questionnaire, short form (HLS-EU-Q16); Arabic/French version for Arabic/French-speaking migrants (Bas-Sarmiento et al., 2020, IJERPH 17:8181, Table S1)","Arabic; French",NA,NA,NA,NA,"[Arabic version] معرفة أين يمكن الحصول على المساعدة الطبية عندما تكون مريضا (مثل طبيب أو صيدلي أو طبيب نفساني ) [French version] Répérer où trouver de l´aide professionnelle quand on est malade","[Arabic version] Know where medical help can be obtained when you are ill (e.g. a doctor, a pharmacist or a psychologist). [French version] Locate where to find professional help when one is ill.",NA,"DIFICIL/MUY DIFICIL","Difficult / very difficult",0
"poza2026_hlseu","poza2026_hlseu_1","PREGUNTA2","European Health Literacy Survey Questionnaire, short form (HLS-EU-Q16); Arabic/French version for Arabic/French-speaking migrants (Bas-Sarmiento et al., 2020, IJERPH 17:8181, Table S1)","Arabic; French",NA,NA,NA,NA,"[Arabic version] معرفة أين يمكن الحصول على المساعدة الطبية عندما تكون مريضا (مثل طبيب أو صيدلي أو طبيب نفساني ) [French version] Répérer où trouver de l´aide professionnelle quand on est malade","[Arabic version] Know where medical help can be obtained when you are ill (e.g. a doctor, a pharmacist or a psychologist). [French version] Locate where to find professional help when one is ill.",NA,"MUY FACIL/FACIL","Very easy / easy",1
"poza2026_hlseu","poza2026_hlseu_1","PREGUNTA3","European Health Literacy Survey Questionnaire, short form (HLS-EU-Q16); Arabic/French version for Arabic/French-speaking migrants (Bas-Sarmiento et al., 2020, IJERPH 17:8181, Table S1)","Arabic; French",NA,NA,NA,NA,"[Arabic version] فهم ما يقوله الطبيب [French version] Comprendre ce que dit le medecin","[Arabic version] Understand what the doctor says. [French version] Understand what the doctor says.",NA,"DIFICIL/MUY DIFICIL","Difficult / very difficult",0
"poza2026_hlseu","poza2026_hlseu_1","PREGUNTA3","European Health Literacy Survey Questionnaire, short form (HLS-EU-Q16); Arabic/French version for Arabic/French-speaking migrants (Bas-Sarmiento et al., 2020, IJERPH 17:8181, Table S1)","Arabic; French",NA,NA,NA,NA,"[Arabic version] فهم ما يقوله الطبيب [French version] Comprendre ce que dit le medecin","[Arabic version] Understand what the doctor says. [French version] Understand what the doctor says.",NA,"MUY FACIL/FACIL","Very easy / easy",1
"poza2026_hlseu","poza2026_hlseu_1","PREGUNTA4","European Health Literacy Survey Questionnaire, short form (HLS-EU-Q16); Arabic/French version for Arabic/French-speaking migrants (Bas-Sarmiento et al., 2020, IJERPH 17:8181, Table S1)","Arabic; French",NA,NA,NA,NA,"[Arabic version] فهم تعليمات الطبيب أو الصيدلي المتعلقة بكيفية تناول الأدوية الموصوفة [French version] Comprendre les indications du médecin ou du farmacien sur la manière de prendre les medicaments inscrits","[Arabic version] Understand the doctor's or the pharmacist's instructions on how to take the prescribed medicines. [French version] Understand the doctor's or the pharmacist's directions on how to take the medicines prescribed.",NA,"DIFICIL/MUY DIFICIL","Difficult / very difficult",0
"poza2026_hlseu","poza2026_hlseu_1","PREGUNTA4","European Health Literacy Survey Questionnaire, short form (HLS-EU-Q16); Arabic/French version for Arabic/French-speaking migrants (Bas-Sarmiento et al., 2020, IJERPH 17:8181, Table S1)","Arabic; French",NA,NA,NA,NA,"[Arabic version] فهم تعليمات الطبيب أو الصيدلي المتعلقة بكيفية تناول الأدوية الموصوفة [French version] Comprendre les indications du médecin ou du farmacien sur la manière de prendre les medicaments inscrits","[Arabic version] Understand the doctor's or the pharmacist's instructions on how to take the prescribed medicines. [French version] Understand the doctor's or the pharmacist's directions on how to take the medicines prescribed.",NA,"MUY FACIL/FACIL","Very easy / easy",1
"poza2026_hlseu","poza2026_hlseu_1","PREGUNTA5","European Health Literacy Survey Questionnaire, short form (HLS-EU-Q16); Arabic/French version for Arabic/French-speaking migrants (Bas-Sarmiento et al., 2020, IJERPH 17:8181, Table S1)","Arabic; French",NA,NA,NA,NA,"[Arabic version] تقييم متى تكون بحاجة إلى رأي طبي ثاني [French version] Envisager quand peut avoir besoin d´un deuxieme diagnostic d´un autre médecin","[Arabic version] Judge when you need a second medical opinion. [French version] Consider when one may need a second diagnosis from another doctor.",NA,"DIFICIL/MUY DIFICIL","Difficult / very difficult",0
"poza2026_hlseu","poza2026_hlseu_1","PREGUNTA5","European Health Literacy Survey Questionnaire, short form (HLS-EU-Q16); Arabic/French version for Arabic/French-speaking migrants (Bas-Sarmiento et al., 2020, IJERPH 17:8181, Table S1)","Arabic; French",NA,NA,NA,NA,"[Arabic version] تقييم متى تكون بحاجة إلى رأي طبي ثاني [French version] Envisager quand peut avoir besoin d´un deuxieme diagnostic d´un autre médecin","[Arabic version] Judge when you need a second medical opinion. [French version] Consider when one may need a second diagnosis from another doctor.",NA,"MUY FACIL/FACIL","Very easy / easy",1
"poza2026_hlseu","poza2026_hlseu_1","PREGUNTA6","European Health Literacy Survey Questionnaire, short form (HLS-EU-Q16); Arabic/French version for Arabic/French-speaking migrants (Bas-Sarmiento et al., 2020, IJERPH 17:8181, Table S1)","Arabic; French",NA,NA,NA,NA,"[Arabic version] استعمال المعلومات المقدمة من طرف الطبيب لإتخاذ قرارات تتعلق بمرضك [French version] Utiliser l´information fournit par le médecin pour soigner la maladie","[Arabic version] Use the information given by the doctor to take decisions concerning your illness. [French version] Use the information provided by the doctor to treat the illness.",NA,"DIFICIL/MUY DIFICIL","Difficult / very difficult",0
"poza2026_hlseu","poza2026_hlseu_1","PREGUNTA6","European Health Literacy Survey Questionnaire, short form (HLS-EU-Q16); Arabic/French version for Arabic/French-speaking migrants (Bas-Sarmiento et al., 2020, IJERPH 17:8181, Table S1)","Arabic; French",NA,NA,NA,NA,"[Arabic version] استعمال المعلومات المقدمة من طرف الطبيب لإتخاذ قرارات تتعلق بمرضك [French version] Utiliser l´information fournit par le médecin pour soigner la maladie","[Arabic version] Use the information given by the doctor to take decisions concerning your illness. [French version] Use the information provided by the doctor to treat the illness.",NA,"MUY FACIL/FACIL","Very easy / easy",1
"poza2026_hlseu","poza2026_hlseu_1","PREGUNTA7","European Health Literacy Survey Questionnaire, short form (HLS-EU-Q16); Arabic/French version for Arabic/French-speaking migrants (Bas-Sarmiento et al., 2020, IJERPH 17:8181, Table S1)","Arabic; French",NA,NA,NA,NA,"[Arabic version] إتباع تعليمات الطبيب أو الصيدلي [French version] Suivre les inscriptions de son médecin ou de son farmacien.","[Arabic version] Follow the doctor's or the pharmacist's instructions. [French version] Follow the instructions of one's doctor or one's pharmacist.",NA,"DIFICIL/MUY DIFICIL","Difficult / very difficult",0
"poza2026_hlseu","poza2026_hlseu_1","PREGUNTA7","European Health Literacy Survey Questionnaire, short form (HLS-EU-Q16); Arabic/French version for Arabic/French-speaking migrants (Bas-Sarmiento et al., 2020, IJERPH 17:8181, Table S1)","Arabic; French",NA,NA,NA,NA,"[Arabic version] إتباع تعليمات الطبيب أو الصيدلي [French version] Suivre les inscriptions de son médecin ou de son farmacien.","[Arabic version] Follow the doctor's or the pharmacist's instructions. [French version] Follow the instructions of one's doctor or one's pharmacist.",NA,"MUY FACIL/FACIL","Very easy / easy",1
"poza2026_hlseu","poza2026_hlseu_1","PREGUNTA8","European Health Literacy Survey Questionnaire, short form (HLS-EU-Q16); Arabic/French version for Arabic/French-speaking migrants (Bas-Sarmiento et al., 2020, IJERPH 17:8181, Table S1)","Arabic; French",NA,NA,NA,NA,"[Arabic version] أو الإجهادبطريقة التعامل مع مشاكل الأمراض العقلية مثل الاكتئاب... [French version] Suivre les renseignements pour trouver la solution aux problèmes mentaux comme le stress ou les troubles depressifs","[Arabic version] ...or stress / the way of dealing with mental illness problems such as depression... (word order disordered in the source). [French version] Follow the information to find the solution to mental problems such as stress or depressive disorders.",NA,"DIFICIL/MUY DIFICIL","Difficult / very difficult",0
