"table","status","n_items_live","n_items_candidate","item_set_match","resp_set_match","uses_raw_resp","canonical_nulls","pct_item_text_missing","pct_option_text_missing","note"
"an_2020_efl_self_regulated","PASS",49,49,TRUE,TRUE,FALSE,TRUE,0,71.4,"71.4% of rows have blank option_text"
"andrich_mudfold","PASS",8,8,TRUE,TRUE,FALSE,TRUE,0,0,""
"anh_2026_finbehavior","PASS",9,9,TRUE,TRUE,FALSE,TRUE,0,60,"60% of rows have blank option_text"
"anjum_2022_gad7","PASS",6,6,TRUE,TRUE,FALSE,TRUE,0,0,""
"AOMT_BR_SF_EDPANAB_Geiger_2021_AOT","PASS",14,14,TRUE,TRUE,FALSE,TRUE,0,0,""
"AOMT_BR_SF_EDPANAB_Geiger_2021_BRS","PASS",20,20,TRUE,TRUE,FALSE,TRUE,0,0,""
"APFCompact_Ptacek_2024_DASS-21","PASS",21,21,TRUE,TRUE,FALSE,TRUE,0,0,""
"arnulf_2022_general_knowledge","PASS",12,12,TRUE,TRUE,FALSE,TRUE,0,0,""
"arora2025_blueq_pedagogical","PASS",10,10,TRUE,TRUE,FALSE,TRUE,0,0,""
"arora2025_blueq_synchronous","PASS",6,6,TRUE,TRUE,FALSE,TRUE,0,0,""
"art","PASS",50,50,TRUE,TRUE,FALSE,TRUE,0,0,""
