"table","note"
"an_2020_efl_self_regulated","Table pools three instruments administered in one survey: TSELSS (Q1-Q26), an English-learning enjoyment/environment block (Q27-Q33), and the 16-item English Language Self-Efficacy Questionnaire (Q34-Q49); the table name names only the first. Item text is the .sav variable labels in the original Chinese (source numbering prefixes such as ""1.\t"" stripped). Only scale endpoints are labelled in the .sav value labels (1 = ""一点也不符合"", 7 = ""非常符合""); resp 2-6 are unlabelled so option_text is blank. The paper describes fully-labelled English anchors (1 = not at all true of me ... 7 = very true of me) for the self-efficacy items, which the .sav does not carry - endpoint-only Chinese labels were shipped as the level-1 source. No instructions text available in paper or supplement."
"anh_2026_finbehavior","Item text from PLOS ONE 10.1371/journal.pone.0340002 Table 3 (an image table, read by OCR of the full-res PNG) -- worth a human eye on the transcription for that reason. DATA ODDITY, corrected 2026-08-17 by the orchestrator: an earlier draft of this note said all nine items have a mean of exactly 3.000; they do not. Observed means run 2.980-3.016 with SDs 0.956-1.021 over 306 respondents -- i.e. all nine items sit within 0.04 of the 1-5 scale midpoint with near-identical spread, which is unusual enough to be worth checking the S1 data file against, but is not the exact-3.000 artifact originally reported. Does not affect the item-to-text mapping."
"anjum_2022_gad7","IRW table holds only 6 of the 7 GAD-7 items (E21-E26); the source .sav's E20_Anxiety (GAD-7 item 1, 'Feeling nervous, anxious') was not shipped by data/anjum_2022_anxiety_bangladesh.py, so item 1 has no row here. Item text transcribed verbatim from the SPSS variable labels, which contain two apparent typos relative to canonical GAD-7 wording: E21 reads 'Not being able to sleep or control worrying' (canonical: 'stop or control') and E24 reads 'hart to sit still' (canonical: 'hard'). Both left as-is. Instructions ('Over the last 2 weeks...') are the canonical GAD-7 stem, not present in the .sav."
"AOMT_BR_SF_EDPANAB_Geiger_2021_AOT","The IRW table carries 14 item codes for a 10-item scale: AOT3_rev/AOT5_rev/AOT7_rev/AOT8_rev are reverse-coded copies (6 - raw) of AOT3/AOT5/AOT7/AOT8, which are also present in raw form. Their item_text is therefore identical to the corresponding raw item, but their option_text is reversed (resp 1 = 'Completely agree' ... resp 5 = 'Completely disagree'). Confirmed empirically: AOT3 counts 88/205/68/111/35 are the exact mirror of AOT3_rev 35/111/68/205/88 (same for 5, 7, 8). Users should treat the four _rev codes as duplicate observations of the same four items, not as extra items."
"AOMT_BR_SF_EDPANAB_Geiger_2021_BRS","Table combines two blocks: BSR1-BSR10 (Bullshit Receptivity Scale, Pennycook et al. 2015 Study 1) and MOT1-MOT10 (the motivational-quotation control statements, Study 3) — the table name signals only the former. The OSF materials PDF prints the profoundness rating instruction under the BSR block only; it is recorded here as table-level `instructions` because the codebook assigns both blocks the same response list (response_list_BSR_MOT, 'Not at all profound'..'Very profound'), so both were rated on the same profoundness scale. A single trivial section_id is used."
"arnulf_2022_conspiracy_thinking","BLOCKED - no item text written. Source is the PLOS S1 File (.sav); the CT2 columns' SPSS variable labels are bare codes (CT21..CT214) and the paper does not reproduce the items. CT2 is the Belief in Conspiracy Theories Inventory (Swami et al. 2011), described in the paper as a 15-item measure, but the data ship only 14 columns (CT2_1..CT2_14) with no record of which item was dropped, so canonical text could not be tied to codes without guessing. Note the same .sav DOES carry full item text as value labels for the sibling CT1 columns (10-item Conspiracy Thinking scale), which are not in IRW."
"arnulf_2022_general_knowledge","PASS with caveat: item text is verbatim from the .sav variable labels, which read 'principle street for finance in New York' where the paper's prose reads 'principal street'; the .sav wording was kept. option_text ('Correct'/'Incorrect') are the .sav value labels for the 0/1 scoring, not options the participant saw - the test is open-answer. GK5 and GK39 carry an unlabelled third source code (2) that the IRW processing script drops, so those items have n=397/396 rather than 398."
"APFCompact_Ptacek_2024_DASS-21","PASS with caveat: the study administered the Czech DASS-21 but no Czech item text is published in the OSF materials (only the CompACT questionnaire PDF) or the paper, so the canonical English DASS-21 (Lovibond & Lovibond, 1995) wording is shipped. Item codes are the source spreadsheet's own headers (S1, A2, D3 ... D21), whose numbering and subscale letters match the canonical DASS-21 key at all 21 positions."
"arora2025_blueq_pedagogical","Pass with caveat: item text is verbatim from row 2 of the study's own Harvard Dataverse spreadsheet (course-adapted wording, slightly different from the canonical BLUE-Q); the 5-point anchors (Strongly disagree...Strongly agree) and the section starting prompt come from the canonical BLUE-Q instrument (jeehp 2024;21:31 Supplement 4), since the study file stores bare integers. Live resp set is {2,3,4,5} -- no respondent used 1, so no 'Strongly disagree' row is emitted (required for validate_items.R to pass)."
"arora2025_blueq_synchronous","Pass with caveat: item text verbatim from the study's own spreadsheet header (course-adapted wording); anchors and starting prompt from the canonical BLUE-Q instrument (jeehp 2024;21:31 Supplement 4). Section starting prompt in the canonical instrument says 'face-to-face component'; the study administered it as online workshops."
"art","Pass with caveat: option_text is a descriptive rendering of a check-box checklist ('Checked'/'Not checked') -- the ART presents no printed option labels. instructions is McCarron & Kuperman's own description of the administered instruction, not the verbatim on-screen text (the paper only says instructions followed Acheson et al., 2008). Item 'T.S. Elliot' is kept exactly as spelled in the source .rda column name (canonical spelling is 'T. S. Eliot'). Only the 50 real-author items are in IRW; the 50 foils were dropped upstream."
