table,mapping_basis,text_source,source_ref,note,public_note,uploaded
an_2020_efl_self_regulated,data_labels,study_materials,"PLOS ONE 10.1371/journal.pone.0240094 S1 Data (.sav, SPSS variable+value labels); S1 Appendix (Chinese TSELSS)","Item codes Q1-Q49 are the .sav column names, melted verbatim by data/an_2020_efl_self_regulated.py (no positional assignment). Item text = SPSS variable labels, mis-encoded in the file and recovered via latin1->gb18030; leading source numbering (""1."", ""12.\t"") stripped, otherwise verbatim Chinese including original punctuation. Value labels label only resp 1 and 7; 2-6 left blank rather than padded with their own numbers. Q50/Q51 (gender, age) are not in the live item set.","This table pools three instruments from the same survey: the TSELSS strategy items (Q1-Q26), an English-learning enjoyment/environment block (Q27-Q33), and a 16-item English language self-efficacy questionnaire (Q34-Q49); item text is in the original Chinese.",2026-08-18
andrich_mudfold,paper_explicit,study_materials,"CRAN mudfold package, ANDRICH dataset documentation (man/ANDRICH.Rd); D. Andrich (1988), Applied Psychological Measurement 12(1):33-51","IRW item codes are the ANDRICH data-frame column names (data/mudfold.R uses colnames(x) verbatim), and ANDRICH.Rd states each statement against that exact column name. Statements transcribed verbatim from the Rd, including its lowercase ""i"" in the DONTBELIEV statement. Response coding 0 = disagree / 1 = agree is stated in the Rd Details section. No literal participant instructions are published, so instructions is blank.",,2026-08-18
anh_2026_finbehavior,paper_explicit,study_materials,"PLOS ONE 10.1371/journal.pone.0340002, Table 3 (Measurement model assessment; variable code + item text) and S1 File data CSV","Table 3 lists item text against the variable codes FB1-FB9, which are the S1 CSV column headers melted verbatim by data/anh_2026_finwellbeing.py. Text transcribed verbatim from the table image, including inconsistent terminal punctuation. Anchors 1 = strongly disagree, 5 = strongly agree per Methods 3.3; intermediate points unlabelled so option_text is blank for 2-4.",,2026-08-18
anjum_2022_gad7,data_labels,study_materials,PLOS ONE 10.1371/journal.pone.0262716 S1 Data (SPSS .sav); data/anjum_2022_anxiety_bangladesh.py,"Item codes E21-E26 are the source .sav's own column names (no rename). item_text from the SPSS variable labels with the leading 'E2x_' prefix stripped; otherwise verbatim, including the source's 'sleep' (for 'stop') in E21 and 'hart' (for 'hard') in E24, which were NOT corrected. option_text/resp from the .sav value labels (labels9/labels10, 0-3), matching LIKERT_MAP in the processing script; per-item label counts in the .sav match the live integer counts cell for cell.","The IRW table covers 6 of the GAD-7's 7 items; item 1 ('Feeling nervous, anxious, or on edge') is in the source file but was not included in the IRW release. Two item wordings follow the source file's own labels, which differ from canonical GAD-7 wording ('sleep' for 'stop', 'hart' for 'hard').",2026-08-18
AOMT_BR_SF_EDPANAB_Geiger_2021_AOT,data_labels,study_materials,OSF osf.io/hx8qt Stage2/Codebook.xlsx (Anonymized_Dataset + response_labels sheets) and Stage2/.../StudyMaterialsEn.pdf p.15; data/AOMT_BR_SF_EDPANAB_Geiger_2021.R,"Item codes are the source CSVs' own column names (dataCleaned_NA/BG.csv), taken verbatim by the processing script; the study codebook keys item wording to those exact variable names, so no positional inference. Instructions verbatim from StudyMaterialsEn.pdf; option labels verbatim from the codebook's response_list_AOT. The four *_rev codes are documented in the codebook as reverse-coded copies, so they carry their parent item's text with reversed option_text.","AOT3_rev, AOT5_rev, AOT7_rev and AOT8_rev are reverse-coded duplicates of AOT3, AOT5, AOT7 and AOT8 rather than additional items: same statement, response options in reverse order.",2026-08-18
AOMT_BR_SF_EDPANAB_Geiger_2021_BRS,data_labels,study_materials,OSF osf.io/hx8qt Stage2/Codebook.xlsx (Anonymized_Dataset + response_labels sheets) and Stage2/.../StudyMaterialsEn.pdf pp.15-16; data/AOMT_BR_SF_EDPANAB_Geiger_2021.R,"Item codes BSR1-10/MOT1-10 are the source CSVs' own column names, taken verbatim by the processing script; the codebook keys wording to those names. Item text and instructions verbatim from the codebook and the materials PDF; option labels verbatim from response_list_BSR_MOT. The instruction block printed for BSR is applied table-wide because the codebook assigns MOT the same response list.",This table combines the 10 Bullshit Receptivity Scale items (BSR*) with the 10 motivational-quotation control statements (MOT*) from the same study; both were rated on the same 'profoundness' scale.,2026-08-18
APFCompact_Ptacek_2024_DASS-21,data_labels,canonical_instrument,"OSF osf.io/cwjxq (Dataset.csv headers); DASS-21, Lovibond & Lovibond 1995 (maic.qld.gov.au DASS-21 form)","Item codes are the source CSV's own column headers, which carry the canonical DASS-21 item number and subscale letter (S/A/D); those letters match the published DASS-21 subscale key at all 21 positions. Words come from the canonical English DASS-21 form, not the study's own materials, because the Czech translation used is not published in the OSF record or the paper. Typographic apostrophes normalised to ASCII; otherwise verbatim.",Item text is the canonical English DASS-21 wording; the study administered a Czech translation that is not published in its materials.,2026-09-04
arnulf_2022_conspiracy_thinking,unknown,unknown,PLOS ONE 10.1371/journal.pone.0273763 S1 File (.sav),"BLOCKED, no CSV written. CT2 variable labels are bare codes; the paper does not reproduce the BCTI items and describes it as 15-item while the data hold 14 columns, so no defensible code-to-text tie exists.",,
arnulf_2022_general_knowledge,data_labels,study_materials,PLOS ONE 10.1371/journal.pone.0273763 S1 File (.sav) variable and value labels,"Item text taken verbatim from each GK column's SPSS variable label (embedded line breaks replaced with a single space); option_text from the columns' value labels (0=Incorrect, 1=Correct), which are scoring labels rather than presented options since the test is open-answer. The .sav label for GK62 reads 'principle street', which the paper's prose spells 'principal'; the .sav wording was kept unaltered.","Response options are Correct/Incorrect scoring labels from the source data file - the general-knowledge test was open-answer, so participants did not choose from these.",2026-08-18
arora2025_blueq_pedagogical,data_labels,study_materials,"Harvard Dataverse doi:10.7910/DVN/ZZPUWB, datafile 10809863 (row 2 = item text); anchors/instructions from jeehp 2024;21:31 Supplement 4; paper jeehp 2025;22:5 (PMC11955914)","Processing script assigns ped1-ped10 positionally to spreadsheet columns 3-12; diffed against the file's own row-2 item-text header at those positions -- exact. Item wording transcribed literally from that header (includes the study's 'i.e.'/'e.g.' spacing). Anchors and section starting prompt are canonical BLUE-Q, not in the data file.",Response anchors and instructions are taken from the published BLUE-Q instrument; the study's data file records only numeric codes.,2026-08-18
