table,batch,mapping_basis,uploaded,route,status,evidence
conspiracy_asd__thinking_styles,batch_023,data_labels,,2 (positional header re-run vs live per-item mean/floor%/ceiling%),VERIFIED,"Item axis (route 2/positional header re-run): the deposit workbook's columns 21..30 (0-based), which data/conspiracy_belief_schizotypy_asd.py maps to ts_1..ts_10, reproduce the live IRW per-item statistics exactly -- means src/irw 3.930716/3.930716, 3.341801, 3.833718, 3.688222, 3.875289, 2.200924, 2.706697, 3.748268, 3.699769, 2.187067 (largest deviation 4.60e-07, pure rounding of the 6-d.p. hard-coded source values), and floor%/ceiling% identical to 0.0000 pp: 0.46/27.71, 5.08/13.16, 0.46/25.40, 1.85/18.94, 0.23/24.25, 26.33/3.00, 16.40/7.39, 1.39/19.63, 2.08/21.02, 28.18/3.23. The two near-tied mean pairs (ts_4 3.6882 vs ts_9 3.6998; ts_6 2.2009 vs ts_10 2.1871) are separated by floor%/ceiling%: all 10 (mean, floor%, ceiling%) signatures are distinct, 0 duplicates, closest pair distance 0.8349 in that 3-space. Every item is therefore distinguished from every other item. Option axis: not statistically tested and it did not need to be -- the survey states the coding outright ('1 being ""completely false"" and 5 being ""completely true""') and its anchor legend table prints 1..5 under the same two labels, so no inference was made. What this does NOT establish: nothing further on the item axis; the unlabelled midpoints 2-4 have no source text to verify."
contreras_valdez_2022_bsq,batch_023,unknown,,"3 (stored subscale total: unique 8-column subset reproducing bsq8_overall), with 1 (independent-sample EFA loadings vs item-total r) and 8 (semantic coherence of the endorsement extremes) as support",PARTIAL,"BLOCKED on rights, no CSV shipped, so there is no shipped mapping to verify -- PARTIAL records what the route DID establish, for a future attempt. Route 3 (published/stored subscale total): of the choose(16,8) = 12,870 possible 8-column subsets of bsq_i01..bsq_i16, exactly ONE reproduces the S1 file's own bsq8_overall column row-for-row over all 1,117 Study 1 respondents: {bsq_i02, bsq_i03, bsq_i05, bsq_i07, bsq_i09, bsq_i10, bsq_i13, bsq_i16}. Under the claimed mapping (bsq_iNN = position NN of BSQ-16B = ascending BSQ-34 items 2,4,6,12,13,14,16,18,19,23,24,27,29,30,31,33) those eight positions are BSQ-34 items 4, 6, 13, 16, 19, 23, 29, 33 -- exactly BSQ-8C (Evans & Dolan 1993), the 8-item form the paper states it used. Supporting: Spearman between Amaya Hernandez (2013) Apendice A's independent-sample EFA loadings (range .461-.745) and the corrected item-total correlations here is 0.550 (p = .027, n = 16); the lowest-mean item is bsq_i08 at 1.397 (avoidance of social occasions, BSQ-34 #18) and the highest is bsq_i02 at 2.930 (fear of becoming fat, BSQ-34 #4), the expected endorsement extremes. WHAT THIS DOES NOT ESTABLISH: the subset test pins which EIGHT positions are BSQ-8C members, i.e. it separates the 8C half from the 8D half, but it does not order items WITHIN either half -- swapping bsq_i02 with bsq_i03 would leave every number above unchanged. Hence PARTIAL, not VERIFIED."
contreras_valdez_2022_rses,batch_023,unknown,,"6 (keying polarity) and 3 (stored subscale totals: unique 5- and 3-column subsets reproducing rses_pse/rses_nse), with 1 (independent-sample EFA loadings vs item-rest r) as weak support",PARTIAL,"BLOCKED on rights, no CSV shipped, so there is no shipped mapping to verify -- PARTIAL records what the routes DID establish, for a future attempt. Route 6 (keying polarity), n=973 complete cases: the 10x10 correlation matrix splits into exactly two classes with no overlap -- within {rses_i01,i03,i04,i07,i10} r ranges +0.270 to +0.584, within {rses_i02,i05,i06,i09} r ranges +0.271 to +0.594, and every cross-class r is negative, -0.422 to -0.107. rses_i08 belongs to neither: its largest |r| with any other item is 0.085 (with rses_i07), below the 0.107 minimum |r| of every other pair. That is exactly the structure Amaya Hernandez (2013) Apendice B predicts for this numbering -- positively worded items 1,3,4,7,10; negatively worded 2,5,6,9; and item 8 ('Desearia respetarme mas a mi mismo') the deviant one, which loads -.011 on her positive factor and .224 on her negative factor. Route 3 (stored subscale totals): of the choose(10,5)=252 five-column subsets, exactly ONE reproduces the S1 file's rses_pse column row for row -- {rses_i01,i03,i04,i07,i10} -- and of the choose(10,3)=120 three-column subsets exactly ONE reproduces rses_nse -- {rses_i02,i06,i09}; both are the Amaya polarity classes minus the two items Jurado Cardenas et al.'s 8-item model drops (i05, i08). Direction: rses_pse correlates -0.395 with edeq14_overall and rses_nse +0.287, which is the sign pattern the paper reports for Positive and Negative Self-Esteem, and it is only compatible with the positively worded class being {i01,i03,i04,i07,i10} if resp 4 = agreement -- i.e. the stored scale is the reverse of the anchors the Keys sheet prints. Weak supporting rank evidence: Spearman between Amaya's independent-sample EFA loadings and the within-class corrected item-rest correlations here is 0.70 (n=5, p=.19) for the positive class and 0.40 (n=4, p=.60) for the negative class -- the weakest item in each class matches (i01, loading .505, item-rest .406; i05, loading .445, item-rest .347), but neither is significant. WHAT THIS DOES NOT ESTABLISH: the routes pin each item's POLARITY CLASS, the unique identity of rses_i08, and which two items the 8-item scoring drops -- they do NOT order items within either class, so swapping rses_i03 with rses_i04 would leave every number above unchanged. Item order within a class rests entirely on Amaya's printed 1-10 numbering. Hence PARTIAL, not VERIFIED."
cooper_2018_funny_topics,batch_023,data_labels,,route 1 (per-item published statistics) + self-describing-code exemption,VERIFIED,"Exempt twice over (item codes are the source .xlsx column headers verbatim and name their own subject), but checked anyway. S1 Table publishes per-subject logistic intercept + male coefficient; with the paper's N (1004 F / 606 M) each pair implies a pooled endorsement proportion for the ENGLISH-NAMED subject, compared against each live item code's mean resp. All 34 agree to <=0.0047 (worst funny.divorce 0.211 pred vs 0.216 obs; funny.tv 0.763 vs 0.759; funny.disabilities 0.080 vs 0.082), and the Hungarian optimum over all 34! permutations of text-onto-code is the shipped identity assignment (total cost 0.0499, 0 items reassigned). Nearest-neighbour alone would leave 8 ambiguous (the ~0.10 cluster gaypeople/muslims/transgender/african.americans and the dogs/cute.animals tie); the global assignment is what separates them. This route does NOT establish the option_text labels 'Selected'/'Not selected', which are a description of the 0/1 check-all-that-apply coding rather than transcribed source wording."
cormier_2024_personality,batch_023,data_labels,,9 (response-frequency matching),VERIFIED,"Counted each of the 5 Qualtrics labels per Q20_* column in the raw PLOS S2 export against each integer per item in irw_fetch(): all 80 item x level cells match exactly (e.g. Q20_1 105/192/51/331/219 raw vs 105/192/51/331/219 live; Q20_7 334/231/102/218/13; Q20_8 0/0/0/0/898). This pins the label->integer direction (1=Disagree strongly ... 5=Agree strongly) and rules out any level permutation, since the 16 items' count profiles are all distinct. It does NOT itself establish item identity -- that axis is not inferred at all: the IRW code is the source column name and the item text is that column's own Qualtrics label, so there is no ordering step for a route to test. mapping_basis is data_labels and Step 5b is therefore exempt on the item axis; this row records the resp-axis check, which did carry an inference (RESP_MAP in data/cormier_2024_hearing_battery.py)."
conspiracy_asd__cognitive_flexibility,batch_023,data_labels,,,NOT_NEEDED,"Exempt per SKILL.md Step 5b: the source file's own variable/column labels tie each item code to its wording, so the mapping is authoritative at the source rather than inferred."
conspiracy_asd__conspiracy_gcbs,batch_023,data_labels,,,NOT_NEEDED,"Exempt per SKILL.md Step 5b: the source file's own variable/column labels tie each item code to its wording, so the mapping is authoritative at the source rather than inferred."
conspiracy_asd__schizotypy,batch_023,data_labels,,,NOT_NEEDED,"Exempt per SKILL.md Step 5b: the source file's own variable/column labels tie each item code to its wording, so the mapping is authoritative at the source rather than inferred."
cooper_2018_offensive_topics,batch_023,data_labels,,,NOT_NEEDED,"Exempt per SKILL.md Step 5b: the source file's own variable/column labels tie each item code to its wording, so the mapping is authoritative at the source rather than inferred."
cormier_2024_cognitive_decline,batch_023,data_labels,,,NOT_NEEDED,"Exempt per SKILL.md Step 5b: the source file's own variable/column labels tie each item code to its wording, so the mapping is authoritative at the source rather than inferred."
