table,mapping_basis,text_source,source_ref,note,public_note,uploaded
conspiracy_asd__cognitive_flexibility,data_labels,study_materials,"https://doi.org/10.6084/m9.figshare.30903575.v2 (CC BY 4.0); ""Plain text version of survey.docx"" + Qualtrics header rows of ""Questionnaire 1 (Conspiracy Beliefs)_July 16 2024_08.34.xlsx""","20-item Cognitive Flexibility Inventory. The deposit's Qualtrics export labels each column in header row 1 (e.g. 'Cognitive flexibility - I am good at ''sizing up'' situations') and header row 0 carries the codes ._1..._20; data/conspiracy_belief_schizotypy_asd.py assigns cfi_1..cfi_20 by rank over exactly those 20 columns (raw indices 32-51 bounded by the THINKING STYLES TOTAL and COGNITIVE FLEXIBILITY TOTALS columns) so rank == label number. Item wording transcribed from the deposit's plain-text survey docx rather than those labels because the processed xlsx's label row has a global find/replace artifact that turned every 'no' into '2' ('k2w'=know, '2t'=not, 'a2ther'=another); the deposit's RAW DATA xlsx carries the same labels uncorrupted and matches the docx word for word. Only deviation from literal transcription: the U+FB01 'fi' ligature in the docx (difﬁcult, ﬁnd) was expanded to 'fi'. Response anchors 1=Strongly disagree .. 7=Strongly agree taken from the docx's own scale table printed under the Cognitive Flexibility heading. Per-item n in the raw file is 433 for all 20 columns, matching irw_table_sets() per-item n exactly.","Item wording here comes from the deposit's plain-text survey document, not from the coded Qualtrics workbook that accompanies it. That workbook's label row is corrupted by a global find/replace of 'no' to '2' -- it reads 'I feel I have 2 power' and 'I just don't k2w what to do' -- so anyone comparing this table against those labels will find differences. The plain-text document agrees word for word with the uncorrupted labels in the deposit's raw data file.",
conspiracy_asd__conspiracy_gcbs,data_labels,study_materials,https://doi.org/10.6084/m9.figshare.30903575.v2 (raw Excel header row; survey .docx Table 6),"Item codes gcbs_1..gcbs_15 are assigned positionally by data/conspiracy_belief_schizotypy_asd.py (SCALES entry range(64,79), prefix 'gcbs', enumerate start=1) over the raw Figshare Excel. That positional range was diffed against the file's own header row: columns 64-78 (0-based) are exactly the 15 cells labelled 'Conspiracy Beliefs - <item>', bracketed by 'ASD TRAITS TOTALS' at 63 and 'CONSPIRACY BELIEFS TOTALS' at 79, so gcbs_N is the Nth GCBS column and its text is the label at that position. Words shipped from that same header row with the file's 'no'->'2' corruption reversed; instructions and the endpoint anchors from the study's survey .docx (Table 6), which reproduces the same 15 items in the same order.","The source Excel's question-text header carries a mechanical corruption in which the letters 'no' were replaced by the digit '2' (e.g. 'in2cent', 'tech2logy'); the item text published here reverses that substitution.",
conspiracy_asd__schizotypy,data_labels,study_materials,"Figshare 10.6084/m9.figshare.30903575.v2 (CC BY 4.0): item text and instructions from ""Plain text version of survey.docx""; item code mapping from the header rows of ""RAW DATA Questionnaire 1 (Conspiracy Beliefs)_June 4, 2024"" and ""Questionnaire 1 (Conspiracy Beliefs)_July 16, 2024"" (columns ._1 .. ._37, ""Schizotypy - <item text>"")","Mapping is data-file labels: data/conspiracy_belief_schizotypy_asd.py assigns schizotypy_1..37 positionally over coded-workbook columns 80-116, whose own header numbering runs ._1 .. ._37 with the item text inline, so rank and label number coincide 1:1. Diffed all 37 shipped item_text strings against the source header at that position: identical apart from comma/period punctuation. Words shipped from the survey docx rather than the coded header because the coded header row carries a find-and-replace defect (every ""no"" rendered ""2""); the RAW Qualtrics export header is uncorrupted and matches the docx. ""Schizotypy - "" section prefix stripped from the header strings when diffing. Response anchors from the 5-point table printed under the schizotypy instructions in the docx. Instructions transcribed verbatim including their ""from 1 to 4"", which contradicts that table and the 1-5 data.","The item codes are a 37-item sequence, not MSS-B item numbers: the study administered all 38 MSS-B items but its deposited data omit ""I believe that dreams have magical properties"" (survey item 11), so schizotypy_11 onward are offset by one from the published MSS-B numbering. The transcribed instructions also say to answer ""from 1 to 4"" while the anchor table beneath them and the data are 1-5.",
conspiracy_asd__thinking_styles,data_labels,study_materials,"Figshare 10.6084/m9.figshare.30903575.v2 (CC BY 4.0): ""Plain text version of survey.docx"" (Thinking Styles item wording, instruction line, and the 1-5 anchor legend table) and the coded workbook's row 1 (column-level 'Thinking Styles - ...' labels, used for column identity only)","Item codes ts_1..ts_10 are assigned POSITIONALLY by data/conspiracy_belief_schizotypy_asd.py (ts_N <- raw workbook 0-based column 21+N-1), so the positional claim was checked rather than assumed: each source column's mean, floor% and ceiling% reproduce the live IRW per-item values exactly (largest mean deviation 4.6e-07, attributable to rounding the hard-coded source means to 6 d.p.; floor/ceiling identical to 1e-04 pp). Words taken from the deposit's survey.docx, not from the workbook header row, because the latter carries a find/replace corruption ('k2w' for 'know'). Leading item numbering stripped. Response anchors come from the survey's own instruction line and its 1-5 anchor legend table; midpoints 2-4 are unlabelled in the source and shipped blank. Rights: the source IRW copied from is CC BY 4.0 and no non-commercial statement by the REI's rights holder could be quoted, so no wording_rights flag is set.","The instrument is the 10-item Rational-Experiential Inventory short form, administered under the survey's own heading 'Thinking Styles'. Only the two extreme scale points are labelled on the instrument ('completely false' and 'completely true'), so `option_text` is blank for responses 2, 3 and 4 -- those points are genuinely unlabelled rather than missing. Wording is taken from the deposit's plain-text survey document, because the coded workbook's labels carry a find/replace artifact ('k2w' for 'know').",
contreras_valdez_2022_bsq,unknown,unknown,"Contreras-Valdez JA, Freyre M-A, Mendoza-Flores E (2022) PLoS ONE 17(4):e0266507, doi:10.1371/journal.pone.0266507 (S1 File, .s001 .xlsx -- Data + Keys sheets; BSQ response anchors, no item wording); Amaya Hernandez A (2013) doctoral thesis, UNAM, TESIUNAM 0704071, Apendice A -- the 16 administered Spanish BSQ-16 items numbered 1-16 (front matter states DERECHOS RESERVADOS / PROHIBIDA SU REPRODUCCION TOTAL O PARCIAL / uso 'exclusivamente para fines educativos e informativos'); Evans C, Dolan B (1993) Int J Eat Disord 13:315-321 -- BSQ-16B/BSQ-8C composition; data/contreras_valdez_2022_edeq_battery.py","BLOCKED, no CSV written -- see notes_contreras_valdez_2022_bsq.csv. mapping_basis and text_source are 'unknown' because NOTHING SHIPPED, not because the mapping was unresolvable: it was resolved and checked. CODE DERIVATION is core-model-3 pattern 1 -- data/contreras_valdez_2022_edeq_battery.py melts BSQ_COLS = [f'bsq_i{i:02d}' for i in range(1,17)] straight off the S1 sheet, so the IRW code IS the source column name; sentinels 8 ('not included in this study') and 9 (missing) are dropped, which is why resp is 1-6. MAPPING ESTABLISHED: Amaya Hernandez (2013) Apendice A prints the 16 administered Spanish items explicitly numbered 1-16, so the tie to bsq_i01..bsq_i16 is a number match, not an order inference -- paper_explicit grade had it shipped. VERIFIED FURTHER AGAINST THE DATA: those 16 items are BSQ-16B (Evans & Dolan 1993 alternate form B = BSQ-34 items 2,4,6,12,13,14,16,18,19,23,24,27,29,30,31,33) in BSQ-34 order, and the S1 file's own bsq8_overall column is reproduced EXACTLY by one and only one of the 12,870 possible 8-column subsets -- {bsq_i02, i03, i05, i07, i09, i10, i13, i16} -- which under that mapping is precisely BSQ-8C (BSQ-34 items 4, 6, 13, 16, 19, 23, 29, 33), the 8-item form the paper says it scored. See verify_contreras_valdez_2022_bsq.R. LANGUAGE: administered in Spanish (Mexico); had it shipped, item_text/option_text would have carried the Spanish with English in the *_translated columns (the S1 Keys sheet supplies the authors' own English anchor glosses; the item English would have been machine translation).",,
contreras_valdez_2022_rses,unknown,unknown,"Contreras-Valdez JA, Freyre M-A, Mendoza-Flores E (2022) PLoS ONE 17(4):e0266507, doi:10.1371/journal.pone.0266507, CC BY 4.0 -- S1 File (.s001 .xlsx, Data + Keys sheets; RSES response anchors and the rses_pse/rses_nse factor-score columns, no item wording); Amaya Hernandez A (2013) doctoral thesis, UNAM, TESIUNAM 0704071, Apendice B -- the ten administered Spanish RSES items numbered 1-10 (front matter states DERECHOS RESERVADOS / PROHIBIDA SU REPRODUCCION TOTAL O PARCIAL / uso 'exclusivamente para fines educativos e informativos'); Jurado Cardenas D et al. (2015) Rev Latinoam Med Conductual 5(1):18-22 (redalyc 283046027004) -- the 8-item two-factor model the paper scored, item numbers only, no wording; data/contreras_valdez_2022_edeq_battery.py","BLOCKED, no CSV written -- see notes_contreras_valdez_2022_rses.csv. mapping_basis and text_source are 'unknown' because NOTHING SHIPPED, not because the mapping was unresolvable: it was resolved and checked. CODE DERIVATION is core-model-3 pattern 1 -- data/contreras_valdez_2022_edeq_battery.py melts RSES_COLS = [f'rses_i{i:02d}' for i in range(1,11)] straight off the S1 sheet, so the IRW code IS the source column name; sentinels 8 ('not included in this study', i.e. all of Study 1) and 9 (missing) are dropped, which is why the table is Study 2 only with resp 1-4. MAPPING ESTABLISHED: Amaya Hernandez (2013) Apendice B prints the ten administered Spanish items explicitly numbered 1-10, so the tie to rses_i01..rses_i10 would have been a number match rather than an order inference -- but it is a companion source rather than this study's own materials, so it was checked against the data (route 6 + route 3; see verification_contreras_valdez_2022_rses.csv and verify_contreras_valdez_2022_rses.R) and it reproduces exactly. LANGUAGE: administered in Spanish (Mexico); had it shipped, item_text/option_text would have carried the Spanish with English in the *_translated columns -- the S1 Keys sheet supplies the authors' own English anchor glosses ([completely agree] etc.), the item English would have been machine translation and would have owed an issues-page entry. ANCHOR DIRECTION: the deposit's stated 1 = totalmente de acuerdo .. 4 = totalmente en desacuerdo is contradicted by the file's own factor-score columns and by the paper's convergent-validity signs; the anchors would have shipped reversed, with the override disclosed, on the baka2023_bpnsf / burkert_2019_whoqol_bref precedent. Details in the note and in the verify script.","No item text is published for this table: the study's own CC BY materials never reproduce the Rosenberg items, and the only source that prints the administered Mexican Spanish wording is a UNAM thesis whose front matter restricts reuse to educational and informational purposes and prohibits partial reproduction, so IRW does not republish it. Separately, users should note that the deposit's codebook states the response scale as 1 = totalmente de acuerdo .. 4 = totalmente en desacuerdo, but the stored data run the other way (1 = totalmente en desacuerdo .. 4 = totalmente de acuerdo): the file's own rses_pse column is the raw sum of the five positively worded items and correlates -0.395 with the EDE-Q total, as the paper reports.",
cooper_2018_funny_topics,data_labels,study_materials,"PLOS ONE 10.1371/journal.pone.0201258 -- S3 File (survey instrument, .docx) for the wording; S5 File (S3 File data, .xlsx) for the column headers; S1 File (S1 Table) for the verification statistics","The IRW item codes ARE the S5 File .xlsx column headers verbatim (data/cooper_2018_humor.py melts the 34 funny.* columns with no renaming), and each header names its joke subject, so code->subject needs no inference. The wording shipped in item_text is the survey's own literal list from the S3 File ('jokes about African Americans', 'food puns', ...), trailing whitespace stripped, matched to the codes by subject name. instructions concatenates the two consecutive survey paragraphs that frame this checklist (the shared funny/offensive preamble and the funny-specific select-all stem), verbatim. option_text is NOT verbatim source text: this is a check-all-that-apply battery and the source publishes no response labels, so 1='Selected' / 0='Not selected' describes the 0/1 coding implied by 'Please select all that you might find funny.' Mapping additionally checked against S1 Table (see verification sidecar); the sibling table cooper_2018_offensive_topics is the same 34 subjects under the offensive stem.","This battery is a select-all-that-apply checklist, so `resp` is a checkbox state rather than a chosen response option, and the `option_text` values 'Selected' and 'Not selected' describe that 0/1 coding rather than transcribing anything the survey printed -- the source publishes no response labels for this battery, only the stem 'Please select all that you might find funny.' Item text and instructions are verbatim from the study's own survey file.",
cooper_2018_offensive_topics,data_labels,study_materials,"PLOS ONE 10.1371/journal.pone.0201258, S3 File (survey instrument, .docx) and S5 File (S3 Data, .xlsx response file); CC BY 4.0","Item codes are the S5 xlsx's own column headers (data/cooper_2018_humor.py melts them unchanged), and each header names its own topic (offensive.muslims, offensive.food puns), so code-to-text is fixed at the source with no inference; all 34 headers map one-to-one onto the 34 topics listed under the offensive checklist in S3 File. item_text is the S3 File topic wording verbatim (e.g. 'jokes about people with disabilities' for offensive.disabilities, 'jokes about farts or poop' for offensive.farts, 'food puns' for offensive.food puns), including the offensive/political/identity-based topics as published. instructions concatenates the two consecutive spans the respondent read before this checklist (the shared funny/offensive framing paragraph and the offensive-checklist question stem); the paragraph break between them was flattened to a space, no words changed. This is a check-all-that-apply list, so the survey prints no labels for the 0/1 coding: option_text 'Selected'/'Not selected' describes the checkbox state and is not source wording.","This battery is a select-all-that-apply checklist, so `resp` is a checkbox state rather than a chosen response option, and the `option_text` values 'Selected' and 'Not selected' describe that 0/1 coding rather than transcribing survey wording -- the source prints no response labels for it. Item text is verbatim from the study's own survey file.",
cormier_2024_cognitive_decline,data_labels,study_materials,"PLOS ONE 10.1371/journal.pone.0304428 S2 File (Qualtrics export); question-text header row ties each Q26_n column to its administered wording. data/cormier_2024_hearing_battery.py supplies MAP_Q26 = {No:0, Yes:1}.","Item codes ARE the source column names (Q26_1..Q26_6) -- no mapping step. Item text transcribed verbatim from the Qualtrics export's row-1 question text, with the shared matrix prefix 'The following questions will ask about changes in your daily activities and memory.' split off into instructions and the per-row stem kept as item_text (the export stores them concatenated as 'prefix - stem'). Option text No/Yes taken from the raw response values; resp coding No=0/Yes=1 from data/cormier_2024_hearing_battery.py and corroborated by the paper ('six yes/no questions with 1-point given for each yes response'). Per-item n=898 from irw_table_sets matches the raw file's per-column Yes+No counts exactly (e.g. Q26_1 603 No + 295 Yes = 898). Instrument confirmed as the Subjective Cognitive Function (SCF) questionnaire per the paper's Methods, which enumerates the same six memory concerns in the same order (Step 3b check passed).",,
cormier_2024_personality,data_labels,study_materials,"https://doi.org/10.1371/journal.pone.0304428.s002 (S2 Qualtrics export, row 1 question labels); PLOS ONE 19(6):e0304428, CC BY 4.0","IRW item codes ARE the Qualtrics column names (data/cormier_2024_hearing_battery.py melts Q20_1..Q20_16 unrenamed), and each column's question label in the export's header row carries its own item text -- no positional or order inference on the item axis. Deviations from literal transcription: the matrix prompt shared by all 16 rows was moved to `instructions` and the per-row remainder kept as `item_text`; newlines inside the label collapsed to single spaces. Option labels are the raw stored values themselves; their 1-5 coding comes from RESP_MAP in the processing script and was checked by route 9 (all 80 item x level counts match). Q20_8 is an attention check, left with a blank correct_response rather than shipping a key the schema would present as a scoring key. Wording rights: copied from a CC BY 4.0 PLOS deposit, and no NC clause for the BFI-2-XS could be quoted (the rights holder's page at colby.edu is Cloudflare-blocked), so no wording_rights flag is set.","Item Q20_8 is not a personality item: it is an attention check whose text instructs respondents to select 'Agree Strongly', and every respondent did (all 898 responses are 5). Exclude it before scoring the BFI-2-XS.",
