"table","section_id","item","instrument","instructions","section_prompt","item_text","correct_response","option_text","resp","language"
"qi_2025_dark_triad","qi_2025_dark_triad_1","DT_1","Short Dark Triad—Chinese version (SD3-C)","Please rate your agreement or disagreement with each item using the following guidelines.",NA,"It's not wise to tell your secrets.",NA,"Strongly Disagree",1,"Chinese"
"qi_2025_dark_triad","qi_2025_dark_triad_1","DT_1","Short Dark Triad—Chinese version (SD3-C)","Please rate your agreement or disagreement with each item using the following guidelines.",NA,"It's not wise to tell your secrets.",NA,"Disagree",2,"Chinese"
"qi_2025_dark_triad","qi_2025_dark_triad_1","DT_1","Short Dark Triad—Chinese version (SD3-C)","Please rate your agreement or disagreement with each item using the following guidelines.",NA,"It's not wise to tell your secrets.",NA,"Neither Agree nor Disagree",3,"Chinese"
"qi_2025_dark_triad","qi_2025_dark_triad_1","DT_1","Short Dark Triad—Chinese version (SD3-C)","Please rate your agreement or disagreement with each item using the following guidelines.",NA,"It's not wise to tell your secrets.",NA,"Agree",4,"Chinese"
"qi_2025_dark_triad","qi_2025_dark_triad_1","DT_1","Short Dark Triad—Chinese version (SD3-C)","Please rate your agreement or disagreement with each item using the following guidelines.",NA,"It's not wise to tell your secrets.",NA,"Strongly Agree",5,"Chinese"
"qi_2025_dark_triad","qi_2025_dark_triad_1","DT_2","Short Dark Triad—Chinese version (SD3-C)","Please rate your agreement or disagreement with each item using the following guidelines.",NA,"I like to use clever manipulation to get my way.",NA,"Strongly Disagree",1,"Chinese"
"qi_2025_dark_triad","qi_2025_dark_triad_1","DT_2","Short Dark Triad—Chinese version (SD3-C)","Please rate your agreement or disagreement with each item using the following guidelines.",NA,"I like to use clever manipulation to get my way.",NA,"Disagree",2,"Chinese"
"qi_2025_dark_triad","qi_2025_dark_triad_1","DT_2","Short Dark Triad—Chinese version (SD3-C)","Please rate your agreement or disagreement with each item using the following guidelines.",NA,"I like to use clever manipulation to get my way.",NA,"Neither Agree nor Disagree",3,"Chinese"
"qi_2025_dark_triad","qi_2025_dark_triad_1","DT_2","Short Dark Triad—Chinese version (SD3-C)","Please rate your agreement or disagreement with each item using the following guidelines.",NA,"I like to use clever manipulation to get my way.",NA,"Agree",4,"Chinese"
"qi_2025_dark_triad","qi_2025_dark_triad_1","DT_2","Short Dark Triad—Chinese version (SD3-C)","Please rate your agreement or disagreement with each item using the following guidelines.",NA,"I like to use clever manipulation to get my way.",NA,"Strongly Agree",5,"Chinese"
"qi_2025_dark_triad","qi_2025_dark_triad_1","DT_3","Short Dark Triad—Chinese version (SD3-C)","Please rate your agreement or disagreement with each item using the following guidelines.",NA,"Whatever it takes, you must get the important people on your side.",NA,"Strongly Disagree",1,"Chinese"
"qi_2025_dark_triad","qi_2025_dark_triad_1","DT_3","Short Dark Triad—Chinese version (SD3-C)","Please rate your agreement or disagreement with each item using the following guidelines.",NA,"Whatever it takes, you must get the important people on your side.",NA,"Disagree",2,"Chinese"
"qi_2025_dark_triad","qi_2025_dark_triad_1","DT_3","Short Dark Triad—Chinese version (SD3-C)","Please rate your agreement or disagreement with each item using the following guidelines.",NA,"Whatever it takes, you must get the important people on your side.",NA,"Neither Agree nor Disagree",3,"Chinese"
"qi_2025_dark_triad","qi_2025_dark_triad_1","DT_3","Short Dark Triad—Chinese version (SD3-C)","Please rate your agreement or disagreement with each item using the following guidelines.",NA,"Whatever it takes, you must get the important people on your side.",NA,"Agree",4,"Chinese"
"qi_2025_dark_triad","qi_2025_dark_triad_1","DT_3","Short Dark Triad—Chinese version (SD3-C)","Please rate your agreement or disagreement with each item using the following guidelines.",NA,"Whatever it takes, you must get the important people on your side.",NA,"Strongly Agree",5,"Chinese"
"qi_2025_dark_triad","qi_2025_dark_triad_1","DT_4","Short Dark Triad—Chinese version (SD3-C)","Please rate your agreement or disagreement with each item using the following guidelines.",NA,"Avoid direct conflict with others because they may be useful in the future.",NA,"Strongly Disagree",1,"Chinese"
"qi_2025_dark_triad","qi_2025_dark_triad_1","DT_4","Short Dark Triad—Chinese version (SD3-C)","Please rate your agreement or disagreement with each item using the following guidelines.",NA,"Avoid direct conflict with others because they may be useful in the future.",NA,"Disagree",2,"Chinese"
"qi_2025_dark_triad","qi_2025_dark_triad_1","DT_4","Short Dark Triad—Chinese version (SD3-C)","Please rate your agreement or disagreement with each item using the following guidelines.",NA,"Avoid direct conflict with others because they may be useful in the future.",NA,"Neither Agree nor Disagree",3,"Chinese"
