"table","section_id","item","instrument","instructions","section_prompt","item_text","correct_response","option_text","resp","language"
"qiang_2025_abusive_supervision","qiang_2025_abusive_supervision_1","as1","Abusive Supervision Scale (4 items)",NA,NA,"My supervisor does not praise me for the efforts I make at work.",NA,"strongly disagree",1,"Chinese"
"qiang_2025_abusive_supervision","qiang_2025_abusive_supervision_1","as1","Abusive Supervision Scale (4 items)",NA,NA,"My supervisor does not praise me for the efforts I make at work.",NA,NA,2,"Chinese"
"qiang_2025_abusive_supervision","qiang_2025_abusive_supervision_1","as1","Abusive Supervision Scale (4 items)",NA,NA,"My supervisor does not praise me for the efforts I make at work.",NA,NA,3,"Chinese"
"qiang_2025_abusive_supervision","qiang_2025_abusive_supervision_1","as1","Abusive Supervision Scale (4 items)",NA,NA,"My supervisor does not praise me for the efforts I make at work.",NA,NA,4,"Chinese"
"qiang_2025_abusive_supervision","qiang_2025_abusive_supervision_1","as1","Abusive Supervision Scale (4 items)",NA,NA,"My supervisor does not praise me for the efforts I make at work.",NA,"strongly agree",5,"Chinese"
"qiang_2025_abusive_supervision","qiang_2025_abusive_supervision_1","as2","Abusive Supervision Scale (4 items)",NA,NA,"My supervisor avoids embarrassment by blaming me.",NA,"strongly disagree",1,"Chinese"
"qiang_2025_abusive_supervision","qiang_2025_abusive_supervision_1","as2","Abusive Supervision Scale (4 items)",NA,NA,"My supervisor avoids embarrassment by blaming me.",NA,NA,2,"Chinese"
"qiang_2025_abusive_supervision","qiang_2025_abusive_supervision_1","as2","Abusive Supervision Scale (4 items)",NA,NA,"My supervisor avoids embarrassment by blaming me.",NA,NA,3,"Chinese"
"qiang_2025_abusive_supervision","qiang_2025_abusive_supervision_1","as2","Abusive Supervision Scale (4 items)",NA,NA,"My supervisor avoids embarrassment by blaming me.",NA,NA,4,"Chinese"
"qiang_2025_abusive_supervision","qiang_2025_abusive_supervision_1","as2","Abusive Supervision Scale (4 items)",NA,NA,"My supervisor avoids embarrassment by blaming me.",NA,"strongly agree",5,"Chinese"
"qiang_2025_abusive_supervision","qiang_2025_abusive_supervision_1","as3","Abusive Supervision Scale (4 items)",NA,NA,"My supervisor gives me the silent treatment.",NA,"strongly disagree",1,"Chinese"
"qiang_2025_abusive_supervision","qiang_2025_abusive_supervision_1","as3","Abusive Supervision Scale (4 items)",NA,NA,"My supervisor gives me the silent treatment.",NA,NA,2,"Chinese"
"qiang_2025_abusive_supervision","qiang_2025_abusive_supervision_1","as3","Abusive Supervision Scale (4 items)",NA,NA,"My supervisor gives me the silent treatment.",NA,NA,3,"Chinese"
"qiang_2025_abusive_supervision","qiang_2025_abusive_supervision_1","as3","Abusive Supervision Scale (4 items)",NA,NA,"My supervisor gives me the silent treatment.",NA,NA,4,"Chinese"
"qiang_2025_abusive_supervision","qiang_2025_abusive_supervision_1","as3","Abusive Supervision Scale (4 items)",NA,NA,"My supervisor gives me the silent treatment.",NA,"strongly agree",5,"Chinese"
"qiang_2025_abusive_supervision","qiang_2025_abusive_supervision_1","as4","Abusive Supervision Scale (4 items)",NA,NA,"My supervisor takes out their anger on me when upset about other matters.",NA,"strongly disagree",1,"Chinese"
"qiang_2025_abusive_supervision","qiang_2025_abusive_supervision_1","as4","Abusive Supervision Scale (4 items)",NA,NA,"My supervisor takes out their anger on me when upset about other matters.",NA,NA,2,"Chinese"
"qiang_2025_abusive_supervision","qiang_2025_abusive_supervision_1","as4","Abusive Supervision Scale (4 items)",NA,NA,"My supervisor takes out their anger on me when upset about other matters.",NA,NA,3,"Chinese"
"qiang_2025_abusive_supervision","qiang_2025_abusive_supervision_1","as4","Abusive Supervision Scale (4 items)",NA,NA,"My supervisor takes out their anger on me when upset about other matters.",NA,NA,4,"Chinese"
"qiang_2025_abusive_supervision","qiang_2025_abusive_supervision_1","as4","Abusive Supervision Scale (4 items)",NA,NA,"My supervisor takes out their anger on me when upset about other matters.",NA,"strongly agree",5,"Chinese"
