"table","mapping_basis","text_source","source_ref","note","public_note","uploaded"
"algner2022_uwes","paper_explicit","canonical_instrument","10.3389/fpsyg.2022.809862","Official German UWES-9 PDF obtained from the scale author's own site (wilmarschaufeli.nl), cross-checked against the paper's quoted example item, which matched exactly. 612 rows/item, no row-count anomalies. | VERIFIED 2026-08-17 who owns the 0-6 vs 1-7 offset: the STUDY's own raw figshare file (ndownloader.figshare.com/files/34395209) records all nine UWES items on 1-7, and data/algner2022_mimi.py only melts those columns -- it applies no recoding. So the offset from the published German UWES-9's printed 0-6 scale originates in the study's data collection/coding, not in IRW processing. Seven categories either way, labels aligned ascending.","The published German UWES-9 prints its response scale as 0-6 (Nie ... Immer) while this study's own data records the same seven categories as 1-7; the option labels are aligned ascending onto the 1-7 values, so a response of 1 here corresponds to the instrument's 0 (Nie)",""
"ali_2021_gad7","data_labels","study_materials","10.1371/journal.pone.0254074","Standard GAD-7. The PLOS supplementary file (s001, an Excel workbook despite the URL) carries the literal item stems and text response labels as column headers/values. Passed validation first try, 7/7 items, resp 0-3.","",""
"ali_2021_iesr","data_labels","study_materials","10.1371/journal.pone.0254074","22/22 items, resp 0-4 exact. Item stems and option labels read directly from the S1 workbook's headers/values; resp mapping cross-checked against the repo's own data/ali_2021_covid_nurses_wellbeing.py IESR_MAP. The S1 file has no instructions row, so instructions use the standard published IES-R preamble (Weiss & Marmar 1997) adapted to drop event-specific date blanks, not verbatim on-screen survey wording.","",""
"ali_2021_isi","data_labels","study_materials","10.1371/journal.pone.0254074","7/7 items, resp 0-4 exact; resp mapping cross-checked against the repo's ISI_MAPS. Instructions use the standard Morin et al. (2011) preamble rather than verbatim survey wording (none in source). Items 1-3 have lower row counts (103/94/105 vs 167-168) -- expected, those severity-anchor items are sometimes skipped as inapplicable, not a conflation.","",""
"ali_2021_spfi","data_labels","study_materials","10.1371/journal.pone.0254074","16/16 items, resp 0-4 exact; resp mapping cross-checked against the repo's SPFI_TRUE_MAP/SPFI_FREQ_MAP. Two section_ids used (professional-fulfillment vs burnout subscales) because they carry genuinely different anchors/instructions. Instructions use Trockel et al. (2018)'s two subscale preambles rather than verbatim survey wording.","",""
"alkouri_2025_coping","data_labels","study_materials","","19-item Coping Behavior Inventory. Item and option text verbatim from the study's own raw Google Forms export (PLOS s001.xlsx); its ""Recoded"" sheet gave a verified text-to-numeric mapping (Never=0 ... Always=4), shifted +1 to match the live IRW resp 1-5. 127 rows/item, uniform. No instructions text exists in the source, so instructions left blank rather than invented.","",""
"alkouri_2025_icu_stressors","data_labels","study_materials","","29-item Perceived Stress Scale, same source workbook as alkouri_2025_coping (cache reused, not refetched). Exact item/resp match, uniform 127 rows/item. Note: the source survey itself uses two different words for the same ordinal frequency category -- ""Barely"" for items 1-14 and ""Rarely"" for items 15-29 -- transcribed literally per item rather than normalized.","",""
"allen_2025_delaydiscount","paper_explicit","canonical_instrument","","27-item Kirby Monetary Choice Questionnaire. Coding direction (1=smaller-sooner, 2=larger-later) confirmed from the study's own PeerJ supplementary xlsx (MCQ_scoring sheet, `_for_xlsx = raw-1` transform). Verbatim item text (all 27 dollar/day amounts) and instructions from a primary-source Kirby et al. 1999 PDF.","",""
"almuqbil_2022_epds","paper_order","translated_substitute","","Standard 10-item EPDS, resp 0-3; item/resp sets and per-item N (253) match live data exactly, with correct reverse-scoring (items 3, 5-10) applied.","The study administered the Arabic EPDS translation (Ghubash et al. 1997), whose wording could not be independently sourced; item text is the standard English original (Cox, Holden & Sagovsky 1987)",""
"alomari_2025_student_questionnaire","paper_explicit","study_materials","10.1371/journal.pone.0340806","15 items (3 sections x 5) recovered verbatim via OCR of the paper's Table 1 -- the text is not in the article body or the supplementary xlsx. Validates cleanly. TWO METADATA ISSUES for Ben, separate from the extraction: (1) the table is named for ""alomari"" and the dictionary Reference is NA, but the actual source paper is authored by Xie, Zhu, Wang, Bai & Zhang (2026) -- no ""Alomari"" appears anywhere in the paper or figshare record, so the table name appears to misattribute the source; (2) live resp spans only {3,4,5} of the nominal 1-5 Likert scale (n=78), so option_text is limited to the observed values per the validation gate.","",""
