"table","section_id","item","instrument","language","instructions","section_prompt","item_text","correct_response","option_text","resp","instructions_translated","section_prompt_translated","item_text_translated","option_text_translated"
"neurodegenerative_huizinga_2019_vfq","neurodegenerative_huizinga_2019_vfq_p1","VFQ.1","National Eye Institute Visual Functioning Questionnaire - 25 (VFQ-25), version 2000, self-administered format","Dutch","The following is a survey with statements about problems which involve your vision or feelings that you have about your vision condition. After each question please choose the response that best describes your situation.

Please answer all the questions as if you were wearing your glasses or contact lenses (if any).

Please take as much time as you need to answer each question. All your answers are confidential. In order for this survey to improve our knowledge about vision problems and how they affect your quality of life, your answers must be as accurate as possible. Remember, if you wear glasses or contact lenses, please answer all of the following questions as though you were wearing them.",NA,"In general, would you say your overall health is:",NA,"Poor",0,NA,NA,NA,NA
"neurodegenerative_huizinga_2019_vfq","neurodegenerative_huizinga_2019_vfq_p1","VFQ.1","National Eye Institute Visual Functioning Questionnaire - 25 (VFQ-25), version 2000, self-administered format","Dutch","The following is a survey with statements about problems which involve your vision or feelings that you have about your vision condition. After each question please choose the response that best describes your situation.

Please answer all the questions as if you were wearing your glasses or contact lenses (if any).

Please take as much time as you need to answer each question. All your answers are confidential. In order for this survey to improve our knowledge about vision problems and how they affect your quality of life, your answers must be as accurate as possible. Remember, if you wear glasses or contact lenses, please answer all of the following questions as though you were wearing them.",NA,"In general, would you say your overall health is:",NA,"Fair",1,NA,NA,NA,NA
"neurodegenerative_huizinga_2019_vfq","neurodegenerative_huizinga_2019_vfq_p1","VFQ.1","National Eye Institute Visual Functioning Questionnaire - 25 (VFQ-25), version 2000, self-administered format","Dutch","The following is a survey with statements about problems which involve your vision or feelings that you have about your vision condition. After each question please choose the response that best describes your situation.

Please answer all the questions as if you were wearing your glasses or contact lenses (if any).

Please take as much time as you need to answer each question. All your answers are confidential. In order for this survey to improve our knowledge about vision problems and how they affect your quality of life, your answers must be as accurate as possible. Remember, if you wear glasses or contact lenses, please answer all of the following questions as though you were wearing them.",NA,"In general, would you say your overall health is:",NA,"Good",2,NA,NA,NA,NA
"neurodegenerative_huizinga_2019_vfq","neurodegenerative_huizinga_2019_vfq_p1","VFQ.1","National Eye Institute Visual Functioning Questionnaire - 25 (VFQ-25), version 2000, self-administered format","Dutch","The following is a survey with statements about problems which involve your vision or feelings that you have about your vision condition. After each question please choose the response that best describes your situation.

Please answer all the questions as if you were wearing your glasses or contact lenses (if any).

Please take as much time as you need to answer each question. All your answers are confidential. In order for this survey to improve our knowledge about vision problems and how they affect your quality of life, your answers must be as accurate as possible. Remember, if you wear glasses or contact lenses, please answer all of the following questions as though you were wearing them.",NA,"In general, would you say your overall health is:",NA,"Very Good",3,NA,NA,NA,NA
"neurodegenerative_huizinga_2019_vfq","neurodegenerative_huizinga_2019_vfq_p1","VFQ.1","National Eye Institute Visual Functioning Questionnaire - 25 (VFQ-25), version 2000, self-administered format","Dutch","The following is a survey with statements about problems which involve your vision or feelings that you have about your vision condition. After each question please choose the response that best describes your situation.

Please answer all the questions as if you were wearing your glasses or contact lenses (if any).

Please take as much time as you need to answer each question. All your answers are confidential. In order for this survey to improve our knowledge about vision problems and how they affect your quality of life, your answers must be as accurate as possible. Remember, if you wear glasses or contact lenses, please answer all of the following questions as though you were wearing them.",NA,"In general, would you say your overall health is:",NA,"Excellent",4,NA,NA,NA,NA
"neurodegenerative_huizinga_2019_vfq","neurodegenerative_huizinga_2019_vfq_p1","VFQ.2","National Eye Institute Visual Functioning Questionnaire - 25 (VFQ-25), version 2000, self-administered format","Dutch","The following is a survey with statements about problems which involve your vision or feelings that you have about your vision condition. After each question please choose the response that best describes your situation.

Please answer all the questions as if you were wearing your glasses or contact lenses (if any).

Please take as much time as you need to answer each question. All your answers are confidential. In order for this survey to improve our knowledge about vision problems and how they affect your quality of life, your answers must be as accurate as possible. Remember, if you wear glasses or contact lenses, please answer all of the following questions as though you were wearing them.",NA,"At the present time, would you say your eyesight using both eyes (with glasses or contact lenses, if you wear them) is excellent, good, fair, poor, or very poor or are you completely blind?",NA,"Completely Blind",0,NA,NA,NA,NA
"neurodegenerative_huizinga_2019_vfq","neurodegenerative_huizinga_2019_vfq_p1","VFQ.2","National Eye Institute Visual Functioning Questionnaire - 25 (VFQ-25), version 2000, self-administered format","Dutch","The following is a survey with statements about problems which involve your vision or feelings that you have about your vision condition. After each question please choose the response that best describes your situation.

Please answer all the questions as if you were wearing your glasses or contact lenses (if any).

Please take as much time as you need to answer each question. All your answers are confidential. In order for this survey to improve our knowledge about vision problems and how they affect your quality of life, your answers must be as accurate as possible. Remember, if you wear glasses or contact lenses, please answer all of the following questions as though you were wearing them.",NA,"At the present time, would you say your eyesight using both eyes (with glasses or contact lenses, if you wear them) is excellent, good, fair, poor, or very poor or are you completely blind?",NA,"Very Poor",1,NA,NA,NA,NA
"neurodegenerative_huizinga_2019_vfq","neurodegenerative_huizinga_2019_vfq_p1","VFQ.2","National Eye Institute Visual Functioning Questionnaire - 25 (VFQ-25), version 2000, self-administered format","Dutch","The following is a survey with statements about problems which involve your vision or feelings that you have about your vision condition. After each question please choose the response that best describes your situation.

Please answer all the questions as if you were wearing your glasses or contact lenses (if any).

Please take as much time as you need to answer each question. All your answers are confidential. In order for this survey to improve our knowledge about vision problems and how they affect your quality of life, your answers must be as accurate as possible. Remember, if you wear glasses or contact lenses, please answer all of the following questions as though you were wearing them.",NA,"At the present time, would you say your eyesight using both eyes (with glasses or contact lenses, if you wear them) is excellent, good, fair, poor, or very poor or are you completely blind?",NA,"Poor",2,NA,NA,NA,NA
"neurodegenerative_huizinga_2019_vfq","neurodegenerative_huizinga_2019_vfq_p1","VFQ.2","National Eye Institute Visual Functioning Questionnaire - 25 (VFQ-25), version 2000, self-administered format","Dutch","The following is a survey with statements about problems which involve your vision or feelings that you have about your vision condition. After each question please choose the response that best describes your situation.

Please answer all the questions as if you were wearing your glasses or contact lenses (if any).

Please take as much time as you need to answer each question. All your answers are confidential. In order for this survey to improve our knowledge about vision problems and how they affect your quality of life, your answers must be as accurate as possible. Remember, if you wear glasses or contact lenses, please answer all of the following questions as though you were wearing them.",NA,"At the present time, would you say your eyesight using both eyes (with glasses or contact lenses, if you wear them) is excellent, good, fair, poor, or very poor or are you completely blind?",NA,"Fair",3,NA,NA,NA,NA
"neurodegenerative_huizinga_2019_vfq","neurodegenerative_huizinga_2019_vfq_p1","VFQ.2","National Eye Institute Visual Functioning Questionnaire - 25 (VFQ-25), version 2000, self-administered format","Dutch","The following is a survey with statements about problems which involve your vision or feelings that you have about your vision condition. After each question please choose the response that best describes your situation.

Please answer all the questions as if you were wearing your glasses or contact lenses (if any).

Please take as much time as you need to answer each question. All your answers are confidential. In order for this survey to improve our knowledge about vision problems and how they affect your quality of life, your answers must be as accurate as possible. Remember, if you wear glasses or contact lenses, please answer all of the following questions as though you were wearing them.",NA,"At the present time, would you say your eyesight using both eyes (with glasses or contact lenses, if you wear them) is excellent, good, fair, poor, or very poor or are you completely blind?",NA,"Good",4,NA,NA,NA,NA
