"table","section_id","item","instrument","language","instructions","section_prompt","item_text","item_text_translated","correct_response","option_text","option_text_translated","resp"
"li_2025_socmedia_satisfaction","li_2025_socmedia_satisfaction_1","SAT1","Satisfaction scale (Idkhan & Idris, 2023)","Chinese",NA,NA,"我对社交媒体的总体功能感到满意","I am satisfied with the overall functionality of social media.",NA,"非常不赞同","Strongly disagree",1
"li_2025_socmedia_satisfaction","li_2025_socmedia_satisfaction_1","SAT1","Satisfaction scale (Idkhan & Idris, 2023)","Chinese",NA,NA,"我对社交媒体的总体功能感到满意","I am satisfied with the overall functionality of social media.",NA,"不赞同","Disagree",2
"li_2025_socmedia_satisfaction","li_2025_socmedia_satisfaction_1","SAT1","Satisfaction scale (Idkhan & Idris, 2023)","Chinese",NA,NA,"我对社交媒体的总体功能感到满意","I am satisfied with the overall functionality of social media.",NA,"中立","Neutral",3
"li_2025_socmedia_satisfaction","li_2025_socmedia_satisfaction_1","SAT1","Satisfaction scale (Idkhan & Idris, 2023)","Chinese",NA,NA,"我对社交媒体的总体功能感到满意","I am satisfied with the overall functionality of social media.",NA,"赞同","Agree",4
"li_2025_socmedia_satisfaction","li_2025_socmedia_satisfaction_1","SAT1","Satisfaction scale (Idkhan & Idris, 2023)","Chinese",NA,NA,"我对社交媒体的总体功能感到满意","I am satisfied with the overall functionality of social media.",NA,"非常赞同","Strongly agree",5
"li_2025_socmedia_satisfaction","li_2025_socmedia_satisfaction_1","SAT2","Satisfaction scale (Idkhan & Idris, 2023)","Chinese",NA,NA,"使用社交媒体后，我对体育旅行感到满意","I am satisfied with sports tourism after using social media.",NA,"非常不赞同","Strongly disagree",1
"li_2025_socmedia_satisfaction","li_2025_socmedia_satisfaction_1","SAT2","Satisfaction scale (Idkhan & Idris, 2023)","Chinese",NA,NA,"使用社交媒体后，我对体育旅行感到满意","I am satisfied with sports tourism after using social media.",NA,"不赞同","Disagree",2
"li_2025_socmedia_satisfaction","li_2025_socmedia_satisfaction_1","SAT2","Satisfaction scale (Idkhan & Idris, 2023)","Chinese",NA,NA,"使用社交媒体后，我对体育旅行感到满意","I am satisfied with sports tourism after using social media.",NA,"中立","Neutral",3
"li_2025_socmedia_satisfaction","li_2025_socmedia_satisfaction_1","SAT2","Satisfaction scale (Idkhan & Idris, 2023)","Chinese",NA,NA,"使用社交媒体后，我对体育旅行感到满意","I am satisfied with sports tourism after using social media.",NA,"赞同","Agree",4
"li_2025_socmedia_satisfaction","li_2025_socmedia_satisfaction_1","SAT2","Satisfaction scale (Idkhan & Idris, 2023)","Chinese",NA,NA,"使用社交媒体后，我对体育旅行感到满意","I am satisfied with sports tourism after using social media.",NA,"非常赞同","Strongly agree",5
"li_2025_socmedia_satisfaction","li_2025_socmedia_satisfaction_1","SAT3","Satisfaction scale (Idkhan & Idris, 2023)","Chinese",NA,NA,"我认为，使用社交媒体可以提高我体育旅行的知识和技能","I believe that using social media can enhance my knowledge and skills in sports tourism.",NA,"非常不赞同","Strongly disagree",1
"li_2025_socmedia_satisfaction","li_2025_socmedia_satisfaction_1","SAT3","Satisfaction scale (Idkhan & Idris, 2023)","Chinese",NA,NA,"我认为，使用社交媒体可以提高我体育旅行的知识和技能","I believe that using social media can enhance my knowledge and skills in sports tourism.",NA,"不赞同","Disagree",2
"li_2025_socmedia_satisfaction","li_2025_socmedia_satisfaction_1","SAT3","Satisfaction scale (Idkhan & Idris, 2023)","Chinese",NA,NA,"我认为，使用社交媒体可以提高我体育旅行的知识和技能","I believe that using social media can enhance my knowledge and skills in sports tourism.",NA,"中立","Neutral",3
"li_2025_socmedia_satisfaction","li_2025_socmedia_satisfaction_1","SAT3","Satisfaction scale (Idkhan & Idris, 2023)","Chinese",NA,NA,"我认为，使用社交媒体可以提高我体育旅行的知识和技能","I believe that using social media can enhance my knowledge and skills in sports tourism.",NA,"赞同","Agree",4
"li_2025_socmedia_satisfaction","li_2025_socmedia_satisfaction_1","SAT3","Satisfaction scale (Idkhan & Idris, 2023)","Chinese",NA,NA,"我认为，使用社交媒体可以提高我体育旅行的知识和技能","I believe that using social media can enhance my knowledge and skills in sports tourism.",NA,"非常赞同","Strongly agree",5
"li_2025_socmedia_satisfaction","li_2025_socmedia_satisfaction_1","SAT4","Satisfaction scale (Idkhan & Idris, 2023)","Chinese",NA,NA,"我认为，社交媒体为体育旅行提供了更多的选择","I believe that social media offers more options for sports tourism.",NA,"非常不赞同","Strongly disagree",1
"li_2025_socmedia_satisfaction","li_2025_socmedia_satisfaction_1","SAT4","Satisfaction scale (Idkhan & Idris, 2023)","Chinese",NA,NA,"我认为，社交媒体为体育旅行提供了更多的选择","I believe that social media offers more options for sports tourism.",NA,"不赞同","Disagree",2
"li_2025_socmedia_satisfaction","li_2025_socmedia_satisfaction_1","SAT4","Satisfaction scale (Idkhan & Idris, 2023)","Chinese",NA,NA,"我认为，社交媒体为体育旅行提供了更多的选择","I believe that social media offers more options for sports tourism.",NA,"中立","Neutral",3
"li_2025_socmedia_satisfaction","li_2025_socmedia_satisfaction_1","SAT4","Satisfaction scale (Idkhan & Idris, 2023)","Chinese",NA,NA,"我认为，社交媒体为体育旅行提供了更多的选择","I believe that social media offers more options for sports tourism.",NA,"赞同","Agree",4
"li_2025_socmedia_satisfaction","li_2025_socmedia_satisfaction_1","SAT4","Satisfaction scale (Idkhan & Idris, 2023)","Chinese",NA,NA,"我认为，社交媒体为体育旅行提供了更多的选择","I believe that social media offers more options for sports tourism.",NA,"非常赞同","Strongly agree",5
