"table","section_id","item","instrument","language","instructions","section_prompt","item_text","item_text_translated","correct_response","option_text","option_text_translated","resp"
"li_2025_socmedia_infoquality","li_2025_socmedia_infoquality_1","IQ1","Information quality scale (Idkhan & Idris, 2023)","Chinese",NA,NA,"我认为，社交媒体提供的信息具有可靠性和准确性","I believe that the information provided by social media is reliable and accurate.",NA,"非常不赞同","Strongly disagree",1
"li_2025_socmedia_infoquality","li_2025_socmedia_infoquality_1","IQ1","Information quality scale (Idkhan & Idris, 2023)","Chinese",NA,NA,"我认为，社交媒体提供的信息具有可靠性和准确性","I believe that the information provided by social media is reliable and accurate.",NA,"不赞同","Disagree",2
"li_2025_socmedia_infoquality","li_2025_socmedia_infoquality_1","IQ1","Information quality scale (Idkhan & Idris, 2023)","Chinese",NA,NA,"我认为，社交媒体提供的信息具有可靠性和准确性","I believe that the information provided by social media is reliable and accurate.",NA,"中立","Neutral",3
"li_2025_socmedia_infoquality","li_2025_socmedia_infoquality_1","IQ1","Information quality scale (Idkhan & Idris, 2023)","Chinese",NA,NA,"我认为，社交媒体提供的信息具有可靠性和准确性","I believe that the information provided by social media is reliable and accurate.",NA,"赞同","Agree",4
"li_2025_socmedia_infoquality","li_2025_socmedia_infoquality_1","IQ1","Information quality scale (Idkhan & Idris, 2023)","Chinese",NA,NA,"我认为，社交媒体提供的信息具有可靠性和准确性","I believe that the information provided by social media is reliable and accurate.",NA,"非常赞同","Strongly agree",5
"li_2025_socmedia_infoquality","li_2025_socmedia_infoquality_1","IQ2","Information quality scale (Idkhan & Idris, 2023)","Chinese",NA,NA,"我认为，社交媒体可以清晰易懂的呈现信息","I believe that social media presents information clearly and understandably.",NA,"非常不赞同","Strongly disagree",1
"li_2025_socmedia_infoquality","li_2025_socmedia_infoquality_1","IQ2","Information quality scale (Idkhan & Idris, 2023)","Chinese",NA,NA,"我认为，社交媒体可以清晰易懂的呈现信息","I believe that social media presents information clearly and understandably.",NA,"不赞同","Disagree",2
"li_2025_socmedia_infoquality","li_2025_socmedia_infoquality_1","IQ2","Information quality scale (Idkhan & Idris, 2023)","Chinese",NA,NA,"我认为，社交媒体可以清晰易懂的呈现信息","I believe that social media presents information clearly and understandably.",NA,"中立","Neutral",3
"li_2025_socmedia_infoquality","li_2025_socmedia_infoquality_1","IQ2","Information quality scale (Idkhan & Idris, 2023)","Chinese",NA,NA,"我认为，社交媒体可以清晰易懂的呈现信息","I believe that social media presents information clearly and understandably.",NA,"赞同","Agree",4
"li_2025_socmedia_infoquality","li_2025_socmedia_infoquality_1","IQ2","Information quality scale (Idkhan & Idris, 2023)","Chinese",NA,NA,"我认为，社交媒体可以清晰易懂的呈现信息","I believe that social media presents information clearly and understandably.",NA,"非常赞同","Strongly agree",5
"li_2025_socmedia_infoquality","li_2025_socmedia_infoquality_1","IQ3","Information quality scale (Idkhan & Idris, 2023)","Chinese",NA,NA,"我认为，社交媒体中的信息具有新颖性和完整性","I believe that the information on social media is novel and comprehensive.",NA,"非常不赞同","Strongly disagree",1
"li_2025_socmedia_infoquality","li_2025_socmedia_infoquality_1","IQ3","Information quality scale (Idkhan & Idris, 2023)","Chinese",NA,NA,"我认为，社交媒体中的信息具有新颖性和完整性","I believe that the information on social media is novel and comprehensive.",NA,"不赞同","Disagree",2
"li_2025_socmedia_infoquality","li_2025_socmedia_infoquality_1","IQ3","Information quality scale (Idkhan & Idris, 2023)","Chinese",NA,NA,"我认为，社交媒体中的信息具有新颖性和完整性","I believe that the information on social media is novel and comprehensive.",NA,"中立","Neutral",3
"li_2025_socmedia_infoquality","li_2025_socmedia_infoquality_1","IQ3","Information quality scale (Idkhan & Idris, 2023)","Chinese",NA,NA,"我认为，社交媒体中的信息具有新颖性和完整性","I believe that the information on social media is novel and comprehensive.",NA,"赞同","Agree",4
"li_2025_socmedia_infoquality","li_2025_socmedia_infoquality_1","IQ3","Information quality scale (Idkhan & Idris, 2023)","Chinese",NA,NA,"我认为，社交媒体中的信息具有新颖性和完整性","I believe that the information on social media is novel and comprehensive.",NA,"非常赞同","Strongly agree",5
