"table","section_id","item","instrument","instructions","section_prompt","item_text","correct_response","option_text","resp"
"gcbs_brotherton_2013","gcbs_brotherton_2013_1","Q1","Generic Conspiracist Beliefs Scale (GCBS), Brotherton, French & Pickering (2013); Open-Source Psychometrics Project online version","The GCBS has 15 questions. In each questions you must rate how much you agree with a given statement on a five point scale where 1=Disagree, 3=Neutral and 5=Agree.",NA,"The government is involved in the murder of innocent citizens and/or well-known public figures, and keeps this a secret.",NA,NA,0
"gcbs_brotherton_2013","gcbs_brotherton_2013_1","Q1","Generic Conspiracist Beliefs Scale (GCBS), Brotherton, French & Pickering (2013); Open-Source Psychometrics Project online version","The GCBS has 15 questions. In each questions you must rate how much you agree with a given statement on a five point scale where 1=Disagree, 3=Neutral and 5=Agree.",NA,"The government is involved in the murder of innocent citizens and/or well-known public figures, and keeps this a secret.",NA,"Disagree",1
"gcbs_brotherton_2013","gcbs_brotherton_2013_1","Q1","Generic Conspiracist Beliefs Scale (GCBS), Brotherton, French & Pickering (2013); Open-Source Psychometrics Project online version","The GCBS has 15 questions. In each questions you must rate how much you agree with a given statement on a five point scale where 1=Disagree, 3=Neutral and 5=Agree.",NA,"The government is involved in the murder of innocent citizens and/or well-known public figures, and keeps this a secret.",NA,NA,2
"gcbs_brotherton_2013","gcbs_brotherton_2013_1","Q1","Generic Conspiracist Beliefs Scale (GCBS), Brotherton, French & Pickering (2013); Open-Source Psychometrics Project online version","The GCBS has 15 questions. In each questions you must rate how much you agree with a given statement on a five point scale where 1=Disagree, 3=Neutral and 5=Agree.",NA,"The government is involved in the murder of innocent citizens and/or well-known public figures, and keeps this a secret.",NA,"Neutral",3
"gcbs_brotherton_2013","gcbs_brotherton_2013_1","Q1","Generic Conspiracist Beliefs Scale (GCBS), Brotherton, French & Pickering (2013); Open-Source Psychometrics Project online version","The GCBS has 15 questions. In each questions you must rate how much you agree with a given statement on a five point scale where 1=Disagree, 3=Neutral and 5=Agree.",NA,"The government is involved in the murder of innocent citizens and/or well-known public figures, and keeps this a secret.",NA,NA,4
"gcbs_brotherton_2013","gcbs_brotherton_2013_1","Q1","Generic Conspiracist Beliefs Scale (GCBS), Brotherton, French & Pickering (2013); Open-Source Psychometrics Project online version","The GCBS has 15 questions. In each questions you must rate how much you agree with a given statement on a five point scale where 1=Disagree, 3=Neutral and 5=Agree.",NA,"The government is involved in the murder of innocent citizens and/or well-known public figures, and keeps this a secret.",NA,"Agree",5
"gcbs_brotherton_2013","gcbs_brotherton_2013_1","Q2","Generic Conspiracist Beliefs Scale (GCBS), Brotherton, French & Pickering (2013); Open-Source Psychometrics Project online version","The GCBS has 15 questions. In each questions you must rate how much you agree with a given statement on a five point scale where 1=Disagree, 3=Neutral and 5=Agree.",NA,"The power held by heads of state is second to that of small unknown groups who really control world politics.",NA,NA,0
"gcbs_brotherton_2013","gcbs_brotherton_2013_1","Q2","Generic Conspiracist Beliefs Scale (GCBS), Brotherton, French & Pickering (2013); Open-Source Psychometrics Project online version","The GCBS has 15 questions. In each questions you must rate how much you agree with a given statement on a five point scale where 1=Disagree, 3=Neutral and 5=Agree.",NA,"The power held by heads of state is second to that of small unknown groups who really control world politics.",NA,"Disagree",1
"gcbs_brotherton_2013","gcbs_brotherton_2013_1","Q2","Generic Conspiracist Beliefs Scale (GCBS), Brotherton, French & Pickering (2013); Open-Source Psychometrics Project online version","The GCBS has 15 questions. In each questions you must rate how much you agree with a given statement on a five point scale where 1=Disagree, 3=Neutral and 5=Agree.",NA,"The power held by heads of state is second to that of small unknown groups who really control world politics.",NA,NA,2
"gcbs_brotherton_2013","gcbs_brotherton_2013_1","Q2","Generic Conspiracist Beliefs Scale (GCBS), Brotherton, French & Pickering (2013); Open-Source Psychometrics Project online version","The GCBS has 15 questions. In each questions you must rate how much you agree with a given statement on a five point scale where 1=Disagree, 3=Neutral and 5=Agree.",NA,"The power held by heads of state is second to that of small unknown groups who really control world politics.",NA,"Neutral",3
