table,note
malinowska_2021_saq_nurses,"Polish administration: item_text/option_text/instructions/section_prompt hold the SAQ-SF PL wording verbatim from S1 File of Malinowska-Lipien et al. 2021, PLOS ONE 10.1371/journal.pone.0246340 (CC BY 4.0, sha256 9d5859ae270bd939345c9939b499b96bb6c44dfae59da18819bd2385f934a61a); the _translated columns hold English."
malinowska_2021_saq_nurses,Item 13's Polish reads 'ulawia' where standard Polish is 'ulatwia'; transcribed verbatim from the source PDF rather than corrected.
malinowska_2021_saq_nurses,"resp=6 is 'Nie dotyczy' (not applicable), not a sixth agreement level: the questionnaire offers five lettered anchors A-E plus X, and bezp_35 (collaboration with pharmacists) carries 17.03% at resp=6 against 3.60% for the next highest item and 0.09% for the lowest."
malinowska_2021_saq_nurses,"bezp_24..bezp_28 and kier_24a..kier_28a are the SAME five SAQ-SF questions rated twice, once for the ward manager and once for the hospital director. The source columns are bare codes, so the assignment (kier_* = ward manager, bezp_24..28 = hospital director) is inferred from three converging signals: 'kier.' abbreviates the form's 'kier. oddzialu' label; the raw file interleaves 'KIER 24A' BEFORE 'bezp_24', mirroring the form's column order (kier. oddzialu first, dyr. szpitala second); and kier_* means exceed their bezp_* twin on all five pairs (+0.41 to +0.61), matching the unit>hospital gradient this group's own paediatric replication reports (PMC12504464, item 24 Unit 66.03 vs Hosp 62.93)."
malinowska_2021_saq_nurses,"Rights checked and clear: the SAQ's rights holder (UTHealth Center for Healthcare Quality and Safety) states 'You have our permission to use the short form of the Safety Attitudes Questionnaire' and itself publishes the short-form scale items; no fee, non-commercial, no-derivatives or no-redistribution clause is quotable. Source https://www.uth.edu/chqs/safety-survey/ via http://web.archive.org/web/20260425103234/, page sha256 f962a72eb2e3a50d259dc5fd9b2f440df4dde6f03a75a60896136d3c6d45325b, fetched 2026-09-08."
malinowska_2021_saq_nurses,"English is mixed-provenance, see provenance note; the instructions/section_prompt English and the two management-target labels ('ward manager'/'hospital director') were produced by IRW."
malinowska_2021_saq_physicians,"Pass with caveats (validate_items.R --table-sets: 41/41 items, resp {1..6} exact). Item wording is the administered Polish SAQ-SF PL, recovered from the companion adaptation paper's S1 File (PLOS ONE 10.1371/journal.pone.0246340.s001); English in the _translated columns is the University of Texas SAQ-SF. Caveat 1: resp=6 is the 'Nie dotyczy' (not applicable) option, not a sixth ordinal level -- it should be treated as missing (122 of its 498 occurrences are on bezp_35, the pharmacist item). Caveat 2: the ward-manager vs hospital-director assignment of the kier_24a-28a / bezp_24-28 pairs is an inference from the column name 'KIER <n>A' matching the printed label 'kier. oddzialu', the print/column order, and a 73.08-vs-45.97 mean gap; the bracketed referents in item_text are editorial additions. Caveat 3: section_prompt_translated is IRW's own English (the referent footnote has no counterpart on the UT form) -- hence translation_source=mixed. Caveat 4: source typos shipped verbatim ('ulawia' q13, 'prowadza' q36) and q15 was read past a section watermark. Rights checked and clear: the UTHealth CHQS page grants 'You have our permission to use the short form of the Safety Attitudes Questionnaire' with no fee/NC/ND/no-redistribution clause, and the Polish adaptation was published by its own author under CC BY 4.0. The SAQ is not yet in itemtext/instrument_rights_register.csv; a row is owed but was not written here because a sibling table on the same instrument was being processed concurrently and the register is shared."
mancone_2024_ravlt_intrusion,"BLOCKED (batch_095, 2026-09-08): no wording exists to ship, so no mancone_2024_ravlt_intrusion__items.csv was written. WHAT THE TABLE IS: the five items INTRU_1..INTRU_5 are the five LEARNING TRIALS of the Rey Auditory Verbal Learning Test, and resp (0-4) is the COUNT of intrusion errors -- words the participant recalled that were not on the 15-word list -- made on that trial. Confirmed against data/mancone_2024_ravlt.py, which melts the columns INTRU_1..INTRU_5 of the deposit .sav BY NAME (so the IRW code IS the source column name; no positional step, Step 3b clean). WHY NOTHING IS SHIPPABLE, field by field: (a) item_text -- an item here is a trial, not a question; the stimulus is the SAME 15 spoken words at every trial, so there is no per-item wording to transcribe, and nothing IRW could write there would be text a participant read; (b) option_text -- resp is a raw error count on an unlabelled 0-4 range, and padding it with its own number is barred; (c) instructions -- the paper never reproduces the examiner's script, only a third-person procedure description ('In the first task the examiner reads the words and asks the subject to repeat them. After the first task, the words are read another four times...'), which is the authors' prose about the test, not the literal instructions given to the participant, and the administration was Italian (Rey, 1958; Carlesimo et al., 1996) while that prose is English. SOURCES CHECKED AND EXHAUSTED: the PeerJ article text (CC BY 4.0, 10.7717/peerj.18195, cached paper.xml/paper.txt) contains no item list, no word list and no instructions; the Europe PMC supplementaryFiles zip for PMC11470773 holds exactly ten figure images plus one file, peerj-12-18195-s001.sav ('Supplemental Information 1 Raw data' is the article's only supplement); that .sav's variable labels are bare column names ('INTRU_1' -> 'INTRU_1', checked with pyreadstat over all 21 columns) and its value labels cover only gender/group/gaming_prevalence, i.e. the level-1 source carries no item text at either level. A shell table carrying nothing but the instrument name would make this count as 'has item text' in the corpus figures while giving a reader no wording at all, which is the #1770 test failing (no row would carry the item's referent beyond what the item code and the table name already say). RETRY TEST: NO -- determinate. This is not an access failure; every source was retrieved successfully and the verdict is that the wording does not exist to be published. What would have to change: the RAVLT trial-by-trial examiner script as administered in Italian would have to be published somewhere authoritative AND a ruling that whole-task examiner instructions belong on a table whose items are trials and whose responses are error counts. Third-party Italian renderings of the Carlesimo et al. (1996) instructions circulate on lecture-notes sites, but the study never states which manual's script was read, and a level-4 reproduction of uncertain fidelity is not a literal transcript."
mancone_2024_ravlt_recall,"PASS WITH CAVEATS. (1) item_text is blank for all five items by design. The five items are the RAVLT's five successive immediate-recall trials of one 15-word list -- the same task repeated, so there is no per-item wording, and neither the paper nor the .sav publishes the 15-word stimulus list itself (the article states only that 46 words, '15 words presented to him in the first task together with 31 distractors', were used in the later recognition task). 2026-09-05 picture-stimulus ruling applied: ship the table, leave item_text blank, let the item code carry the trial identity. Nothing was authored to fill it. (2) CODE DERIVATION: exempt, pattern 1. data/mancone_2024_ravlt.py melts the S1 File .sav's own SESS_1..SESS_5 columns by name (var_name='item'), so the IRW item code IS the source column name verbatim; pyreadstat shows the .sav's variable labels are identical to those names ('SESS_1' -> 'SESS_1') and only gender/group/gaming_prevalence carry value labels, so the file holds no item text at either level. (3) TEXT: the only published description of the administration is the paper's third-person Methods prose, shipped verbatim as `instructions` ('The test is made up of seven tasks. In the first task the examiner reads the words and asks the subject to repeat them. After the first task, the words are read another four times and the subject is asked to repeat them, including the previously recited words.'). Nothing was rewritten into second person; no participant-facing script was published. The sentences about the 15-min distraction, the delayed recall and the 46-word recognition task were deliberately NOT shipped: they describe tasks that are not in this table (DELAYED_RECALLS / FALSE_RICOGNITIONSI are excluded by the processing script). (4) RESP: resp is a raw count of words correctly recalled on that trial (0-15), so option_text is blank -- there are no labelled response options. Rows enumerate exactly the levels each item's own respondents used (48 rows: 7/9/11/11/10 for SESS_1..5), not a cross product; the union is the live resp set {3..15}. correct_response is blank: a free-recall count has no per-item key. (5) LANGUAGE: omitted rather than guessed. The paper never states the administration language; the sample is Italian (Cassino, Italy) and the .sav's own labels are Italian ('gruppo', 'eta', 'TOTALE_Ripetizioni'), so the administration was near-certainly Italian -- but no administered wording is shipped at all (item_text blank, instructions are the authors' own English Methods prose, not a translation of anything), so there is no base field for a `_translated` twin to sit beside. Same call as klatt_2016_speed_estimation. (6) STEP 3b: clean. Table name says RAVLT recall; the live items SESS_1..SESS_5 with resp 3-15 are exactly the per-trial correct-recall counts (max 15 words), and the paper's Table 2 speaks of 'the fifth session'. The intrusion-error columns INTRU_1..5 are a separate IRW table and are not here. (7) VERIFICATION (verify_mancone_2024_ravlt_recall.R, VERDICT: PASS): Table 1's per-group immediate-recall mean/SD (12.35/1.73, 8.10/1.43, 10.80/2.02, 12.60/1.22) is reproduced EXACTLY by SESS_5 and by no other item (next closest SESS_4, max|diff| 1.25), and Table 2's six fifth-session group contrasts (-4.25, -1.55, 0.25, 2.70, 4.50, 1.80) reproduce to 0.000. SESS_1..SESS_4 rest on the rising learning curve (6.287 < 7.862 < 9.312 < 10.012 < 10.963) plus the codes' own numbering, so the row is PARTIAL. (8) RIGHTS: nothing to quote, and nothing at risk -- no instrument wording is shipped. The 15-word RAVLT stimulus list is NOT published by this table, so no question arises about the Rey (1958) / Carlesimo et al. (1996) Italian standardisation. The article and its S1 File are CC BY 4.0. (9) AUDIT WARNS EXPECTED: audit_batch.R will WARN '100% of rows have blank item_text | 100% of rows have blank option_text'. Both are correct here per (1) and (4) and neither is retrievable from any source."
marcussonclavertz_2019_velten,"Item text from the study's own SPSS variable labels in S2 File (S002, CC BY); each label carries a LimeSurvey artifact prefix '[]' plus non-breaking spaces, stripped verbatim otherwise (curly/straight apostrophes left as-is). IRW item codes are the source column names with the '_SQ001' suffix dropped, so code-to-text is tied at the source with no inference."
