"table","section_id","item","instrument","instructions","section_prompt","item_text","correct_response","option_text","resp","item_text_translated","option_text_translated","instructions_translated","section_prompt_translated","language"
"weber2026_name_knowledge","weber2026_name_knowledge_1","X1","Name-based instructor-student interaction questionnaire (pilot), Perceived Effects section","WICHTIG: Die folgenden Fragen beziehen sich darauf, ob Ihr Name in einer Veranstaltung genannt wurde oder nicht. Bitte rufen Sie sich zur Beantwortung mehrere typische Situationen ins Gedächtnis – idealerweise mindestens: • drei Veranstaltungen mit Namensnennung, und • drei Veranstaltungen ohne Namensnennung. Nutzen Sie dabei nach Möglichkeit verschiedene Lehrformate (z. B. Vorlesungen, Seminare, Praktika/Blockveranstaltungen, klinischer Unterricht, Online-Termine). Alle folgenden Aussagen beziehen sich darauf, wie Sie sich in Veranstaltungen MIT Namensnennung im Vergleich zu Veranstaltungen OHNE Namensnennung fühlen bzw. verhalten.",NA,"Ich habe Angst, dass Falschaussagen mit meiner Person in Verbindung gebracht werden.",NA,"Stimme überhaupt nicht zu",1,"I am afraid that incorrect statements will be associated with me personally.","Strongly disagree","Important: The following questions refer to whether your name was mentioned in a session or not. To answer the question, please recall several typical situations - ideally at least: three sessions with name mention, and three sessions without name mention. Whenever possible, use different teaching formats (e.g., lectures, seminars, practical/block courses, clinical teaching, online sessions). All of the following statements refer to how you feel or behave in sessions WITH name mention compared sessions WITHOUT name mention.",NA,"German"
"weber2026_name_knowledge","weber2026_name_knowledge_1","X1","Name-based instructor-student interaction questionnaire (pilot), Perceived Effects section","WICHTIG: Die folgenden Fragen beziehen sich darauf, ob Ihr Name in einer Veranstaltung genannt wurde oder nicht. Bitte rufen Sie sich zur Beantwortung mehrere typische Situationen ins Gedächtnis – idealerweise mindestens: • drei Veranstaltungen mit Namensnennung, und • drei Veranstaltungen ohne Namensnennung. Nutzen Sie dabei nach Möglichkeit verschiedene Lehrformate (z. B. Vorlesungen, Seminare, Praktika/Blockveranstaltungen, klinischer Unterricht, Online-Termine). Alle folgenden Aussagen beziehen sich darauf, wie Sie sich in Veranstaltungen MIT Namensnennung im Vergleich zu Veranstaltungen OHNE Namensnennung fühlen bzw. verhalten.",NA,"Ich habe Angst, dass Falschaussagen mit meiner Person in Verbindung gebracht werden.",NA,"Stimme nicht zu",2,"I am afraid that incorrect statements will be associated with me personally.","Disagree","Important: The following questions refer to whether your name was mentioned in a session or not. To answer the question, please recall several typical situations - ideally at least: three sessions with name mention, and three sessions without name mention. Whenever possible, use different teaching formats (e.g., lectures, seminars, practical/block courses, clinical teaching, online sessions). All of the following statements refer to how you feel or behave in sessions WITH name mention compared sessions WITHOUT name mention.",NA,"German"
"weber2026_name_knowledge","weber2026_name_knowledge_1","X1","Name-based instructor-student interaction questionnaire (pilot), Perceived Effects section","WICHTIG: Die folgenden Fragen beziehen sich darauf, ob Ihr Name in einer Veranstaltung genannt wurde oder nicht. Bitte rufen Sie sich zur Beantwortung mehrere typische Situationen ins Gedächtnis – idealerweise mindestens: • drei Veranstaltungen mit Namensnennung, und • drei Veranstaltungen ohne Namensnennung. Nutzen Sie dabei nach Möglichkeit verschiedene Lehrformate (z. B. Vorlesungen, Seminare, Praktika/Blockveranstaltungen, klinischer Unterricht, Online-Termine). Alle folgenden Aussagen beziehen sich darauf, wie Sie sich in Veranstaltungen MIT Namensnennung im Vergleich zu Veranstaltungen OHNE Namensnennung fühlen bzw. verhalten.",NA,"Ich habe Angst, dass Falschaussagen mit meiner Person in Verbindung gebracht werden.",NA,"Teils/Teils",3,"I am afraid that incorrect statements will be associated with me personally.","Neither agree nor disagree","Important: The following questions refer to whether your name was mentioned in a session or not. To answer the question, please recall several typical situations - ideally at least: three sessions with name mention, and three sessions without name mention. Whenever possible, use different teaching formats (e.g., lectures, seminars, practical/block courses, clinical teaching, online sessions). All of the following statements refer to how you feel or behave in sessions WITH name mention compared sessions WITHOUT name mention.",NA,"German"
"weber2026_name_knowledge","weber2026_name_knowledge_1","X1","Name-based instructor-student interaction questionnaire (pilot), Perceived Effects section","WICHTIG: Die folgenden Fragen beziehen sich darauf, ob Ihr Name in einer Veranstaltung genannt wurde oder nicht. Bitte rufen Sie sich zur Beantwortung mehrere typische Situationen ins Gedächtnis – idealerweise mindestens: • drei Veranstaltungen mit Namensnennung, und • drei Veranstaltungen ohne Namensnennung. Nutzen Sie dabei nach Möglichkeit verschiedene Lehrformate (z. B. Vorlesungen, Seminare, Praktika/Blockveranstaltungen, klinischer Unterricht, Online-Termine). Alle folgenden Aussagen beziehen sich darauf, wie Sie sich in Veranstaltungen MIT Namensnennung im Vergleich zu Veranstaltungen OHNE Namensnennung fühlen bzw. verhalten.",NA,"Ich habe Angst, dass Falschaussagen mit meiner Person in Verbindung gebracht werden.",NA,"Stimme zu",4,"I am afraid that incorrect statements will be associated with me personally.","Agree","Important: The following questions refer to whether your name was mentioned in a session or not. To answer the question, please recall several typical situations - ideally at least: three sessions with name mention, and three sessions without name mention. Whenever possible, use different teaching formats (e.g., lectures, seminars, practical/block courses, clinical teaching, online sessions). All of the following statements refer to how you feel or behave in sessions WITH name mention compared sessions WITHOUT name mention.",NA,"German"
"weber2026_name_knowledge","weber2026_name_knowledge_1","X1","Name-based instructor-student interaction questionnaire (pilot), Perceived Effects section","WICHTIG: Die folgenden Fragen beziehen sich darauf, ob Ihr Name in einer Veranstaltung genannt wurde oder nicht. Bitte rufen Sie sich zur Beantwortung mehrere typische Situationen ins Gedächtnis – idealerweise mindestens: • drei Veranstaltungen mit Namensnennung, und • drei Veranstaltungen ohne Namensnennung. Nutzen Sie dabei nach Möglichkeit verschiedene Lehrformate (z. B. Vorlesungen, Seminare, Praktika/Blockveranstaltungen, klinischer Unterricht, Online-Termine). Alle folgenden Aussagen beziehen sich darauf, wie Sie sich in Veranstaltungen MIT Namensnennung im Vergleich zu Veranstaltungen OHNE Namensnennung fühlen bzw. verhalten.",NA,"Ich habe Angst, dass Falschaussagen mit meiner Person in Verbindung gebracht werden.",NA,"Stimme voll und ganz zu",5,"I am afraid that incorrect statements will be associated with me personally.","Strongly agree","Important: The following questions refer to whether your name was mentioned in a session or not. To answer the question, please recall several typical situations - ideally at least: three sessions with name mention, and three sessions without name mention. Whenever possible, use different teaching formats (e.g., lectures, seminars, practical/block courses, clinical teaching, online sessions). All of the following statements refer to how you feel or behave in sessions WITH name mention compared sessions WITHOUT name mention.",NA,"German"
"weber2026_name_knowledge","weber2026_name_knowledge_1","X2","Name-based instructor-student interaction questionnaire (pilot), Perceived Effects section","WICHTIG: Die folgenden Fragen beziehen sich darauf, ob Ihr Name in einer Veranstaltung genannt wurde oder nicht. Bitte rufen Sie sich zur Beantwortung mehrere typische Situationen ins Gedächtnis – idealerweise mindestens: • drei Veranstaltungen mit Namensnennung, und • drei Veranstaltungen ohne Namensnennung. Nutzen Sie dabei nach Möglichkeit verschiedene Lehrformate (z. B. Vorlesungen, Seminare, Praktika/Blockveranstaltungen, klinischer Unterricht, Online-Termine). Alle folgenden Aussagen beziehen sich darauf, wie Sie sich in Veranstaltungen MIT Namensnennung im Vergleich zu Veranstaltungen OHNE Namensnennung fühlen bzw. verhalten.",NA,"Namensnennung finde ich aus kulturellen Gründen unangenehm.",NA,"Stimme überhaupt nicht zu",1,"I find being addressed by name uncomfortable for cultural reasons.","Strongly disagree","Important: The following questions refer to whether your name was mentioned in a session or not. To answer the question, please recall several typical situations - ideally at least: three sessions with name mention, and three sessions without name mention. Whenever possible, use different teaching formats (e.g., lectures, seminars, practical/block courses, clinical teaching, online sessions). All of the following statements refer to how you feel or behave in sessions WITH name mention compared sessions WITHOUT name mention.",NA,"German"
"weber2026_name_knowledge","weber2026_name_knowledge_1","X2","Name-based instructor-student interaction questionnaire (pilot), Perceived Effects section","WICHTIG: Die folgenden Fragen beziehen sich darauf, ob Ihr Name in einer Veranstaltung genannt wurde oder nicht. Bitte rufen Sie sich zur Beantwortung mehrere typische Situationen ins Gedächtnis – idealerweise mindestens: • drei Veranstaltungen mit Namensnennung, und • drei Veranstaltungen ohne Namensnennung. Nutzen Sie dabei nach Möglichkeit verschiedene Lehrformate (z. B. Vorlesungen, Seminare, Praktika/Blockveranstaltungen, klinischer Unterricht, Online-Termine). Alle folgenden Aussagen beziehen sich darauf, wie Sie sich in Veranstaltungen MIT Namensnennung im Vergleich zu Veranstaltungen OHNE Namensnennung fühlen bzw. verhalten.",NA,"Namensnennung finde ich aus kulturellen Gründen unangenehm.",NA,"Stimme nicht zu",2,"I find being addressed by name uncomfortable for cultural reasons.","Disagree","Important: The following questions refer to whether your name was mentioned in a session or not. To answer the question, please recall several typical situations - ideally at least: three sessions with name mention, and three sessions without name mention. Whenever possible, use different teaching formats (e.g., lectures, seminars, practical/block courses, clinical teaching, online sessions). All of the following statements refer to how you feel or behave in sessions WITH name mention compared sessions WITHOUT name mention.",NA,"German"
"weber2026_name_knowledge","weber2026_name_knowledge_1","X2","Name-based instructor-student interaction questionnaire (pilot), Perceived Effects section","WICHTIG: Die folgenden Fragen beziehen sich darauf, ob Ihr Name in einer Veranstaltung genannt wurde oder nicht. Bitte rufen Sie sich zur Beantwortung mehrere typische Situationen ins Gedächtnis – idealerweise mindestens: • drei Veranstaltungen mit Namensnennung, und • drei Veranstaltungen ohne Namensnennung. Nutzen Sie dabei nach Möglichkeit verschiedene Lehrformate (z. B. Vorlesungen, Seminare, Praktika/Blockveranstaltungen, klinischer Unterricht, Online-Termine). Alle folgenden Aussagen beziehen sich darauf, wie Sie sich in Veranstaltungen MIT Namensnennung im Vergleich zu Veranstaltungen OHNE Namensnennung fühlen bzw. verhalten.",NA,"Namensnennung finde ich aus kulturellen Gründen unangenehm.",NA,"Teils/Teils",3,"I find being addressed by name uncomfortable for cultural reasons.","Neither agree nor disagree","Important: The following questions refer to whether your name was mentioned in a session or not. To answer the question, please recall several typical situations - ideally at least: three sessions with name mention, and three sessions without name mention. Whenever possible, use different teaching formats (e.g., lectures, seminars, practical/block courses, clinical teaching, online sessions). All of the following statements refer to how you feel or behave in sessions WITH name mention compared sessions WITHOUT name mention.",NA,"German"
"weber2026_name_knowledge","weber2026_name_knowledge_1","X2","Name-based instructor-student interaction questionnaire (pilot), Perceived Effects section","WICHTIG: Die folgenden Fragen beziehen sich darauf, ob Ihr Name in einer Veranstaltung genannt wurde oder nicht. Bitte rufen Sie sich zur Beantwortung mehrere typische Situationen ins Gedächtnis – idealerweise mindestens: • drei Veranstaltungen mit Namensnennung, und • drei Veranstaltungen ohne Namensnennung. Nutzen Sie dabei nach Möglichkeit verschiedene Lehrformate (z. B. Vorlesungen, Seminare, Praktika/Blockveranstaltungen, klinischer Unterricht, Online-Termine). Alle folgenden Aussagen beziehen sich darauf, wie Sie sich in Veranstaltungen MIT Namensnennung im Vergleich zu Veranstaltungen OHNE Namensnennung fühlen bzw. verhalten.",NA,"Namensnennung finde ich aus kulturellen Gründen unangenehm.",NA,"Stimme zu",4,"I find being addressed by name uncomfortable for cultural reasons.","Agree","Important: The following questions refer to whether your name was mentioned in a session or not. To answer the question, please recall several typical situations - ideally at least: three sessions with name mention, and three sessions without name mention. Whenever possible, use different teaching formats (e.g., lectures, seminars, practical/block courses, clinical teaching, online sessions). All of the following statements refer to how you feel or behave in sessions WITH name mention compared sessions WITHOUT name mention.",NA,"German"
"weber2026_name_knowledge","weber2026_name_knowledge_1","X2","Name-based instructor-student interaction questionnaire (pilot), Perceived Effects section","WICHTIG: Die folgenden Fragen beziehen sich darauf, ob Ihr Name in einer Veranstaltung genannt wurde oder nicht. Bitte rufen Sie sich zur Beantwortung mehrere typische Situationen ins Gedächtnis – idealerweise mindestens: • drei Veranstaltungen mit Namensnennung, und • drei Veranstaltungen ohne Namensnennung. Nutzen Sie dabei nach Möglichkeit verschiedene Lehrformate (z. B. Vorlesungen, Seminare, Praktika/Blockveranstaltungen, klinischer Unterricht, Online-Termine). Alle folgenden Aussagen beziehen sich darauf, wie Sie sich in Veranstaltungen MIT Namensnennung im Vergleich zu Veranstaltungen OHNE Namensnennung fühlen bzw. verhalten.",NA,"Namensnennung finde ich aus kulturellen Gründen unangenehm.",NA,"Stimme voll und ganz zu",5,"I find being addressed by name uncomfortable for cultural reasons.","Strongly agree","Important: The following questions refer to whether your name was mentioned in a session or not. To answer the question, please recall several typical situations - ideally at least: three sessions with name mention, and three sessions without name mention. Whenever possible, use different teaching formats (e.g., lectures, seminars, practical/block courses, clinical teaching, online sessions). All of the following statements refer to how you feel or behave in sessions WITH name mention compared sessions WITHOUT name mention.",NA,"German"
