"table","mapping_basis","text_source","source_ref","note","public_note","uploaded"
"weber2026_name_knowledge","paper_explicit","study_materials","doi:10.7910/DVN/3CKJV1 (Item_wording_English.xlsx; Final_Pilotfragebogen_Namenskenntnis.pdf; ENGL_Pilot_Questionnaire.pdf; Results_Pilot_Questionnaire.xlsx)","Reached via the Dataverse API under #1774; the web page is WAF-blocked. Explicit code match at both ends: the record ships Item_wording_English.xlsx, an 'Item'/'Item wording (English)' table for X1-X59, and the source results file's own headers are literally X1..X59, contiguous. data/weber2026_name_knowledge.py takes `item` straight from the source item column with no rename. FIRST TABLE UNDER THE #1777 POLICY: item_text/option_text/instructions carry the administered GERMAN from Final_Pilotfragebogen_Namenskenntnis.pdf; the *_translated columns carry the authors' own English; language=German. German was administered -- every covariate header in the source is German and the respondents are German medical students. The German PDF repeats its anchor header on each of 5 pages; those repeats were stripped from the 3 items that absorbed them. RESP DIRECTION: the processing script's own note says 'resp direction unverified'. Taken from the instrument's printed checkbox order. Route 9 is NOT available (source stores unlabelled 1-5 integers), so this is the instrument's order, not a label match. Corroborated only as plausibility: benefit items mean 3.11 vs discomfort 2.12, alphas 0.858/0.828, blocks r=-0.249 -- and that correlation is invariant to a global reversal, so it shows coherence not direction.","Item text, options and instructions are the administered German; the English in the *_translated columns is the authors' own rendering from the same record. The 1-5 direction follows the printed checkbox order because the source stores unlabelled integers, so it could not be confirmed against value labels.",""
"boudreau_2022_police_reform","paper_explicit","study_materials","doi:10.7910/DVN/OXIMKR (lawenf_1_codebook.docx; lawenf_1.xlsx)","Reached via the Dataverse API under #1774; the web page is WAF-blocked. lawenf_1_codebook.docx names each of the four codes and pairs it with its full question wording and every option; lawenf_1.xlsx uses those same codes as headers. VERIFIED BY EXACT REPRODUCTION: source item x resp counts match live cell for cell on all 4 items and 5 levels -- certif 850/372/167/49/182, carotid 725/310/212/175/195, review 842/382/124/87/184, interv 822/388/161/67/179. RESP 5 IS 'DON'T KNOW', NOT THE SCALE END: the codebook lists four substantive options then 'Don't know' then a separate '.No answer/missing'. Levels 1-4 fall monotonically on every item and 5 jumps back to ~11% on all four, which cannot continue that trend. Blanks (13-16 per item) are '.No answer/missing', dropped by both source and IRW. Administered in English, so no _translated columns.","resp is not fully ordinal. Levels 1-4 run Strongly support to Strongly oppose, but level 5 is 'Don't know' -- a residual offered alongside the four substantive options and taken by about 11% of respondents on every item. Treating 5 as the extreme of a support-oppose scale will mis-order the data.",""
"kushnir2017_anrt","data_labels","study_materials","doi:10.7910/DVN/8LBLYS (Unassisted Smoking Cessation minimal anonymized data, .xlsx)","Reached via the Dataverse API under #1774; the web page is WAF-blocked. The source file's column headers ARE the item text -- '(ANRT_1) These products help people to feel less irritable when they quit smoking' -- and the IRW `item` is that whole header string, so the codes are self-describing and a permutation would be self-evident. item_text is the same wording with only the '(ANRT_n)' prefix stripped. VERIFIED BY RESPONSE-FREQUENCY MATCHING: the source stores label strings, and counting each label per item reproduces the live integer counts cell for cell on all 12 items and 5 levels, pinning 1='Strongly disagree' through 5='Fully agree'. The source's sixth label, 'Don't know', is dropped rather than coded (8-16% per item), which is why 5 levels reach IRW from 6 offered. instructions NA: the record holds one data file and no preamble defines 'these products'; the referent is nicotine replacement therapy per the IRW dictionary, but that is not transcribed text.","Each item's `item` value is the source file's full column header, so the join key contains the wording itself; item_text is that wording with the '(ANRT_n)' prefix removed. Respondents could also answer 'Don't know', which was dropped rather than coded, so 8-16% of responses per item are absent from the table rather than missing at random. The stem defining 'these products' is not in the published record.",""
"karajko2025_ai_risk","paper_explicit","study_materials","doi:10.7910/DVN/IREEJJ (ESM_1.xlsx form responses; ESM_4.pdf questionnaire)","Reached via the Dataverse API under #1774; the web page is WAF-blocked. Explicit code match: ESM_1.xlsx's column headers are the administered question text prefixed with the very codes the data uses (P8_1. ...), and the IRW items are p8_1..p8_10, so the tie is a label match rather than an order inference. All 22 codes across the three sibling tables matched. SHIPPED UNDER THE #1777 POLICY: item_text, option_text and section_prompt carry the administered Bosnian/Croatian; language=Bosnian/Croatian. The section_prompt is this block's own stem from ESM_4.pdf (P8. Kako biste opisali svoj stav prema koristenju VI u sljedecim sektorima...), and each of the three blocks has its OWN anchor set (Snazno ne odobravam .. Snazno odobravam), so they are three different scales rather than one repeated. The 'P8_n.' code prefix is stripped from item_text; nothing else changed. THE _translated COLUMNS ARE DELIBERATELY EMPTY: there is no English anywhere in this record for these blocks -- ESM_4.pdf is entirely Croatian and the spreadsheet's parenthetical English glosses cover only the P4 block -- so filling them would mean the extractor translating survey items rather than the study. Held for a decision. Route 9 unavailable: the source stores 1-5 integers, not labels.","Item text, options and the block stem are the administered Bosnian/Croatian. No English translation is published in the source record for this block, so the *_translated columns are empty rather than filled with a third-party rendering.",""
"karajko2025_ai_governance","paper_explicit","study_materials","doi:10.7910/DVN/IREEJJ (ESM_1.xlsx form responses; ESM_4.pdf questionnaire)","Reached via the Dataverse API under #1774; the web page is WAF-blocked. Explicit code match: ESM_1.xlsx's column headers are the administered question text prefixed with the very codes the data uses (P12_1. ...), and the IRW items are p12_1..p12_6, so the tie is a label match rather than an order inference. All 22 codes across the three sibling tables matched. SHIPPED UNDER THE #1777 POLICY: item_text, option_text and section_prompt carry the administered Bosnian/Croatian; language=Bosnian/Croatian. The section_prompt is this block's own stem from ESM_4.pdf (P12. Koliko su Vam vazni sljedeci koraci za povecanje povjerenja u VI...), and each of the three blocks has its OWN anchor set (Uopste nije vazno .. Vrlo vazno), so they are three different scales rather than one repeated. The 'P12_n.' code prefix is stripped from item_text; nothing else changed. THE _translated COLUMNS ARE DELIBERATELY EMPTY: there is no English anywhere in this record for these blocks -- ESM_4.pdf is entirely Croatian and the spreadsheet's parenthetical English glosses cover only the P4 block -- so filling them would mean the extractor translating survey items rather than the study. Held for a decision. Route 9 unavailable: the source stores 1-5 integers, not labels.","Item text, options and the block stem are the administered Bosnian/Croatian. No English translation is published in the source record for this block, so the *_translated columns are empty rather than filled with a third-party rendering.",""
"karajko2025_ai_trust","paper_explicit","study_materials","doi:10.7910/DVN/IREEJJ (ESM_1.xlsx form responses; ESM_4.pdf questionnaire)","Reached via the Dataverse API under #1774; the web page is WAF-blocked. Explicit code match: ESM_1.xlsx's column headers are the administered question text prefixed with the very codes the data uses (P14_1. ...), and the IRW items are p14_1..p14_6, so the tie is a label match rather than an order inference. All 22 codes across the three sibling tables matched. SHIPPED UNDER THE #1777 POLICY: item_text, option_text and section_prompt carry the administered Bosnian/Croatian; language=Bosnian/Croatian. The section_prompt is this block's own stem from ESM_4.pdf (P14. Koliko vjerujete sljedecim subjektima da osiguraju da je VI u najboljem interesu javnosti...), and each of the three blocks has its OWN anchor set (Uopste ne .. Mnogo), so they are three different scales rather than one repeated. The 'P14_n.' code prefix is stripped from item_text; nothing else changed. THE _translated COLUMNS ARE DELIBERATELY EMPTY: there is no English anywhere in this record for these blocks -- ESM_4.pdf is entirely Croatian and the spreadsheet's parenthetical English glosses cover only the P4 block -- so filling them would mean the extractor translating survey items rather than the study. Held for a decision. Route 9 unavailable: the source stores 1-5 integers, not labels.","Item text, options and the block stem are the administered Bosnian/Croatian. No English translation is published in the source record for this block, so the *_translated columns are empty rather than filled with a third-party rendering.",""
"balmas2018_leader_personality","paper_explicit","study_materials","doi:10.7910/DVN/SNLKUE (Codebooks.pdf, Codebook-Study 1)","Reached via the Dataverse API under #1774; the web page is WAF-blocked. Codebooks.pdf is a numbered 'No. Name Label Values' table naming each code and pairing it with its question and value labels; all 14 codes (c1-c5, c8, c10, c11, c13-c16, c18, c26) were found. Two sections: c1, c2 and c26 carry their own full stems, while the 11 adjective pairs c3-c18 share the codebook's own prompt ('On a scale of 1 to 5, rate your position regarding [Germany; Israel] ... with respect of each of the following characteristics'). item_text for those 11 is the bipolar pair as printed ('Untrustworthy-Trustworthy'). option_text is populated at resp 1 and 5 only, per item, because the codebook labels only the poles; 2-4 are blank by design. The codebook's '99 DK/NA' is dropped, matching live resp 1-5. Bracketed alternatives such as [Germany; Israel] and [US; Israel] are the study's OWN placeholder notation for country substitution across its two samples and are shipped verbatim rather than resolved to one country. All 14 are oriented positive-high (c8 1='Aggressive' 5='Not aggressive'), so no reverse coding was applied. Administered in English (US and Israeli samples), so no _translated columns.","Only the two poles of each 1-5 scale are labelled, as the source codebook labels only the endpoints; resp 2-4 have no option text. Bracketed alternatives like [Germany; Israel] are the study's own notation -- the same item was administered to two samples with the country substituted -- so the item text is not what any single respondent saw verbatim.",""
"balmas2018_leader_attitudes","paper_explicit","study_materials","doi:10.7910/DVN/SNLKUE (Codebooks.pdf, Codebook-Study 1)","Reached via the Dataverse API under #1774; the web page is WAF-blocked. Same codebook and the same explicit code match as balmas2018_leader_personality; a3, a4 and a5 each carry their own full question, so there is no shared section_prompt. option_text at resp 1 and 5 only ('Low interest'/'High interest'), 2-4 blank, per the codebook. '99 DK/NA' dropped, matching live resp 1-5. The [US; Israel] and [America's; Israel's] brackets are the study's own placeholder notation and ship verbatim. Administered in English, so no _translated columns.","Only the poles of each 1-5 scale are labelled, as in the source codebook. Bracketed alternatives like [US; Israel] are the study's own notation for the two samples, so the item text is not what any single respondent saw verbatim.",""
"lee2024_relative_clause","paper_explicit","study_materials","doi:10.7910/DVN/K0SRS8 (Appendix A.docx; highschool_data_final.xlsx; relative clauses for winsteps.tab)","Reached via the Dataverse API under #1774; the web page is WAF-blocked. RESOLVED A COUNT MISMATCH RATHER THAN FORCING IT. Appendix A holds 25 numbered test items but the live table has 18 (rc_01-rc_18), and data/lee2024_relative_clause.py maps positional columns ('Unnamed: 1'..'Unnamed: 18') to rc_01..rc_18 with the note 'original labels lost in Excel multi-row header'. Those labels are recoverable: row 2 of highschool_data_final.xlsx is the real header and labels all 25 columns '1. s gap ph', '2. o gap ph', ... '25. pied-piping_SP' in order, so columns 1-18 are test items 1-18 and items 19-25 -- the O/X grammaticality-judgement block, a different task with a different response format -- were excluded. CORROBORATED BY THE TYPE CODES: rc_13 is labelled 'SG' (subject-genitive) and item 13 is 'The duck whose friends were...'; rc_16 is 'S IO' and item 16 is 'James that Rodrick taught math to...'; rc_04 is 'SS' and item 4 is a subject-subject relative. Two sections: items 1-3 are picture-circling, 4-18 read-and-answer, each with its own administered direction. item_text concatenates the stimulus sentence and its comprehension question, both administered together. Space-loss artifacts from the .docx text layer ('Theturkey', 'the sheepd.') were restored; wording is otherwise verbatim including source typos. This is an English-language test administered to Korean high-schoolers, so item_text is legitimately English; the administered directions carried Korean glosses, transcribed as printed.","The source test has 25 items but only items 1-18 are in this table; items 19-25 were a separate O/X grammaticality-judgement task and are not included. Items are English by design -- this is a test of English relative clauses -- while the printed instructions carried Korean translations, transcribed as printed.",""
"Adherence_Zissette_2018_SDB","paper_explicit","study_materials","doi:10.7910/DVN/5W9HXM (IRBnet #744987 Final Structured Survey; Psychometrics Codebook)","Reached via the Dataverse API under #1774; the web page is WAF-blocked. The codebook collapses all 112 screener items into a single entry ('q_s_001-q_s_112 ... Screener Form') giving only the shared response scale, so the item text came from the survey form -- which numbers its items inline in the form '<n> <statement> 1 2 3 4 5 6'. All 112 parse, and all 26 of this table's codes (q_s_025-032, q_s_056-063, q_s_084-093) are covered, so q_s_NNN ties to survey item NNN by explicit number rather than by position. CONTENT CORROBORATION: all 26 land on recognisable Marlowe-Crowne social desirability items ('I'm always willing to admit it when I make a mistake', 'No matter who I'm talking to, I'm always a good listener'); had the numbering been off by any amount we would be reading beliefs-about-HIV-trials or reasons-for-participation items instead. Anchors are the codebook's own 1-6 (Disagree a Lot .. Agree a Lot); its '99 Missing' is dropped, matching live resp 1-6. The 26 items are three non-contiguous blocks interleaved through the screener, which is why the codes are not consecutive. Administered in English, so no _translated columns.","These 26 items are a Marlowe-Crowne-derived social desirability scale embedded in a much longer HIV-trial screener, which is why the item codes are three non-consecutive blocks rather than a run.",""
