"table","batch","mapping_basis","uploaded","route","status","evidence"
"brand_raffaelli_2024_familiarity_24","batch_009","unknown","","item axis: none available (item code is a randomised loop position); option axis: 9 (response-frequency matching)","NO_ROUTE","ITEM AXIS NO_ROUTE by design, with positive evidence: index_match_2024.xlsx maps question_number x List onto 590 distinct brand IDs, Condition in both 2024 raw files is evenly split across List_1..List_10 (410 and 408 respondents, ~41 per list), and the Qualtrics column labels reproduce List_1 only (q1=48=Target, q2=228=Bacardi, q3=299=Chesterfield, ... exactly index_match_2024 column List_1). No item-level text can therefore be tied to a code, and none was shipped. OPTION AXIS VERIFIED: live resp counts match the raw xlsx cell-for-cell - name family 7652/1276/1217/2053/3115/2763/5745 and logo family 6774/1224/1080/1503/2365/2350/8485 for resp 1..7, identical to the raw files' counts, confirming 1='Not familiar at all' and 7='Very familiar'."
"brand_raffaelli_2024_liking_20","batch_009","unknown","","item axis: none available (randomised loop position); option axis: 9 (response-frequency matching)","NO_ROUTE","ITEM AXIS NO_ROUTE by design, with positive evidence: index_match.xlsx is 50 question_numbers x 10 lists and all four Study 1 raw files carry Condition evenly split across List_1..List_10 (28-32 respondents per list). OPTION AXIS: matched raw-to-live counts per subsample. bm 480/723/1437/6287/2651/1563/1509, bp 627/703/1222/7961/2121/1363/1303 and lm 791/1248/2096/3037/3292/2519/1967 reproduce their raw files exactly on a 1-7 coding. The lp (Logo Familiarity-Liking 2020) subsample does NOT: its raw Qualtrics choice IDs are 9/2/4/5/6/7/8 displaying 1..7, and the processing script maps 2->1 ... 9->7, giving live counts 1539/2274/3333/3051/2109/1916/1028 where the correct map (9->1, 2->2, 4->3, 5->4, 6->5, 7->6, 8->7) gives 1028/1539/2274/3333/3051/2109/1916. The correct map also reproduces the sibling logo sample's shape (lm mode at 5, mean 4.3) while the shipped one does not (mode at 3). Shipped anchors follow the instrument; the lp quarter of the table is mis-recoded upstream."
"brain_hemisphere","batch_009","data_labels","","exempt (data_labels) - corroborated by 6 (keying polarity)","NOT_NEEDED","Mapping is tied at the source (codebook.txt lists Q1-Q20 against the data.csv headers; IRW code = header number). Free corroboration: in the raw data the left-brain-keyed set {Q2,Q5,Q8,Q12,Q14,Q18} intercorrelates mean r=+0.26, the right-brain-keyed set {Q6,Q9,Q13,Q15,Q17,Q19} mean r=+0.15, and cross-set mean r=-0.12, i.e. the polarity structure the item wordings predict."
"brand_raffaelli_2024_liking_24","batch_009","unknown","","9 (response/label structure) + source survey definition","NO_ROUTE","No per-item mapping is claimed: the shipped item_text is identical for all 59 items. Positive evidence that per-item brand identity is unrecoverable: .qsf loop table = 59 rows x 10 brand fields with a BlockRandomizer setting Condition=List_1..List_10; grouping the raw name-survey data by Condition gives 1_Brand_familiarity means of 6.61 (List_1 = Target) vs 1.90 (List_8) and 44_Brand_familiarity 6.76 (List_1 = Amazon) vs 1.85 (List_10). Pooled familiarity means span only 2.74-5.09, impossible if columns identified brands. Cross-file check (separate finding): logo-survey loop labels are Brands 2024.xlsx ranks and rank->brand matched the name-survey brand for all 59 slots, so the two conditions share item numbering."
"brederecke_2020_sis","batch_009","paper_explicit","","3 (subscale totals) + 5/structural residual pairs + 6 (keying polarity)","VERIFIED","Summing the live items assigned to each Table 3 subscale reproduces the paper's Table 6 normative scores exactly: self-acceptance (SIS1,2,4,5,7,9) M=22.50 SD=3.91 vs published 22.50 (3.91); partner-acceptance (SIS3,6,8,10,11) M=19.95 SD=3.36 vs published 19.95 (3.36), and both equal the file's own SIS_Self/SIS_Partner. The residual correlations the paper frees in Table 2 are the largest observed pairs in the live data: theta4,9 r=.58 (SIS4's highest), theta3,10 r=.66 (highest for both), theta5,7 r=.63, theta8,11 r=.74 (highest for both). All 11 inter-item correlations are positive, consistent with items 4 and 9 being stored recoded."
"broadband_inventories","batch_009","data_labels","","raw-source per-item mean match (route 1, exhaustive)","VERIFIED","Mean resp per IRW item vs mean of raw data.csv Q{n}A (0 recoded NA), all 181 items: max abs difference 0.000000; one-position shift gives max abs difference 4.0. n=2017 per item, 365,077 rows."
"buczel_2022_inoculation_belief","batch_009","paper_explicit","","self-describing item codes (exemption) + resp-offset check (route 9)","VERIFIED","Item codes are verbatim S1-xlsx column names naming their own condition (credible/expert/trust x misinf/retr) and match S2 Appendix C's 'Belief in misinformation' / 'Belief in retraction (C/E/T)' labels one-to-one; permutation impossible. Resp axis: paper states a 0-10 rating scale, raw xlsx values run exactly 1..11 (min 1, max 11, 11 distinct) for all six columns, so resp = displayed anchor + 1."
"bukurov_2022_sf36","batch_009","data_labels","","per-item response-range signature (route 2) + recoded-companion-column crosstab for option direction","VERIFIED","Live per-item resp sets match the SF-36's mixed formats item-for-item: 3 levels for Q3-Q12, 2 for Q13-Q19, 6 for Q21 and Q23-Q31, 5 for Q1,Q2,Q20,Q22,Q32-Q36. Crosstabs of each raw Q{n}SF36_V1 against the .sav's Q{n}SF36_highgood(_scaled)_V1 recode are strictly monotone and fix the direction: raw 1 is the best-health level for Q1,Q2,Q3,Q20,Q21,Q22,Q23,Q26 and the worst-health level for Q13,Q24,Q32,Q33 -- exactly the canonical RAND-36 coding assumed by the shipped option order."
"burgess_2025_soas","batch_009","paper_explicit","","1 (per-item descriptive statistics)","VERIFIED","item_stats.R wave 1 (N=120) reproduces paper Table 4 exactly for all six items: SOAS5 M=1.12 SD=0.90 floor 35.0 ceiling 46.7 (Table 4: 1.12/0.90, 35.00/46.67); SOAS7 1.23/0.89, 30.0/53.3; SOAS9 0.94/0.89, 42.5/36.7; SOAS10 1.12/0.92, 36.7/48.3; SOAS11 1.20/0.90, 32.5/52.5; SOAS12 0.97/0.90, 41.7/38.3. The near-tie SOAS5 vs SOAS10 (both M=1.12) is separated by floor/ceiling (35.0/46.7 vs 36.7/48.3), which also matches Table 4 item-for-item."
"busch_2022_course_alleviate","batch_009","paper_explicit","","1 (per-item selection percentages) + self-describing item codes","VERIFIED","Live resp==1 counts and percentages reproduce paper Table 3 exactly for all 10 aspects it reports: flex.when 767/65.3, flex.where 754/64.2, instr.cares 686/58.4, not.seen 564/48.0, anonymous 534/45.4, clear.comm 441/37.5, answer.qs 397/33.8, easy.help.instructor 368/31.3, easy.help.students 291/24.8, easy.know.students 291/24.8; n=1,175 per item, matching the paper's stated N. easy.know.instructor (289, 24.6%) is the one aspect Table 3 does not list. Item codes are additionally self-describing."
