"table","mapping_basis","text_source","source_ref","note","public_note","uploaded"
"brain_hemisphere","data_labels","study_materials","openpsychometrics.org OHBDS-data.zip (HBDS-data/codebook.txt + data.csv); Jorgenson, E. (2016) Open Hemispheric Brain Dominance Scale [dataset and codebook]","Codebook distributed with the data lists Q1-Q20 verbatim against the data.csv column headers; the IRW code is that header with 'q' stripped (number-preserving rename, non-positional). Items transcribed literally including the source's own grammatical slip in item 4 ('I don't bother to the read instructions...') - not corrected. instructions is the codebook's own one-line scale description. Only scale points 1, 3 and 5 are labelled in the source; 2 and 4 are left blank rather than padded with their own numbers.","","2026-08-18"
"brand_raffaelli_2024_familiarity_24","unknown","study_materials","ResearchBox 1892 'BRAND Dataset' (Zenodo doi:10.5281/zenodo.15039646), Raffaelli, Bocchi, Estes & Adelman (2024) Behav Res Methods, doi:10.3758/s13428-024-02525-x; files ' Materials/Brand_Name_Prolific_2024.qsf', ' Materials/Brand_Logos_Prolific_2024.qsf', ' Data/index_match_2024.xlsx', ' Materials/Brands 2024.xlsx'","mapping_basis=unknown deliberately: the item code is a Qualtrics loop position, and a BlockRandomizer assigns each respondent one of ten brand lists, so each code covers ten different brands (index_match_2024.xlsx; verified 48=Target, 228=Bacardi, ... against Brands 2024.xlsx). No brand name was shipped. item_text and option_text are verbatim from the .qsf. Anchor capitalisation differs between the two administrations ('Not Familiar at all'/'Very Familiar' in the brand-name survey, 'Not familiar at all'/'Very familiar' in the logo survey); the logo-survey casing is shipped. item_text uses the brand-name survey's wording; the logo administration read 'this logo' in place of 'this brand'. instructions is the sentence that is identical across both administrations; the rest of each survey's intro differs and was therefore not put in instructions.","The numbered item codes are question positions in a counterbalanced design, not brands: each code was answered about a different brand depending on which of ten lists the respondent was randomised to, and the list assignment is not carried in the IRW table, so items are not brand-identifiable. Rows with item_family = logo were rated on a logo image and their prompt read 'this logo' rather than 'this brand'.",""
"brand_raffaelli_2024_liking_20","unknown","study_materials","ResearchBox 1892 'BRAND Dataset' (Zenodo doi:10.5281/zenodo.15039646), doi:10.3758/s13428-024-02525-x; files ' Materials/Brand_Name.qsf', ' Materials/Logo_Controls_Prolific.qsf', ' Materials/Brand_Memory_Task_Prolific.qsf', ' Materials/Logo_Memory_Task_Prolific.qsf', ' Data/index_match.xlsx'","Same reasoning as the 2024 sibling, confirmed independently for Study 1 (index_match.xlsx, 50 positions x 10 lists; Condition present in all four raw files). item_text and option_text verbatim from the .qsf ('Dislike' / 'Like' at 1 and 7, points 2-6 unlabelled and left blank). item_text uses the brand wording; the two logo administrations read 'this logo'. instructions is the sentence identical across all four Study 1 surveys. DEFECT DISCLOSED, not corrected here because it is in the response data: the logo Familiarity-Liking 2020 subsample's resp values were mis-recoded by the processing script (see notes_group1.csv), so for those ~305 respondents the shipped anchors do not describe their stored values.","The numbered item codes are question positions in a counterbalanced design, not brands: each code was answered about a different brand depending on which of ten lists the respondent was randomised to, and that assignment is not carried in the IRW table. In addition, the logo Familiarity-Liking subsample's responses were mis-recoded during processing (values shifted one point, with 'Dislike' stored as 7), so the anchors shown here do not describe roughly a quarter of the rows.",""
"brand_raffaelli_2024_liking_24","unknown","study_materials","ResearchBox 1892 (https://researchbox.org/1892): Brand_Name_Prolific_2024.xlsx / Brand_Logos_Prolific_2024.xlsx Qualtrics label rows and .qsf survey definitions; Brands 2024.xlsx. Paper: 10.3758/s13428-024-02525-x","Question stem and 1=Dislike / 7=Like anchors transcribed verbatim from the .qsf question and choice text (2-6 are unlabeled and left blank). Item-level brand identity is not recoverable: the loop table pairs each of the 59 item slots with ten brands and a block randomizer assigns respondents to one of ten lists via the `Condition` field, which the IRW script drops. The Qualtrics column labels name only list 1's brand and would be wrong for 90% of respondents, so they were deliberately NOT shipped as item_text. Instructions are the span that is identical in both surveys; each survey's condition-specific opening paragraph (brand vs logo) was not used.","Item codes in this table do not identify particular brands: each item slot was filled with one of ten different brands depending on a randomized list assignment that is not retained in the IRW data, and respondents in the logo condition (item_family = logo) rated a logo image with the wording 'like or dislike this logo'.",""
"brederecke_2020_phq4","data_labels","study_materials","PLOS ONE 10.1371/journal.pone.0230331 S1 Dataset (.sav) variable labels and value labels","item_text = the .sav variable labels verbatim (English translations of the administered German PHQ-4 items); option_text = the .sav value labels verbatim, including the trailing period in 'On more than half the days.'. `instructions` is the published PHQ-4 stem ('Over the last 2 weeks...'), which the data file does not contain. All four item columns present in the source are shipped; PHQ_4/PHQ_2/GAD_2 are sum scores, and PHQ_2 = PHQ4_1+PHQ4_2, GAD_2 = PHQ4_3+PHQ4_4 confirm items 1-2 are the depression pair and 3-4 the anxiety pair.","","2026-08-18"
"brederecke_2020_sis","paper_explicit","study_materials","PLOS ONE 10.1371/journal.pone.0230331 Table 3 (items and factor loadings, numbered 1-11, English plus the administered German wording); S1 Dataset (.sav) for the recode flags","item_text transcribed verbatim from Table 3, keeping the paper's own format of English wording followed by the administered German in parentheses. Anchors 1 = strongly disagree / 5 = strongly agree from the Methods; scale points 2-4 are unlabeled and left blank. Items 4 and 9 are stored reverse-coded per the .sav labels, so their anchors are shipped reversed.","SIS items 4 and 9 are stored reverse-coded in the source data, so for those two items resp 1 corresponds to 'strongly agree' and resp 5 to 'strongly disagree'; the other nine items run 1 = strongly disagree to 5 = strongly agree.","2026-08-18"
"broadband_inventories","data_labels","study_materials","openpsychometrics.org AMBI_data_Dec2019.zip (codebook.txt + data.csv); https://openpsychometrics.org/tests/AMBI/; Yarkoni 2010 J Res Pers 44:180-198","Codebook of the raw data package keys each column prefix Q1..Q181 to its verbatim statement; IRW item = that number (q17a -> 17). HTML entities decoded; source typos kept. Confirmed by exact per-item mean match against the raw data.csv columns.","The instructions text, quoted verbatim from the AMBI test page, describes a five-point scale, but the items were administered on the seven-point Strongly disagree..Strongly agree scale that the IRW resp values 1-7 encode.","2026-08-18"
"buczel_2022_inoculation_belief","paper_explicit","study_materials","PLOS ONE 10.1371/journal.pone.0267463, S2 File Appendices A-D; S1 Data (xlsx) column names","Item codes are the raw xlsx column names and are self-describing (source type x misinformation/retraction); S2 Appendix C labels the four ratings per scenario as 'Belief in misinformation' and 'Belief in retraction (C/E/T)', which map one-to-one onto them. Item wording varies by scenario across six counterbalanced configurations, so item_text is the condition plus a Scenario 1 example rather than a single administered sentence -- a deliberate deviation from literal single-sentence transcription. option_text holds the 0-10 numeric anchors the participant saw; resp is those plus one, as stored in the source xlsx.","Each of these six items pools six different scenario-specific question wordings that were counterbalanced across participants, so item_text names the item's condition and quotes one scenario's wording as an example rather than the single sentence any one participant read.","2026-08-18"
"bukurov_2022_sf36","data_labels","canonical_instrument","PLOS ONE 10.1371/journal.pone.0274513 S5 Appendix (.sav) variable labels; RAND 36-Item Health Survey 1.0 (public domain) for wording","The .sav variable labels tie each Q{n}SF36_V1 column to its SF-36 item and the IRW code drops only the _V1 suffix; labels are terse summaries so the administered-language words come from the canonical RAND-36. Per-item response ranges and the .sav's own _highgood recodes independently confirm the item block structure and the 1..k coding direction.","Item and option wording is the public-domain English RAND 36-Item Health Survey; this study administered a Serbian-language SF-36, so the text is canonical rather than the exact wording participants read.","2026-08-18"
"burgess_2025_soas","paper_explicit","study_materials","Burgess et al. (2025) PeerJ 13:e20153, doi:10.7717/peerj.20153 -- Table 4 and Supplementary Materials (peerj-13-20153-s001.docx); data file peerj-13-20153-s004.sav","Codes are the source .sav column names (verbatim, non-positional). The .sav has no variable or value labels at all -- checked both levels. Paper Table 4 numbers items 1-13 explicitly, matching SOAS1-SOAS13. Item text transcribed verbatim from Table 4 / Supplementary Table 2; option labels (no/maybe/yes) verbatim from the paper's scale description and the supplement's rating scale line. Instructions taken from the supplement's final-form instrument; the object-nomination line was dropped because Study 3 used a fixed pictured object (disclosed, not silent).","","2026-08-18"
"burkert_2019_whoqol_bref","data_labels","canonical_instrument","Burkert & Freidl (2019) PeerJ 7:e6773, doi:10.7717/peerj.6773 -- data file peerj-07-6773-s001.sav (variable + value labels for LQ1-LQ26); German WHOQOL-BREF wording from https://psydix.org/psychologische-testverfahren/img/whoqol-bref-auswertung.pdf (Angermeyer, Kilian & Matschinger German version, (c) WHO)","Codes are the source .sav column names (verbatim, non-positional). Variable labels are terse German keywords sufficient to pin the mapping, so mapping_basis=data_labels; the administered wording is the published German WHOQOL-BREF (text_source=canonical_instrument) and every one of the 26 items was diffed against its own variable label AND its own value-label anchor set before shipping -- all 26 agree, including the item-specific anchor sets (LQ1/LQ15 sehr schlecht..sehr gut; LQ2/LQ16-25 sehr unzufrieden..sehr zufrieden; LQ3-9 ueberhaupt nicht..aeusserst; LQ10-14 ueberhaupt nicht..voellig; LQ26 frequency). DEVIATION DISCLOSED: option_text for LQ3, LQ4 and LQ26 is shipped in REVERSED order relative to the .sav value labels, because the delivered data are pre-reverse-coded (see verification row). Second deviation: the source PDF renders item 24 with a duplicated fragment ('...in Anspruch nehmen zu koennen? zu koennen?'); shipped without the duplication. Section prompts are the instrument's own four block lead-ins; a typo in the source ('In er folgenden Frage') was corrected to 'In der folgenden Frage'.","Items LQ3 (pain), LQ4 (dependence on medical treatment) and LQ26 (negative feelings) are stored already reverse-coded, so for these three items resp = 5 means the most favourable quality-of-life answer; the option text shipped here reflects that stored direction, not the order printed on the questionnaire.","2026-08-18"
"busch_2022_course_alleviate","paper_explicit","study_materials","Busch et al. (2022) PLOS ONE 17(6):e0269201, doi:10.1371/journal.pone.0269201 -- S1 Appendix survey instrument, question Q105; Table 3 percentages","Codes are the source .csv column names (verbatim, non-positional) and are self-describing. S1 Appendix reproduces Q105's 13 checkbox options verbatim; transcribed literally. option_text is descriptive ('Selected this aspect' / 'Did not select this aspect') because a select-all checkbox has no printed response labels in the source.","These are checkbox options from a single select-all-that-apply survey question, not independently administered items: resp = 1 means the respondent ticked that aspect and resp = 0 means they did not tick it, so a 0 is not necessarily a substantive disagreement.","2026-08-18"
