"table","section_id","item","instrument","language","instructions","section_prompt","item_text","correct_response","option_text","resp"
"ni_2025_knowledge_transfer","ni_2025_knowledge_transfer_1","KT-1","Knowledge transfer scale (Ni & Wang 2025, referring to Cuevas-Rodriguez et al. 2013)","Chinese",NA,NA,"If I acquire new knowledge externally, I actively share it by presenting at internal workshops or seminars.",NA,NA,1
"ni_2025_knowledge_transfer","ni_2025_knowledge_transfer_1","KT-1","Knowledge transfer scale (Ni & Wang 2025, referring to Cuevas-Rodriguez et al. 2013)","Chinese",NA,NA,"If I acquire new knowledge externally, I actively share it by presenting at internal workshops or seminars.",NA,NA,2
"ni_2025_knowledge_transfer","ni_2025_knowledge_transfer_1","KT-1","Knowledge transfer scale (Ni & Wang 2025, referring to Cuevas-Rodriguez et al. 2013)","Chinese",NA,NA,"If I acquire new knowledge externally, I actively share it by presenting at internal workshops or seminars.",NA,NA,3
"ni_2025_knowledge_transfer","ni_2025_knowledge_transfer_1","KT-1","Knowledge transfer scale (Ni & Wang 2025, referring to Cuevas-Rodriguez et al. 2013)","Chinese",NA,NA,"If I acquire new knowledge externally, I actively share it by presenting at internal workshops or seminars.",NA,NA,4
"ni_2025_knowledge_transfer","ni_2025_knowledge_transfer_1","KT-1","Knowledge transfer scale (Ni & Wang 2025, referring to Cuevas-Rodriguez et al. 2013)","Chinese",NA,NA,"If I acquire new knowledge externally, I actively share it by presenting at internal workshops or seminars.",NA,NA,5
"ni_2025_knowledge_transfer","ni_2025_knowledge_transfer_1","KT-2","Knowledge transfer scale (Ni & Wang 2025, referring to Cuevas-Rodriguez et al. 2013)","Chinese",NA,NA,"Due to the cooperation with related enterprises, we have acquired a lot of management skills and knowledge.",NA,NA,1
"ni_2025_knowledge_transfer","ni_2025_knowledge_transfer_1","KT-2","Knowledge transfer scale (Ni & Wang 2025, referring to Cuevas-Rodriguez et al. 2013)","Chinese",NA,NA,"Due to the cooperation with related enterprises, we have acquired a lot of management skills and knowledge.",NA,NA,2
"ni_2025_knowledge_transfer","ni_2025_knowledge_transfer_1","KT-2","Knowledge transfer scale (Ni & Wang 2025, referring to Cuevas-Rodriguez et al. 2013)","Chinese",NA,NA,"Due to the cooperation with related enterprises, we have acquired a lot of management skills and knowledge.",NA,NA,3
"ni_2025_knowledge_transfer","ni_2025_knowledge_transfer_1","KT-2","Knowledge transfer scale (Ni & Wang 2025, referring to Cuevas-Rodriguez et al. 2013)","Chinese",NA,NA,"Due to the cooperation with related enterprises, we have acquired a lot of management skills and knowledge.",NA,NA,4
"ni_2025_knowledge_transfer","ni_2025_knowledge_transfer_1","KT-2","Knowledge transfer scale (Ni & Wang 2025, referring to Cuevas-Rodriguez et al. 2013)","Chinese",NA,NA,"Due to the cooperation with related enterprises, we have acquired a lot of management skills and knowledge.",NA,NA,5
"ni_2025_knowledge_transfer","ni_2025_knowledge_transfer_1","KT-3","Knowledge transfer scale (Ni & Wang 2025, referring to Cuevas-Rodriguez et al. 2013)","Chinese",NA,NA,"If partners pose questions to me, I actively share my knowledge by providing answers.",NA,NA,1
"ni_2025_knowledge_transfer","ni_2025_knowledge_transfer_1","KT-3","Knowledge transfer scale (Ni & Wang 2025, referring to Cuevas-Rodriguez et al. 2013)","Chinese",NA,NA,"If partners pose questions to me, I actively share my knowledge by providing answers.",NA,NA,2
"ni_2025_knowledge_transfer","ni_2025_knowledge_transfer_1","KT-3","Knowledge transfer scale (Ni & Wang 2025, referring to Cuevas-Rodriguez et al. 2013)","Chinese",NA,NA,"If partners pose questions to me, I actively share my knowledge by providing answers.",NA,NA,3
"ni_2025_knowledge_transfer","ni_2025_knowledge_transfer_1","KT-3","Knowledge transfer scale (Ni & Wang 2025, referring to Cuevas-Rodriguez et al. 2013)","Chinese",NA,NA,"If partners pose questions to me, I actively share my knowledge by providing answers.",NA,NA,4
"ni_2025_knowledge_transfer","ni_2025_knowledge_transfer_1","KT-3","Knowledge transfer scale (Ni & Wang 2025, referring to Cuevas-Rodriguez et al. 2013)","Chinese",NA,NA,"If partners pose questions to me, I actively share my knowledge by providing answers.",NA,NA,5
"ni_2025_knowledge_transfer","ni_2025_knowledge_transfer_1","KT-4","Knowledge transfer scale (Ni & Wang 2025, referring to Cuevas-Rodriguez et al. 2013)","Chinese",NA,NA,"We have improved the design of our products by cooperating with related companies.",NA,NA,1
"ni_2025_knowledge_transfer","ni_2025_knowledge_transfer_1","KT-4","Knowledge transfer scale (Ni & Wang 2025, referring to Cuevas-Rodriguez et al. 2013)","Chinese",NA,NA,"We have improved the design of our products by cooperating with related companies.",NA,NA,2
"ni_2025_knowledge_transfer","ni_2025_knowledge_transfer_1","KT-4","Knowledge transfer scale (Ni & Wang 2025, referring to Cuevas-Rodriguez et al. 2013)","Chinese",NA,NA,"We have improved the design of our products by cooperating with related companies.",NA,NA,3
"ni_2025_knowledge_transfer","ni_2025_knowledge_transfer_1","KT-4","Knowledge transfer scale (Ni & Wang 2025, referring to Cuevas-Rodriguez et al. 2013)","Chinese",NA,NA,"We have improved the design of our products by cooperating with related companies.",NA,NA,4
"ni_2025_knowledge_transfer","ni_2025_knowledge_transfer_1","KT-4","Knowledge transfer scale (Ni & Wang 2025, referring to Cuevas-Rodriguez et al. 2013)","Chinese",NA,NA,"We have improved the design of our products by cooperating with related companies.",NA,NA,5
