"table","section_id","item","instrument","language","instructions","instructions_translated","section_prompt","section_prompt_translated","item_text","item_text_translated","correct_response","option_text","option_text_translated","resp"
"spain_2025_sanitation_system","spain_2025_sanitation_system_1","P1","Centro de Investigaciones Sociológicas, Estudio 3531 'Barómetro Sanitario 2025 (tercera oleada)', P.1, P.2 and P.12 (overall opinion of how the Spanish health system works [P1]; satisfaction with how the public health system works, 1-10 [P2]; whether public-health waiting lists have improved, worsened or stayed the same over the past twelve months [P12])","Spanish",NA,NA,NA,NA,"Para empezar, de las siguientes afirmaciones que le voy a leer, ¿cuál expresa mejor su opinión sobre el sistema sanitario en nuestro país?","To begin with, of the following statements that I am going to read to you, which one best expresses your opinion of the health system in our country?",NA,"En general, funciona bastante bien","In general, it works quite well",1
"spain_2025_sanitation_system","spain_2025_sanitation_system_1","P1","Centro de Investigaciones Sociológicas, Estudio 3531 'Barómetro Sanitario 2025 (tercera oleada)', P.1, P.2 and P.12 (overall opinion of how the Spanish health system works [P1]; satisfaction with how the public health system works, 1-10 [P2]; whether public-health waiting lists have improved, worsened or stayed the same over the past twelve months [P12])","Spanish",NA,NA,NA,NA,"Para empezar, de las siguientes afirmaciones que le voy a leer, ¿cuál expresa mejor su opinión sobre el sistema sanitario en nuestro país?","To begin with, of the following statements that I am going to read to you, which one best expresses your opinion of the health system in our country?",NA,"Funciona bien, aunque son necesarios algunos cambios","It works well, although some changes are needed",2
"spain_2025_sanitation_system","spain_2025_sanitation_system_1","P1","Centro de Investigaciones Sociológicas, Estudio 3531 'Barómetro Sanitario 2025 (tercera oleada)', P.1, P.2 and P.12 (overall opinion of how the Spanish health system works [P1]; satisfaction with how the public health system works, 1-10 [P2]; whether public-health waiting lists have improved, worsened or stayed the same over the past twelve months [P12])","Spanish",NA,NA,NA,NA,"Para empezar, de las siguientes afirmaciones que le voy a leer, ¿cuál expresa mejor su opinión sobre el sistema sanitario en nuestro país?","To begin with, of the following statements that I am going to read to you, which one best expresses your opinion of the health system in our country?",NA,"Necesita cambios fundamentales, aunque algunas cosas funcionan","It needs fundamental changes, although some things work",3
"spain_2025_sanitation_system","spain_2025_sanitation_system_1","P1","Centro de Investigaciones Sociológicas, Estudio 3531 'Barómetro Sanitario 2025 (tercera oleada)', P.1, P.2 and P.12 (overall opinion of how the Spanish health system works [P1]; satisfaction with how the public health system works, 1-10 [P2]; whether public-health waiting lists have improved, worsened or stayed the same over the past twelve months [P12])","Spanish",NA,NA,NA,NA,"Para empezar, de las siguientes afirmaciones que le voy a leer, ¿cuál expresa mejor su opinión sobre el sistema sanitario en nuestro país?","To begin with, of the following statements that I am going to read to you, which one best expresses your opinion of the health system in our country?",NA,"Funciona mal y necesita cambios profundos","It works badly and needs profound changes",4
"spain_2025_sanitation_system","spain_2025_sanitation_system_1","P2","Centro de Investigaciones Sociológicas, Estudio 3531 'Barómetro Sanitario 2025 (tercera oleada)', P.1, P.2 and P.12 (overall opinion of how the Spanish health system works [P1]; satisfaction with how the public health system works, 1-10 [P2]; whether public-health waiting lists have improved, worsened or stayed the same over the past twelve months [P12])","Spanish",NA,NA,NA,NA,"¿Cuál es su grado de satisfacción con el funcionamiento del sistema sanitario público en España? Para contestar, utilice una escala de puntuación del 1 al 10, en la que el 1 significa que está Ud. ""muy insatisfecho/a"" y el 10 que está ""muy satisfecho/a"".","How satisfied are you with the way the public health system works in Spain? To answer, use a scale from 1 to 10, where 1 means you are ""very dissatisfied"" and 10 means you are ""very satisfied"".",NA,"Muy insatisfecho/a","Very dissatisfied",1
"spain_2025_sanitation_system","spain_2025_sanitation_system_1","P2","Centro de Investigaciones Sociológicas, Estudio 3531 'Barómetro Sanitario 2025 (tercera oleada)', P.1, P.2 and P.12 (overall opinion of how the Spanish health system works [P1]; satisfaction with how the public health system works, 1-10 [P2]; whether public-health waiting lists have improved, worsened or stayed the same over the past twelve months [P12])","Spanish",NA,NA,NA,NA,"¿Cuál es su grado de satisfacción con el funcionamiento del sistema sanitario público en España? Para contestar, utilice una escala de puntuación del 1 al 10, en la que el 1 significa que está Ud. ""muy insatisfecho/a"" y el 10 que está ""muy satisfecho/a"".","How satisfied are you with the way the public health system works in Spain? To answer, use a scale from 1 to 10, where 1 means you are ""very dissatisfied"" and 10 means you are ""very satisfied"".",NA,NA,NA,2
"spain_2025_sanitation_system","spain_2025_sanitation_system_1","P2","Centro de Investigaciones Sociológicas, Estudio 3531 'Barómetro Sanitario 2025 (tercera oleada)', P.1, P.2 and P.12 (overall opinion of how the Spanish health system works [P1]; satisfaction with how the public health system works, 1-10 [P2]; whether public-health waiting lists have improved, worsened or stayed the same over the past twelve months [P12])","Spanish",NA,NA,NA,NA,"¿Cuál es su grado de satisfacción con el funcionamiento del sistema sanitario público en España? Para contestar, utilice una escala de puntuación del 1 al 10, en la que el 1 significa que está Ud. ""muy insatisfecho/a"" y el 10 que está ""muy satisfecho/a"".","How satisfied are you with the way the public health system works in Spain? To answer, use a scale from 1 to 10, where 1 means you are ""very dissatisfied"" and 10 means you are ""very satisfied"".",NA,NA,NA,3
"spain_2025_sanitation_system","spain_2025_sanitation_system_1","P2","Centro de Investigaciones Sociológicas, Estudio 3531 'Barómetro Sanitario 2025 (tercera oleada)', P.1, P.2 and P.12 (overall opinion of how the Spanish health system works [P1]; satisfaction with how the public health system works, 1-10 [P2]; whether public-health waiting lists have improved, worsened or stayed the same over the past twelve months [P12])","Spanish",NA,NA,NA,NA,"¿Cuál es su grado de satisfacción con el funcionamiento del sistema sanitario público en España? Para contestar, utilice una escala de puntuación del 1 al 10, en la que el 1 significa que está Ud. ""muy insatisfecho/a"" y el 10 que está ""muy satisfecho/a"".","How satisfied are you with the way the public health system works in Spain? To answer, use a scale from 1 to 10, where 1 means you are ""very dissatisfied"" and 10 means you are ""very satisfied"".",NA,NA,NA,4
"spain_2025_sanitation_system","spain_2025_sanitation_system_1","P2","Centro de Investigaciones Sociológicas, Estudio 3531 'Barómetro Sanitario 2025 (tercera oleada)', P.1, P.2 and P.12 (overall opinion of how the Spanish health system works [P1]; satisfaction with how the public health system works, 1-10 [P2]; whether public-health waiting lists have improved, worsened or stayed the same over the past twelve months [P12])","Spanish",NA,NA,NA,NA,"¿Cuál es su grado de satisfacción con el funcionamiento del sistema sanitario público en España? Para contestar, utilice una escala de puntuación del 1 al 10, en la que el 1 significa que está Ud. ""muy insatisfecho/a"" y el 10 que está ""muy satisfecho/a"".","How satisfied are you with the way the public health system works in Spain? To answer, use a scale from 1 to 10, where 1 means you are ""very dissatisfied"" and 10 means you are ""very satisfied"".",NA,NA,NA,5
"spain_2025_sanitation_system","spain_2025_sanitation_system_1","P2","Centro de Investigaciones Sociológicas, Estudio 3531 'Barómetro Sanitario 2025 (tercera oleada)', P.1, P.2 and P.12 (overall opinion of how the Spanish health system works [P1]; satisfaction with how the public health system works, 1-10 [P2]; whether public-health waiting lists have improved, worsened or stayed the same over the past twelve months [P12])","Spanish",NA,NA,NA,NA,"¿Cuál es su grado de satisfacción con el funcionamiento del sistema sanitario público en España? Para contestar, utilice una escala de puntuación del 1 al 10, en la que el 1 significa que está Ud. ""muy insatisfecho/a"" y el 10 que está ""muy satisfecho/a"".","How satisfied are you with the way the public health system works in Spain? To answer, use a scale from 1 to 10, where 1 means you are ""very dissatisfied"" and 10 means you are ""very satisfied"".",NA,NA,NA,6
