"table","section_id","item","instrument","language","instructions","instructions_translated","section_prompt","item_text","item_text_translated","correct_response","option_text","option_text_translated","resp"
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_1","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Mariano Rajoy","Mariano Rajoy",NA,"Muy bien","Very good",1
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_1","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Mariano Rajoy","Mariano Rajoy",NA,"Bastante bien","Fairly good",2
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_1","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Mariano Rajoy","Mariano Rajoy",NA,"Bastante mal","Fairly bad",4
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_1","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Mariano Rajoy","Mariano Rajoy",NA,"Muy mal","Very bad",5
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_2","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Alfredo Pérez Rubalcaba","Alfredo Pérez Rubalcaba",NA,"Muy bien","Very good",1
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_2","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Alfredo Pérez Rubalcaba","Alfredo Pérez Rubalcaba",NA,"Bastante bien","Fairly good",2
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_2","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Alfredo Pérez Rubalcaba","Alfredo Pérez Rubalcaba",NA,"Bastante mal","Fairly bad",4
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_2","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Alfredo Pérez Rubalcaba","Alfredo Pérez Rubalcaba",NA,"Muy mal","Very bad",5
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_3","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Josep Antoni Durán i Lleida","Josep Antoni Durán i Lleida",NA,"Muy bien","Very good",1
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_3","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Josep Antoni Durán i Lleida","Josep Antoni Durán i Lleida",NA,"Bastante bien","Fairly good",2
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_3","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Josep Antoni Durán i Lleida","Josep Antoni Durán i Lleida",NA,"Bastante mal","Fairly bad",4
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_3","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Josep Antoni Durán i Lleida","Josep Antoni Durán i Lleida",NA,"Muy mal","Very bad",5
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_4","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Cayo Lara","Cayo Lara",NA,"Muy bien","Very good",1
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_4","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Cayo Lara","Cayo Lara",NA,"Bastante bien","Fairly good",2
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_4","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Cayo Lara","Cayo Lara",NA,"Bastante mal","Fairly bad",4
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_4","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Cayo Lara","Cayo Lara",NA,"Muy mal","Very bad",5
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_5","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Joan Coscubiela","Joan Coscubiela",NA,"Muy bien","Very good",1
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_5","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Joan Coscubiela","Joan Coscubiela",NA,"Bastante bien","Fairly good",2
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_5","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Joan Coscubiela","Joan Coscubiela",NA,"Bastante mal","Fairly bad",4
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_5","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Joan Coscubiela","Joan Coscubiela",NA,"Muy mal","Very bad",5
