"table","section_id","item","instrument","language","instructions","section_prompt","item_text","item_text_translated","correct_response","option_text","option_text_translated","resp"
"liu_2025_positive_cognition","liu_2025_positive_cognition_1","item_1","Attention to Positive and Negative Information Inventory, Chinese version (APNI; Noguchi, Gohm & Dalsky 2006; Chinese revision by Feng et al. 2015) -- Attention to Positive Information subscale, 12 items","Chinese",NA,NA,"我像其他人一样注意好的事物","I notice good things as much as other people do",NA,"Completely Disagree",NA,1
"liu_2025_positive_cognition","liu_2025_positive_cognition_1","item_1","Attention to Positive and Negative Information Inventory, Chinese version (APNI; Noguchi, Gohm & Dalsky 2006; Chinese revision by Feng et al. 2015) -- Attention to Positive Information subscale, 12 items","Chinese",NA,NA,"我像其他人一样注意好的事物","I notice good things as much as other people do",NA,"Mostly Disagree",NA,2
"liu_2025_positive_cognition","liu_2025_positive_cognition_1","item_1","Attention to Positive and Negative Information Inventory, Chinese version (APNI; Noguchi, Gohm & Dalsky 2006; Chinese revision by Feng et al. 2015) -- Attention to Positive Information subscale, 12 items","Chinese",NA,NA,"我像其他人一样注意好的事物","I notice good things as much as other people do",NA,"Uncertain",NA,3
"liu_2025_positive_cognition","liu_2025_positive_cognition_1","item_1","Attention to Positive and Negative Information Inventory, Chinese version (APNI; Noguchi, Gohm & Dalsky 2006; Chinese revision by Feng et al. 2015) -- Attention to Positive Information subscale, 12 items","Chinese",NA,NA,"我像其他人一样注意好的事物","I notice good things as much as other people do",NA,"Mostly Agree",NA,4
"liu_2025_positive_cognition","liu_2025_positive_cognition_1","item_1","Attention to Positive and Negative Information Inventory, Chinese version (APNI; Noguchi, Gohm & Dalsky 2006; Chinese revision by Feng et al. 2015) -- Attention to Positive Information subscale, 12 items","Chinese",NA,NA,"我像其他人一样注意好的事物","I notice good things as much as other people do",NA,"Completely Agree",NA,5
"liu_2025_positive_cognition","liu_2025_positive_cognition_1","item_2","Attention to Positive and Negative Information Inventory, Chinese version (APNI; Noguchi, Gohm & Dalsky 2006; Chinese revision by Feng et al. 2015) -- Attention to Positive Information subscale, 12 items","Chinese",NA,NA,"我特别关注生活带给我的很多细微的快乐","I pay particular attention to the many small pleasures life brings me",NA,"Completely Disagree",NA,1
"liu_2025_positive_cognition","liu_2025_positive_cognition_1","item_2","Attention to Positive and Negative Information Inventory, Chinese version (APNI; Noguchi, Gohm & Dalsky 2006; Chinese revision by Feng et al. 2015) -- Attention to Positive Information subscale, 12 items","Chinese",NA,NA,"我特别关注生活带给我的很多细微的快乐","I pay particular attention to the many small pleasures life brings me",NA,"Mostly Disagree",NA,2
"liu_2025_positive_cognition","liu_2025_positive_cognition_1","item_2","Attention to Positive and Negative Information Inventory, Chinese version (APNI; Noguchi, Gohm & Dalsky 2006; Chinese revision by Feng et al. 2015) -- Attention to Positive Information subscale, 12 items","Chinese",NA,NA,"我特别关注生活带给我的很多细微的快乐","I pay particular attention to the many small pleasures life brings me",NA,"Uncertain",NA,3
"liu_2025_positive_cognition","liu_2025_positive_cognition_1","item_2","Attention to Positive and Negative Information Inventory, Chinese version (APNI; Noguchi, Gohm & Dalsky 2006; Chinese revision by Feng et al. 2015) -- Attention to Positive Information subscale, 12 items","Chinese",NA,NA,"我特别关注生活带给我的很多细微的快乐","I pay particular attention to the many small pleasures life brings me",NA,"Mostly Agree",NA,4
"liu_2025_positive_cognition","liu_2025_positive_cognition_1","item_2","Attention to Positive and Negative Information Inventory, Chinese version (APNI; Noguchi, Gohm & Dalsky 2006; Chinese revision by Feng et al. 2015) -- Attention to Positive Information subscale, 12 items","Chinese",NA,NA,"我特别关注生活带给我的很多细微的快乐","I pay particular attention to the many small pleasures life brings me",NA,"Completely Agree",NA,5
