source,journal,doi,title,url,license,flag,reasons,data_availability,external_link,data_file,n_responses,n_participants,n_items,density,n_other_files
plos,plosone,10.1371/journal.pone.0110211,The Effects of a Distracting <i>N</i>-Back Task on Recognition Memory Are Reduced by Negative Emotional Intensity,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0110211,cc-by,external_unresolved,no tabular-format Supporting Information file; data link on a host with no resolver: https://www.researchgate.net/doi/10.13140/2.1.4043.2004,The authors confirm that all data underlying the findings are fully available without restriction. Data are available from ResearchGate using the DOI 10.13140/2.1.4043.2004.,https://doi.org/10.13140/2.1.4043.2004,,,,,,
plos,plosone,10.1371/journal.pone.0329499,A new cow identification method using near-infrared spectral measurements and main components of raw milk features,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0329499,cc-by,external_unresolved,no tabular-format Supporting Information file; data link on a host with no resolver: https://doi.org/10.1016/j.dib.2023.109767database,All data files are available from the  https://doi.org/10.1016/j.dib.2023.109767database .,https://doi.org/10.1016/j.dib.2023.109767database,,,,,,
plos,plosone,10.1371/journal.pone.0193713,A descriptive analysis of depression and pain complaints among patients with cancer in a low income country,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0193713,cc-by,external_unresolved,no tabular-format Supporting Information file; data link on a host with no resolver: https://dx.doi.org/10.5061/dryad.50j0s,All data files are available from the Dryad Digital Repository:  http://dx.doi.org/10.5061/dryad.50j0s .,http://dx.doi.org/10.5061/dryad.50j0s,,,,,,
plos,plosone,10.1371/journal.pone.0341370,"Socioeconomic status and depressive symptoms among older adults in China: The mediating role of cognitive function, lifestyle and social participation",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0341370,cc-by,external_unresolved,no tabular-format Supporting Information file; data link on a host with no resolver: https://opendata.pku.edu.cn/citation?persistentId=doi:10.18170/DVN/WBO7LK,The data in this study are available from the Chinese Longitudinal Health Survey ( https://doi.org/10.18170/DVN/WBO7LK) .,https://doi.org/10.18170/DVN/WBO7LK,,,,,,
plos,plosone,10.1371/journal.pone.0149434,Cortical Gyrification Patterns Associated with Trait Anxiety,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0149434,cc-by,external_unresolved,no tabular-format Supporting Information file; data link on a host with no resolver: https://doi.org/10.5061/dryad.96p8g,All relevant files are available from the Dyrad Digital Repository (doi: 10.5061/dryad.96p8g ).,https://doi.org/10.5061/dryad.96p8g,,,,,,
plos,plosone,10.1371/journal.pone.0353699,"Effectiveness of flipped classroom pedagogy: A mixed-methods analysis of adult continuing education—Case study, Egyptian context",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0353699,cc-by,external_unresolved,no tabular-format Supporting Information file; data link on a host with no resolver: https://doi.org/10.5281/zenodo.2036324,The data underlying this study is publicly available in the Zenodo repository at  https://doi.org/10.5281/zenodo.2036324 .,https://doi.org/10.5281/zenodo.2036324,,,,,,
plos,plosone,10.1371/journal.pone.0333875,Investigating the role of three screening measures to support clinical decision-making in adult autism assessments,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0333875,cc-by,external_unresolved,no tabular-format Supporting Information file; data link on a host with no resolver: https://www.repository.cam.ac.uk/handle/1810/390017,All anonymised data files are publicly available from the University of Cambridge’s Apollo repository ( https://doi.org/10.17863/CAM.121719) .,https://doi.org/10.17863/CAM.121719,,,,,,
plos,plosone,10.1371/journal.pone.0106539,Structural Alterations of the Social Brain: A Comparison between Schizophrenia and Autism,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0106539,unknown,download_failed,via Data Availability link https://datadryad.org/dataset/doi:10.5061/dryad.j6g1c | 401 Client Error: Unauthorized for url: https://datadryad.org/api/v2/files/66877/download,"The authors confirm that, for approved reasons, some access restrictions apply to the data underlying the findings. Data are available from Dryad using the DOI doi:10.5061/dryad.j6g1c.",https://doi.org/10.5061/dryad.j6g1c,Data Dryad_07_2014_final.xls,,,,,
plos,plosone,10.1371/journal.pone.0331487,Auditory and cognitive contributions to recognition of degraded speech in noise: Individual differences among older adults,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0331487,cc-by,external_unresolved,no tabular-format Supporting Information file; data link on a host with no resolver: https://pubs.aip.org/jasa/article/156/1/93/3302086/Attenuation-and-distortion-components-of-age,All relevant data are within the paper and its  Supporting Information  files. Speech recognition outcome datasets are available with previously published reports: dataset 1 ( https://doi.org/10.1121/10.0026450)  and datasets 2 and 3 ( https://doi.org/10.1121/10.0022445 ).,https://doi.org/10.1121/10.0026450,,,,,,
plos,plosone,10.1371/journal.pone.0145361,Age-Related Differences in the Reliance on Executive Control in Working Memory: Role of Task Demand,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0145361,cc-by,external_unresolved,no tabular-format Supporting Information file; data link on a host with no resolver: https://dx.doi.org/10.6084/m9.figshare.1561325,All data files are available from the Figshare database ( http://dx.doi.org/10.6084/m9.figshare.1561325 ).,http://dx.doi.org/10.6084/m9.figshare.1561325,,,,,,
