source,title,doi,published,url
datacite,Low Self-Esteem as the Central Vulnerability in Core Eating Psychopathology: A Test of the Transdiagnostic Model in a Community Sample of Mexican Adults,10.17632/gw4wcb9rft.2,2026,https://data.mendeley.com/datasets/gw4wcb9rft/2
datacite,Low Self-Esteem as the Central Vulnerability in Core Eating Psychopathology: A Test of the Transdiagnostic Model in a Community Sample of Mexican Adults,10.17632/gw4wcb9rft,2026,https://data.mendeley.com/datasets/gw4wcb9rft
datacite,Dataset for “Exploring the Relationship Between Teachers’ Self-Esteem and Self-Efficacy in the School Context”,10.23668/psycharchives.22169,2026,https://www.psycharchives.org/jspui/handle/20.500.12034/17528
datacite,The role of femininity and age in anxiety and self-esteem among women,10.23668/psycharchives.22299,2026,https://www.psycharchives.org/jspui/handle/20.500.12034/17654
datacite,Dataset on Depression Symptoms and Severity among University Students in Bangladesh using Burn Depression Checklist,10.17632/9mphhb9zhz.2,2026,https://data.mendeley.com/datasets/9mphhb9zhz/2
datacite,Dataset on Depression Symptoms and Severity among University Students in Bangladesh using Burn Depression Checklist,10.17632/9mphhb9zhz,2026,https://data.mendeley.com/datasets/9mphhb9zhz
datacite,Dataset on Depression Symptoms and Severity among University Students in Bangladesh using Burn Depression Checklist,10.17632/9mphhb9zhz.1,2026,https://data.mendeley.com/datasets/9mphhb9zhz/1
datacite,Religious faith and self-esteem on quality of life across lifespan in India,10.17632/ys2s8f8skx.1,2026,https://data.mendeley.com/datasets/ys2s8f8skx/1
datacite,Religious faith and self-esteem on quality of life across lifespan in India,10.17632/ys2s8f8skx,2026,https://data.mendeley.com/datasets/ys2s8f8skx
datacite,The Bidirectional Role of Grit in Mediating Time Management and Procrastination to Alleviate Academic Stress: An Investigation of Undergraduate Mental Well-Being,10.17632/6rbv3fbz8d.2,2026,https://data.mendeley.com/datasets/6rbv3fbz8d/2
datacite,The Bidirectional Role of Grit in Mediating Time Management and Procrastination to Alleviate Academic Stress: An Investigation of Undergraduate Mental Well-Being,10.17632/6rbv3fbz8d,2026,https://data.mendeley.com/datasets/6rbv3fbz8d
dataverse,Data: Self-regulated learning pathways to university students’ intention to learn artificial intelligence: Do discipline and gender matter?,10.7910/dvn/qdk2zo,2026-08-18T14:33:09Z,https://doi.org/10.7910/DVN/QDK2ZO
datacite,"Data to ""When Smart Homes Take Action: How Technology Agency can Affect Pro-Environmental Behavior"" (manuscript submitted for publication)",10.5282/ubm/data.832,2026,https://data.ub.uni-muenchen.de/id/eprint/832
datacite,"Self-efficacy, anxiety, AI utilization, and grammar knowledge among Indonesian and Taiwanese EFL learners",10.17632/j33ytz7wsx.1,2026,https://data.mendeley.com/datasets/j33ytz7wsx/1
datacite,"Self-efficacy, anxiety, AI utilization, and grammar knowledge among Indonesian and Taiwanese EFL learners",10.17632/j33ytz7wsx,2026,https://data.mendeley.com/datasets/j33ytz7wsx
datacite,The Attitude-Behavior Gap in Energy Conservation: Inhibitory Pathways of Social Norm Conflict and the Moderating Role of Goal Self-Efficacy,10.57760/sciencedb.psych.00715,2026,https://www.scidb.cn/detail?dataSetId=c29181c99b3a4ed286a1bdf1aead14e1
datacite,The effect of auricular acupressure on quality of life in postmenopausal women: a randomized sham-controlled clinical trial,10.6084/m9.figshare.32200972,2026,https://tandf.figshare.com/articles/dataset/The_effect_of_auricular_acupressure_on_quality_of_life_in_postmenopausal_women_a_randomized_sham-controlled_clinical_trial/32200972/1
datacite,"Dataset on Climate Emotion Profiles, Ecological Coping, and Depression Symptoms in Ukraine",10.17632/jdzhj8w2ck.2,2026,https://data.mendeley.com/datasets/jdzhj8w2ck/2
datacite,"Dataset on Climate Emotion Profiles, Ecological Coping, and Depression Symptoms in Ukraine",10.17632/jdzhj8w2ck,2026,https://data.mendeley.com/datasets/jdzhj8w2ck
datacite,Effects of mental health and addiction on cognitive function among Chinese junior college students,10.57760/sciencedb.01021,2026,https://www.scidb.cn/detail?dataSetId=19e97806f6c741daa3fd9812f02cff35
datacite,FAIRsharing record for: Hamilton Anxiety Rating Scale (HAM-A) Research Statistics,10.25504/fairsharing.a6c43b,2026,https://fairsharing.org/10.25504/FAIRsharing.a6c43b
datacite,the relationship between involution and anxiety,10.57760/sciencedb.00zxl,2026,https://www.scidb.cn/detail?dataSetId=c61d9a7c0f5d4252871c839d0be29895
datacite,Effects of mental health and addiction on cognitive function among Chinese junior college students,10.57760/sciencedb.01021,2026,https://www.scidb.cn/detail?dataSetId=19e97806f6c741daa3fd9812f02cff35
datacite,"Datasets underlying the paper ""Anxiety-Based Intellectual Helplessness: Reconstructing the Role of Mathematics Anxiety in Students’ Mathematical Learning Experiences""",10.17632/vb5rz5y7x8.1,2026,https://data.mendeley.com/datasets/vb5rz5y7x8/1
datacite,"Datasets underlying the paper ""Anxiety-Based Intellectual Helplessness: Reconstructing the Role of Mathematics Anxiety in Students’ Mathematical Learning Experiences""",10.17632/vb5rz5y7x8,2026,https://data.mendeley.com/datasets/vb5rz5y7x8
datacite,"Self-efficacy, anxiety, AI utilization, and grammar knowledge among Indonesian and Taiwanese EFL learners",10.17632/j33ytz7wsx.1,2026,https://data.mendeley.com/datasets/j33ytz7wsx/1
datacite,"Self-efficacy, anxiety, AI utilization, and grammar knowledge among Indonesian and Taiwanese EFL learners",10.17632/j33ytz7wsx,2026,https://data.mendeley.com/datasets/j33ytz7wsx
datacite,"Generative AI as a cognitive assistive technology for adults with dyslexia: the role of anxiety, working memory, and metacognitive regulation",10.6084/m9.figshare.33314690,2026,https://tandf.figshare.com/articles/dataset/Generative_AI_as_a_cognitive_assistive_technology_for_adults_with_dyslexia_the_role_of_anxiety_working_memory_and_metacognitive_regulation/33314690/1
datacite,Supplemental file for: Analysis of soluble Triggering Receptor Expressed on Myeloid Cells-1 and -2 and Fractalkine in depression and childhood adversity: an exploratory study,10.6084/m9.figshare.33305970,2026,https://karger.figshare.com/articles/dataset/Supplemental_file_for_Analysis_of_soluble_Triggering_Receptor_Expressed_on_Myeloid_Cells-1_and_-2_and_Fractalkine_in_depression_and_childhood_adversity_an_exploratory_study/33305970/1
datacite,Personality–Burnout Associations in Nurses: Data and Materials for a Systematic Methodological Review,10.17632/6by7h52sfg.1,2026,https://data.mendeley.com/datasets/6by7h52sfg/1
datacite,Personality–Burnout Associations in Nurses: Data and Materials for a Systematic Methodological Review,10.17632/6by7h52sfg,2026,https://data.mendeley.com/datasets/6by7h52sfg
datacite,Dataset for: German short version of the Athlete Burnout Questionnaire: Application of the Ant Colony Optimization Algorithm,10.23668/psycharchives.22321,2026,https://www.psycharchives.org/jspui/handle/20.500.12034/17675
datacite,"Healthcare worker well-being, perceived safety, and environmental health in Zambia",10.17615/5spq-jh17,2026,https://cdr.lib.unc.edu/concern/data_sets/m613nd68z
datacite,Artificial Intelligence-Generated Draft Replies to Patient Messages in Pediatrics,10.25740/zt410bf9823,2026,https://purl.stanford.edu/zt410bf9823
dataverse,Assessing the perceived relevance of environmental sustainability initiatives in smart campuses using item response theory (Supplemental material),10.7910/dvn/fcntsn,2026-08-21T21:11:54Z,https://doi.org/10.7910/DVN/FCNTSN
datacite,"Supplementary results tables for cross-lagged panel models of perceived stress, anxiety symptoms, and depressive symptoms among medical students",10.57760/sciencedb.45089,2026,https://www.scidb.cn/detail?dataSetId=c8afdb67c42a44f591b645db80241ef5
datacite,Unintended Consequences of Teacher Autonomy and Principal Leadership: Evidence from Teacher–Parent Communication and Teacher Well-Being,10.3886/icpsr305610,2026,https://www.icpsr.umich.edu/sites/aera/view/studies/305610
datacite,Multidisciplinary Intervention to Improve Patient Health Literacy and Postoperative Outcomes in Urological Surgery: A Randomized Controlled Trial of a Preoperative Handbook,10.17632/x22kds2wvp.1,2026,https://data.mendeley.com/datasets/x22kds2wvp/1
datacite,Multidisciplinary Intervention to Improve Patient Health Literacy and Postoperative Outcomes in Urological Surgery: A Randomized Controlled Trial of a Preoperative Handbook,10.17632/x22kds2wvp,2026,https://data.mendeley.com/datasets/x22kds2wvp
datacite,DoE Assembly Through Different Production Settings and their Impact on Cognitive-Organizational Human Factors,10.57745/mfajog,2026,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/MFAJOG
osf,"Sports Club Membership Value, Satisfaction, Engagement and Well-being Dataset (China, 2021)",,2026-08-24T15:09:21.821664,https://osf.io/47bhk/
datacite,"Job satisfaction in technology-based companies: an approach from happiness, organizational resilience, and personality.",10.17632/wc9yc4z77r.1,2026,https://data.mendeley.com/datasets/wc9yc4z77r/1
datacite,"Job satisfaction in technology-based companies: an approach from happiness, organizational resilience, and personality.",10.17632/wc9yc4z77r,2026,https://data.mendeley.com/datasets/wc9yc4z77r
datacite,Data for: Reciprocal Peer-Tutoring Promotes Preference for Group Work and Flourishing through Student-Created Self-Transcendence Climate: An Intervention Study,10.17632/3nxfw85zsz.1,2026,https://data.mendeley.com/datasets/3nxfw85zsz/1
datacite,Data for: Reciprocal Peer-Tutoring Promotes Preference for Group Work and Flourishing through Student-Created Self-Transcendence Climate: An Intervention Study,10.17632/3nxfw85zsz,2026,https://data.mendeley.com/datasets/3nxfw85zsz
datacite,"Data on teacher responsibility, generative AI-supported learning effectiveness, fellow student collaboration, and students’ psychological well-being in higher education",10.17632/zvdf6893rk.1,2026,https://data.mendeley.com/datasets/zvdf6893rk/1
datacite,"Data on teacher responsibility, generative AI-supported learning effectiveness, fellow student collaboration, and students’ psychological well-being in higher education",10.17632/zvdf6893rk,2026,https://data.mendeley.com/datasets/zvdf6893rk
datacite,Digital Self-Regulation and Well-Being,10.17632/pv7y6kmg86.1,2026,https://data.mendeley.com/datasets/pv7y6kmg86/1
datacite,"A multi-country study of national customer satisfaction, ISO 9001 certifications, quality of life, prosperity, happiness, and economic indicators",10.6084/m9.figshare.33307366,2026,https://tandf.figshare.com/articles/dataset/A_multi-country_study_of_national_customer_satisfaction_ISO_9001_certifications_quality_of_life_prosperity_happiness_and_economic_indicators/33307366
datacite,Psychometric validation of the Turkish Illness Identity Questionnaire (IIQ-TR),10.6084/m9.figshare.32901440,2026,https://tandf.figshare.com/articles/dataset/Psychometric_validation_of_the_Turkish_Illness_Identity_Questionnaire_IIQ-TR_/32901440/1
datacite,Code for: Climate Anxiety in Ukraine - Emotion-Specific Pathways,10.17632/dz7cssts9j.1,2026,https://data.mendeley.com/datasets/dz7cssts9j/1
datacite,Code for: Climate Anxiety in Ukraine - Emotion-Specific Pathways,10.17632/dz7cssts9j,2026,https://data.mendeley.com/datasets/dz7cssts9j
datacite,Data for: Climate Anxiety in Ukraine - Emotion-Specific Pathways,10.17632/5ywv53yyd3.1,2026,https://data.mendeley.com/datasets/5ywv53yyd3/1
datacite,Data for: Climate Anxiety in Ukraine - Emotion-Specific Pathways,10.17632/5ywv53yyd3,2026,https://data.mendeley.com/datasets/5ywv53yyd3
datacite,Dataset for: German short version of the Athlete Burnout Questionnaire: Application of the Ant Colony Optimization Algorithm,10.23668/psycharchives.22321,2026,https://www.psycharchives.org/jspui/handle/20.500.12034/17675
datacite,"Healthcare worker well-being, perceived safety, and environmental health in Zambia",10.17615/5spq-jh17,2026,https://cdr.lib.unc.edu/concern/data_sets/m613nd68z
datacite,"“The Recovery Journey”: A Phenomenological Exploration of Patients Experiences, Satisfaction and Quality of Life through Repeated Interviews after Total Knee Arthroplasty",10.17632/ggrds6wtfh.3,2026,https://data.mendeley.com/datasets/ggrds6wtfh/3
datacite,"“The Recovery Journey”: A Phenomenological Exploration of Patients Experiences, Satisfaction and Quality of Life through Repeated Interviews after Total Knee Arthroplasty",10.17632/ggrds6wtfh,2026,https://data.mendeley.com/datasets/ggrds6wtfh
datacite,"The effects of amputation on functioning, satisfaction and health-related quality of life of adults with brachial plexus injury; a scoping review",10.6084/m9.figshare.31121727,2026,https://tandf.figshare.com/articles/dataset/The_effects_of_amputation_on_functioning_satisfaction_and_health-related_quality_of_life_of_adults_with_brachial_plexus_injury_a_scoping_review/31121727/1
