source,journal,doi,title,url,license,flag,reasons,data_availability,external_link,data_file,n_responses,n_participants,n_items,density,n_other_files
plos,plosone,10.1371/journal.pone.0080921,Detecting Inter-Cusp and Inter-Tooth Wear Patterns in Rhinocerotids,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0080921,cc-by,no_usable_file,"no tabular-format Supporting Information file on article page, and no DOI or known-repository link in Data Availability",,,,,,,,
plos,plosone,10.1371/journal.pone.0195026,Interactions between seed traits and digestive processes determine the germinability of bird-dispersed seeds,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0195026,unknown,download_failed,via Data Availability link https://datadryad.org/dataset/doi:10.5061/dryad.bs5hn51 | 401 Client Error: Unauthorized for url: https://datadryad.org/api/v2/files/54878/download,All relevant data are available from the Dryad Digital Repository database (doi: 10.5061/dryad.bs5hn51 ).,https://doi.org/10.5061/dryad.bs5hn51,Raw data Kleyheeg et al 2018.xlsx,,,,,
plos,plosone,10.1371/journal.pone.0177707,Working memory training in healthy young adults: Support for the null from a randomized comparison to active and passive control groups,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0177707,unknown,no_usable_file,"via Data Availability link https://figshare.com/s/53bd7d779c3f0bd1f612 | no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",The dataset is publicly available at figshare DOI:  10.6084/m9.figshare.4551517  or also at:  https://figshare.com/s/53bd7d779c3f0bd1f612 .,https://figshare.com/s/53bd7d779c3f0bd1f612,,,,,,
plos,plosone,10.1371/journal.pone.0333204,"Comprehensive analysis of the influence of loess structure on strength on the Loess Plateau, China",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0333204,cc-by,human_assistance,"via Data Availability link https://zenodo.org/records/17139736 | Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify NUMERIC item columns, but 6 column(s) look like text-coded Likert items (e.g. ['天然密度ρ/(g·cm-3)', '天然含水率w/%', '天然孔隙比e']) rather than numeric codes. Needs a human to confirm the category set/order and recode to numeric. | Co",All relevant data for this study are publicly available from the Zenodo repository ( https://doi.org/10.5281/zenodo.17139736) .,https://doi.org/10.5281/zenodo.17139736,数据.xlsx,,,,,0
plos,plosone,10.1371/journal.pone.0263022,Biting the bullet: When self-efficacy mediates the stressful effects of COVID-19 beliefs,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0263022,cc-by,download_failed,could not resolve Data Availability link https://dx.doi.org/10.17632/b8zxmw5z3g.1: ProxyError,The data are available at  https://dx.doi.org/10.17632/b8zxmw5z3g.1 .,https://dx.doi.org/10.17632/b8zxmw5z3g.1,,,,,,
plos,plosone,10.1371/journal.pone.0209155,Development of a short and universal learning self-efficacy scale for clinical skills,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0209155,cc-by,no_usable_file,"no tabular-format Supporting Information file on article page, and no DOI or known-repository link in Data Availability","Data cannot be shared publicly because of the data were owned by Department of Education, Taipei Medical University Hospital. The authors did not have any special access privileges that others would not have. The data could be accessed by Ter-Yi Hsu M.Psy ( 175152@h.tmu.edu.tw ). M. Psy Hsu is in ch",,,,,,,
plos,plosone,10.1371/journal.pone.0236648,The effects of self-efficacy and social support on behavior problems in 8~18 years old children with malignant tumors,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0236648,cc-by,no_usable_file,"no tabular-format Supporting Information file on article page, and no DOI or known-repository link in Data Availability","The data contains information that can potentially identify the patient and the ethics committee of Children's Hospital Affiliated to Chongqing Medical University has imposed them. So, if someone needs to download the data, please call the ethics committee at 0086-23-63664659.",,,,,,,
plos,plosone,10.1371/journal.pone.0147609,Fear of Movement and Low Self-Efficacy Are Important Barriers in Physical Activity after Renal Transplantation,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0147609,cc-by,no_usable_file,"no tabular-format Supporting Information file on article page, and no DOI or known-repository link in Data Availability",All relevant data are within the paper.,,,,,,,
plos,plosone,10.1371/journal.pone.0143395,Influence of Serotonin Transporter Gene Polymorphisms and Adverse Life Events on Depressive Symptoms in the Elderly: A Population-Based Study,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0143395,cc-by,good,"Passed (no errors); 4 note(s) to glance at before submitting. | QC warnings to review: resp_direction*, imputed_values*, resp_scale_mixed, composite_items* | SI caption: This is the dataset containing all data underlying the findi",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0143395_S1_Dataset.xlsx,14531,1321,11,1.0,0
plos,plosone,10.1371/journal.pone.0171956,"Depressive symptoms in HIV-infected and seronegative control subjects in Cameroon: Effect of age, education and gender",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0171956,cc-by,no_usable_file,"no tabular-format Supporting Information file on article page, and no DOI or known-repository link in Data Availability",All relevant data are within the paper and its Supporting Information files.,,,,,,,
plos,plosone,10.1371/journal.pone.0058379,Depression among Chinese University Students: Prevalence and Socio-Demographic Correlates,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0058379,unknown,no_usable_file,"no tabular-format Supporting Information file on article page, and no DOI or known-repository link in Data Availability",,,,,,,,
plos,plosone,10.1371/journal.pone.0078493,"Detecting Depression in Patients with Coronary Heart Disease: a Diagnostic Evaluation of the PHQ-9 and HADS-D in Primary Care, Findings From the UPBEAT-UK Study",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0078493,unknown,no_usable_file,"no tabular-format Supporting Information file on article page, and no DOI or known-repository link in Data Availability",,,,,,,,
plos,plosone,10.1371/journal.pone.0147763,A Randomized Controlled Trial to Test the Effectiveness of an Immersive 3D Video Game for Anxiety Prevention among Adolescents,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0147763,cc-by,download_failed,"Invalid file, or file has unsupported features",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0147763_S1_Dataset.sav,,,,,
plos,plosone,10.1371/journal.pone.0194519,The impact of affect labelling on responses to aversive flying-cues,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0194519,cc-by,human_assistance,"Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*, resp_scale_mixed, composite_items* | SI caption: Dataset.   https://doi.org/10.1371/journal.pone.0194519.s001",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0194519_S1_File.sav,12641,110,115,0.9993,0
plos,plosone,10.1371/journal.pone.0274539,Is it too late now to say we’re sorry? Examining anxiety contagion and crisis communication strategies using machine learning,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0274539,unknown,download_failed,"via Data Availability link https://osf.io/ey8ks/ | HTTPSConnectionPool(host='osf.io', port=443): Max retries exceeded with url: /download/65bpa/ (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",A minimal anonymized data set is available on Open Science Framework ( https://osf.io/ey8ks/ ).,https://osf.io/ey8ks/,Crisis Communication and Anxiety.xlsx,,,,,
plos,plosone,10.1371/journal.pone.0267556,Spirituality as a protective factor for chronic and acute anxiety in Brazilian healthcare workers during the COVID-19 outbreak,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0267556,cc-by,no_usable_file,"no tabular-format Supporting Information file on article page, and no DOI or known-repository link in Data Availability",All relevant data are within the manuscript and its  Supporting Information  files.,,,,,,,
plos,plosone,10.1371/journal.pone.0233173,Understanding the role of regulatory flexibility and context sensitivity in preventing burnout in a palliative home care team,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0233173,cc0,below_min_n,Only 65 distinct respondents — below the IRW floor of 100. Skip; no human review needed. | SI caption: https://doi.org/10.1371/journal.pone.0233173.s001,Data set file is attached to this revised submission.,,journal.pone.0233173_S1_Database.xlsx,5065,65,78,0.999,0
plos,plosone,10.1371/journal.pone.0239816,Predictors of academic efficacy and dropout intention in university students: Can engagement suppress burnout?,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0239816,cc-by,download_failed,could not resolve Data Availability link https://doi.org/10.6084/m9.figshare.12860132.v1: ProxyError,Data can be accessed at this link:  https://doi.org/10.6084/m9.figshare.12860132.v1 .,https://doi.org/10.6084/m9.figshare.12860132.v1,,,,,,
