source,journal,doi,title,url,license,flag,reasons,data_availability,external_link,data_file,n_responses,n_participants,n_items,density,n_other_files
plos,plosone,10.1371/journal.pone.0063614,Failure of Working Memory Training to Enhance Cognition or Intelligence,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0063614,unknown,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,plosone,10.1371/journal.pone.0110420,Collagen Self-Assembly on Orthopedic Magnesium Biomaterials Surface and Subsequent Bone Cell Attachment,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0110420,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,The authors confirm that all data underlying the findings are fully available without restriction. All relevant data are within the paper.,,,,,,,
plos,plosone,10.1371/journal.pone.0160340,Perfectionism and Effort-Related Cardiac Activity: Do Perfectionists Try Harder?,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0160340,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://osf.io/8sjhr/,"The research materials (e.g., the files for the task and questionnaires), the data, and the Mplus input file that recreates the results are available in Open Science Framework, a stable public repository. The link is  https://osf.io/8sjhr/ .",https://osf.io/8sjhr/,,,,,,
plos,plosone,10.1371/journal.pone.0188364,Evaluation of osseous integration of titanium orthopedic screws with novel SLA treatment in porcine model,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0188364,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,All relevant data are within the paper and its Supporting Information files.,,,,,,,
plos,plosone,10.1371/journal.pone.0159125,"Self-Efficacy, Planning, or a Combination of Both? A Longitudinal Experimental Study Comparing Effects of Three Interventions on Adolescents’ Body Fat",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0159125,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://figshare.com/s/eb376e3fe2171658b505,"Data from this study are available at Figshare,  https://goo.gl/jkRmFh  or  https://figshare.com/s/eb376e3fe2171658b505 .",https://figshare.com/s/eb376e3fe2171658b505,,,,,,
plos,plosone,10.1371/journal.pone.0234788,"Psychosocial correlates of safe sex self-efficacy among in-school adolescent girls in Lagos, Nigeria",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0234788,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,All data files are available from the OPENICPSR databases (accession number: openicpsr-117403),,,,,,,
plos,plosone,10.1371/journal.pone.0339591,Heterogeneous trajectories of exercise self-efficacy and its predictors in patients with multivessel coronary artery disease: A longitudinal study,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0339591,cc-by,human_assistance,"QC failed on: dup_id_item | QC warnings to review: id_na, resp_ordinal*, resp_direction*, imputed_values* | SI caption: The data used in this study are shown in  S4 Dada .   https:",All relevant data are within the paper and its  Supporting Information  files.,,journal.pone.0339591_S4_Data.xlsx,2812,197,8,1.7843,0
plos,plosone,10.1371/journal.pone.0255318,"Associations between self-efficacy, distress and anxiety in cancer patient-relative dyads visiting psychosocial cancer support services: Using actor-partner interdependence modelling",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0255318,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://osf.io/qfbuc/,The data file is available from  https://osf.io/qfbuc/ .,https://osf.io/qfbuc/,,,,,,
plos,plosone,10.1371/journal.pone.0106907,The Association of Depression and Anxiety with Pain: A Study from NESDA,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0106907,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,"The authors confirm that, for approved reasons, some access restrictions apply to the data underlying the findings. Researchers can submit a research plan, which describes the background en methods of a proposed research question, and a request for specific data of the NESDA database to answer the r",,,,,,,
plos,plosone,10.1371/journal.pone.0063806,Public Beliefs and Attitudes towards Depression in Italy: A National Survey,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0063806,unknown,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,plosone,10.1371/journal.pone.0179399,Depression in dementia with Lewy bodies: A comparison with Alzheimer's disease,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0179399,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,All relevant data are within the paper.,,,,,,,
plos,plosone,10.1371/journal.pone.0053859,Comparing Cognitive and Somatic Symptoms of Depression in Myocardial Infarction Patients and Depressed Patients in Primary and Mental Health Care,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0053859,unknown,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,plosone,10.1371/journal.pone.0179247,A Korean validation study of the Clinically Useful Anxiety Outcome Scale: Comorbidity and differentiation of anxiety and depressive disorders,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0179247,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,"Data cannot be made publicly available for ethical reasons, as consent for secondary use was not obtained from study participants. Any interested researcher can obtain a de-identified, minimal dataset pending ethical approval from the Ethics Committee of the Korea University Ansan Hospital. Please c",,,,,,,
plos,plosone,10.1371/journal.pone.0265679,Human state anxiety classification framework using EEG signals in response to exposure therapy,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0265679,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://doi.org/10.21227/barx-we60,Dataset used in the study can be accessed via:  https://ieee-dataport.org/open-access/dasps-database  (DOI:  10.21227/barx-we60 ).,https://doi.org/10.21227/barx-we60,,,,,,
plos,plosone,10.1371/journal.pone.0171233,A novel visual facial anxiety scale for assessing preoperative anxiety,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0171233,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,All relevant data are within the manuscript.,,,,,,,
plos,plosone,10.1371/journal.pone.0034244,High Visual Working Memory Capacity in Trait Social Anxiety,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0034244,unknown,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,plosone,10.1371/journal.pone.0352860,"Burnout subtypes in the German working population: Differentiation by symptomatology, work-related factors and structural impairment according to the OPD",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0352860,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,"The data cannot be made publicly available because it contains sensitive information regarding mental health and psychosocial aspects, and the combination of multiple sociodemographic variables entails a residual risk of participant identification. The data is stored on secure servers at Charité – U",,,,,,,
plos,plosone,10.1371/journal.pone.0251257,Within- and between-person factor structure of the Oldenburg Burnout Inventory: Analysis of a diary study using multilevel confirmatory factor analysis,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0251257,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://doi.org/10.17632/vwp3xvp2x8.1,The data underlying the results presented in the study are available on Mendeley (DOI:  10.17632/vwp3xvp2x8.1 ).,https://doi.org/10.17632/vwp3xvp2x8.1,,,,,,
plos,plosone,10.1371/journal.pone.0304515,High risk of burnout syndrome and associated factors in medical students: A cross-sectional analytical study,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0304515,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://doi.org/10.7910/DVN/1KYJWA,All relevant data are available within the paper and from the Harvard Dataverse at  https://doi.org/10.7910/DVN/1KYJWA .,https://doi.org/10.7910/DVN/1KYJWA,,,,,,
plos,plosone,10.1371/journal.pone.0313538,Prevalence of burnout syndrome in Brazilian anesthesiologists during the COVID-19 pandemic: A cross-sectional survey,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0313538,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used first column 'Unnamed: 0' as fallback — verify this is the person identifier. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', 'Answer Choices', 'Responses', 'Unnamed: 3'] | SI caption: https://doi.org/10.1371/journal.pone.0",All relevant data are within the paper and its  Supporting Information  files.,,journal.pone.0313538_S1_Data.xlsx,,,,,0
plos,plosone,10.1371/journal.pone.0279071,Perceived stress and stress responses during COVID-19: The multiple mediating roles of coping style and resilience,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0279071,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: https://doi.org/10.1371/journal.pone.0279071.s001",All relevant data are within the paper and the  Supporting information  files.,,journal.pone.0279071_S1_Dataset.xlsx,80433,1087,74,0.9999,0
plos,plosone,10.1371/journal.pone.0270924,"Prevalence of perceived stress and coping strategies among healthcare workers during the COVID-19 outbreak at Bangkok metropolitan, Thailand",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0270924,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,All relevant data are within the paper and its  Supporting Information  files.,,,,,,,
plos,plosone,10.1371/journal.pone.0142913,The Mediating Role of Mental Adjustment in the Relationship between Perceived Stress and Depressive Symptoms in Hematological Cancer Patients: A Cross-Sectional Study,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0142913,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,All relevant data are within the paper and its Supporting Information files.,,,,,,,
plos,plosone,10.1371/journal.pone.0277351,"Moderating role of observing the five precepts of Buddhism on neuroticism, perceived stress, and depressive symptoms",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0277351,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: https://doi.org/10.1371/journal.pone.0277351.s001",All relevant data are within the paper and its  Supporting Information  files.,,journal.pone.0277351_S1_Dataset.xlsx,5796,644,9,1.0,0
plos,plosone,10.1371/journal.pone.0276077,"Differences in and drivers of mental, social, functional, and financial well-being during COVID-19: Evidence from Australia, France, Germany, and South Africa",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276077,cc-by,below_min_n,Only 4 distinct respondents — below the IRW floor of 100. Skip; no human review needed. | SI caption: https://doi.org/10.1371/journal.pone.0276077.s001,All relevant data are within the article and its  Supporting Information  files.,,journal.pone.0276077_S1_Data.sav,25200,4,12,525.0,0
plos,plosone,10.1371/journal.pone.0320725,Factors shaping subjective financial well-being in emerging adults: A comparative study of Italy and Germany,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0320725,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://osf.io/hmqfe/,The data are held and accessible at the Open Science Framework. Here is the URL to the project:  https://osf.io/hmqfe/,https://osf.io/hmqfe/,,,,,,
plos,plosone,10.1371/journal.pone.0163476,An Exploration of Human Well-Being Bundles as Identifiers of Ecosystem Service Use Patterns,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0163476,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,"The census data are third party data. They are not owned by the authors, but are owned and collected by StatsSA, the Statistics Agency of South Africa. StatsSA makes all data publicly accessible and there are no restrictions on the data. The authors did not receive any special access privileges. The",,,,,,,
plos,plosone,10.1371/journal.pone.0276794,Patterns of students’ well-being in early adolescence: A latent class and two-wave latent transition analysis,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276794,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used first column 'School_Level' as fallback — verify this is the person identifier. | Could not confidently identify NUMERIC item columns, but 18 column(s) look like text-coded Likert items (e.g. ['Gender', 'Age', 'Migration']) rather than numeric codes. Needs","The data will be available from 2023 on, pending PhDs.",,journal.pone.0276794_S1_Data.sav,,,,,0
plos,plosone,10.1371/journal.pone.0238992,The interplay of domain-and life satisfaction in predicting life events,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0238992,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,The data underlying the results presented in the study are available from the German Socio-Economic Panel Study (SOEP) ( https://www.diw.de/en/soep ). Direct use of SOEP data is subject to the high standards for lawful data protection in the Federal Republic of Germany. Signing a contract on data di,,,,,,,
plos,plosone,10.1371/journal.pone.0273525,Does political participation help improve the life satisfaction of urban residents: Empirical evidence from China,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0273525,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,The anonymous datasets for this study can be found in the CSS survey data ( http://47.97.196.79:8099/skyuser/user_center ). Others can access the data by submitting a data request form. The authors did not have any special access privileges that others would not have.,,,,,,,
plos,plosone,10.1371/journal.pone.0332626,“Gender dimensions of quality of life”: The determinants of life satisfaction among South Africans residing in the Gauteng province—Using a multilevel psychodemographic analysis of the GCRO’s quality of life survey (2009–2024),https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0332626,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,All relevant data underlying the findings of this study will be made available in a public repository upon acceptance of the manuscript. De-identified data will be deposited in the Journal repository and a DOI link will be provided in the final published article. Any potentially identifying or sensi,,,,,,,
plos,plosone,10.1371/journal.pone.0251551,Happy just because. A cross-cultural study on subjective wellbeing in three Indigenous societies,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0251551,cc-by,below_min_n,Only 3 distinct respondents — below the IRW floor of 100. Skip; no human review needed. | SI caption: https://doi.org/10.1371/journal.pone.0251551.s002,All relevant data are within the manuscript and its  Supporting information  files.,,journal.pone.0251551_S1_Data.xlsx,9440,3,8,393.3333,0
plos,plosone,10.1371/journal.pone.0317310,The mediating role of core self-evaluation in the association between perceived peer relationship quality and loneliness in university students,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0317310,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://osf.io/fk7r9/,All data files are available from the Open Science Framework database ( https://osf.io/fk7r9/ ).,https://osf.io/fk7r9/,,,,,,
plos,plosone,10.1371/journal.pone.0339554,Loneliness and cognitive decline among U.S. adults: A stratified analysis of the BRFSS,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0339554,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,"The data used in this study are publicly available from the Behavioral Risk Factor Surveillance System (BRFSS), administered by the Centers for Disease Control and Prevention (CDC). Data can be accessed at:  https://www.cdc.gov/brfss/  For additional information regarding data access, researchers ma",,,,,,,
plos,plosone,10.1371/journal.pone.0266167,Are we measuring loneliness in the same way in men and women in the general population and in the older population? Two studies of measurement equivalence,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0266167,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://osf.io/3puht/,https://osf.io/3puht/ .,https://osf.io/3puht/,,,,,,
plos,plosone,10.1371/journal.pone.0327671,"How loneliness relates to health, wellbeing, quality of life, and healthcare resource utilisation and costs across multiple age groups in the UK",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0327671,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,The data underlying the results in this study (Understanding Society data) are available through the UK Data Service ( https://beta.ukdataservice.ac.uk/datacatalogue/series/series?id=2000053 ). Researchers who would like to use Understanding Society need to register with the UK Data Service before b,,,,,,,
