source,journal,doi,title,url,license,flag,reasons,data_availability,external_link,data_file,n_responses,n_participants,n_items,density,n_other_files
plos,plosone,10.1371/journal.pone.0276269,Comparison of three-dimensional digital analyses and two-dimensional histomorphometric analyses of the bone-implant interface,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276269,cc-by,not_item_response,Does NOT look like item-response data — not a candidate for IRW. | only 8 distinct ids (too few to be respondents) | 100% of responses are unique (real items reuse a small scale; this looks like a results table) | 100% of resp values are non-integer — ordinal item responses are almost always integer-valued | SI caption: Raw data.   https://doi.org/10.1371/journal.pone.0276269.s00,All relevant data are within the manuscript and its  Supporting Information  files.,,journal.pone.0276269_S1_Data.xlsx,48,8,6,1.0,0
plos,plosone,10.1371/journal.pone.0084804,Diet-Related Buccal Dental Microwear Patterns in Central African Pygmy Foragers and Bantu-Speaking Farmer and Pastoralist Populations,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0084804,cc-by,no_usable_file,"no tabular-format Supporting Information file on article page, and no data link in Data Availability",,,,,,,,
plos,plosone,10.1371/journal.pone.0182950,Development and validation of a multi-dimensional measure of intellectual humility,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0182950,cc-by,no_usable_file,"no tabular-format Supporting Information file on article page, and no data link in Data Availability",All relevant data and code are within the paper and the following github link:  https://github.com/paulstey/IntellectualHumility .,,,,,,,
plos,plosone,10.1371/journal.pone.0220188,"Complementary approaches to tooth wear analysis in Tritylodontidae (Synapsida, Mammaliamorpha) reveal a generalist diet",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0220188,cc-by,no_usable_file,"no tabular-format Supporting Information file on article page, and no data link in Data Availability",All relevant data are within the manuscript and its Supporting Information files.,,,,,,,
plos,plosone,10.1371/journal.pone.0314802,Self-efficacy and career intention: Uncovering the underlying processes,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0314802,cc-by,human_assistance,"Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*, imputed_values*, multi_scale*, item_scale_outlier, composite_items* | SI caption: Original dataset.    This file contains the original dataset",All relevant data are within the paper and its  Supporting Information  files.,,journal.pone.0314802_S1_File.xlsx,9548,341,28,1.0,0
plos,plosone,10.1371/journal.pone.0294593,How can college teachers’ information literacy empower their innovative teaching behaviors under the background of informatization?,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0294593,cc-by,human_assistance,"Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, resp_scale_mixed | SI caption: https://doi.org/10.1371/journal.pone.0294593.s001",All relevant data are within the paper and its  Supporting information  files.,,journal.pone.0294593_S1_Dataset.sav,6440,280,23,1.0,0
plos,plosone,10.1371/journal.pone.0084178,"Did My M.D. Really Go to University to Learn? Detrimental Effects of <i>Numerus Clausus</i> on Self-Efficacy, Mastery Goals and Learning",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0084178,cc-by,no_usable_file,"no tabular-format Supporting Information file on article page, and no data link in Data Availability",,,,,,,,
plos,plosone,10.1371/journal.pone.0340208,Impact of physical exercise on sleep quality in college students: A Chain mediating role of self-efficacy and emotional control,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0340208,cc-by,no_usable_file,"no tabular-format Supporting Information file on article page, and no data link in Data Availability","Due to ethical restrictions of disclosing personal and sensitive data in accordance with the protocol approved by the Ethics Review Board of Nantong University, authors have to seek permission to allow us to make the data used in this study available. Data will be available upon request after permis",,,,,,,
plos,plosone,10.1371/journal.pone.0284566,"Depression and its associated factors among patients with diabetes: A cross-sectional survey at Mnazi Mmoja Referral Hospital in Zanzibar, Tanzania",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0284566,cc-by,no_usable_file,"no tabular-format Supporting Information file on article page, and no data link in Data Availability",All relevant data are within the paper and its  Supporting information  files.,,,,,,,
plos,plosone,10.1371/journal.pone.0321272,Associations between self-rated health and depressive symptoms among middle-aged and older adults in China: A cross-lagged panel analysis (2011–2020),https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0321272,cc-by,no_usable_file,"no tabular-format Supporting Information file on article page, and no data link in Data Availability",All data collected by the project are maintained at the Peking University Institute for Social Sciences Research and published on the CHARLS project ( http://charls.pku.edu.cn ) website. Researchers can request access to the data by registering for a free CHARLS account and submitting a data applica,,,,,,,
plos,plosone,10.1371/journal.pone.0011266,"Depression, Antidepressant Use and Mortality in Later Life: The Health in Men Study",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0011266,unknown,no_usable_file,"no tabular-format Supporting Information file on article page, and no data link in Data Availability",,,,,,,,
plos,plosone,10.1371/journal.pone.0208882,Treatment selection and treatment initialization in guideline-based stepped and collaborative care for depression,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0208882,cc-by,no_usable_file,"no tabular-format Supporting Information file on article page, and no data link in Data Availability",All relevant data are within the manuscript and its Supporting Information files.,,,,,,,
