source,journal,doi,title,url,pmcid,license,flag,reasons,data_file,n_responses,n_participants,n_items,density,n_other_files
pmc,screports,10.1038/s41598-023-48182-6,"Understanding the impact of acne vulgaris and associated psychological distress on self-esteem and quality of life via regression modeling with CADI, DLQI, and WHOQoL.",https://europepmc.org/article/PMC/PMC10687248,PMC10687248,cc-by,no_usable_file,no tabular-format file among 2 supplementary file(s): 41598_2023_48182_Article_Equa.gif; 41598_2023_48182_MOESM1_ESM.pdf,,,,,,
pmc,screports,10.1038/s41598-022-11655-1,The central role of self-esteem in the quality of life of patients with mental disorders.,https://europepmc.org/article/PMC/PMC9098638,PMC9098638,cc-by,no_usable_file,no tabular-format file among 14 supplementary file(s): 41598_2022_11655_MOESM2_ESM.pdf; 41598_2022_11655_Fig1_HTML.jpg; 41598_2022_11655_Fig3_HTML.gif; 41598_2022_11655_MOESM6_ESM.pdf; 41598_2022_11655_MOESM4_ESM.pdf; 41598_2022_11655_Fig4_HTML.gif; 41598_2022_11655_Fig2_HTML.gif; 41598_2022_11655_Fig4_HTML.jpg; 41598_2022_11655_MOESM5_ESM.pdf; 41598_2022_11655_Fig3_HTML.jpg,,,,,,
pmc,screports,10.1038/s41598-022-10260-6,Self-esteem depends on beliefs about the rate of change of social approval.,https://europepmc.org/article/PMC/PMC9033861,PMC9033861,cc-by,no_usable_file,no tabular-format file among 44 supplementary file(s): 41598_2022_10260_Article_Equ7.gif; 41598_2022_10260_Article_Equk.gif; 41598_2022_10260_Fig1_HTML.jpg; 41598_2022_10260_Fig5_HTML.gif; 41598_2022_10260_Article_IEq2.gif; 41598_2022_10260_Article_Equc.gif; 41598_2022_10260_Fig2_HTML.jpg; 41598_2022_10260_Article_Equm.gif; 41598_2022_10260_Article_Equ2.gif; 41598_2022_10260_Fig4_HTML.jpg,,,,,,
pmc,screports,10.1038/s41598-020-78635-1,Reward sensitivity differs depending on global self-esteem in value-based decision-making.,https://europepmc.org/article/PMC/PMC7725803,PMC7725803,cc-by,no_usable_file,no tabular-format file among 33 supplementary file(s): 41598_2020_78635_Article_IEq20.gif; 41598_2020_78635_Article_IEq4.gif; 41598_2020_78635_Article_IEq6.gif; 41598_2020_78635_Fig3_HTML.gif; 41598_2020_78635_Article_IEq15.gif; 41598_2020_78635_Fig2_HTML.gif; 41598_2020_78635_Article_IEq11.gif; 41598_2020_78635_Article_Equ3.gif; 41598_2020_78635_Fig2_HTML.jpg; 41598_2020_78635_Article_IEq23.gif,,,,,,
pmc,screports,10.1038/s41598-024-71106-x,The relationship of the source of punishment and personality traits with investment and punishment in a public goods game.,https://europepmc.org/article/PMC/PMC11385193,PMC11385193,cc-by,not_item_response,"Does NOT look like item-response data — not a candidate for IRW. | id values are long text (avg 289 chars), not identifiers | item names are statistical terms (e.g. ['conditional R²', 'marginal R²']) | only 9 distinct ids (too few to be respondents) | 95% of responses are unique (real items reuse a small scale; this looks like a results table) | 90% of resp values are non-integer — ordinal item re",41598_2024_71106_MOESM3_ESM.xlsx,40,9,4,1.1111,3
pmc,screports,10.1038/s41598-022-15213-7,The importance of self-efficacy and negative affect for neurofeedback success for central neuropathic pain after a spinal cord injury.,https://europepmc.org/article/PMC/PMC9243249,PMC9243249,cc-by,below_min_n,Only 35 distinct respondents — below the IRW floor of 100. Skip; no human review needed.,41598_2022_15213_MOESM3_ESM.xlsx,2298,35,72,0.9119,0
pmc,screports,10.1038/s41598-026-44859-w,Preliminary efficacy of cognitive multisensory rehabilitation for neuropathic pain in chronic spinal cord injury: a phase I randomized controlled trial.,https://europepmc.org/article/PMC/PMC13144352,PMC13144352,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,
pmc,behavsci,,In-Class AI Use and Attitudes Among University Students: The Different Mediating Roles of Cognitive Relief and Cognitive Offloading,https://europepmc.org/article/PMC/PMC13295469,PMC13295469,cc-by,no_usable_file,no tabular-format file among 7 supplementary file(s): behavsci-16-01014-g001.gif; behavsci-16-01014-s001.zip; behavsci-16-01014-g002.gif; behavsci-16-01014-g002.jpg; behavsci-16-01014-g003.jpg; behavsci-16-01014-g003.gif; behavsci-16-01014-g001.jpg,,,,,,
pmc,bmcmrm,10.1186/1471-2288-9-45,Effect of questionnaire structure on recall of drug utilization in a population of university students.,https://europepmc.org/article/PMC/PMC2713272,PMC2713272,cc-by,no_usable_file,no tabular-format file among 4 supplementary file(s): 1471-2288-9-45-S2.doc; 1471-2288-9-45-S1.doc; 1471-2288-9-45-1.jpg; 1471-2288-9-45-1.gif,,,,,,
pmc,screports,10.1038/s41598-026-40475-w,Differences in gait biomechanics during level walking between chronic stroke patients with and without depression.,https://europepmc.org/article/PMC/PMC13022333,PMC13022333,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,
pmc,screports,10.1038/s41598-026-36954-9,"Epigenetic, neuroplasticity, and adrenergic targets associated with major depression in immune cells.",https://europepmc.org/article/PMC/PMC13079730,PMC13079730,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,
pmc,screports,10.1038/s41598-026-42156-0,"A stress-controlled reservoir formation model for ultra-deep sandstones in foreland thrust belts: case study of the cretaceous bashijiqike formation, bozi-dabei area, kuqa depression, tarim basin.",https://europepmc.org/article/PMC/PMC13057110,PMC13057110,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,
pmc,screports,10.1038/s41598-025-26526-8,The association of depression and oral microbiota.,https://europepmc.org/article/PMC/PMC12661023,PMC12661023,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,
pmc,heliyon,10.1016/j.heliyon.2024.e26608,Whole body vibration ameliorates anxiety-like behavior and memory functions in 30 months old senescent male rats.,https://europepmc.org/article/PMC/PMC10884920,PMC10884920,cc-by,no_usable_file,no tabular-format file among 11 supplementary file(s): gr5.jpg; gr1.gif; gr4.gif; gr2.jpg; gr4.jpg; mmc1.docx; gr1.jpg; gr3.jpg; gr3.gif; gr2.gif,,,,,,
pmc,psychometrika,10.1017/psy.2025.10025,Identification of Factor Scores by Regression with External Variables in Exploratory Factor Analysis.,https://europepmc.org/article/PMC/PMC12483718,PMC12483718,cc-by,no_usable_file,no tabular-format file among 424 supplementary file(s): S0033312325100252_inline305.jpg; S0033312325100252_inline171.jpg; S0033312325100252_inline160.jpg; S0033312325100252_inline266.jpg; S0033312325100252_inline344.jpg; S0033312325100252_inline107.jpg; S0033312325100252_inline369.jpg; S0033312325100252_inline227.jpg; S0033312325100252_inline135.jpg; S0033312325100252_inline275.jpg,,,,,,
pmc,screports,10.1038/s41598-024-75550-7,"The interplay among burnout, and symptoms of depression, anxiety, and stress in Chinese clinical therapists.",https://europepmc.org/article/PMC/PMC11513086,PMC11513086,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,
pmc,screports,10.1038/s41598-024-81327-9,Predictors of dropout in cognitive behavior and interpersonal online brief psychotherapies for essential professionals during the COVID-19 pandemic.,https://europepmc.org/article/PMC/PMC11621358,PMC11621358,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,
pmc,screports,10.1038/s41598-024-69351-1,"Polish adaptation, psychometric properties and validation of Physician's Trust in the Patient Scale (PTPS).",https://europepmc.org/article/PMC/PMC11310218,PMC11310218,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,
pmc,bmcpubhealth,10.1186/s12889-024-19915-7,The effect of dwelling size on the mental health and quality of life of female caregivers living in informal tiny homes in Hong Kong.,https://europepmc.org/article/PMC/PMC11429400,PMC11429400,cc-by,no_usable_file,no tabular-format file among 19 supplementary file(s): 12889_2024_19915_Fig9_HTML.jpg; 12889_2024_19915_Fig1_HTML.jpg; 12889_2024_19915_Fig6_HTML.jpg; 12889_2024_19915_Fig4_HTML.gif; 12889_2024_19915_Fig9_HTML.gif; 12889_2024_19915_Fig2_HTML.gif; 12889_2024_19915_MOESM1_ESM.pdf; 12889_2024_19915_Fig5_HTML.jpg; 12889_2024_19915_Fig8_HTML.jpg; 12889_2024_19915_Fig7_HTML.gif,,,,,,
pmc,screports,10.1038/s41598-023-39824-w,Sociodemographic and work-related differences in teachers' attitude towards and perceived stress from emergency remote teaching during the COVID-19 pandemic.,https://europepmc.org/article/PMC/PMC10415343,PMC10415343,cc-by,no_usable_file,no tabular-format file among 9 supplementary file(s): 41598_2023_39824_MOESM1_ESM.pdf; 41598_2023_39824_Fig2_HTML.jpg; 41598_2023_39824_Fig3_HTML.gif; 41598_2023_39824_Fig4_HTML.gif; 41598_2023_39824_Fig1_HTML.gif; 41598_2023_39824_Fig1_HTML.jpg; 41598_2023_39824_Fig2_HTML.gif; 41598_2023_39824_Fig4_HTML.jpg; 41598_2023_39824_Fig3_HTML.jpg,,,,,,
pmc,screports,10.1038/s41598-022-20344-y,Trajectories of adolescent perceived stress and symptoms of depression and anxiety during the COVID-19 pandemic.,https://europepmc.org/article/PMC/PMC9509354,PMC9509354,cc-by,no_usable_file,no tabular-format file among 5 supplementary file(s): 41598_2022_20344_MOESM1_ESM.pdf; 41598_2022_20344_Fig2_HTML.gif; 41598_2022_20344_Fig1_HTML.gif; 41598_2022_20344_Fig1_HTML.jpg; 41598_2022_20344_Fig2_HTML.jpg,,,,,,
pmc,screports,10.1038/s41598-021-81720-8,Perceived stress as mediator for longitudinal effects of the COVID-19 lockdown on wellbeing of parents and children.,https://europepmc.org/article/PMC/PMC7859207,PMC7859207,cc-by,no_usable_file,no tabular-format file among 16 supplementary file(s): 41598_2021_81720_Fig6_HTML.gif; 41598_2021_81720_Fig1_HTML.gif; 41598_2021_81720_Fig2_HTML.gif; 41598_2021_81720_Tab2_HTML.jpg; 41598_2021_81720_MOESM1_ESM.pdf; 41598_2021_81720_Tab2_HTML.gif; 41598_2021_81720_MOESM2_ESM.pdf; 41598_2021_81720_Fig2_HTML.jpg; 41598_2021_81720_Fig1_HTML.jpg; 41598_2021_81720_Fig5_HTML.jpg,,,,,,
pmc,screports,10.1038/s41598-020-59051-x,Plasma lipid profile associates with the improvement of psychological well-being in individuals with perceived stress symptoms.,https://europepmc.org/article/PMC/PMC7005736,PMC7005736,cc-by,no_usable_file,no tabular-format file among 10 supplementary file(s): 41598_2020_59051_Fig2_HTML.jpg; 41598_2020_59051_Fig2_HTML.gif; 41598_2020_59051_Article_IEq2.gif; 41598_2020_59051_Fig1_HTML.jpg; 41598_2020_59051_MOESM1_ESM.docx; 41598_2020_59051_Article_IEq1.gif; 41598_2020_59051_Fig3_HTML.jpg; 41598_2020_59051_Article_Equa.gif; 41598_2020_59051_Fig1_HTML.gif; 41598_2020_59051_Fig3_HTML.gif,,,,,,
pmc,screports,10.1038/s41598-025-14256-w,A quasi-experimental study on a co-production- and school-based psychosocial well-being program in Hong Kong.,https://europepmc.org/article/PMC/PMC12334671,PMC12334671,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,
pmc,screports,10.1038/s41598-025-16420-8,The impact of urban flower meadows on the well-being of city dwellers provides hints for planning biophilic green spaces.,https://europepmc.org/article/PMC/PMC12398554,PMC12398554,cc-by,no_usable_file,no tabular-format file among 7 supplementary file(s): 41598_2025_16420_Fig2_HTML.jpg; 41598_2025_16420_Fig1_HTML.jpg; 41598_2025_16420_Fig1_HTML.gif; 41598_2025_16420_MOESM1_ESM.pdf; 41598_2025_16420_Fig3_HTML.gif; 41598_2025_16420_Fig2_HTML.gif; 41598_2025_16420_Fig3_HTML.jpg,,,,,,
pmc,screports,10.1038/s41598-025-11206-4,Digital mental health intervention for well-being among low-distress workers in small enterprises on a secondary analysis of an RCT.,https://europepmc.org/article/PMC/PMC12264285,PMC12264285,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,
pmc,screports,10.1038/s41598-025-88414-5,The relationship between perception and landscape characteristics of recreational places with human mental well-being.,https://europepmc.org/article/PMC/PMC11794652,PMC11794652,cc-by,no_usable_file,no tabular-format file among 11 supplementary file(s): 41598_2025_88414_Fig4_HTML.gif; 41598_2025_88414_Fig2_HTML.jpg; 41598_2025_88414_Fig3_HTML.gif; 41598_2025_88414_Fig3_HTML.jpg; 41598_2025_88414_Fig2_HTML.gif; 41598_2025_88414_Fig1_HTML.gif; 41598_2025_88414_Fig4_HTML.jpg; 41598_2025_88414_MOESM1_ESM.pdf; 41598_2025_88414_Fig1_HTML.jpg; 41598_2025_88414_Fig5_HTML.gif,,,,,,
pmc,screports,10.1038/s41598-024-71397-0,Analysis of the impact of digital literacy on life satisfaction (2019-2022) for older adults in South Korea: a national community-based panel study.,https://europepmc.org/article/PMC/PMC11369094,PMC11369094,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,
pmc,bmcmrm,10.1186/1471-2288-1-5,Assessment of the usefulness of a diagnostic test: a survey of patient preference for diagnostic techniques in the evaluation of intestinal inflammation.,https://europepmc.org/article/PMC/PMC34107,PMC34107,unknown,no_usable_file,no tabular-format file among 3 supplementary file(s): 1471-2288-1-5-1.jpg; 1471-2288-1-5-1.gif; 1471-2288-1-5-S1.wpd,,,,,,
pmc,bmcpubhealth,10.1186/s12889-025-25037-5,Prevention of alcohol use and promotion of well-being among middle school students: a study protocol for a randomized controlled trial of ADAPT.,https://europepmc.org/article/PMC/PMC12595689,PMC12595689,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,
pmc,bmcpubhealth,10.1186/s12889-025-23075-7,Construction of a machine learning-based risk prediction model for depression in middle-aged and elderly patients with cardiovascular metabolic diseases in China: a longitudinal study.,https://europepmc.org/article/PMC/PMC12101033,PMC12101033,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,
pmc,screports,10.1038/s41598-024-66919-9,Mediating role of social disengagement and loneliness in the nexus between functional health and mental well-being in older individuals.,https://europepmc.org/article/PMC/PMC11247097,PMC11247097,cc-by,no_usable_file,no tabular-format file among 5 supplementary file(s): 41598_2024_66919_Fig2_HTML.jpg; 41598_2024_66919_Fig1_HTML.gif; 41598_2024_66919_Fig2_HTML.gif; 41598_2024_66919_MOESM1_ESM.docx; 41598_2024_66919_Fig1_HTML.jpg,,,,,,
