"table","note"
"hua_2023_efl_course_experience","Item text and option text are the S1 Dataset .sav's own variable labels and value labels (Chinese, as administered). Each variable label carried a leading question number and, on 15 of 16, a stray '?' artifact (e.g. '44.?英语课老师...'); the '^\d+\.\??' prefix was stripped and nothing else was altered. Option labels carried circled-numeral prefixes (①..⑤), also stripped."
"hua_2023_efl_course_experience","The .sav's value labels for all 16 items are identical and asymmetric: 1=非常不同意 (strongly disagree), 2=不同意 (disagree), 3=稍微不同意 (slightly disagree), 4=同意 (agree), 5=非常同意 (strongly agree) — the midpoint anchor is 'slightly disagree', not a neutral. Transcribed as-is; the paper only describes the scale as running 'strongly disagree' to 'strongly agree'."
"hua_2023_efl_course_experience","The paper states 'A total of 2 questions were designed on the EFL-CEQ for reverse scoring', but none of the 16 shipped items is negatively worded and all 16 have positive-direction means (3.47-3.94). The reverse-scored items are presumably outside the three factors in this table (the fourth factor, single-item overall satisfaction, was dropped by the processing script). No reverse-coding was applied or assumed."
"hua_2023_efl_course_experience","English in the *_translated columns was produced by IRW, not by the study; the paper and the only other supplement (S1 File, an AMOS .amw model file) publish no English item wording."
"hua_2023_efl_study_engagement","Clean pass with caveats. (1) Anchor mismatch: the article says the EFL-SESS was answered on a 7-point scale 'ranging from strongly disagree to strongly agree'; the S1 .sav value labels for all 14 EFL_LE_* items are a frequency scale (never..always). Shipped the .sav labels -- level-1 source, and the UWES-S convention. (2) The English _translated columns are machine translation by this project, except EFL_LE_Vigor_Q2 which uses the paper's own English rendering. (3) Step 3b checked: the live 14 items split 5 Vigor / 5 Dedication / 4 Absorption, exactly as the paper describes the EFL-SESS, so the table name matches the instrument. (4) mapping_basis=data_labels with the item code equal to the .sav column name, so no verification row or verify_*.R is owed."
"huang_2016_cesd","Item wording is not published by Huang et al. 2016 or its S1 .sav (the .sav carries no variable or value labels for CESD_1..CESD_20), so the canonical Radloff (1977) CES-D wording was used, transcribed from the CC BY appendix of Front Psychol 10.3389/fpsyg.2020.523950 (PMC7543651). Instructions come from that same appendix, not from this study. Items 4, 8, 12 and 16 are stored already reverse scored -- the plain sum of the 20 stored items reproduces the authors' own CES-D total for 111 of 113 respondents, against 7 of 113 for the reversed reading -- so their anchors ship in reverse order. 30 of 114 participants were assessed in French (S1 Language variable); the French wording is published nowhere in the record, so English is shipped for all."
"huang_2023_d_scale","Pass with caveats. (1) Dictionary Description fix owed: this table is listed as 'D-block scale (unlabeled construct)' but is the Index of Well-Being (Campbell, Converse & Rodgers 1976), subjective well-being -- the S1 .sav labels d1-d9 '主观幸福感' and the paper names it in sec. 2.2.2. Sibling blocks in the same deposit are similarly generic: huang_2023_b_scale is the Chinese Olweus bullying/victimization questionnaire, huang_2023_c_scale the Adaptive Behavior for Learning subscale of the Adolescent Social Adjustment Scale, huang_2023_e_scale a classroom environment measure (teacher support / autonomy opportunity / student support, per the .sav labels). (2) The table stores RAW scores: four of the nine items (d2, d4, d5, d8) are keyed in the opposite direction to the rest, so a user summing the nine columns without reversing them will not get a well-being score. (3) item_text is blank for d1-d8 by design (semantic-differential pairs, no stem); option_text is populated only at resp 1 and 7. (4) The Chinese wording is a third-party reproduction of the standard Chinese version, not this study's materials; the English is IRW's own translation. (5) Mapping verified only to polarity class -- PARTIAL. RETRY TEST: NO, the table shipped on a determinate verdict."
"hui_2024_gbfs","Clean pass, one real caveat. The _translated columns are a PARALLEL English version, not a rendering of the administered Chinese: item_text_translated is Cassidy, McLaughlin & Giles (2014) Table 1's original GBFS wording (the instrument's own publication, CC BY 3.0), aligned because the Chinese S1 items reproduce Cassidy's factor-by-factor order one-for-one across all 28. It therefore diverges from the Chinese wherever the Chinese adaptation did, most visibly at b18 (Chinese 'made me more confident in others' vs original 'Led me to feel more positive about others'). The English for the instruction line and the five anchors has no published source and was written by this project, so translation_source=mixed rather than official_instrument_english. RETRY TEST: NO -- determinate verdict, table written."
"hui_2024_pss10","BLOCKED on instrument rights, no __items.csv written. Perceived Stress Scale-10; the rights holder's PSS FAQ states ""Use of the PSS in profit making ventures including corporate clinical trials requires special permission and a nominal charge. Inclusion of the scale within a larger scale that will be copyrighted also requires specific permission."" (https://www.cmu.edu/dietrich/psychology/stress-immunity-disease-lab/scales/.doc/pssfaqs.doc, md5 f2eeb376bfab9aa86ae8ae5c7719ec9c, fetched 2026-09-07). Applies the 2026-09-06 irw#1955 PSS ruling and its 2026-09-07 extension to the whole PSS family (precedents: bakker_2020_pss10, beck_2021_pss10, duboz_2021_pss10 withdrawn; hellstrom_2019_pss14, cormier_2024_pss4). RETRY TEST: NO -- determinate rights verdict, not an access failure; every source fetched fine. It flips only if CMU/Cohen relicense the PSS or Ben reverses the family ruling. Secondary finding recorded in provenance: the administered Chinese wording is not in the deposit or either supporting file, and the study's cited source for its 'Chinese version of PSS' is Cohen's English original, so a reversal would still ship under the translated_substitute fallback. No verify_hui_2024_pss10.R was written: a blocked table has no shipped mapping to verify (SKILL.md Step 5b), matching hellstrom_2019_pss14 (batch_044) and herrera_2018_iri (batch_045)."
"huang_2023_d_scale","Step 5c -- audit_batch.R WARN explained (88.9% blank item_text, 71.4% blank option_text). NOT an itemtext defect and not a data defect: it is the instrument's format. d1-d8 are semantic-differential adjective PAIRS, which have no stem, so item_text is blank by design for 8 of 9 items (8/9 = 88.9% of rows); only d9, the life-satisfaction item, carries a stem. Option_text is populated only at the two poles resp=1 and resp=7 because a semantic differential labels only its endpoints -- resp 2-6 are unlabeled scale points and were left BLANK rather than padded with their own numbers, per the standing rule (5 of 7 levels blank = 71.4% of rows). Both figures are exactly what a correctly-transcribed semantic-differential scale produces. Orchestrator re-derived both percentages from the shipped CSV; no action owed."
