"table","section_id","item","instrument","language","instructions","instructions_translated","section_prompt","item_text","item_text_translated","correct_response","option_text","option_text_translated","resp"
"spain_2018_housing_measures","spain_2018_housing_measures_1","P27_1","CIS Estudio 3212, Barómetro sobre la vivienda y el alquiler (abril-mayo 2018), P.27: medidas para fomentar el alquiler","Spanish","Más concretamente, ¿estaría Ud. a favor o en contra de que las administraciones públicas adoptaran cada una de las siguientes medidas para fomentar el alquiler de la vivienda?","More specifically, would you be in favour of or against the public administrations adopting each of the following measures to encourage the renting of housing?",NA,"Crear un parque de vivienda pública para alquilar","Create a stock of public housing for rent",NA,"Muy a favor","Strongly in favour",1
"spain_2018_housing_measures","spain_2018_housing_measures_1","P27_1","CIS Estudio 3212, Barómetro sobre la vivienda y el alquiler (abril-mayo 2018), P.27: medidas para fomentar el alquiler","Spanish","Más concretamente, ¿estaría Ud. a favor o en contra de que las administraciones públicas adoptaran cada una de las siguientes medidas para fomentar el alquiler de la vivienda?","More specifically, would you be in favour of or against the public administrations adopting each of the following measures to encourage the renting of housing?",NA,"Crear un parque de vivienda pública para alquilar","Create a stock of public housing for rent",NA,"A favor","In favour",2
"spain_2018_housing_measures","spain_2018_housing_measures_1","P27_1","CIS Estudio 3212, Barómetro sobre la vivienda y el alquiler (abril-mayo 2018), P.27: medidas para fomentar el alquiler","Spanish","Más concretamente, ¿estaría Ud. a favor o en contra de que las administraciones públicas adoptaran cada una de las siguientes medidas para fomentar el alquiler de la vivienda?","More specifically, would you be in favour of or against the public administrations adopting each of the following measures to encourage the renting of housing?",NA,"Crear un parque de vivienda pública para alquilar","Create a stock of public housing for rent",NA,"En contra","Against",4
"spain_2018_housing_measures","spain_2018_housing_measures_1","P27_1","CIS Estudio 3212, Barómetro sobre la vivienda y el alquiler (abril-mayo 2018), P.27: medidas para fomentar el alquiler","Spanish","Más concretamente, ¿estaría Ud. a favor o en contra de que las administraciones públicas adoptaran cada una de las siguientes medidas para fomentar el alquiler de la vivienda?","More specifically, would you be in favour of or against the public administrations adopting each of the following measures to encourage the renting of housing?",NA,"Crear un parque de vivienda pública para alquilar","Create a stock of public housing for rent",NA,"Muy en contra","Strongly against",5
"spain_2018_housing_measures","spain_2018_housing_measures_1","P27_2","CIS Estudio 3212, Barómetro sobre la vivienda y el alquiler (abril-mayo 2018), P.27: medidas para fomentar el alquiler","Spanish","Más concretamente, ¿estaría Ud. a favor o en contra de que las administraciones públicas adoptaran cada una de las siguientes medidas para fomentar el alquiler de la vivienda?","More specifically, would you be in favour of or against the public administrations adopting each of the following measures to encourage the renting of housing?",NA,"Fomentar la construcción o rehabilitación de viviendas para destinarlas al alquiler","Encourage the construction or renovation of dwellings to be let for rent",NA,"Muy a favor","Strongly in favour",1
"spain_2018_housing_measures","spain_2018_housing_measures_1","P27_2","CIS Estudio 3212, Barómetro sobre la vivienda y el alquiler (abril-mayo 2018), P.27: medidas para fomentar el alquiler","Spanish","Más concretamente, ¿estaría Ud. a favor o en contra de que las administraciones públicas adoptaran cada una de las siguientes medidas para fomentar el alquiler de la vivienda?","More specifically, would you be in favour of or against the public administrations adopting each of the following measures to encourage the renting of housing?",NA,"Fomentar la construcción o rehabilitación de viviendas para destinarlas al alquiler","Encourage the construction or renovation of dwellings to be let for rent",NA,"A favor","In favour",2
"spain_2018_housing_measures","spain_2018_housing_measures_1","P27_2","CIS Estudio 3212, Barómetro sobre la vivienda y el alquiler (abril-mayo 2018), P.27: medidas para fomentar el alquiler","Spanish","Más concretamente, ¿estaría Ud. a favor o en contra de que las administraciones públicas adoptaran cada una de las siguientes medidas para fomentar el alquiler de la vivienda?","More specifically, would you be in favour of or against the public administrations adopting each of the following measures to encourage the renting of housing?",NA,"Fomentar la construcción o rehabilitación de viviendas para destinarlas al alquiler","Encourage the construction or renovation of dwellings to be let for rent",NA,"En contra","Against",4
"spain_2018_housing_measures","spain_2018_housing_measures_1","P27_2","CIS Estudio 3212, Barómetro sobre la vivienda y el alquiler (abril-mayo 2018), P.27: medidas para fomentar el alquiler","Spanish","Más concretamente, ¿estaría Ud. a favor o en contra de que las administraciones públicas adoptaran cada una de las siguientes medidas para fomentar el alquiler de la vivienda?","More specifically, would you be in favour of or against the public administrations adopting each of the following measures to encourage the renting of housing?",NA,"Fomentar la construcción o rehabilitación de viviendas para destinarlas al alquiler","Encourage the construction or renovation of dwellings to be let for rent",NA,"Muy en contra","Strongly against",5
"spain_2018_housing_measures","spain_2018_housing_measures_1","P27_3","CIS Estudio 3212, Barómetro sobre la vivienda y el alquiler (abril-mayo 2018), P.27: medidas para fomentar el alquiler","Spanish","Más concretamente, ¿estaría Ud. a favor o en contra de que las administraciones públicas adoptaran cada una de las siguientes medidas para fomentar el alquiler de la vivienda?","More specifically, would you be in favour of or against the public administrations adopting each of the following measures to encourage the renting of housing?",NA,"Aumentar la seguridad jurídica para el/la arrendador/a (garantizando el cobro de la renta)","Increase legal certainty for the landlord (guaranteeing collection of the rent)",NA,"Muy a favor","Strongly in favour",1
"spain_2018_housing_measures","spain_2018_housing_measures_1","P27_3","CIS Estudio 3212, Barómetro sobre la vivienda y el alquiler (abril-mayo 2018), P.27: medidas para fomentar el alquiler","Spanish","Más concretamente, ¿estaría Ud. a favor o en contra de que las administraciones públicas adoptaran cada una de las siguientes medidas para fomentar el alquiler de la vivienda?","More specifically, would you be in favour of or against the public administrations adopting each of the following measures to encourage the renting of housing?",NA,"Aumentar la seguridad jurídica para el/la arrendador/a (garantizando el cobro de la renta)","Increase legal certainty for the landlord (guaranteeing collection of the rent)",NA,"A favor","In favour",2
