"table","section_id","item","instrument","instructions","section_prompt","item_text","correct_response","option_text","resp"
"trivia_fastrich_2017","trivia_fastrich_2017_1",4,"Trivia question database (Fastrich, Kerr, Castel, & Murayama, 2018)",NA,NA,"What is the best selling music album of all time?","Thriller","Incorrect",0
"trivia_fastrich_2017","trivia_fastrich_2017_1",4,"Trivia question database (Fastrich, Kerr, Castel, & Murayama, 2018)",NA,NA,"What is the best selling music album of all time?","Thriller","Correct",1
"trivia_fastrich_2017","trivia_fastrich_2017_1",5,"Trivia question database (Fastrich, Kerr, Castel, & Murayama, 2018)",NA,NA,"Which country has a national anthem that consists of only 32 syllables?","Japan","Incorrect",0
"trivia_fastrich_2017","trivia_fastrich_2017_1",5,"Trivia question database (Fastrich, Kerr, Castel, & Murayama, 2018)",NA,NA,"Which country has a national anthem that consists of only 32 syllables?","Japan","Correct",1
"trivia_fastrich_2017","trivia_fastrich_2017_1",6,"Trivia question database (Fastrich, Kerr, Castel, & Murayama, 2018)",NA,NA,"Which planet in the solar system is the only one that rotates clockwise?","Venus","Incorrect",0
"trivia_fastrich_2017","trivia_fastrich_2017_1",6,"Trivia question database (Fastrich, Kerr, Castel, & Murayama, 2018)",NA,NA,"Which planet in the solar system is the only one that rotates clockwise?","Venus","Correct",1
"trivia_fastrich_2017","trivia_fastrich_2017_1",7,"Trivia question database (Fastrich, Kerr, Castel, & Murayama, 2018)",NA,NA,"Which product, after oil, is the most frequently traded product around the world?","Coffee","Incorrect",0
"trivia_fastrich_2017","trivia_fastrich_2017_1",7,"Trivia question database (Fastrich, Kerr, Castel, & Murayama, 2018)",NA,NA,"Which product, after oil, is the most frequently traded product around the world?","Coffee","Correct",1
"trivia_fastrich_2017","trivia_fastrich_2017_1",8,"Trivia question database (Fastrich, Kerr, Castel, & Murayama, 2018)",NA,NA,"Which country has the world's only non-quadrilateral national flag?","Nepal","Incorrect",0
"trivia_fastrich_2017","trivia_fastrich_2017_1",8,"Trivia question database (Fastrich, Kerr, Castel, & Murayama, 2018)",NA,NA,"Which country has the world's only non-quadrilateral national flag?","Nepal","Correct",1
"trivia_fastrich_2017","trivia_fastrich_2017_1",9,"Trivia question database (Fastrich, Kerr, Castel, & Murayama, 2018)",NA,NA,"What is the country with the highest population density?","Monaco","Incorrect",0
