"table","section_id","item","instrument","instructions","section_prompt","item_text","correct_response","option_text","resp","language"
"zhang_2025_environ_awareness","zhang_2025_environ_awareness_1","EA1","Executives' Environmental Awareness (EA) scale, 5 items (Zhang et al. 2025, adapted from Yin et al. 2019, Tang et al. 2024 and Cao et al. 2022)",NA,NA,"Enterprises should consciously comply with the government's environmental policies.",NA,"total disagreement",1,"Chinese"
"zhang_2025_environ_awareness","zhang_2025_environ_awareness_1","EA1","Executives' Environmental Awareness (EA) scale, 5 items (Zhang et al. 2025, adapted from Yin et al. 2019, Tang et al. 2024 and Cao et al. 2022)",NA,NA,"Enterprises should consciously comply with the government's environmental policies.",NA,NA,2,"Chinese"
"zhang_2025_environ_awareness","zhang_2025_environ_awareness_1","EA1","Executives' Environmental Awareness (EA) scale, 5 items (Zhang et al. 2025, adapted from Yin et al. 2019, Tang et al. 2024 and Cao et al. 2022)",NA,NA,"Enterprises should consciously comply with the government's environmental policies.",NA,NA,3,"Chinese"
"zhang_2025_environ_awareness","zhang_2025_environ_awareness_1","EA1","Executives' Environmental Awareness (EA) scale, 5 items (Zhang et al. 2025, adapted from Yin et al. 2019, Tang et al. 2024 and Cao et al. 2022)",NA,NA,"Enterprises should consciously comply with the government's environmental policies.",NA,NA,4,"Chinese"
"zhang_2025_environ_awareness","zhang_2025_environ_awareness_1","EA1","Executives' Environmental Awareness (EA) scale, 5 items (Zhang et al. 2025, adapted from Yin et al. 2019, Tang et al. 2024 and Cao et al. 2022)",NA,NA,"Enterprises should consciously comply with the government's environmental policies.",NA,NA,5,"Chinese"
"zhang_2025_environ_awareness","zhang_2025_environ_awareness_1","EA1","Executives' Environmental Awareness (EA) scale, 5 items (Zhang et al. 2025, adapted from Yin et al. 2019, Tang et al. 2024 and Cao et al. 2022)",NA,NA,"Enterprises should consciously comply with the government's environmental policies.",NA,NA,6,"Chinese"
"zhang_2025_environ_awareness","zhang_2025_environ_awareness_1","EA1","Executives' Environmental Awareness (EA) scale, 5 items (Zhang et al. 2025, adapted from Yin et al. 2019, Tang et al. 2024 and Cao et al. 2022)",NA,NA,"Enterprises should consciously comply with the government's environmental policies.",NA,"total agreement",7,"Chinese"
"zhang_2025_environ_awareness","zhang_2025_environ_awareness_1","EA2","Executives' Environmental Awareness (EA) scale, 5 items (Zhang et al. 2025, adapted from Yin et al. 2019, Tang et al. 2024 and Cao et al. 2022)",NA,NA,"Enterprises should actively fulfill their social responsibility to protect the environment.",NA,"total disagreement",1,"Chinese"
"zhang_2025_environ_awareness","zhang_2025_environ_awareness_1","EA2","Executives' Environmental Awareness (EA) scale, 5 items (Zhang et al. 2025, adapted from Yin et al. 2019, Tang et al. 2024 and Cao et al. 2022)",NA,NA,"Enterprises should actively fulfill their social responsibility to protect the environment.",NA,NA,2,"Chinese"
"zhang_2025_environ_awareness","zhang_2025_environ_awareness_1","EA2","Executives' Environmental Awareness (EA) scale, 5 items (Zhang et al. 2025, adapted from Yin et al. 2019, Tang et al. 2024 and Cao et al. 2022)",NA,NA,"Enterprises should actively fulfill their social responsibility to protect the environment.",NA,NA,3,"Chinese"
