"table","section_id","item","instrument","instructions","section_prompt","item_text","correct_response","option_text","resp"
"cdm_timss03","cdm_timss03_1","M012001","TIMSS 2003 Mathematics Assessment, Eighth Grade",NA,NA,"In the figure, how many MORE small squares need to be shaded so that 4/5 of the small squares are shaded? [Figure: a 5-by-2 grid of small squares, three of which are shaded.]","A","5",1
"cdm_timss03","cdm_timss03_1","M012001","TIMSS 2003 Mathematics Assessment, Eighth Grade",NA,NA,"In the figure, how many MORE small squares need to be shaded so that 4/5 of the small squares are shaded? [Figure: a 5-by-2 grid of small squares, three of which are shaded.]","A","4",0
"cdm_timss03","cdm_timss03_1","M012001","TIMSS 2003 Mathematics Assessment, Eighth Grade",NA,NA,"In the figure, how many MORE small squares need to be shaded so that 4/5 of the small squares are shaded? [Figure: a 5-by-2 grid of small squares, three of which are shaded.]","A","3",0
"cdm_timss03","cdm_timss03_1","M012001","TIMSS 2003 Mathematics Assessment, Eighth Grade",NA,NA,"In the figure, how many MORE small squares need to be shaded so that 4/5 of the small squares are shaded? [Figure: a 5-by-2 grid of small squares, three of which are shaded.]","A","2",0
"cdm_timss03","cdm_timss03_1","M012001","TIMSS 2003 Mathematics Assessment, Eighth Grade",NA,NA,"In the figure, how many MORE small squares need to be shaded so that 4/5 of the small squares are shaded? [Figure: a 5-by-2 grid of small squares, three of which are shaded.]","A","1",0
"cdm_timss03","cdm_timss03_1","M012002","TIMSS 2003 Mathematics Assessment, Eighth Grade",NA,NA,"The objects on the scale make it balance exactly. On the left pan there is a 1 kg weight (mass) and half a brick. On the right pan there is one brick. [Figure: a balance scale.] What is the weight (mass) of one brick?","C","0.5 kg",0
"cdm_timss03","cdm_timss03_1","M012002","TIMSS 2003 Mathematics Assessment, Eighth Grade",NA,NA,"The objects on the scale make it balance exactly. On the left pan there is a 1 kg weight (mass) and half a brick. On the right pan there is one brick. [Figure: a balance scale.] What is the weight (mass) of one brick?","C","1 kg",0
"cdm_timss03","cdm_timss03_1","M012002","TIMSS 2003 Mathematics Assessment, Eighth Grade",NA,NA,"The objects on the scale make it balance exactly. On the left pan there is a 1 kg weight (mass) and half a brick. On the right pan there is one brick. [Figure: a balance scale.] What is the weight (mass) of one brick?","C","2 kg",1
"cdm_timss03","cdm_timss03_1","M012002","TIMSS 2003 Mathematics Assessment, Eighth Grade",NA,NA,"The objects on the scale make it balance exactly. On the left pan there is a 1 kg weight (mass) and half a brick. On the right pan there is one brick. [Figure: a balance scale.] What is the weight (mass) of one brick?","C","3 kg",0
"cdm_timss03","cdm_timss03_1","M012004","TIMSS 2003 Mathematics Assessment, Eighth Grade",NA,NA,"Alice can run 4 laps around a track in the same time that Carol can run 3 laps. When Carol has run 12 laps, how many laps has Alice run?","D","9",0
"cdm_timss03","cdm_timss03_1","M012004","TIMSS 2003 Mathematics Assessment, Eighth Grade",NA,NA,"Alice can run 4 laps around a track in the same time that Carol can run 3 laps. When Carol has run 12 laps, how many laps has Alice run?","D","11",0
"cdm_timss03","cdm_timss03_1","M012004","TIMSS 2003 Mathematics Assessment, Eighth Grade",NA,NA,"Alice can run 4 laps around a track in the same time that Carol can run 3 laps. When Carol has run 12 laps, how many laps has Alice run?","D","13",0
"cdm_timss03","cdm_timss03_1","M012004","TIMSS 2003 Mathematics Assessment, Eighth Grade",NA,NA,"Alice can run 4 laps around a track in the same time that Carol can run 3 laps. When Carol has run 12 laps, how many laps has Alice run?","D","16",1
"cdm_timss03","cdm_timss03_1","M012016","TIMSS 2003 Mathematics Assessment, Eighth Grade",NA,NA,"In which of these pairs of numbers is 2.25 larger than the first number but smaller than the second number?","B","1 and 2",0
"cdm_timss03","cdm_timss03_1","M012016","TIMSS 2003 Mathematics Assessment, Eighth Grade",NA,NA,"In which of these pairs of numbers is 2.25 larger than the first number but smaller than the second number?","B","2 and 5/2",1
"cdm_timss03","cdm_timss03_1","M012016","TIMSS 2003 Mathematics Assessment, Eighth Grade",NA,NA,"In which of these pairs of numbers is 2.25 larger than the first number but smaller than the second number?","B","5/2 and 11/4",0
"cdm_timss03","cdm_timss03_1","M012016","TIMSS 2003 Mathematics Assessment, Eighth Grade",NA,NA,"In which of these pairs of numbers is 2.25 larger than the first number but smaller than the second number?","B","11/4 and 3",0
"cdm_timss03","cdm_timss03_1","M012017","TIMSS 2003 Mathematics Assessment, Eighth Grade",NA,NA,"Matchsticks are arranged as shown in the figures. [Figure: Figure 1, Figure 2 and Figure 3 of a growing matchstick pattern.] If the pattern is continued, how many matchsticks would be used to make Figure 10?","B","30",0
"cdm_timss03","cdm_timss03_1","M012017","TIMSS 2003 Mathematics Assessment, Eighth Grade",NA,NA,"Matchsticks are arranged as shown in the figures. [Figure: Figure 1, Figure 2 and Figure 3 of a growing matchstick pattern.] If the pattern is continued, how many matchsticks would be used to make Figure 10?","B","33",1
"cdm_timss03","cdm_timss03_1","M012017","TIMSS 2003 Mathematics Assessment, Eighth Grade",NA,NA,"Matchsticks are arranged as shown in the figures. [Figure: Figure 1, Figure 2 and Figure 3 of a growing matchstick pattern.] If the pattern is continued, how many matchsticks would be used to make Figure 10?","B","36",0
"cdm_timss03","cdm_timss03_1","M012017","TIMSS 2003 Mathematics Assessment, Eighth Grade",NA,NA,"Matchsticks are arranged as shown in the figures. [Figure: Figure 1, Figure 2 and Figure 3 of a growing matchstick pattern.] If the pattern is continued, how many matchsticks would be used to make Figure 10?","B","39",0
"cdm_timss03","cdm_timss03_1","M012017","TIMSS 2003 Mathematics Assessment, Eighth Grade",NA,NA,"Matchsticks are arranged as shown in the figures. [Figure: Figure 1, Figure 2 and Figure 3 of a growing matchstick pattern.] If the pattern is continued, how many matchsticks would be used to make Figure 10?","B","42",0
"cdm_timss03","cdm_timss03_1","M012040","TIMSS 2003 Mathematics Assessment, Eighth Grade",NA,NA,"If 12/n = 36/21, then n equals","B","3",0
"cdm_timss03","cdm_timss03_1","M012040","TIMSS 2003 Mathematics Assessment, Eighth Grade",NA,NA,"If 12/n = 36/21, then n equals","B","7",1
"cdm_timss03","cdm_timss03_1","M012040","TIMSS 2003 Mathematics Assessment, Eighth Grade",NA,NA,"If 12/n = 36/21, then n equals","B","36",0
"cdm_timss03","cdm_timss03_1","M012040","TIMSS 2003 Mathematics Assessment, Eighth Grade",NA,NA,"If 12/n = 36/21, then n equals","B","63",0
"cdm_timss03","cdm_timss03_1","M012041","TIMSS 2003 Mathematics Assessment, Eighth Grade",NA,NA,"In a group of children, 16 have birthdays during the first half of the year, and 14 have birthdays during the second half of the year. What fraction of the group have birthdays during the first half of the year?","D","14/30",0
"cdm_timss03","cdm_timss03_1","M012041","TIMSS 2003 Mathematics Assessment, Eighth Grade",NA,NA,"In a group of children, 16 have birthdays during the first half of the year, and 14 have birthdays during the second half of the year. What fraction of the group have birthdays during the first half of the year?","D","14/16",0
"cdm_timss03","cdm_timss03_1","M012041","TIMSS 2003 Mathematics Assessment, Eighth Grade",NA,NA,"In a group of children, 16 have birthdays during the first half of the year, and 14 have birthdays during the second half of the year. What fraction of the group have birthdays during the first half of the year?","D","16/14",0
"cdm_timss03","cdm_timss03_1","M012041","TIMSS 2003 Mathematics Assessment, Eighth Grade",NA,NA,"In a group of children, 16 have birthdays during the first half of the year, and 14 have birthdays during the second half of the year. What fraction of the group have birthdays during the first half of the year?","D","16/30",1
"cdm_timss03","cdm_timss03_1","M012041","TIMSS 2003 Mathematics Assessment, Eighth Grade",NA,NA,"In a group of children, 16 have birthdays during the first half of the year, and 14 have birthdays during the second half of the year. What fraction of the group have birthdays during the first half of the year?","D","30/16",0
"cdm_timss03","cdm_timss03_1","M012042","TIMSS 2003 Mathematics Assessment, Eighth Grade",NA,NA,"If x = -3, what is the value of -3x ?","E","-9",0
