"table","status","n_items_live","n_items_candidate","item_set_match","resp_set_match","uses_raw_resp","canonical_nulls","pct_item_text_missing","pct_option_text_missing","note"
"carver_2017_puggs_pilot1_attitudes","PASS",20,20,TRUE,TRUE,FALSE,TRUE,0,0,""
"carver_2017_puggs_pilot1_det_core","PASS",13,13,TRUE,TRUE,FALSE,TRUE,0,0,""
"carver_2017_puggs_pilot1_genom_know","WARN",18,18,TRUE,TRUE,FALSE,TRUE,0,0,"row-count anomaly (possible item-code conflation or missingness skew), median=152: Q19"
"carver_2017_puggs_pilot1_traits","PASS",20,20,TRUE,TRUE,FALSE,TRUE,0,0,""
"carver_2017_puggs_pilot2_attitudes","PASS",20,20,TRUE,TRUE,FALSE,TRUE,0,0,""
"carver_2017_puggs_pilot2_det_core","PASS",9,9,TRUE,TRUE,FALSE,TRUE,0,0,""
"carver_2017_puggs_pilot2_genom_know","WARN",16,16,TRUE,TRUE,FALSE,TRUE,0,100,"row-count anomaly (possible item-code conflation or missingness skew), median=53: Q15 | 100% of rows have blank option_text"
"carver_2017_puggs_pilot2_traits","PASS",17,17,TRUE,TRUE,FALSE,TRUE,0,0,""
"cdm_timss03","WARN",23,23,TRUE,TRUE,FALSE,TRUE,0,3.2,"3.2% of rows have blank option_text | 3 of 23 items have NO option_text rows while others do (M022043, M022232, M022234B) | 3 item(s) have live resp values with no option_text row: M022043(0,1), M022232(0,1), M022234B(0,1)"
"cdm_timss07","WARN",25,25,TRUE,TRUE,FALSE,TRUE,0,0,"row-count anomaly (possible item-code conflation or missingness skew), median=344: M031085, M031172, M031173, M031219, M031242A, M031242B, M031242C, M031245, M031247, M031303, ..."
"cdm_timss11","WARN",174,174,TRUE,TRUE,FALSE,TRUE,58,0,"58% of rows have blank item_text"
