"table","section_id","item","instrument","language","instructions","section_prompt","item_text","correct_response","option_text","resp"
"cdm_timss07","cdm_timss07_1","M041052","TIMSS 2007 Mathematics Assessment, Fourth Grade (released item blocks M04 and M05)","German",NA,NA,"Which number equals 3 ones + 2 tens + 4 hundreds?
A. 432
B. 423
C. 324
D. 234","B","Incorrect",0
"cdm_timss07","cdm_timss07_1","M041052","TIMSS 2007 Mathematics Assessment, Fourth Grade (released item blocks M04 and M05)","German",NA,NA,"Which number equals 3 ones + 2 tens + 4 hundreds?
A. 432
B. 423
C. 324
D. 234","B","Correct",1
"cdm_timss07","cdm_timss07_1","M041056","TIMSS 2007 Mathematics Assessment, Fourth Grade (released item blocks M04 and M05)","German",NA,NA,"[A picture of 12 cookies is shown.] There are 12 cookies. Draw a circle around 1/3 of the cookies.",NA,"Incorrect",0
"cdm_timss07","cdm_timss07_1","M041056","TIMSS 2007 Mathematics Assessment, Fourth Grade (released item blocks M04 and M05)","German",NA,NA,"[A picture of 12 cookies is shown.] There are 12 cookies. Draw a circle around 1/3 of the cookies.",NA,"Correct",1
"cdm_timss07","cdm_timss07_1","M041069","TIMSS 2007 Mathematics Assessment, Fourth Grade (released item blocks M04 and M05)","German",NA,NA,"Which fraction is equal to 2/3?
A. 3/4
B. 4/9
C. 4/6
D. 3/2","C","Incorrect",0
"cdm_timss07","cdm_timss07_1","M041069","TIMSS 2007 Mathematics Assessment, Fourth Grade (released item blocks M04 and M05)","German",NA,NA,"Which fraction is equal to 2/3?
A. 3/4
B. 4/9
C. 4/6
D. 3/2","C","Correct",1
"cdm_timss07","cdm_timss07_1","M041076","TIMSS 2007 Mathematics Assessment, Fourth Grade (released item blocks M04 and M05)","German",NA,NA,"Joe spent 3/10 of his money on a pen and 5/10 of it on a book. What fraction of his money did he spend?
Answer: __________",NA,"Incorrect",0
"cdm_timss07","cdm_timss07_1","M041076","TIMSS 2007 Mathematics Assessment, Fourth Grade (released item blocks M04 and M05)","German",NA,NA,"Joe spent 3/10 of his money on a pen and 5/10 of it on a book. What fraction of his money did he spend?
Answer: __________",NA,"Correct",1
"cdm_timss07","cdm_timss07_1","M041281","TIMSS 2007 Mathematics Assessment, Fourth Grade (released item blocks M04 and M05)","German",NA,NA,"Layne had 32 pencils and 4 boxes for the pencils. He put the same number of pencils into each box. Which number sentence describes how many pencils he put into each box?
A. 32 + 4 = □
B. 32 − 4 = □
C. 32 × 4 = □
D. 32 ÷ 4 = □","D","Incorrect",0
"cdm_timss07","cdm_timss07_1","M041281","TIMSS 2007 Mathematics Assessment, Fourth Grade (released item blocks M04 and M05)","German",NA,NA,"Layne had 32 pencils and 4 boxes for the pencils. He put the same number of pencils into each box. Which number sentence describes how many pencils he put into each box?
A. 32 + 4 = □
B. 32 − 4 = □
C. 32 × 4 = □
D. 32 ÷ 4 = □","D","Correct",1
"cdm_timss07","cdm_timss07_1","M041164","TIMSS 2007 Mathematics Assessment, Fourth Grade (released item blocks M04 and M05)","German",NA,NA,"In which of these drawings is the dotted line a line of symmetry? [The four response options A-D are drawings -- a butterfly, a human figure, an elephant and a fish -- each with a dotted line; they carry no text.]","A","Incorrect",0
"cdm_timss07","cdm_timss07_1","M041164","TIMSS 2007 Mathematics Assessment, Fourth Grade (released item blocks M04 and M05)","German",NA,NA,"In which of these drawings is the dotted line a line of symmetry? [The four response options A-D are drawings -- a butterfly, a human figure, an elephant and a fish -- each with a dotted line; they carry no text.]","A","Correct",1
"cdm_timss07","cdm_timss07_1","M041146","TIMSS 2007 Mathematics Assessment, Fourth Grade (released item blocks M04 and M05)","German",NA,NA,"[A square grid is shown with two sides of a rectangle drawn on it.] Here are two sides of a rectangle. Draw the other two sides.",NA,"Incorrect",0
"cdm_timss07","cdm_timss07_1","M041146","TIMSS 2007 Mathematics Assessment, Fourth Grade (released item blocks M04 and M05)","German",NA,NA,"[A square grid is shown with two sides of a rectangle drawn on it.] Here are two sides of a rectangle. Draw the other two sides.",NA,"Correct",1
"cdm_timss07","cdm_timss07_1","M041152","TIMSS 2007 Mathematics Assessment, Fourth Grade (released item blocks M04 and M05)","German",NA,NA,"[A fence 4 m long and 3 m high is shown.] Patrick is painting one side of a fence. The fence is 4 meters long and 3 meters high. What is the area that Patrick has to paint?
A. 4 square meters
B. 7 square meters
C. 12 square meters
D. 14 square meters","C","Incorrect",0
"cdm_timss07","cdm_timss07_1","M041152","TIMSS 2007 Mathematics Assessment, Fourth Grade (released item blocks M04 and M05)","German",NA,NA,"[A fence 4 m long and 3 m high is shown.] Patrick is painting one side of a fence. The fence is 4 meters long and 3 meters high. What is the area that Patrick has to paint?
A. 4 square meters
B. 7 square meters
C. 12 square meters
D. 14 square meters","C","Correct",1
