"table","section_id","item","instrument","language","instructions","section_prompt","item_text","correct_response","option_text","resp"
"mede_2025_clim_weather_past","mede_2025_clim_weather_past_1","CLIM_WEATHERPAST_floods","Perceptions of extreme weather events - past impact (TISP core questionnaire, question CLIM_WEATHERPAST)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","The next questions are about climate change and weather events. When you answer them, please think about your country. To what extent do you think that climate change has increased the impact of the following weather events over the last decades?",NA,"Floods",NA,"Not at all",1
"mede_2025_clim_weather_past","mede_2025_clim_weather_past_1","CLIM_WEATHERPAST_floods","Perceptions of extreme weather events - past impact (TISP core questionnaire, question CLIM_WEATHERPAST)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","The next questions are about climate change and weather events. When you answer them, please think about your country. To what extent do you think that climate change has increased the impact of the following weather events over the last decades?",NA,"Floods",NA,NA,2
"mede_2025_clim_weather_past","mede_2025_clim_weather_past_1","CLIM_WEATHERPAST_floods","Perceptions of extreme weather events - past impact (TISP core questionnaire, question CLIM_WEATHERPAST)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","The next questions are about climate change and weather events. When you answer them, please think about your country. To what extent do you think that climate change has increased the impact of the following weather events over the last decades?",NA,"Floods",NA,NA,3
"mede_2025_clim_weather_past","mede_2025_clim_weather_past_1","CLIM_WEATHERPAST_floods","Perceptions of extreme weather events - past impact (TISP core questionnaire, question CLIM_WEATHERPAST)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","The next questions are about climate change and weather events. When you answer them, please think about your country. To what extent do you think that climate change has increased the impact of the following weather events over the last decades?",NA,"Floods",NA,NA,4
"mede_2025_clim_weather_past","mede_2025_clim_weather_past_1","CLIM_WEATHERPAST_floods","Perceptions of extreme weather events - past impact (TISP core questionnaire, question CLIM_WEATHERPAST)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","The next questions are about climate change and weather events. When you answer them, please think about your country. To what extent do you think that climate change has increased the impact of the following weather events over the last decades?",NA,"Floods",NA,"Very much",5
"mede_2025_clim_weather_past","mede_2025_clim_weather_past_1","CLIM_WEATHERPAST_heatwaves","Perceptions of extreme weather events - past impact (TISP core questionnaire, question CLIM_WEATHERPAST)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","The next questions are about climate change and weather events. When you answer them, please think about your country. To what extent do you think that climate change has increased the impact of the following weather events over the last decades?",NA,"Heatwaves",NA,"Not at all",1
"mede_2025_clim_weather_past","mede_2025_clim_weather_past_1","CLIM_WEATHERPAST_heatwaves","Perceptions of extreme weather events - past impact (TISP core questionnaire, question CLIM_WEATHERPAST)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","The next questions are about climate change and weather events. When you answer them, please think about your country. To what extent do you think that climate change has increased the impact of the following weather events over the last decades?",NA,"Heatwaves",NA,NA,2
"mede_2025_clim_weather_past","mede_2025_clim_weather_past_1","CLIM_WEATHERPAST_heatwaves","Perceptions of extreme weather events - past impact (TISP core questionnaire, question CLIM_WEATHERPAST)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","The next questions are about climate change and weather events. When you answer them, please think about your country. To what extent do you think that climate change has increased the impact of the following weather events over the last decades?",NA,"Heatwaves",NA,NA,3
"mede_2025_clim_weather_past","mede_2025_clim_weather_past_1","CLIM_WEATHERPAST_heatwaves","Perceptions of extreme weather events - past impact (TISP core questionnaire, question CLIM_WEATHERPAST)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","The next questions are about climate change and weather events. When you answer them, please think about your country. To what extent do you think that climate change has increased the impact of the following weather events over the last decades?",NA,"Heatwaves",NA,NA,4
"mede_2025_clim_weather_past","mede_2025_clim_weather_past_1","CLIM_WEATHERPAST_heatwaves","Perceptions of extreme weather events - past impact (TISP core questionnaire, question CLIM_WEATHERPAST)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","The next questions are about climate change and weather events. When you answer them, please think about your country. To what extent do you think that climate change has increased the impact of the following weather events over the last decades?",NA,"Heatwaves",NA,"Very much",5
"mede_2025_clim_weather_past","mede_2025_clim_weather_past_1","CLIM_WEATHERPAST_heavystorms","Perceptions of extreme weather events - past impact (TISP core questionnaire, question CLIM_WEATHERPAST)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","The next questions are about climate change and weather events. When you answer them, please think about your country. To what extent do you think that climate change has increased the impact of the following weather events over the last decades?",NA,"Heavy storms",NA,"Not at all",1
"mede_2025_clim_weather_past","mede_2025_clim_weather_past_1","CLIM_WEATHERPAST_heavystorms","Perceptions of extreme weather events - past impact (TISP core questionnaire, question CLIM_WEATHERPAST)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","The next questions are about climate change and weather events. When you answer them, please think about your country. To what extent do you think that climate change has increased the impact of the following weather events over the last decades?",NA,"Heavy storms",NA,NA,2
"mede_2025_clim_weather_past","mede_2025_clim_weather_past_1","CLIM_WEATHERPAST_heavystorms","Perceptions of extreme weather events - past impact (TISP core questionnaire, question CLIM_WEATHERPAST)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","The next questions are about climate change and weather events. When you answer them, please think about your country. To what extent do you think that climate change has increased the impact of the following weather events over the last decades?",NA,"Heavy storms",NA,NA,3
"mede_2025_clim_weather_past","mede_2025_clim_weather_past_1","CLIM_WEATHERPAST_heavystorms","Perceptions of extreme weather events - past impact (TISP core questionnaire, question CLIM_WEATHERPAST)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","The next questions are about climate change and weather events. When you answer them, please think about your country. To what extent do you think that climate change has increased the impact of the following weather events over the last decades?",NA,"Heavy storms",NA,NA,4
"mede_2025_clim_weather_past","mede_2025_clim_weather_past_1","CLIM_WEATHERPAST_heavystorms","Perceptions of extreme weather events - past impact (TISP core questionnaire, question CLIM_WEATHERPAST)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","The next questions are about climate change and weather events. When you answer them, please think about your country. To what extent do you think that climate change has increased the impact of the following weather events over the last decades?",NA,"Heavy storms",NA,"Very much",5
"mede_2025_clim_weather_past","mede_2025_clim_weather_past_1","CLIM_WEATHERPAST_wildfires","Perceptions of extreme weather events - past impact (TISP core questionnaire, question CLIM_WEATHERPAST)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","The next questions are about climate change and weather events. When you answer them, please think about your country. To what extent do you think that climate change has increased the impact of the following weather events over the last decades?",NA,"Wildfires",NA,"Not at all",1
"mede_2025_clim_weather_past","mede_2025_clim_weather_past_1","CLIM_WEATHERPAST_wildfires","Perceptions of extreme weather events - past impact (TISP core questionnaire, question CLIM_WEATHERPAST)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","The next questions are about climate change and weather events. When you answer them, please think about your country. To what extent do you think that climate change has increased the impact of the following weather events over the last decades?",NA,"Wildfires",NA,NA,2
"mede_2025_clim_weather_past","mede_2025_clim_weather_past_1","CLIM_WEATHERPAST_wildfires","Perceptions of extreme weather events - past impact (TISP core questionnaire, question CLIM_WEATHERPAST)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","The next questions are about climate change and weather events. When you answer them, please think about your country. To what extent do you think that climate change has increased the impact of the following weather events over the last decades?",NA,"Wildfires",NA,NA,3
"mede_2025_clim_weather_past","mede_2025_clim_weather_past_1","CLIM_WEATHERPAST_wildfires","Perceptions of extreme weather events - past impact (TISP core questionnaire, question CLIM_WEATHERPAST)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","The next questions are about climate change and weather events. When you answer them, please think about your country. To what extent do you think that climate change has increased the impact of the following weather events over the last decades?",NA,"Wildfires",NA,NA,4
"mede_2025_clim_weather_past","mede_2025_clim_weather_past_1","CLIM_WEATHERPAST_wildfires","Perceptions of extreme weather events - past impact (TISP core questionnaire, question CLIM_WEATHERPAST)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","The next questions are about climate change and weather events. When you answer them, please think about your country. To what extent do you think that climate change has increased the impact of the following weather events over the last decades?",NA,"Wildfires",NA,"Very much",5
"mede_2025_clim_weather_past","mede_2025_clim_weather_past_1","CLIM_WEATHERPAST_heavyrain","Perceptions of extreme weather events - past impact (TISP core questionnaire, question CLIM_WEATHERPAST)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","The next questions are about climate change and weather events. When you answer them, please think about your country. To what extent do you think that climate change has increased the impact of the following weather events over the last decades?",NA,"Heavy rain",NA,"Not at all",1
"mede_2025_clim_weather_past","mede_2025_clim_weather_past_1","CLIM_WEATHERPAST_heavyrain","Perceptions of extreme weather events - past impact (TISP core questionnaire, question CLIM_WEATHERPAST)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","The next questions are about climate change and weather events. When you answer them, please think about your country. To what extent do you think that climate change has increased the impact of the following weather events over the last decades?",NA,"Heavy rain",NA,NA,2
"mede_2025_clim_weather_past","mede_2025_clim_weather_past_1","CLIM_WEATHERPAST_heavyrain","Perceptions of extreme weather events - past impact (TISP core questionnaire, question CLIM_WEATHERPAST)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","The next questions are about climate change and weather events. When you answer them, please think about your country. To what extent do you think that climate change has increased the impact of the following weather events over the last decades?",NA,"Heavy rain",NA,NA,3
"mede_2025_clim_weather_past","mede_2025_clim_weather_past_1","CLIM_WEATHERPAST_heavyrain","Perceptions of extreme weather events - past impact (TISP core questionnaire, question CLIM_WEATHERPAST)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","The next questions are about climate change and weather events. When you answer them, please think about your country. To what extent do you think that climate change has increased the impact of the following weather events over the last decades?",NA,"Heavy rain",NA,NA,4
"mede_2025_clim_weather_past","mede_2025_clim_weather_past_1","CLIM_WEATHERPAST_heavyrain","Perceptions of extreme weather events - past impact (TISP core questionnaire, question CLIM_WEATHERPAST)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","The next questions are about climate change and weather events. When you answer them, please think about your country. To what extent do you think that climate change has increased the impact of the following weather events over the last decades?",NA,"Heavy rain",NA,"Very much",5
"mede_2025_clim_weather_past","mede_2025_clim_weather_past_1","CLIM_WEATHERPAST_droughts","Perceptions of extreme weather events - past impact (TISP core questionnaire, question CLIM_WEATHERPAST)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","The next questions are about climate change and weather events. When you answer them, please think about your country. To what extent do you think that climate change has increased the impact of the following weather events over the last decades?",NA,"Droughts",NA,"Not at all",1
