table,note
ghanbari_2016_helma_reading,"Pass with caveats. (1) INSTRUMENT/NAME MISMATCH (Step 3b): the table is named for the HELMA 'reading' subscale, but its 6 item codes are the PRE-FINAL 47-item field-test form's reading BLOCK. In the published 44-item HELMA the reading subscale has only FIVE items (questionnaire items 10-14 = reading1-reading5); the sixth pilot reading column, reading6, is questionnaire item 15 ('I can easily understand the meaning of the signs used in hospitals and medical centres'), which the paper's own Table 2 assigns to the UNDERSTANDING factor (its highest loading is .488 on Factor1, .301 on the reading factor). So this table is a 5-item reading subscale plus one understanding item, not a 6-item reading subscale. Confirmed order-invariantly by Cronbach alpha recomputed from the S3 File .sav: reading1-5 = 0.857 vs the paper's published reading alpha .86, and understand1-9 PLUS reading6 = 0.892 vs its published 10-item understanding alpha .89; the rival readings (reading1-6 = 0.855 as a 6-item reading scale, understand1-9 = 0.887 as a 9-item understanding scale) do not match the published subscale sizes."
ghanbari_2016_helma_reading,"(2) The S3 File .sav carries NO variable labels on any of its 47 item columns (only value labels), so the code->wording tie could not be read off a data label and is inferred from block position and within-block order, then verified statistically -- see verification_ghanbari_2016_helma_reading.csv and verify_ghanbari_2016_helma_reading.R. mapping_basis is paper_order, not data_labels."
ghanbari_2016_helma_reading,"(3) Administered in Persian: item_text/instructions/option_text are the S2 File Persian questionnaire verbatim; the *_translated columns are the study's OWN English (S1 File), not machine translation, so no public issues-page entry is owed on translation grounds. The two versions are parallel rather than word-for-word (the Persian preamble adds a confidentiality sentence and opens 'Dear student' where the English opens 'Dear respondent'), and the Persian item 10 specifies Persian-language leaflets inside medicine boxes where the English reads only 'brochures on prescribed medicine'."
ghanbari_2016_helma_reading,"(4) Transcription deviations, all deliberate: the Persian preamble's Wingdings private-use checkbox glyph (U+F050, no Unicode equivalent) is rendered as the checkmark it depicts (U+2713); leading item numbers were stripped. English item 12 is S1 File's spelling 'anaemia'; the paper's Table 2 prints 'anemia' for the same item -- the questionnaire supplement was preferred as the administered form."
ghanbari_2016_helma_reading,"(5) Rights: no restriction on the HELMA wording could be found to quote. The PLOS ONE article and all six supplements are CC BY 4.0, and the questionnaires carry only a bare copyright line ('(c) Ghanbari Sh. et al., 2015' / the Persian equivalent) with no fee, no non-commercial term and no redistribution clause, so neither 2026-09-04 rights trigger fires."
ghanbari_2016_helma_understand,"Pass with caveats, none blocking. (1) SUBSCALE IS INCOMPLETE BY CONSTRUCTION, and this is a property of the response data, not of the extraction: the published HELMA understanding subscale has TEN items (questionnaire items 15-24), but the .sav IRW processed holds the 47-item pilot pool, whose understanding block has nine columns (understand1-9 = items 16-24). The tenth, item 15 ('I can easily understand the meaning of the signs used in hospitals and medical centres'), is the pilot column `reading6`, which loaded on the understanding factor and therefore sits in the sibling table ghanbari_2016_helma_reading, not here. Its Table 2 Factor1 loading .488 is reproduced by reading6 at .490, which is the anchor of this table's verification. So this table is 9 of the subscale's 10 items; nothing is missing that could have been shipped. (2) MAPPING IS INFERRED, and one pair is unresolved. The S3 .sav has no variable labels on any item column, so understandK -> item 15+K rests on block position plus within-block order, verified against the paper's Table 2 loading matrix (see verify_ghanbari_2016_helma_understand.R). Seven of the nine items are individually pinned; understand1 and understand2 (items 16 and 17) are interchangeable under every route tried -- see verification_ghanbari_2016_helma_understand.csv. (3) The study's English (S1 File) is a parallel version rather than a literal translation of the administered Persian (S2 File): item 18's English carries '(e.g. prescriptions)' where the Persian has no parenthetical, and the preambles differ in a confidentiality sentence and in 'Dear student' (Persian) vs 'Dear respondent' (English). translation_source=study_supplied; no machine translation, so no issues-page entry is owed on translation grounds. (4) A Wingdings private-use glyph (U+F050) in the Persian instructions was replaced with U+2713, the checkmark it depicts. (5) The .sav value labels read 'often' for level 4 where the English questionnaire column header reads 'Usually'; the questionnaire wording was shipped, as in the sibling tables."
ghanbari_2016_helma_understand,"For the record on the shared source (unchanged from batch_038's reconstruction, re-confirmed here): the S3 File .sav has 47 item columns (access 11, reading 6, understand 9, appraise 5, use 5, com 8, num 3) and the published form has 44; the three dropped items are access10, access11 and use5, and reading6 moved from the reading factor to the understanding factor. Re-running the paper's PCA/varimax(8) on the 44 retained columns of the 582 complete cases reproduces Table 2 across every block, which is what fixes the block-to-questionnaire alignment used here."
ghanbari_2016_helma_use,"Live table has 5 items (use1-use5) because the deposited .sav (S3 File) is the PRE-FINAL 47-item HELMA field-test form, while the published questionnaire (S1 File English / S2 File Persian) and Table 2 print only the final 44 retained items. use5 is one of the three items dropped for loading below the paper's 0.45 cut-off (largest reproduced loading 0.411) and its wording appears nowhere in the article or its supplements, so item_text and item_text_translated ship blank for it; use1-use4 are final questionnaire items 30-33 and are fully transcribed. Response anchors follow the questionnaire's own columns (Never/Rarely/Sometimes/Usually/Always); the .sav value labels give the same five levels but spell level 4 'often'. Persian text recovered from the legacy .doc S2 File via `soffice --convert-to txt`; the Wingdings checkbox glyph in the instructions is rendered as the checkmark it depicts, matching the treatment of the sibling HELMA tables in batch_038."
gholami_2017_periodontal_knowledge,"Clean pass with caveats. (1) The live resp is the study SPSS file's .recoded scoring variable (0=False/1=True) for a four-option multiple-choice question, not the option the respondent chose, so option_text carries the source's own False/True value labels rather than the four alternatives. The alternatives are published (PLOS article Methods, and the raw columns' SPSS value labels) but cannot be attached to a 0/1 resp. Correct alternative per the raw-vs-recoded crosstab, identical at every wave: Q1 = soft, colourless and sticky deposits on the teeth containing microbial and food debris (option 1); Q2 = dental plaque (option 2); Q3 = red gingiva (option 4). (2) Administration was in Iran by trained interviewers, so the administered language is Persian; neither the S1 File .sav (all 35 variable labels and every value label are English, no Persian characters) nor the article carries Persian wording, so English ships in the base fields and the _translated columns are empty (text_source=translated_substitute). (3) Q2's baseline variable label reads 'What cause gum disease?' while both follow-up labels read 'What causes gum disease?'; the grammatical follow-up form ships for the pooled item. (4) No instructions text is published in either source, so instructions is NA rather than invented."
gilbert_meta_16,"PASS with caveats. Source: Zenodo record 10038843 (CC BY 4.0), the replication package for de Barros, Fajardo-Gonzalez, Glewwe & Sankar (2024), Economic Journal 134(659):959-984, doi:10.1093/ej/uead099. MAPPING: the study's own Stata files (Baseline/Midline/Endline written_data.dta and Baseline/tablet_data.dta) carry a variable label for every one of the 71 live item codes, and the package's 3_Data_processing/Final_item_map/'0_master_item_map 2020-08-26 adb.csv' keys full question wording plus an answer key to the identical uid, so code-to-text is tied at the source (mapping_basis=data_labels). The 7 '*_oral' codes are not in the item map; they are the oral administration of their written twins (q1, q9, q21, q22, q41, q1118, q1127) -- the paper's footnote 8 states 'we administered a subset of seven items both orally (one-on-one) and on paper', Baseline/tablet_data.dta contains exactly those 7 columns, and its variable labels for them are identical to the written twins'. They therefore carry the twin's wording and answer. CAVEAT 1 (wording): the two study-internal renderings differ for 37 of the 71 items. The .dta/codebook labels are shorter and in several cases substantively different -- q3016 'sandwiches' vs the map's 'biscuits', q3024 'Chris' vs 'Krishna', q4009 'If Kendra begins her homework at 4pm...' vs 'If Kamala begins her paper route at 4:00 pm and is done at 5:15 pm...', q3002 'bob' vs 'Babu', q3026 'Sam' vs 'Soma', q3018 'cookies' vs 'biscuits'. The labels read as the pre-adaptation source-bank wording (and are additionally truncated at Stata's 80-char cap, several ending mid-word or with an author's '...'), while the item map is the study's final, India-adapted item registry (grade level, content/cognitive domain, answer key, and the bl/ml/el form-set assignments used to build the booklets). item_text is transcribed verbatim from the item map; the label wording is NOT shipped. CAVEAT 2 (correct_response): resp is 0/1 scored correctness, not the option chosen, so option_text is blank by design; correct_response carries the item map's own 'Answer' field, which is a letter (A-D) for the multiple-choice items and a numeral for the fill-in items. It is the study's published key, not a resp value. CORROBORATION (not required -- data_labels is exempt from Step 5b): the paper's Table C1 lists baseline IRT parameters against study-internal question IDs together with each item's content domain; 31 of its 32 IDs are live items here and all 31 content domains match the item map's Content field exactly (e.g. Q2010 Number sense, Q1140 Data display, Q1162 Geometric shapes and measures). The 32nd, Q25, is in neither the map nor the IRW table. No rights restriction found: the package is CC BY 4.0, the paper states only that the items 'have been administered in similar contexts in India for large-scale assessments', and no rights holder statement (fee, NC clause or redistribution bar) could be located for them. 1_Experiment/'Instructions given to participants.pdf' reads in full 'This is a cluster-randomized trial with no specific instructions given to participants', so instructions and section_prompt are blank; there is no testlet structure, hence one trivial section_id."
