"table","section_id","item","instrument","instructions","section_prompt","item_text","correct_response","option_text","resp"
"makransky_2016_mcq_correct","makransky_2016_mcq_correct_1","MCQ1_correct","Knowledge of microbiology multiple-choice test",NA,NA,"An unspecific growth medium","Will support the growth of a wide range of microorganisms","Incorrect",0
"makransky_2016_mcq_correct","makransky_2016_mcq_correct_1","MCQ1_correct","Knowledge of microbiology multiple-choice test",NA,NA,"An unspecific growth medium","Will support the growth of a wide range of microorganisms","Correct",1
"makransky_2016_mcq_correct","makransky_2016_mcq_correct_1","MCQ2_correct","Knowledge of microbiology multiple-choice test",NA,NA,"The optimal growth temperature of a microorganism","Usually reflects the physical conditions of the organism’s natural environment","Incorrect",0
"makransky_2016_mcq_correct","makransky_2016_mcq_correct_1","MCQ2_correct","Knowledge of microbiology multiple-choice test",NA,NA,"The optimal growth temperature of a microorganism","Usually reflects the physical conditions of the organism’s natural environment","Correct",1
"makransky_2016_mcq_correct","makransky_2016_mcq_correct_1","MCQ3_correct","Knowledge of microbiology multiple-choice test",NA,NA,"Isolated bacterial colonies","Are clonal populations that arise from a single cell","Incorrect",0
"makransky_2016_mcq_correct","makransky_2016_mcq_correct_1","MCQ3_correct","Knowledge of microbiology multiple-choice test",NA,NA,"Isolated bacterial colonies","Are clonal populations that arise from a single cell","Correct",1
"makransky_2016_mcq_correct","makransky_2016_mcq_correct_1","MCQ4_correct","Knowledge of microbiology multiple-choice test",NA,NA,"Streaking agar plates to achieve isolated colonies","Requires systematic thinning of bacteria over an agar plate to the point of single cells","Incorrect",0
"makransky_2016_mcq_correct","makransky_2016_mcq_correct_1","MCQ4_correct","Knowledge of microbiology multiple-choice test",NA,NA,"Streaking agar plates to achieve isolated colonies","Requires systematic thinning of bacteria over an agar plate to the point of single cells","Correct",1
"makransky_2016_mcq_correct","makransky_2016_mcq_correct_1","MCQ5_correct","Knowledge of microbiology multiple-choice test",NA,NA,"A differential agar","Differentiates between bacterial phenotypes whose growth it can support","Incorrect",0
"makransky_2016_mcq_correct","makransky_2016_mcq_correct_1","MCQ5_correct","Knowledge of microbiology multiple-choice test",NA,NA,"A differential agar","Differentiates between bacterial phenotypes whose growth it can support","Correct",1
"makransky_2016_mcq_correct","makransky_2016_mcq_correct_1","MCQ6_correct","Knowledge of microbiology multiple-choice test",NA,NA,"A selective agar","Will be made from one of many agar recipes able to restrict the growth of specific microorganisms","Incorrect",0
"makransky_2016_mcq_correct","makransky_2016_mcq_correct_1","MCQ6_correct","Knowledge of microbiology multiple-choice test",NA,NA,"A selective agar","Will be made from one of many agar recipes able to restrict the growth of specific microorganisms","Correct",1
"makransky_2016_mcq_correct","makransky_2016_mcq_correct_2","MCQ7_correct","Knowledge of microbiology multiple-choice test",NA,"Read the following description of MSA before answering the questions under:
Mannitol Salt Agar (MSA) contains mannitol (a sugar) and a high level of salt that limits the growth of many organisms. It is a clear pink colour and contains a pH inidcator that will turn yellow when acidic.","In MSA, mannitol is","the differential agent","Incorrect",0
"makransky_2016_mcq_correct","makransky_2016_mcq_correct_2","MCQ7_correct","Knowledge of microbiology multiple-choice test",NA,"Read the following description of MSA before answering the questions under:
Mannitol Salt Agar (MSA) contains mannitol (a sugar) and a high level of salt that limits the growth of many organisms. It is a clear pink colour and contains a pH inidcator that will turn yellow when acidic.","In MSA, mannitol is","the differential agent","Correct",1
"makransky_2016_mcq_correct","makransky_2016_mcq_correct_2","MCQ8_correct","Knowledge of microbiology multiple-choice test",NA,"Read the following description of MSA before answering the questions under:
Mannitol Salt Agar (MSA) contains mannitol (a sugar) and a high level of salt that limits the growth of many organisms. It is a clear pink colour and contains a pH inidcator that will turn yellow when acidic.","The selective constituent in MSA is","salt","Incorrect",0
"makransky_2016_mcq_correct","makransky_2016_mcq_correct_2","MCQ8_correct","Knowledge of microbiology multiple-choice test",NA,"Read the following description of MSA before answering the questions under:
Mannitol Salt Agar (MSA) contains mannitol (a sugar) and a high level of salt that limits the growth of many organisms. It is a clear pink colour and contains a pH inidcator that will turn yellow when acidic.","The selective constituent in MSA is","salt","Correct",1
