table,mapping_basis,text_source,source_ref,note,public_note,uploaded
chanal_2020_francais,unknown,,10.1371/journal.pone.0230103 (S1 Dataset); 10.1016/j.psychsport.2019.03.006 Appendix A,"Not established. Deposit has no labels/codebook; full 33-item instrument text recovered (French + English) from the 2019 scale paper's Appendix A and the 2020 paper's Table 4, but nothing ties any item to columns Francais1..33, and the published instrument order is refuted by the data (see verify_chanal_2020_francais.R). No items CSV written.",,
chatton2024_honos13,paper_explicit,translated_substitute,"Chatton et al. (2023), Addiction Science & Clinical Practice, doi:10.1186/s13722-023-00416-8 (PMC10594779), Table 1 'Distribution of HoNOS-13' - item names numbered 1-13; response anchors from the RCPsych 'Health of the Nation Outcomes Scales (HoNOS) Glossary' 2018, 'All scales follow the format: 0 = no problem ... 4 = severe to very severe problem'; item codes from figshare 10.6084/m9.figshare.26631202.v1 (Additional file 1, 13722_2023_416_MOESM1_ESM.xlsx).","mapping_basis=paper_explicit: the tie is a NUMBER match, not an order inference. Table 1 prints each item as 'NN. <name>' for NN=1..13; the deposit's columns are HonosE1..HonosE13 / HonosS1..HonosS13; and data/chatton2024_honos13.py builds the IRW code by stripping the 'HonosE'/'HonosS' prefix and zero-padding the remaining integer (honos_%02d), so honos_03 IS deposit column 3 IS paper item 3. The .xlsx carries no variable or value labels at either level (checked), so data_labels was unavailable. Corroborated numerically in verify_chatton2024_honos13.R: Spearman 0.9615 (p=1.6e-07, n=13) between the item means implied by Table 1's percentages and the deposit's HonosE column means, with the identity mapping agreeing on rank to within 2 places for every item, the same item 3 most severe in both (2.43 / 3.22 - as an SUD sample requires) and the same three items 2/4/6 least severe. TEXT: item_text transcribed verbatim from Table 1 including its commas ('Overactive, aggressive, disruptive or agitated behaviour', where the RCPsych glossary writes 'or' throughout) - the study's wording was kept, not normalised to the glossary's. option_text is the glossary's canonical 0-4 format, a deliberate second source named here because the paper labels only the endpoints. LANGUAGE: French administration, English shipped in the base fields with _translated empty (fallback); no French text exists in the deposit or the paper. correct_response blank throughout - HoNOS is a clinician severity rating with no key.","The HoNOS-13 was administered in French; no French wording was deposited, so the English item names printed in the source paper's Table 1 are shipped in their place, and the 0-4 response anchors come from the Royal College of Psychiatrists' HoNOS glossary rather than from the study, which labels only the two endpoints.",
che_2026_regulatory_self_efficacy,unknown,unknown,https://doi.org/10.6084/m9.figshare.32090683.v1 (Raw dade.xlsx); instrument identified as RESE (Caprara & Gerbino 2001); Xu et al. 2026 BMC Psychol 14:787 (PMC13217869) for the competing Chinese versions,"Blocked; no __items.csv written. mapping_basis=unknown and text_source=unknown because nothing was shipped, not as a hedge. Checked and found empty of item wording: the Figshare article metadata (api.figshare.com/v2/articles/32090683 -- references:[], one file), the file itself ('Raw dade.xlsx', 1 sheet, 56 coded headers, numeric cells only, no value labels), data/che_2026_social_support.py (regex column split only, no label map), and searches of Crossref and Europe PMC for the companion paper (0 hits). Instrument identified as the Caprara & Gerbino Regulatory Emotional Self-Efficacy scale (12 items, 1-5) from the deposit's keywords + shape; its verbatim wording is not recoverable from an open authoritative source, and the Chinese administered wording is absent from the deposit entirely. Licence is not the obstacle here: the deposit is CC BY 4.0.",,
chen2022_cls,reconstructed,translated_substitute,"Chen & Hu 2022 Front. Psychol. 13:1014794 (data: figshare 21515877, CC BY 4.0); item wording: Maes et al. 2015 Assessment, 'The Children's Loneliness Scale: Factor Structure and Construct Validity in Belgian Children', Table 2; filler-item positions: Asher, Hymel & Renshaw 1984","Item codes A1..A24 are the CLS's own 24-item numbering: the 8 numbers absent from the Figshare source file (2,5,7,11,13,15,19,23) are exactly the CLS's 8 published filler positions, and data/chen2022_left_behind_adolescents.py melts the source columns unchanged, so item = source column name. Wording transcribed from Maes et al. (2015, Assessment) Table 2, which prints all 16 items labelled with their CLS numbers (CLS1, CLS3, ...); the study's own paper reproduces only one example item and the Figshare CSV carries no variable labels. Administered instrument was the Chinese CLS (Wang et al., 1999); no Chinese wording appears anywhere in the deposit (Data_Sheet_1 is a bare numeric CSV, header ASCII only) or in the article, so the English canonical wording is shipped as the fallback with _translated left empty. Option anchors are the CLS's own 5 anchors; both the study and Maes label only the endpoints (1 = not at all / never, 5 = always), which agree in direction with them. The six reverse-worded items (A1,A4,A8,A10,A16,A22) are stored ALREADY reverse-scored -- the as-stored 16-item mean reproduces the paper's Table 2 (M 2.04, SD 0.54) exactly while re-reversing them gives 2.36/0.36 -- so their anchors are shipped in descending order (resp 1 = 'Always true'). instructions left blank: neither the paper nor the deposit publishes the administered instructions.","Item wording is the canonical English CLS and refers to the school context, while the study administered a Chinese version and interprets the scale as loneliness at home; the six reverse-worded items (A1, A4, A8, A10, A16, A22) are stored already reverse-scored, so their response labels run in descending order (resp 1 = 'Always true').",
chen2022_ses,reconstructed,translated_substitute,"Chen C, Hu L (2022) Front. Psychol. 13:1014794, doi:10.3389/fpsyg.2022.1014794; Data_Sheet_1 (figshare article 21515877, file 38137143, CC BY 4.0) = the A1..A48 column codes; paper Measures section = instrument identity, 4-point scale and the Chinese adaptation cite (Ji and Yu, 1999); item wording = canonical Rosenberg (1965) RSES.","Clean pass on validate_items.R --table-sets (10/10 items, resp 1-4), but three caveats. (1) MAPPING IS RECONSTRUCTED, not sourced: the deposited file (Frontiers Data_Sheet_1, figshare 21515877) has bare headers A1..A48 with no variable labels, and the paper reproduces no RSES item wording (only one example, 'I have lots of good qualities'), so A25..A34 = RSES items 1..10 is inferred from questionnaire position. Corroborated but not proven: the preceding CLS block omits exactly A2,A5,A7,A11,A13,A15,A19,A23, which are exactly Asher et al. (1984)'s 8 filler positions (1 in 735471 by chance), so the A-numbers are canonical instrument positions in instrument order. Nothing distinguishes A27 from A28. (2) LANGUAGE FALLBACK: administered in Chinese (Ji and Yu, 1999 adaptation); neither the deposit (one CSV, zero CJK characters) nor the paper carries the Chinese wording, so canonical English Rosenberg (1965) wording ships in the base fields with language=Chinese and the _translated columns omitted. (3) option_text SHIPS BLANK. The paper states a 4-point scale '1 = very conformity to 4 = very inconformity', but the deposited values are already keyed toward high self-esteem: 36 of 45 inter-item correlations are positive (up to +0.45) and item-rest r is +0.27..+0.48 for nine items, which a raw 5-positive/5-negative RSES cannot produce. So resp=1 does not mean the same anchor on every item and the published anchors cannot be attached per item without assuming the (unverified) polarity of each position. A34 is the lone exception (item-rest r = -0.16, mean 1.49 vs 2.2-3.2 for the rest), consistent with one item left unreversed when the others were scored; flagged, not resolved.","The Rosenberg Self-Esteem Scale wording here is the canonical English original mapped onto the file's positional codes A25-A34; the study administered a Chinese adaptation whose wording it does not publish, and no source ties an individual code to an individual item. Response options are left blank because the deposited values are already keyed toward high self-esteem rather than to the paper's stated '1 = very conformity ... 4 = very inconformity' anchors, and item A34 runs opposite to the other nine (item-rest r = -0.16).",
chen2022b_selfesteem,data_labels,translated_substitute,figshare 19410062 Data_Sheet_1.csv (CC BY 4.0) column headers 31-40; Frontiers Psychol 13:852256 / PMC8989465,"Source: Frontiers in Psychology 13:852256 (Chen, Ji & Jiang 2022), doi 10.3389/fpsyg.2022.852256; data deposit figshare 19410062, CC BY 4.0, Data_Sheet_1.csv (cached .cache/chen2022b_selfesteem/data.csv). mapping_basis=data_labels in the strongest possible form: the IRW item code IS the source CSV column header, and the header is the item text, so the codes are self-describing and no mapping step exists (data/chen_2022b_adolescents.py takes esteem_cols = cols[31:41] and melts with var_name='item', no rename). Step 3b checked: the 10 live items are unmistakably the Rosenberg SES, matching the table name and the dictionary Description, not the CPANS or MSPSS blocks in the same file. Transcription is verbatim from the headers, source typos retained. text_source=translated_substitute because the administration was Chinese (Ji & Yu 1999 version) and the English shipped is the authors' own column-header rendering, not the administered wording; the deposit CSV and the PMC full text both contain zero CJK characters, so the administered original is not recoverable within the deposit or the paper's supplements. option_text left blank deliberately -- see notes_chen2022b_selfesteem.csv; the file is stored already direction-aligned so no uniform anchor set is correct, and the two candidate orientations are contradicted by the paper vs its own data. One raw value of 22 on 'I feel I have no strengths' is dropped by the processing script's range filter, which is why that item has n=416 against 417 for the other nine. No rights restriction found: Frontiers CC BY article, CC BY 4.0 figshare deposit, no NC/ND clause on the wording.","Responses in this table are stored already direction-aligned (higher = higher self-esteem), so the 1-4 codes do not share one anchor orientation across the ten items; the paper's stated anchor direction is contradicted by its own data, so no response-option wording is shipped. Item text is the authors' English rendering of the items, taken verbatim from their data file's column headers (source typos retained); the instrument was administered in Chinese and no Chinese wording is published in the article or the deposit.",
chen2022b_socsupport,data_labels,translated_substitute,Chen et al. (2022) Front. Psychol. 13:852256 (10.3389/fpsyg.2022.852256) + figshare S1 data file 10.3389/fpsyg.2022.852256.s001 (ndownloader/files/34495295); instrument Zimet et al. (1988) MSPSS; Chinese version Chou (2000),"IRW item codes are verbatim S1 column headers (data/chen_2022b_adolescents.py melts columns 20-31 without renaming), so code-to-text needs no inference; the headers are the authors' English glosses and map one-for-one onto canonical MSPSS items 1-12 in published order (e.g. header 'my family can give me suport when I needed' = MSPSS 4, matching the paper's own example item 'my family can give me emotional help and support when I need'). Words shipped are the canonical Zimet 1988 English wording rather than the terse headers; administration was Chinese and no Chinese wording exists in the paper or the deposit (0 CJK characters in S1), hence the translated_substitute fallback with language=Chinese and no _translated columns. Anchor direction confirmed against the raw S1 file: support mean 4.64 on 1-7 and r=-0.27 with the abuse block, consistent with 1=very strongly disagree..7=very strongly agree as the paper states. No rights restriction found on MSPSS wording; the NC rule did not fire (no quotable clause).","Item text is the canonical English MSPSS wording; the study administered a Chinese version and no Chinese wording is published in the paper or its data deposit, and the anchors for scale points 2-6 are the canonical MSPSS labels rather than ones the study printed.",
chen2025_self_esteem,unknown,unknown,"figshare 10.6084/m9.figshare.30093970 (Liquan Chen, 2025, CC BY 4.0) -- sole file 'Raw Data_Body Image, Self-Esteem, Peer Support, and Physical Activities Motivation in Adolescents.sav'; data/chen2025_body_image.py","BLOCKED, no __items.csv written. Source ranking exhausted: level 1 (the .sav's own labels) is empty for every item column -- 0 of 10 SE columns carry a variable label, the file has 0 value-label sets, and only 8 of 73 columns carry any label at all (demographics plus SPSS's own Zscore() columns); level 2 (the study's paper/supplement) does not exist -- the figshare record has one file, no references and no linked publication, and Crossref/web searches found no Chen (2025) paper for this design; level 3 (the published instrument) is unusable because the deposit never names the instrument, so identifying it as the RSES would itself be the guess. Code derivation is the benign pattern (item IS the source column name: _melt_scale melts raw['SE1'..'SE10'] with var_name='item'), so nothing is lost there -- the gap is text, not mapping mechanics. Recorded as mapping_basis=unknown rather than paper_order because no source lists the items at all.",,
chen_2021_acculturation,data_labels,translated_substitute,"PLOS ONE 10.1371/journal.pone.0258323 S1 Data (SPSS .sav), variable labels ACC_1..ACC_24; paper Table 1","Item text is the .sav variable label for each ACC_i with the leading 'Acculturation_N.' prefix stripped; the IRW item code IS the source column name (data/chen_2021_bidimensional_acculturation.py melts ACC_1..ACC_24 unchanged), so there is no mapping inference. option_text is the .sav value labels never/seldom/sometimes/often/always, whose 0-4 codes the processing script's LIKERT_MAP shifts to the live 1-5. The paper's Table 1 note gives 'rarely...usually' for the same 0-4 anchors, a source-internal wording inconsistency; the value labels attached to the shipped data were preferred. Administered in Mandarin Chinese by interview; no Chinese-language wording appears in S1 Data (the only supplement) or the article, so the authors' English is the fallback base text.","The BAS-MBIW was administered orally in Mandarin Chinese; the item wording shown is the authors' own published English, as no Chinese-language version appears in the article or its single supplementary file. Note also that responses are stored 1-5 while the paper scores the scale 0-4, and that the paper's Table 1 names the anchors 'rarely...usually' where the data file's own value labels read 'never...always' (the latter are shipped).",
chen_2021_enculturation,data_labels,translated_substitute,"PLOS ONE 10.1371/journal.pone.0258323 (Chen et al. 2021, BAS-MBIW) S1 Data .sav (cached .cache/chen_2021_enculturation/s1.sav); item wording = SPSS variable labels ENC_1..ENC_24; anchors = SPSS value labels (0 never .. 4 always); resp recoding from data/chen_2021_bidimensional_acculturation.py LIKERT_MAP","Level-1 source throughout: the .sav labels every ENC column with its full item wording and every value with its anchor, and the IRW item codes ARE the source column names (the processing script melts ENC_1..ENC_24 by name), so there is no positional or order inference on either axis. Corroborated by the article text, which quotes items 19 and 20 word-for-word as the labels give them. Deviations from literal transcription: the 'Enculturation_<n>.' prefix was stripped from each label, and the anchors are attached to IRW's 1-5 rather than the published 0-4 because the processing script's LIKERT_MAP shifts them (never=1 .. always=5, order preserved). Text is English while the interviews were conducted in Mandarin Chinese; no Chinese wording exists in the deposit (the .sav has zero CJK characters across all labels) or in the article's only supplement (S1 Data is the sole supporting file), so the fallback applies. No instructions published.","The BAS-MBIW was administered as a Mandarin Chinese interview (with an interpreter where needed), but no Chinese wording is published in the paper or its S1 Data file, so the item text shown is the English wording carried in the data file's own SPSS variable labels. Note also that the published scale is scored 0-4 (never..always) while the IRW table stores 1-5, so the anchors here are attached to the shifted coding.",
