table,batch,mapping_basis,uploaded,route,status,evidence
chanal_2020_francais,batch_019,unknown,,block structure (route 5) + item-grade correlation pattern (route 8); published-order hypothesis tested and rejected,NO_ROUTE,"Route 5 (subscale block structure) + route 8, run against the only candidate mapping (the published instrument order in the 2019 Appendix A). Mean inter-item r over the 5 parallel administrations = .257 overall; hypothesised blocks: IM-stim .395, IM-ach .181, identified .338, introj-approach .266, introj-avoidance .177, external-approach .156, external-avoidance .376, amotivation .222 -- 4 of 8 below the overall mean. Convergent item-grade r (item in subject X vs grade in subject X, averaged over 4 subjects): 5 most negative columns are 24 (-.177), 32 (-.176), 19 (-.167), 23 (-.135), 8 (-.123), while the hypothesised amotivation block 30-33 reads -.034, -.084, -.176, +.065 -- only 1 of 4 in the bottom 5 and col 33 positive. Hypothesis rejected. A Hungarian match of the 2020 Table 4 correlations onto the 33 columns fits tightly (mean |dr| = .017 per item vs .026-.144 for the other 4 domains) but its implied autonomous-motivation set shares only 6 of 12 columns with the empirically clustered 12-item autonomous block, so it is not accepted. What this does NOT establish: any correct item-to-column mapping. No mapping was shipped and no items CSV was written."
chatton2024_honos13,batch_019,paper_explicit,,"explicit numbering match (paper item 'NN.' = deposit column HonosE/S<NN> = honos_NN, per data/chatton2024_honos13.py), corroborated by route 1 (per-item severity from published response-rate distribution)",VERIFIED,"Every one of the 13 items is tied by its own printed number: Table 1 lists '3. Problem drinking or drug taking', the deposit column is HonosE3/HonosS3, and data/chatton2024_honos13.py maps that integer to honos_03 by prefix-strip + zero-pad - a label match across all 13, so no two items can be interchanged. Numeric corroboration (verify_chatton2024_honos13.R, re-runnable): item means implied by Table 1's 65 response-rate percentages vs the deposit's 609-row HonosE columns, in shipped order - 0.54/0.71, 0.31/0.52, 2.43/3.22, 0.44/0.60, 0.67/0.91, 0.47/0.50, 1.64/2.07, 1.46/1.83, 1.19/1.60, 1.12/1.72, 1.25/1.67, 1.57/2.11, 0.83/1.19; Spearman 0.9615, p=1.6e-07, max |rank difference| 2 under the identity mapping, item 3 the most severe of 13 in both lists and items 2/4/6 the three least severe in both. The deposit runs uniformly more severe than Table 1 (Table 1's analysis subset is not identified in the paper: entry, exit and pooled columns all miss its percentages, by up to 27.1pp, 8.2pp and 10.0pp respectively, and the published medians 16/11 read 18/12 in the deposit), so this second route is corroborative at the rank level - the item-by-item tie is carried by the numbering match above, which is one of SKILL.md Step 5b's two stated exemptions."
che_2026_regulatory_self_efficacy,batch_019,unknown,,"none available -- no item text shipped; routes 1,2,3,9 unavailable, route 5 at best PARTIAL and presupposes the missing wording",NO_ROUTE,"NO_ROUTE, established rather than assumed. No item text was shipped, so there is no item_text<->item and no option_text<->resp mapping to verify -- the status is NO_ROUTE by construction. Structural facts recorded for a future attempt: irw::irw_table_sets() gives 10,764 rows, 12 distinct items ('RES item1'..'RES item12'), resp set exactly {1,2,3,4,5}, per-item n = 897 for all 12 (11 items span 1-5, 'RES item12' spans 2-5, 4 levels used). That flat n and the single shared 1-5 scale are what kill the statistical routes: route 1 (per-item M/SD) has no source table to match because no paper exists; route 2 (per-item range structure) is flat -- 12 of 12 items on one scale, so the range vector carries no signature; route 3 (published totals/subscale means) has no published number to compare against; route 9 (response-frequency label matching) needs a labelled source and the source xlsx stores integers with no value labels. The only route with any power is route 5 (subscale blocks: the RESE's POS/DES/ANG facets, which Xu et al. 2026 Table 2 shows falling in the contiguous blocks Y1-Y4 / Y5-Y8 / Y9-Y12), and it was NOT run and would not have sufficed: it can at best assign each code to one of 3 four-item blocks and can never distinguish the 4 members within a block, so it would be PARTIAL at its very best -- and it presupposes the wording that is itself unavailable. What this does NOT establish: nothing about any item's wording, because no wording was obtained from any source. No irw_fetch()/export was performed; all live numbers above are server-side irw_table_sets() aggregates."
chen2022_cls,batch_019,reconstructed,,structural item-number signature + published scale M/SD (route 3) + keying polarity blocks (route 6),PARTIAL,"P1 filler-gap signature: numbers absent from A1..A24 = {2,5,7,11,13,15,19,23}, exactly the CLS's 8 published filler positions (8/8). P2 published scale statistic: as-stored 16-item mean over N=303 = 2.04, SD = 0.54, against the paper's Table 2 M=2.04 SD=0.54; the counterfactual that re-reverses A1,A4,A8,A10,A16,A22 gives 2.36/0.36, so the six reverse-worded items are stored already reversed and the descending anchors shipped for them are correct. P3 wording-method blocks: every one of the 16 items correlates more strongly with its own shipped polarity block than with the other (e.g. A16 r=.295 rev vs .158 non-rev; A21 r=.086 rev vs .241 non-rev), 16/16. Does NOT establish order within a polarity block -- an item_text swap between A9 and A21, or between A1 and A4, would survive all three routes; cross-sample loading ranks from Maes et al. give no discrimination (Spearman -0.12 against corrected item-total r, Belgian vs Chinese sample). Hence PARTIAL."
chen2022_ses,batch_019,reconstructed,,structural block/numbering test (verify_chen2022_ses.R): filler-position match on the neighbouring CLS block + per-block response-range boundaries; plus scoring-direction diagnostic on the RSES block,PARTIAL,"Live item set A25..A34 == the source file's A25..A34 (irw_table_sets, no export). The source file keeps 16 of A1..A24 and omits exactly {2,5,7,11,13,15,19,23}, which is exactly Asher et al. (1984)'s LSDQ filler set (1/choose(24,8) = 1/735471 by chance) -- so the A-numbers are canonical instrument positions in instrument order, which is the whole basis for A25+k = RSES item k+1. Block boundaries confirmed by observed maxima: A1-A24 max 5 (CLS 1-5), A25-A34 max 4 (RSES 1-4), A35-A48 max 3 (SASC 1-3), 16/10/14 columns respectively. Scoring direction: 36/45 RSES inter-item correlations positive (range -0.15 to +0.45), item-rest r = +0.31/+0.29/+0.41/+0.28/+0.27/+0.39/+0.39/+0.48/+0.35 for A25-A33 and -0.16 for A34. WHAT THIS DOES NOT ESTABLISH: it does not distinguish any individual RSES item from any other -- A27 vs A28 and every other within-block pair are untested, because no source publishes per-item statistics, the items share one response range, and the stored values are pre-keyed so polarity gives no signal. It also does not resolve A34's reversed behaviour."
chen2022b_selfesteem,batch_019,data_labels,,exempt: self-describing item codes / source column headers are the item text,NOT_NEEDED,"mapping_basis=data_labels and the item codes are self-describing: the live item values ARE the source CSV column headers ARE the item text (e.g. 'I feel worthless'), and data/chen_2022b_adolescents.py melts them with no rename, so a permutation is impossible -- Step 5b is not applicable to the item axis. The option axis was not shipped (option_text blank on all 40 rows), so there is nothing to verify there either. What WAS checked against the data, and is recorded in the notes rather than as a mapping claim: the stored values are already direction-aligned. Averaging the 10 columns as stored reproduces the paper's Table 1 exactly (PA-SE r=-0.261 vs published -0.26; SE-SP r=0.279 vs 0.28; PA 1.70/0.53 F and 1.82/0.62 M, SP 4.75/1.15 and 4.54/1.34, both exact) and alpha 0.731 vs a published 0.76, while reverse-scoring items 3/5/8/9/10 gives r=-0.089 and alpha 0.563. This does NOT establish which polarity block was flipped or which anchor is resp=1."
chen2022b_socsupport,batch_019,data_labels,no,exempt: self-describing source column headers / .sav variable labels (SKILL.md Step 5b exemption),NOT_NEEDED,"figshare 19410062 Data_Sheet_1.csv: source column headers ARE the authors' English item glosses (typos preserved), and data/chen_2022b_adolescents.py melts columns 20-31 without renaming, so the IRW item code IS the self-describing source header. No mapping step exists to be permuted."
chen2025_self_esteem,batch_019,unknown,,none available -- no item text shipped,NO_ROUTE,"No item text was shipped (BLOCKED), so there is no item_text<->item or option_text<->resp mapping to verify; this row records what was ruled out so 'couldn't check' does not read as 'checked'. Live ground truth via irw::irw_table_sets (server-side aggregates, no export): 11,000 rows, 10 items SE1..SE10, n=1100 each, resp set exactly {1,2,3,4,5} with all 5 levels on all 10 items. Routes ruled out against the source .sav (n=1100): route 1 (per-item published statistics) -- no paper exists, so nothing to match; route 2 (per-item response ranges) -- flat, all 10 items are 1-5; route 3 (published totals) -- the file's own SE column reproduces the raw 10-item sum exactly (r=1.000, mean 31.357 both ways), which confirms no reverse-scoring was applied but says nothing about which item is which; route 5 (subscale blocks) -- the RSES has no published subscale split into which 10 items could be sorted; route 6 (keying polarity) -- DEAD, all 45 inter-item correlations are positive (0.322 to 0.464, 0 negative), so the 5 negatively-worded items an RSES administration would contain are not detectable, and item means span only 3.101-3.154 with SDs 0.984-1.024; route 7 (marker item) -- no item is distinguishable, the largest mean gap between any two items is 0.053; route 9 (response-frequency matching) -- inapplicable, the source stores the same integers 1-5 as the live table. What this does NOT establish: it does not establish that the instrument is the RSES, nor any item's wording; it establishes only that the ten item codes are statistically exchangeable in this data, so no future statistical route can order them and only a source document (questionnaire, codebook, or the unpublished paper) can unblock this table."
chen_2021_acculturation,batch_019,data_labels,no,exempt: self-describing source column headers / .sav variable labels (SKILL.md Step 5b exemption),NOT_NEEDED,"PLOS ONE S1 Data .sav: SPSS variable labels carry the full wording of ACC_1..ACC_24, and data/chen_2021_bidimensional_acculturation.py melts those columns by name without renaming, so the IRW item code IS the source column name. No mapping step exists to be permuted."
chen_2021_enculturation,batch_019,data_labels,no,exempt: self-describing source column headers / .sav variable labels (SKILL.md Step 5b exemption),NOT_NEEDED,"PLOS ONE S1 Data .sav: SPSS variable labels carry the full wording of ENC_1..ENC_24 and value labels the anchors; data/chen_2021_bidimensional_acculturation.py melts those columns by name without renaming, so the IRW item code IS the source column name. No mapping step exists to be permuted."
chinvararak_2021_ecr,batch_019,unknown,,"n/a -- blocked on rights before any text was shipped; routes 3 (subscale-total reproduction), 6 (keying polarity) and 8 (semantic/level check) were run and recorded for a future attempt",NO_ROUTE,"BLOCKED on rights, no CSV shipped, so there is no shipped mapping to verify -- NO_ROUTE is recorded for that reason, not for lack of a route. Positive facts established and recorded for a future attempt: (a) irw_table_sets gives 18 items ecr1..ecr18, 3,240 rows, n=180 per item, resp levels {1,2,3,4,5,6,7} for every item; (b) in the source .sav, mean of {ecr2,ecr4,ecr6,ecr8,ecr10,ecr12,ecr14,ecr16,ecr18} equals the file's own AnxietyScore with max abs diff 0.000000 across all 180 rows (r=1.000000), and mean of {ecr1,ecr3,ecr5,ecr7,ecr9,ecr11,ecr13,ecr15,ecr17} equals AvoidanceScore with max abs diff 0.000000 (r=1.000000), pinning the even=anxiety / odd=avoidance split that Wongpakaran Table 1's numbering asserts; (c) polarity: ecr1 (the one avoidance-keyed positively-scored item, 'I prefer not to show a partner how I feel deep down') correlates -0.09..-0.26 with the seven comfort-worded avoidance items ecr3,5,7,9,11,13,17 and +0.13..+0.27 with the nine anxiety items, exactly the sign pattern the numbered wording predicts, and matching the paper's report that item 1 cross-loads on anxiety (0.533) in the clinical sample; (d) direction of the 1-7 anchors: the anxiety block has no reverse items, and its raw mean of 3.428 sits between Wongpakaran's non-clinical 3.01 and clinical 3.70, whereas a flipped coding would require 8-3.428=4.57, far outside both -- so 1='strongly disagree', 7='strongly agree' as printed. What none of this establishes: nothing about a shipped table, because none was shipped; and it does not separate items WITHIN a subscale on statistics alone -- that separation rests on the .sav's Thai variable labels matching Wongpakaran's numbered items one-for-one, which is a label match, not an inference."
