"table","section_id","item","instrument","language","instructions","section_prompt","item_text","item_text_translated","correct_response","option_text","option_text_translated","resp"
"opladen2025_fks","opladen2025_fks_1","FKS_1","Fragebogen körperdysmorpher Symptome (FKS)","German",NA,NA,"Machen Sie sich Sorgen über das Aussehen eigener Körperteile, die Sie als besonders unattraktiv einschätzen?","worry about body parts perceived as unattractive",NA,"überhaupt nicht","not at all",1
"opladen2025_fks","opladen2025_fks_1","FKS_1","Fragebogen körperdysmorpher Symptome (FKS)","German",NA,NA,"Machen Sie sich Sorgen über das Aussehen eigener Körperteile, die Sie als besonders unattraktiv einschätzen?","worry about body parts perceived as unattractive",NA,"ein wenig","a little",2
"opladen2025_fks","opladen2025_fks_1","FKS_1","Fragebogen körperdysmorpher Symptome (FKS)","German",NA,NA,"Machen Sie sich Sorgen über das Aussehen eigener Körperteile, die Sie als besonders unattraktiv einschätzen?","worry about body parts perceived as unattractive",NA,"mittel","medium",3
"opladen2025_fks","opladen2025_fks_1","FKS_1","Fragebogen körperdysmorpher Symptome (FKS)","German",NA,NA,"Machen Sie sich Sorgen über das Aussehen eigener Körperteile, die Sie als besonders unattraktiv einschätzen?","worry about body parts perceived as unattractive",NA,"stark","strong",4
"opladen2025_fks","opladen2025_fks_1","FKS_1","Fragebogen körperdysmorpher Symptome (FKS)","German",NA,NA,"Machen Sie sich Sorgen über das Aussehen eigener Körperteile, die Sie als besonders unattraktiv einschätzen?","worry about body parts perceived as unattractive",NA,"sehr stark","very strong",5
"opladen2025_fks","opladen2025_fks_1","FKS_3","Fragebogen körperdysmorpher Symptome (FKS)","German",NA,NA,"Ist Ihre Hauptsorge über Ihre körperliche Erscheinung, dass Sie nicht dünn genug sind oder zu dick werden könnten?","not being thin enought/being fat as a main concern",NA,"überhaupt nicht","not at all",1
"opladen2025_fks","opladen2025_fks_1","FKS_3","Fragebogen körperdysmorpher Symptome (FKS)","German",NA,NA,"Ist Ihre Hauptsorge über Ihre körperliche Erscheinung, dass Sie nicht dünn genug sind oder zu dick werden könnten?","not being thin enought/being fat as a main concern",NA,"ein wenig","a little",2
"opladen2025_fks","opladen2025_fks_1","FKS_3","Fragebogen körperdysmorpher Symptome (FKS)","German",NA,NA,"Ist Ihre Hauptsorge über Ihre körperliche Erscheinung, dass Sie nicht dünn genug sind oder zu dick werden könnten?","not being thin enought/being fat as a main concern",NA,"mittel","medium",3
"opladen2025_fks","opladen2025_fks_1","FKS_3","Fragebogen körperdysmorpher Symptome (FKS)","German",NA,NA,"Ist Ihre Hauptsorge über Ihre körperliche Erscheinung, dass Sie nicht dünn genug sind oder zu dick werden könnten?","not being thin enought/being fat as a main concern",NA,"stark","strong",4
"opladen2025_fks","opladen2025_fks_1","FKS_3","Fragebogen körperdysmorpher Symptome (FKS)","German",NA,NA,"Ist Ihre Hauptsorge über Ihre körperliche Erscheinung, dass Sie nicht dünn genug sind oder zu dick werden könnten?","not being thin enought/being fat as a main concern",NA,"sehr stark","very strong",5
"opladen2025_fks","opladen2025_fks_1","FKS_4","Fragebogen körperdysmorpher Symptome (FKS)","German",NA,NA,"Wünschen Sie sich, dass Sie nicht so oft an Ihr körperliches Aussehen denken müssen?","desire not to have to think about appearance so often",NA,"überhaupt nicht","not at all",1
"opladen2025_fks","opladen2025_fks_1","FKS_4","Fragebogen körperdysmorpher Symptome (FKS)","German",NA,NA,"Wünschen Sie sich, dass Sie nicht so oft an Ihr körperliches Aussehen denken müssen?","desire not to have to think about appearance so often",NA,"ein wenig","a little",2
"opladen2025_fks","opladen2025_fks_1","FKS_4","Fragebogen körperdysmorpher Symptome (FKS)","German",NA,NA,"Wünschen Sie sich, dass Sie nicht so oft an Ihr körperliches Aussehen denken müssen?","desire not to have to think about appearance so often",NA,"mittel","medium",3
"opladen2025_fks","opladen2025_fks_1","FKS_4","Fragebogen körperdysmorpher Symptome (FKS)","German",NA,NA,"Wünschen Sie sich, dass Sie nicht so oft an Ihr körperliches Aussehen denken müssen?","desire not to have to think about appearance so often",NA,"stark","strong",4
"opladen2025_fks","opladen2025_fks_1","FKS_4","Fragebogen körperdysmorpher Symptome (FKS)","German",NA,NA,"Wünschen Sie sich, dass Sie nicht so oft an Ihr körperliches Aussehen denken müssen?","desire not to have to think about appearance so often",NA,"sehr stark","very strong",5
"opladen2025_fks","opladen2025_fks_1","FKS_5","Fragebogen körperdysmorpher Symptome (FKS)","German",NA,NA,"Fühlen Sie sich wegen Ihrer Sorgen über Ihr körperliches Aussehen belastet?","stress caused by worries about appearance",NA,"überhaupt nicht","not at all",1
"opladen2025_fks","opladen2025_fks_1","FKS_5","Fragebogen körperdysmorpher Symptome (FKS)","German",NA,NA,"Fühlen Sie sich wegen Ihrer Sorgen über Ihr körperliches Aussehen belastet?","stress caused by worries about appearance",NA,"ein wenig","a little",2
"opladen2025_fks","opladen2025_fks_1","FKS_5","Fragebogen körperdysmorpher Symptome (FKS)","German",NA,NA,"Fühlen Sie sich wegen Ihrer Sorgen über Ihr körperliches Aussehen belastet?","stress caused by worries about appearance",NA,"mittel","medium",3
"opladen2025_fks","opladen2025_fks_1","FKS_5","Fragebogen körperdysmorpher Symptome (FKS)","German",NA,NA,"Fühlen Sie sich wegen Ihrer Sorgen über Ihr körperliches Aussehen belastet?","stress caused by worries about appearance",NA,"stark","strong",4
"opladen2025_fks","opladen2025_fks_1","FKS_5","Fragebogen körperdysmorpher Symptome (FKS)","German",NA,NA,"Fühlen Sie sich wegen Ihrer Sorgen über Ihr körperliches Aussehen belastet?","stress caused by worries about appearance",NA,"sehr stark","very strong",5
"opladen2025_fks","opladen2025_fks_1","FKS_6","Fragebogen körperdysmorpher Symptome (FKS)","German",NA,NA,"Fühlen Sie sich wegen Ihrer Sorgen über Ihr körperliches Aussehen in Ihrem Leben beeinträchtigt (z.B. in der Arbeit, zu Hause oder in der Freizeit)?","impairment due to worries about appearance",NA,"überhaupt nicht","not at all",1
"opladen2025_fks","opladen2025_fks_1","FKS_6","Fragebogen körperdysmorpher Symptome (FKS)","German",NA,NA,"Fühlen Sie sich wegen Ihrer Sorgen über Ihr körperliches Aussehen in Ihrem Leben beeinträchtigt (z.B. in der Arbeit, zu Hause oder in der Freizeit)?","impairment due to worries about appearance",NA,"ein wenig","a little",2
"opladen2025_fks","opladen2025_fks_1","FKS_6","Fragebogen körperdysmorpher Symptome (FKS)","German",NA,NA,"Fühlen Sie sich wegen Ihrer Sorgen über Ihr körperliches Aussehen in Ihrem Leben beeinträchtigt (z.B. in der Arbeit, zu Hause oder in der Freizeit)?","impairment due to worries about appearance",NA,"mittel","medium",3
"opladen2025_fks","opladen2025_fks_1","FKS_6","Fragebogen körperdysmorpher Symptome (FKS)","German",NA,NA,"Fühlen Sie sich wegen Ihrer Sorgen über Ihr körperliches Aussehen in Ihrem Leben beeinträchtigt (z.B. in der Arbeit, zu Hause oder in der Freizeit)?","impairment due to worries about appearance",NA,"stark","strong",4
"opladen2025_fks","opladen2025_fks_1","FKS_6","Fragebogen körperdysmorpher Symptome (FKS)","German",NA,NA,"Fühlen Sie sich wegen Ihrer Sorgen über Ihr körperliches Aussehen in Ihrem Leben beeinträchtigt (z.B. in der Arbeit, zu Hause oder in der Freizeit)?","impairment due to worries about appearance",NA,"sehr stark","very strong",5
"opladen2025_fks","opladen2025_fks_1","FKS_7","Fragebogen körperdysmorpher Symptome (FKS)","German",NA,NA,"Vermeiden Sie bestimmte Situationen wegen Ihres körperlichen Aussehens (z.B. in Gesellschaft ausgehen, Familienfeiern)?","avoidance behavior due to concerns about appearance",NA,"überhaupt nicht","not at all",1
"opladen2025_fks","opladen2025_fks_1","FKS_7","Fragebogen körperdysmorpher Symptome (FKS)","German",NA,NA,"Vermeiden Sie bestimmte Situationen wegen Ihres körperlichen Aussehens (z.B. in Gesellschaft ausgehen, Familienfeiern)?","avoidance behavior due to concerns about appearance",NA,"ein wenig","a little",2
"opladen2025_fks","opladen2025_fks_1","FKS_7","Fragebogen körperdysmorpher Symptome (FKS)","German",NA,NA,"Vermeiden Sie bestimmte Situationen wegen Ihres körperlichen Aussehens (z.B. in Gesellschaft ausgehen, Familienfeiern)?","avoidance behavior due to concerns about appearance",NA,"mittel","medium",3
"opladen2025_fks","opladen2025_fks_1","FKS_7","Fragebogen körperdysmorpher Symptome (FKS)","German",NA,NA,"Vermeiden Sie bestimmte Situationen wegen Ihres körperlichen Aussehens (z.B. in Gesellschaft ausgehen, Familienfeiern)?","avoidance behavior due to concerns about appearance",NA,"stark","strong",4
"opladen2025_fks","opladen2025_fks_1","FKS_7","Fragebogen körperdysmorpher Symptome (FKS)","German",NA,NA,"Vermeiden Sie bestimmte Situationen wegen Ihres körperlichen Aussehens (z.B. in Gesellschaft ausgehen, Familienfeiern)?","avoidance behavior due to concerns about appearance",NA,"sehr stark","very strong",5
"opladen2025_fks","opladen2025_fks_1","FKS_8","Fragebogen körperdysmorpher Symptome (FKS)","German",NA,NA,"Wie viel Zeit verbringen Sie pro Tag damit, über Ihre hässlichen oder besonders unattraktiven Körperteile nachzudenken?","time spent thinking about parts perceived as unattractive",NA,"überhaupt nicht","not at all",1
"opladen2025_fks","opladen2025_fks_1","FKS_8","Fragebogen körperdysmorpher Symptome (FKS)","German",NA,NA,"Wie viel Zeit verbringen Sie pro Tag damit, über Ihre hässlichen oder besonders unattraktiven Körperteile nachzudenken?","time spent thinking about parts perceived as unattractive",NA,"ein wenig","a little",2
"opladen2025_fks","opladen2025_fks_1","FKS_8","Fragebogen körperdysmorpher Symptome (FKS)","German",NA,NA,"Wie viel Zeit verbringen Sie pro Tag damit, über Ihre hässlichen oder besonders unattraktiven Körperteile nachzudenken?","time spent thinking about parts perceived as unattractive",NA,"mittel","medium",3
"opladen2025_fks","opladen2025_fks_1","FKS_8","Fragebogen körperdysmorpher Symptome (FKS)","German",NA,NA,"Wie viel Zeit verbringen Sie pro Tag damit, über Ihre hässlichen oder besonders unattraktiven Körperteile nachzudenken?","time spent thinking about parts perceived as unattractive",NA,"stark","strong",4
