"table","section_id","item","instrument","language","instructions","section_prompt","item_text","correct_response","option_text","resp"
"qin_2025_cultural_identity","qin_2025_cultural_identity_1","CI1","Cultural identity scale (Qin & Zhang 2025, Ningxia cultural-heritage tourism questionnaire)","Chinese",NA,NA,"I desire to immerse myself in the local culture in the cultural heritage destination.",NA,NA,1
"qin_2025_cultural_identity","qin_2025_cultural_identity_1","CI1","Cultural identity scale (Qin & Zhang 2025, Ningxia cultural-heritage tourism questionnaire)","Chinese",NA,NA,"I desire to immerse myself in the local culture in the cultural heritage destination.",NA,NA,2
"qin_2025_cultural_identity","qin_2025_cultural_identity_1","CI1","Cultural identity scale (Qin & Zhang 2025, Ningxia cultural-heritage tourism questionnaire)","Chinese",NA,NA,"I desire to immerse myself in the local culture in the cultural heritage destination.",NA,NA,3
"qin_2025_cultural_identity","qin_2025_cultural_identity_1","CI1","Cultural identity scale (Qin & Zhang 2025, Ningxia cultural-heritage tourism questionnaire)","Chinese",NA,NA,"I desire to immerse myself in the local culture in the cultural heritage destination.",NA,NA,4
"qin_2025_cultural_identity","qin_2025_cultural_identity_1","CI1","Cultural identity scale (Qin & Zhang 2025, Ningxia cultural-heritage tourism questionnaire)","Chinese",NA,NA,"I desire to immerse myself in the local culture in the cultural heritage destination.",NA,NA,5
"qin_2025_cultural_identity","qin_2025_cultural_identity_1","CI1","Cultural identity scale (Qin & Zhang 2025, Ningxia cultural-heritage tourism questionnaire)","Chinese",NA,NA,"I desire to immerse myself in the local culture in the cultural heritage destination.",NA,NA,6
"qin_2025_cultural_identity","qin_2025_cultural_identity_1","CI2","Cultural identity scale (Qin & Zhang 2025, Ningxia cultural-heritage tourism questionnaire)","Chinese",NA,NA,"I wish to engage with the cultural elements of the cultural heritage.",NA,NA,1
"qin_2025_cultural_identity","qin_2025_cultural_identity_1","CI2","Cultural identity scale (Qin & Zhang 2025, Ningxia cultural-heritage tourism questionnaire)","Chinese",NA,NA,"I wish to engage with the cultural elements of the cultural heritage.",NA,NA,2
"qin_2025_cultural_identity","qin_2025_cultural_identity_1","CI2","Cultural identity scale (Qin & Zhang 2025, Ningxia cultural-heritage tourism questionnaire)","Chinese",NA,NA,"I wish to engage with the cultural elements of the cultural heritage.",NA,NA,3
"qin_2025_cultural_identity","qin_2025_cultural_identity_1","CI2","Cultural identity scale (Qin & Zhang 2025, Ningxia cultural-heritage tourism questionnaire)","Chinese",NA,NA,"I wish to engage with the cultural elements of the cultural heritage.",NA,NA,4
"qin_2025_cultural_identity","qin_2025_cultural_identity_1","CI2","Cultural identity scale (Qin & Zhang 2025, Ningxia cultural-heritage tourism questionnaire)","Chinese",NA,NA,"I wish to engage with the cultural elements of the cultural heritage.",NA,NA,5
"qin_2025_cultural_identity","qin_2025_cultural_identity_1","CI2","Cultural identity scale (Qin & Zhang 2025, Ningxia cultural-heritage tourism questionnaire)","Chinese",NA,NA,"I wish to engage with the cultural elements of the cultural heritage.",NA,NA,6
"qin_2025_cultural_identity","qin_2025_cultural_identity_1","CI3","Cultural identity scale (Qin & Zhang 2025, Ningxia cultural-heritage tourism questionnaire)","Chinese",NA,NA,"I aspire to gain insight into the local culture in the cultural heritage.",NA,NA,1
"qin_2025_cultural_identity","qin_2025_cultural_identity_1","CI3","Cultural identity scale (Qin & Zhang 2025, Ningxia cultural-heritage tourism questionnaire)","Chinese",NA,NA,"I aspire to gain insight into the local culture in the cultural heritage.",NA,NA,2
"qin_2025_cultural_identity","qin_2025_cultural_identity_1","CI3","Cultural identity scale (Qin & Zhang 2025, Ningxia cultural-heritage tourism questionnaire)","Chinese",NA,NA,"I aspire to gain insight into the local culture in the cultural heritage.",NA,NA,3
"qin_2025_cultural_identity","qin_2025_cultural_identity_1","CI3","Cultural identity scale (Qin & Zhang 2025, Ningxia cultural-heritage tourism questionnaire)","Chinese",NA,NA,"I aspire to gain insight into the local culture in the cultural heritage.",NA,NA,4
"qin_2025_cultural_identity","qin_2025_cultural_identity_1","CI3","Cultural identity scale (Qin & Zhang 2025, Ningxia cultural-heritage tourism questionnaire)","Chinese",NA,NA,"I aspire to gain insight into the local culture in the cultural heritage.",NA,NA,5
"qin_2025_cultural_identity","qin_2025_cultural_identity_1","CI3","Cultural identity scale (Qin & Zhang 2025, Ningxia cultural-heritage tourism questionnaire)","Chinese",NA,NA,"I aspire to gain insight into the local culture in the cultural heritage.",NA,NA,6
