"table","section_id","item","instrument","language","instructions","instructions_translated","section_prompt","item_text","item_text_translated","correct_response","option_text","option_text_translated","resp"
"jiang_2024_ptsinv","jiang_2024_ptsinv_1","PTSInv1","Perceived Teacher Support - Invested (Metheny, McWhirter & O'Neil 2008), Chinese adaptation as administered by Jiang et al. (2024)","Chinese","请根据您的实际情况，从“非常不同意”到“非常同意”中选择作答。","Please answer according to your actual situation, choosing from ""strongly disagree"" to ""strongly agree"".",NA,"老师们期待我用功学习。","My teachers expect me to work hard at school.",NA,"非常不同意","Strongly disagree",1
"jiang_2024_ptsinv","jiang_2024_ptsinv_1","PTSInv1","Perceived Teacher Support - Invested (Metheny, McWhirter & O'Neil 2008), Chinese adaptation as administered by Jiang et al. (2024)","Chinese","请根据您的实际情况，从“非常不同意”到“非常同意”中选择作答。","Please answer according to your actual situation, choosing from ""strongly disagree"" to ""strongly agree"".",NA,"老师们期待我用功学习。","My teachers expect me to work hard at school.",NA,"不同意","Disagree",2
"jiang_2024_ptsinv","jiang_2024_ptsinv_1","PTSInv1","Perceived Teacher Support - Invested (Metheny, McWhirter & O'Neil 2008), Chinese adaptation as administered by Jiang et al. (2024)","Chinese","请根据您的实际情况，从“非常不同意”到“非常同意”中选择作答。","Please answer according to your actual situation, choosing from ""strongly disagree"" to ""strongly agree"".",NA,"老师们期待我用功学习。","My teachers expect me to work hard at school.",NA,"有些不同意","Somewhat disagree",3
"jiang_2024_ptsinv","jiang_2024_ptsinv_1","PTSInv1","Perceived Teacher Support - Invested (Metheny, McWhirter & O'Neil 2008), Chinese adaptation as administered by Jiang et al. (2024)","Chinese","请根据您的实际情况，从“非常不同意”到“非常同意”中选择作答。","Please answer according to your actual situation, choosing from ""strongly disagree"" to ""strongly agree"".",NA,"老师们期待我用功学习。","My teachers expect me to work hard at school.",NA,"既不同意也不反对","Neither agree nor disagree",4
"jiang_2024_ptsinv","jiang_2024_ptsinv_1","PTSInv1","Perceived Teacher Support - Invested (Metheny, McWhirter & O'Neil 2008), Chinese adaptation as administered by Jiang et al. (2024)","Chinese","请根据您的实际情况，从“非常不同意”到“非常同意”中选择作答。","Please answer according to your actual situation, choosing from ""strongly disagree"" to ""strongly agree"".",NA,"老师们期待我用功学习。","My teachers expect me to work hard at school.",NA,"有些同意","Somewhat agree",5
"jiang_2024_ptsinv","jiang_2024_ptsinv_1","PTSInv1","Perceived Teacher Support - Invested (Metheny, McWhirter & O'Neil 2008), Chinese adaptation as administered by Jiang et al. (2024)","Chinese","请根据您的实际情况，从“非常不同意”到“非常同意”中选择作答。","Please answer according to your actual situation, choosing from ""strongly disagree"" to ""strongly agree"".",NA,"老师们期待我用功学习。","My teachers expect me to work hard at school.",NA,"同意","Agree",6
"jiang_2024_ptsinv","jiang_2024_ptsinv_1","PTSInv1","Perceived Teacher Support - Invested (Metheny, McWhirter & O'Neil 2008), Chinese adaptation as administered by Jiang et al. (2024)","Chinese","请根据您的实际情况，从“非常不同意”到“非常同意”中选择作答。","Please answer according to your actual situation, choosing from ""strongly disagree"" to ""strongly agree"".",NA,"老师们期待我用功学习。","My teachers expect me to work hard at school.",NA,"非常同意","Strongly agree",7
"jiang_2024_ptsinv","jiang_2024_ptsinv_1","PTSInv2","Perceived Teacher Support - Invested (Metheny, McWhirter & O'Neil 2008), Chinese adaptation as administered by Jiang et al. (2024)","Chinese","请根据您的实际情况，从“非常不同意”到“非常同意”中选择作答。","Please answer according to your actual situation, choosing from ""strongly disagree"" to ""strongly agree"".",NA,"老师们会认真回答我的问题。","My teachers answer my questions carefully.",NA,"非常不同意","Strongly disagree",1
"jiang_2024_ptsinv","jiang_2024_ptsinv_1","PTSInv2","Perceived Teacher Support - Invested (Metheny, McWhirter & O'Neil 2008), Chinese adaptation as administered by Jiang et al. (2024)","Chinese","请根据您的实际情况，从“非常不同意”到“非常同意”中选择作答。","Please answer according to your actual situation, choosing from ""strongly disagree"" to ""strongly agree"".",NA,"老师们会认真回答我的问题。","My teachers answer my questions carefully.",NA,"不同意","Disagree",2
"jiang_2024_ptsinv","jiang_2024_ptsinv_1","PTSInv2","Perceived Teacher Support - Invested (Metheny, McWhirter & O'Neil 2008), Chinese adaptation as administered by Jiang et al. (2024)","Chinese","请根据您的实际情况，从“非常不同意”到“非常同意”中选择作答。","Please answer according to your actual situation, choosing from ""strongly disagree"" to ""strongly agree"".",NA,"老师们会认真回答我的问题。","My teachers answer my questions carefully.",NA,"有些不同意","Somewhat disagree",3
"jiang_2024_ptsinv","jiang_2024_ptsinv_1","PTSInv2","Perceived Teacher Support - Invested (Metheny, McWhirter & O'Neil 2008), Chinese adaptation as administered by Jiang et al. (2024)","Chinese","请根据您的实际情况，从“非常不同意”到“非常同意”中选择作答。","Please answer according to your actual situation, choosing from ""strongly disagree"" to ""strongly agree"".",NA,"老师们会认真回答我的问题。","My teachers answer my questions carefully.",NA,"既不同意也不反对","Neither agree nor disagree",4
"jiang_2024_ptsinv","jiang_2024_ptsinv_1","PTSInv2","Perceived Teacher Support - Invested (Metheny, McWhirter & O'Neil 2008), Chinese adaptation as administered by Jiang et al. (2024)","Chinese","请根据您的实际情况，从“非常不同意”到“非常同意”中选择作答。","Please answer according to your actual situation, choosing from ""strongly disagree"" to ""strongly agree"".",NA,"老师们会认真回答我的问题。","My teachers answer my questions carefully.",NA,"有些同意","Somewhat agree",5
