table,note
VSOCFP_Sebo_2024,"Live items are SOC4, SOC6, SOC8-SOC13 -- the 8-item refined French scale (SOC-8) reported by Sebo et al. 2024, not the full SOC-13; the processing script keeps only the non-reverse-stored SOC columns and then drops SOC5, so items 1,2,3,5,7 are absent. instrument is named for the SOC-8 accordingly."
VSOCFP_Sebo_2024,"Item wording is the French SOC-13 as printed in Multimedia Appendix 1 of the source paper (open access, CC BY), transcribed verbatim except that runs of layout whitespace inside sentences were collapsed to single spaces."
VSOCFP_Sebo_2024,Known one-character difference between two level-1 sources: the OSF .dta value label for SOC11 at 7 reads 'Vous voyez les choses dans de juste proportions'; the published questionnaire reads 'de justes proportions'. The questionnaire wording ships; verify_VSOCFP_Sebo_2024.R reports the difference rather than failing on it.
VSOCFP_Sebo_2024,Only the 1 and 7 anchors were labelled in the source; option_text for resp 2-6 is deliberately blank rather than padded with the scale number.
VSOCFP_Sebo_2024,"The _translated columns are not the study's own English: item_text_translated is quoted verbatim from the English SOC-13 item table of Islam et al. 2025 (PMC11960917), option_text_translated from the English anchors printed by Bonanato et al. 2022 (PMC9364613), and instructions_translated was translated from the French by this project. In the French administration item 10's anchors run 'Tres souvent'(1) -> 'Tres rarement ou jamais'(7), the reverse of the direction those English sources print for item 10; the English strings were matched to the administered French anchors, not to the English sources' direction."
VSOCFP_Sebo_2024,"Rights: no reserved right located for Antonovsky's Sense of Coherence scale / Orientation to Life Questionnaire -- no fee, permission-required, non-commercial, no-derivatives or no-redistribution clause was found on any rights-holder page, and the wording shipped here is the study authors' own French version published in their CC BY 4.0 article's appendix. No row was added to instrument_rights_register.csv (a round may only write 'block' rows)."
Veterans_Affairs_SSVF_Survey_2016-17,"Clean pass with caveats. (1) 4 of 59 items ship no full stem: item 7 ('Q8 into', live resp set {1}) is blank, and items 43/49/55 are the sixth 'Other Supportive Services' write-in row, shipped with the data dictionary's block stem but no sub-service label, because the FOIA release publishes neither. (2) Item 58's wording is the 2015 form's ('since you finished receiving services'); items 56/57 use the FY2018-2020 form's 'since you started' phrasing, so item 58's FY2016-2017 phrasing may differ. (3) Step 5b status is PARTIAL: the script re-run pins item -> source column for 59 of 59, but the cross-file need-rate route cannot separate public-benefits grid positions 1-4 (Health care / Daily living / Personal financial planning / Transportation) from one another. (4) Item 3's scale runs 1=Very Dissatisfied..5=Very Satisfied, the reverse of the direction the VA data dictionary states for the FY2018-2020 satisfaction items -- verified against the data, not assumed."
verbagg,"Clean pass on validate_items.R (24/24 items, resp set {0,1}) with three real caveats, all disclosed in provenance: (a) the base fields are English for a Dutch administration (fallback, language=Dutch, _translated empty) because no Dutch wording is published in the lme4 deposit or in De Boeck and Wilson's archived online materials; (b) the do-mode item sentences ('I would curse' / 'I would scold' / 'I would shout') are the parallel of the published want-mode form 'I would want to curse', which is the only mode any reachable source quotes verbatim; (c) option_text for resp=1 reads 'perhaps or yes', a description of lme4's r2 dichotomisation rather than a printed option -- the administered scale was no / perhaps / yes. Not blocked; no retry test applies."
Veterans_Affairs_SSVF_Survey_2016-17,"audit_batch WARN explained, and it is a property of the response data and of the FOIA release, not an itemtext defect. (a) Row-count anomaly on items 13, 30-37 and 51 (median 6633): every one of these is a 'What was the quality of service?' follow-up, gated by the matching 'Did you need this service?' screener -- only respondents who needed and received that service answer it, so their row counts sit well below the median by design (13 = VA Benefits assistance, 30-37 = the eight other-public-benefits rows, 51 = Other Supportive Services / utility fee payment assistance). (b) The 0.6% blank item_text, (c) the 0.6% blank option_text and (d) the '1 of 59 items has NO option_text rows' are all the SAME single row: item 7, resp 1. Item 7 is the FY2016-2017 form's 'Q8 into' transition column, whose only stored value is 1 and whose wording the FOIA release does not publish, so both fields are deliberately blank under the no-padding rule. Items 43/49/55 do carry text (the Other Supportive Services block stem without a sub-service label) and are not part of these three WARNs."
Veterans_Affairs_SSVF_Survey_2016-17,"Step 5b orchestrator re-check of the agent's public claim about coding direction: CONFIRMED in substance, corrected in magnitude. Server-side over the live table, pairing item 1 and item 3 within id (n=5743 complete pairs): CORR = +0.84 (the agent reported +0.869), mean item 1 = 4.4, mean item 3 = 4.5, and 5135/5743 = 89.4% of respondents at item 3 resp>=4. Both items therefore ascend toward the favourable pole, so item 3's 1=Very Dissatisfied to 5=Very Satisfied direction stands. The public_note was edited from r=+0.87 to r=+0.84 because +0.87 did not reproduce."
