"table","section_id","item","instrument","language","instructions","section_prompt","item_text","item_text_translated","correct_response","option_text","option_text_translated","resp"
"han_2026_phq9","han_2026_phq9_1","PHQ01","Patient Health Questionnaire-9 (PHQ-9)","Chinese",NA,NA,"对做事情缺乏兴趣或乐趣","Lack of interest or pleasure in doing things",NA,"Never",NA,0
"han_2026_phq9","han_2026_phq9_1","PHQ01","Patient Health Questionnaire-9 (PHQ-9)","Chinese",NA,NA,"对做事情缺乏兴趣或乐趣","Lack of interest or pleasure in doing things",NA,"Several days",NA,1
"han_2026_phq9","han_2026_phq9_1","PHQ01","Patient Health Questionnaire-9 (PHQ-9)","Chinese",NA,NA,"对做事情缺乏兴趣或乐趣","Lack of interest or pleasure in doing things",NA,"More than half the days",NA,2
"han_2026_phq9","han_2026_phq9_1","PHQ01","Patient Health Questionnaire-9 (PHQ-9)","Chinese",NA,NA,"对做事情缺乏兴趣或乐趣","Lack of interest or pleasure in doing things",NA,"Nearly every day",NA,3
"han_2026_phq9","han_2026_phq9_1","PHQ02","Patient Health Questionnaire-9 (PHQ-9)","Chinese",NA,NA,"感到心情低落、沮丧或绝望","Feeling down, depressed, or hopeless",NA,"Never",NA,0
"han_2026_phq9","han_2026_phq9_1","PHQ02","Patient Health Questionnaire-9 (PHQ-9)","Chinese",NA,NA,"感到心情低落、沮丧或绝望","Feeling down, depressed, or hopeless",NA,"Several days",NA,1
"han_2026_phq9","han_2026_phq9_1","PHQ02","Patient Health Questionnaire-9 (PHQ-9)","Chinese",NA,NA,"感到心情低落、沮丧或绝望","Feeling down, depressed, or hopeless",NA,"More than half the days",NA,2
"han_2026_phq9","han_2026_phq9_1","PHQ02","Patient Health Questionnaire-9 (PHQ-9)","Chinese",NA,NA,"感到心情低落、沮丧或绝望","Feeling down, depressed, or hopeless",NA,"Nearly every day",NA,3
"han_2026_phq9","han_2026_phq9_1","PHQ03","Patient Health Questionnaire-9 (PHQ-9)","Chinese",NA,NA,"入睡困难、早醒或睡得过多（超过 10 小时）","Trouble falling asleep, waking up too early, or sleeping too much (over 10 hours)",NA,"Never",NA,0
"han_2026_phq9","han_2026_phq9_1","PHQ03","Patient Health Questionnaire-9 (PHQ-9)","Chinese",NA,NA,"入睡困难、早醒或睡得过多（超过 10 小时）","Trouble falling asleep, waking up too early, or sleeping too much (over 10 hours)",NA,"Several days",NA,1
"han_2026_phq9","han_2026_phq9_1","PHQ03","Patient Health Questionnaire-9 (PHQ-9)","Chinese",NA,NA,"入睡困难、早醒或睡得过多（超过 10 小时）","Trouble falling asleep, waking up too early, or sleeping too much (over 10 hours)",NA,"More than half the days",NA,2
