table,note
CPDMMC_Kunnari_2020_HCD,"Clean pass. Item text and the code->question key come from the study's own OSF deposit (osf.io/vmy4q): PDP_codebook.pdf gives one verbatim question per column code, Materials.pdf gives the full dilemma vignette for each of the 12 high-conflict dilemmas (shipped as section_prompt, one section per dilemma). Caveat worth knowing: the codebook keys VT to the Vaccine dilemma and V to the Vitamins dilemma, which reads backwards at a glance; the assignment is the deposit's, transcribed as published. No literal instruction text is published anywhere in the deposit, so instructions is blank rather than paraphrased from the paper's description. Only the 1 and 7 anchors are labelled (codebook: 1 = Not acceptable at all, 7 = Totally acceptable); resp 2-6 have blank option_text and were not padded. The paper's body renders anchor 1 as 'not at all acceptable'; the codebook wording was used. LINT WARN ADJUDICATED (Step 5b re-check): lint_verification.R flagged the VERIFIED row for hedging about the VT/V code pair. Kept VERIFIED. The pair is separated by semantic coherence plus a direction predicted independently of the codebook (VT saves millions at one life; V takes a kidney from a survivor to save six), and the observed means run VT 4.780 > V 3.493 as that predicts. Evidence string amended with the re-check."
CPDMMC_Kunnari_2020_PDP,"Clean pass. Item text = the judgment question keyed to each code in the study's own PDP_codebook.pdf (osf.io/rx234); the vignette that precedes each question is transcribed into section_prompt from Materials.pdf (osf.io/98tmk), one section per item because the congruent and incongruent versions of a dilemma are DIFFERENT scenarios and nothing is shared across items. instructions left blank: the paper describes the task ('Participants were asked to indicate if they consider the action unacceptable') but no literal instruction text is published anywhere in the deposit. Two source oddities kept verbatim rather than corrected: CA_C/CA_IC read 'too fast to break in time' (for 'brake') and VP_C reads 'sideeffects'. One deliberate deviation: the congruent Relationship vignette in Materials.pdf ends by repeating its own judgment question inside the paragraph; that duplicate sentence was dropped from section_prompt so the question appears once, in item_text."
CQTMS_Hur_2023,"PASS with partial coverage. Item text ships for 79 of the 160 items: Hur & Seo (2023) published wording only for the 79 items retained in the final scale (Supplement 5, Korean; Supplement 3, English), never for the 81 preliminary items dropped by CTT/IRT/EFA screening, so those 81 items ship blank item_text rather than invented wording. Of the 79, only 49 have the study's own English translation -- Supplement 3, which the paper says holds 'the English version of the final items', in fact contains only 5 of the 8 character qualities (Care and respect, Collaboration and magnanimity, Creativity and positivity are missing), so 30 items ship Korean with an empty item_text_translated rather than an IRW-generated translation. The 5-point anchors ('strongly disagree'=1 ... 'strongly agree'=5) are shipped in English because the Korean anchors appear nowhere in the article or the CC0 Dataverse deposit. Supplement 1 reports 17 negatively-worded items already reverse-scored while the live IRW table stores raw responses; the shipped anchors describe the raw direction, which is what the live data holds (verified: 62 positively-worded items match Supplement 1's distributions directly, 17 match them mirrored). AUDIT WARN EXPLAINED (Step 5c): audit_batch.R flags '50.6% of rows have blank item_text'. This is a property of the SOURCE, not an itemtext defect and not a response-data defect. The live table carries all 160 items of the preliminary CQTMS form, but Hur & Seo (2023) published wording only for the 79 items that survived CTT/IRT/EFA screening; the 81 screened-out items were never printed in the article, its five supplements, or the CC0 Dataverse deposit. Those 81 therefore ship with blank item_text rather than invented wording, which is the correct outcome. The WARN will persist on any re-run and should not be treated as actionable."
CV_OASIS_ODSIS_PPE_Novak_2020_BFI,"PASS with caveats. (1) Administered language is Czech; no Czech BFI-N wording exists anywhere in the OSF deposit (osf.io/ad6b3: ex.dataset.csv / pa.dataset.csv headers are bare codes BFI_N_1..8, code_book_BFI_N.txt lists only the reverse-coded items, CZ_short_OASIS_ODSIS.Rmd labels cov_topics* in Czech but never any BFI item, retest.data.oasis.odsis.sav covers OASIS/ODSIS only) nor in the MDPI paper (10.3390/ijerph181910337), which describes the BFI-N in one paragraph and reproduces no items. Shipped the canonical English BFI-44 Neuroticism wording as the documented fallback: text_source=translated_substitute, language=Czech, *_translated columns emitted empty (that pair is the backfill signal). (2) The paper names only the two endpoint anchors, 'Fully disagree' (1) and 'Fully agree' (5); resp 2-4 are left blank rather than padded. (3) instructions is the canonical BFI stem 'I see myself as someone who ...', not text the paper prints. (4) Mapping verified only to polarity class -- PARTIAL, see verification_CV_OASIS_ODSIS_PPE_Novak_2020_BFI.csv."
CV_OASIS_ODSIS_PPE_Novak_2020_DSES,"Pass with caveats. (1) LANGUAGE FALLBACK: the study was administered in Czech and no Czech wording exists in the OSF deposit (osf.io/ad6b3; ex.dataset.csv / pa.dataset.csv carry bare column headers, retest.data.oasis.odsis.sav has no DSES variables, CZ_short_OASIS_ODSIS.Rmd never quotes a DSES item) nor in the source paper (Sandora et al. 2021 IJERPH 18:10337, which does not mention the DSES at all); the shipped English is Underwood's canonical wording, language=Czech with empty _translated columns is the backfill signal. (2) RIGHTS: shipped with wording_rights=NC -- see provenance; a human should confirm the call. (3) Only 7 of the Czech version's 15 items were administered (1, 10-15). (4) Mapping is reconstructed, verified PARTIAL."
corti_2023_academic_adaptation,"Clean pass with two caveats. (1) The 1-5 response anchors are not published anywhere in the source: the S1 .sav carries no value labels for P1_a..P1_g and the PLOS paper only states 'five-point scale', so option_text ships blank for all 35 rows rather than being padded with the scale numbers. (2) The IRW table holds only the seven P1_* satisfaction items; the paper's ten-item initial-adaptation scale also includes P2_Adaptacion, P3_Motivacion and P4_Dificultades, which the processing script does not carry, so 'academic_adaptation' names a construct broader than the seven items shipped here."
cox_2024_feedback_perceptions,"Item text is the S1 Dataset (.xlsx) column headers verbatim, minus the PreQ#/PostQ# prefixes (one item code spans both waves) and with three missing spaces restored where the source header had run words together ('feedbackin'->'feedback in', 'throughoutyour'->'throughout your', 'feedbackduring'->'feedback during', 'memberin'->'member in'). Live resp set is 3-5 only: no respondent used 1 (never) or 2 (once in a while), so only the sometimes/often/almost always anchors are shipped, per the exact-set gate. The paper states no literal instruction text, so instructions is blank."
cucchi_2018_kims,"Clean pass with caveats. Item text and the 1-5 anchors come from the study's own SPSS file (peerj-06-5756-s003.sav, PeerJ supplement S3), whose variable labels carry the full item wording and whose value labels carry the anchors; IRW item codes KIMS1-18 are the .sav column names unchanged (data/cucchi_2018_rfq.py melts them directly), so there is no mapping inference. Deviations disclosed: the 'KIMSn: ' prefix was stripped from each variable label; the source's own typos are preserved verbatim ('expeactions' in KIMS2, a double space in KIMS18). The study administered only the Describing (KIMS1-8) and Acting with Awareness (KIMS9-18) subscales of the 39-item KIMS and renumbered them 1-18, so these codes are NOT canonical KIMS item numbers. Stored responses are raw, not reverse-scored (reverse-worded items 4,5,6,9,11,14,15,16,17 correlate -0.20 on average with the positively-worded set, +0.26/+0.32 within sets), so the anchors ship in the source's stated direction. instructions/section_prompt left blank: neither the .sav, the File definition.pdf codebook, nor the paper supplies administration instructions."
cucchi_2018_rfq,"Clean pass. Item wording taken verbatim from the study's own SPSS variable labels (peerj-06-5756-s003.sav, Europe PMC PMC6211265 supplementaryFiles), stripping the leading 'RFQn: ' code prefix each label carries; corroborated item-for-item against the paper's Table 2, which prints the same eight codes with the same wording (Table 2 truncates RFQ3 to '...why I am', the .sav label has the full '...why I am saying them'). Caveat: the .sav gives each item its own value-label set; seven of the eight are identical up to the casing of 'Strongly agree'/'Strongly Agree', but RFQ1's set (labels10) reads 'Strongly disagree / disagree / disagree somewhat / neither agree nor disagree / somehow agree / agree / strongly agree'. The order is identical; the differences are lower-casing and an apparent typo ('somehow' for 'somewhat'). The seven-item consensus wording was shipped for all eight items rather than reproducing the RFQ1 variant, since respondents saw one anchor set. No instructions text is published in the paper or the deposit, so 'instructions' is left blank rather than supplying canonical RFQ boilerplate. verify_cucchi_2018_rfq.R not written: mapping_basis=data_labels, and the IRW item codes ARE the source column names (data/cucchi_2018_rfq.py melts RFQ1..RFQ8 by name), so there is no mapping inference to re-run."
cucchi_2018_scoff,"Clean pass. Caveat for anyone later 'tidying' the text: items SCOFF2, SCOFF3 and SCOFF4 are shipped without a terminal question mark because the source .sav's variable labels write them that way; only SCOFF1 and SCOFF5 carry one. The 'SCOFFn: ' code prefix present in each label was stripped. instructions and section_prompt are blank because neither the paper nor the deposit publishes any administration instructions for the SCOFF -- that is a gap in the source, not an omission."
