table,batch,mapping_basis,uploaded,route,status,evidence
corti_2023_academic_adaptation,batch_024,data_labels,,source variable labels (exact match) + route 1 per-item means by subgroup (paper Tables 3/4/5) + per-item n vs irw_table_sets(),VERIFIED,"SPSS variable label == shipped item_text for all 7 items (exact string match). Paper Tables 3/4/5 print per-item means by degree (BAM/Pedagogy/Early Childhood): P1_a 4.05/4.30/4.53, P1_b 3.71/4.17/3.81, P1_c 3.57/4.09/3.42, P1_d 3.87/4.20/3.52, P1_e 2.78/3.48/3.06, P1_f 3.25/3.28/2.77, P1_g 3.67/3.96/3.65; computed from the S1 .sav these are 4.05/4.30/4.53, 3.71/4.17/3.81, 3.57/4.09/3.42, 3.87/4.20/3.52, 2.78/3.48/3.06, 3.25/3.27/2.76, 3.67/3.95/3.65 -- max abs diff 0.0100, all 7 triples distinct, 0 off-diagonal matches within 0.011, so the route distinguishes every item from every other item. .sav per-item non-missing n 953,951,952,951,950,950,951 equals irw_table_sets() per-item n for the live table exactly (no export). What this does NOT establish: the option_text<->resp axis -- the 1-5 anchors are unlabelled in both the .sav and the paper, so option_text ships blank and no direction is claimed."
cox_2024_feedback_perceptions,batch_024,data_labels,,per-item published means/SDs (route 1),VERIFIED,"Route 1 (per-item published descriptives). Paper Results/Table 1 gives pre;post mean+-SD per question; live item x wave means reproduce all ten to <=0.005: confidence 3.52;4.37 pub vs 3.52;4.38 obs, effort 4.14;4.50 vs 4.14;4.50, frequency 4.34;4.75 vs 4.34;4.75, interest 4.83;4.83 vs 4.83;4.83, importance 4.79;4.87 vs 4.79;4.88; all ten SDs match to 0.01 (0.57/0.58, 0.74/0.59, 0.55/0.53, 0.38/0.48, 0.49/0.45). The five items' (pre,post) mean pairs are mutually distinct, so any pairwise swap breaks the comparison. What this does NOT establish: the option_text->resp anchor order, which is transcribed from the paper's stated 1=never..5=almost always rather than checked against data."
CPDMMC_Kunnari_2020_HCD,batch_024,paper_explicit,,"explicit code labels in the deposit codebook + per-item mean match to the raw source file (route 1/9-style), corroborated by response-distribution semantics (route 8)",VERIFIED,"PDP_codebook.pdf keys every one of the 12 column codes to a distinct verbatim question, so the code->text tie is a label match, not an order inference. The one inferential link -- that the IRW item code is that same source column -- is pinned numerically: per-item means from PDP_data.csv vs live irw_fetch agree to <=4.7e-07 for all 12 (CB 3.325983/3.325983, S 2.466922/2.466922, SM 5.106424/5.106424, ...), while the smallest gap between any two item means is 0.010, i.e. 4 orders of magnitude larger, so no permutation of the 12 codes is consistent with the data. Content corroboration: the two personal-force dilemmas FB (2.70) and S (2.47) are the two lowest and SM (5.11, victim dies regardless) the highest. What this does NOT establish: the codebook's own code<->question assignment is taken as published -- notably VT=Vaccine and V=Vitamins, which reads backwards at a glance and cannot be separated statistically (means 4.78 vs 3.49 are both plausible either way). ORCHESTRATOR RE-CHECK (Step 5b, 2026-09-04): the agent's doubt about VT/V is resolved, not open. The two codes are content-coherent with the shipped text (VT = the vaccine-test dilemma, V = the vitamin-deficiency kidney dilemma), and the direction is predicted independently of the codebook: VT kills one to save millions, V forcibly takes a kidney from a man who survives to save six, so VT should be the more acceptable of the pair. Observed means are VT 4.780 vs V 3.493, in that order. Route 8 (semantic coherence) therefore separates the one pair the per-item mean identity check could not, and the codebook's assignment stands as published."
CPDMMC_Kunnari_2020_PDP,batch_024,paper_explicit,,"9 (response-frequency matching, raw OSF file vs live table)",VERIFIED,"Counted each raw value per column in PDP_data.csv (osf.io/3z6wg, 1043 respondents) against each resp level per item in the live table (18,774 rows). All 36 cells match exactly under raw 1->resp 0, raw 2->resp 1: AB_C 780/263 vs 780/263, AB_IC 969/74 vs 969/74, AR_C 309/734, AR_IC 752/291, BC_C 117/926, BC_IC 447/596, CA_C 106/937, CA_IC 784/259, HT_C 28/1015, HT_IC 62/981, REL_C 29/1014, REL_IC 193/850, TM_C 273/770, TM_IC 626/417, TOR_C 297/746, TOR_IC 578/465, VP_C 332/711, VP_IC 920/123. All 18 (n0,n1) pairs are mutually distinct (18 of 18 unique), so no permutation of the 18 item codes and no flip of the two option labels could reproduce this; both mapping axes are pinned item by item. What it does NOT establish is the fidelity of the transcribed wording itself, which is taken verbatim from PDP_codebook.pdf and Materials.pdf and was not independently re-derived."
CQTMS_Hur_2023,batch_024,paper_order,,"per-item response distributions (Supplement 1) matched over all 160 live columns, both orientations",PARTIAL,"Route 1/8 (per-item response distributions, Supplement 1) run server-side over all 160 live items: for 78 of the 79 published items the nearest live column, searched over all 160 columns in both orientations, is itm<n> itself, with own-L1 <= 0.0030 (e.g. itm1 direct 0.0007 vs published 0.064/0.160/0.292/0.386/0.098) and the smallest separation from the runner-up 0.0115 (itm122). 62 items match Supplement 1 directly and 17 match it mirrored -- exactly the negatively-worded stems -- so the live table stores raw responses and the anchors' direction is pinned (option_text axis). The one exception is I21, whose Supplement 1 row is byte-identical to I133's (0.057/0.306/0.396/0.209/0.030), a duplicated row in the supplement; itm21's own reversed profile sits 0.105 from it. This pins itm<n> == paper I<n> for all 79 items. It does NOT establish the Korean-text-to-number tie for the 30 items that appear only in Supplement 5 (no item numbers there), which rests on the ascending-order rule validated on the 49 overlapping items, and it says nothing about the 81 items that ship blank item_text. Hence PARTIAL, not VERIFIED."
cucchi_2018_kims,batch_024,data_labels,,not_applicable (self-describing source labels),NOT_NEEDED,"mapping_basis=data_labels, exempt per SKILL.md Step 5b. The .sav (peerj-06-5756-s003.sav) variable labels are self-prefixed with their own column code (e.g. 'KIMS1: I am good at finding the words to describe my feelings'), and data/cucchi_2018_rfq.py melts KIMS1..KIMS18 without renaming, so the IRW item code IS the labelled source column and no mapping step exists to verify. Set sizes agreed exactly at the gate: 18 items, resp set 1-5, per-item n 206-210."
cucchi_2018_rfq,batch_024,data_labels,,source variable labels + code-is-column-name (exempt route),NOT_NEEDED,"NOT_NEEDED: mapping is authoritative at the source. IRW item codes RFQ1-RFQ8 are the literal .sav column names (data/cucchi_2018_rfq.py: value_vars=[f'RFQ{i}' for i in 1..8], melt by name -- no positional assignment), and each of those 8 columns carries its own variable label with the item text and its own code prefix ('RFQ3: When I get angry I say things without really knowing why I am saying them'). Independently corroborated by the paper's Table 2, which lists all 8 codes against the same wording. Resp axis needs no inference either: the live resp set is 1-7 and the .sav value labels are attached per column to those same integers (1=Strongly disagree .. 7=Strongly agree), and the live per-item n is 229 for all 8 items against 229 non-missing rows per RFQ column in the .sav (RFQ1 counts 15/56/48/47/35/18/10 across 1-7, summing to 229). What this does NOT establish: nothing statistical was run, because none is needed -- a permuted mapping is impossible when the code is the labelled column name itself."
cucchi_2018_scoff,batch_024,data_labels,,source data labels (self-identifying codes) + route 9 response/score reconstruction,VERIFIED,"item_text<->item needs no inference: the live codes SCOFF1..SCOFF5 are the .sav column names, and each variable label is self-prefixed with its own code, so every item is distinguished from every other at the source. option_text<->resp verified numerically: recoding the .sav's 1=YES/2=NO to YES=1/NO=0 reproduces the file's own SCOFF total score for 228/228 complete cases, while the flipped direction agrees on 0/228; per-item non-missing n in the .sav (229,229,229,228,229) equals live irw_table_sets() per-item n exactly (229,229,229,228,229). What this does NOT establish: nothing independent of the .sav -- both axes rest on that file being the source of the IRW table, which the per-item n match and the processing script together support."
cucchi_2018_tas20,batch_024,data_labels,,source variable labels (exempt route) + route 3/6 anchor-direction check: reconstruct the .sav's stored TAS total from the raw items,PARTIAL,"item<->item_text is tied at the source and is exempt: all 20 columns of the study's own peerj-06-5756-s003.sav are labelled ""TASn: <wording>"" (e.g. TAS9 = ""I am able to describe my feelings easily""), and data/cucchi_2018_rfq.py melts those columns under their own names, so the IRW code IS the source column name -- no positional step to get wrong. The re-runnable check in verify_cucchi_2018_tas20.R verifies the option_text<->resp axis instead, which did carry inference (no anchors are published anywhere in the study materials). The .sav's stored TAS total is reproduced exactly for 201/201 complete cases (100.0%) by summing the items with {TAS9, TAS13, TAS15, TAS18, TAS19} reverse-keyed, versus 20/201 (10.0%) for the plain row sum; those five are exactly canonical TAS-20 reverse items 4, 5, 10, 18, 19 under the labels' own wording, which is only consistent with 1 = Strongly disagree .. 5 = Strongly agree (a flipped scale would make the complementary 15 items the reverse-keyed set). Corrected item-total correlations agree: TAS9 -0.553, TAS19 -0.263, TAS15 -0.218, TAS18 -0.051 against +0.207..+0.803 for the non-reversed items, with the one exception TAS13 at +0.239 (canonical item 5, the weakest EOT item). Status is PARTIAL, not VERIFIED, because this route pins only the anchor direction and the five-item reverse class; it does NOT distinguish TAS1 from TAS3, and nothing but the source labels does."
cugmas_2021_elderly_social_support,batch_024,data_labels,,source-file reproduction (per item x resp cell counts) + data_labels exemption,VERIFIED,"Recomputed each of the seven S1 Data (.sav) columns' count distributions and compared with a server-side GROUP BY on the live table: all 64 item x resp cells match exactly (e.g. partner 0/1/2 = 243/311/4 source vs 243/311/4 live; friend spans 0-14 with 247/88/80/57/24/19/10/12/7/4/4/2/1/2/1 in both; grandchild 367/103/56/18/10/3/1 in both), 0 mismatches, and the seven count-vectors are mutually distinct (7 distinct of 7, 0 duplicates), so swapping any two item codes would break the match. The columns' own SPSS variable labels name the relationship type ('Number of alters: partner', ...) and the processing script melts them without renaming, so code->text is tied at the source. What this does NOT establish: the Slovenian wording shipped in item_text (transcribed from the S1 Questionnaire's seven-category list, which corresponds 1:1 to the columns in order), and nothing about option_text, which is empty because resp is an unlabelled alter count."
