"table","status","n_items_live","n_items_candidate","item_set_match","resp_set_match","uses_raw_resp","canonical_nulls","pct_item_text_missing","pct_option_text_missing","note"
"corti_2023_academic_adaptation","PASS",7,7,TRUE,TRUE,FALSE,TRUE,0,100,"100% of rows have blank option_text"
"cox_2024_feedback_perceptions","PASS",5,5,TRUE,TRUE,FALSE,TRUE,0,0,""
"CPDMMC_Kunnari_2020_HCD","PASS",12,12,TRUE,TRUE,FALSE,TRUE,0,71.4,"71.4% of rows have blank option_text"
"CPDMMC_Kunnari_2020_PDP","PASS",18,18,TRUE,TRUE,FALSE,TRUE,0,0,""
"CQTMS_Hur_2023","WARN",160,160,TRUE,TRUE,FALSE,TRUE,50.6,0,"50.6% of rows have blank item_text"
"cucchi_2018_kims","PASS",18,18,TRUE,TRUE,FALSE,TRUE,0,0,""
"cucchi_2018_rfq","PASS",8,8,TRUE,TRUE,FALSE,TRUE,0,0,""
"cucchi_2018_scoff","PASS",5,5,TRUE,TRUE,FALSE,TRUE,0,0,""
"cucchi_2018_tas20","PASS",20,20,TRUE,TRUE,FALSE,TRUE,0,0,""
"cugmas_2021_elderly_social_support","PASS",7,7,TRUE,TRUE,FALSE,TRUE,0,100,"100% of rows have blank option_text"
"CV_OASIS_ODSIS_PPE_Novak_2020_BFI","PASS",8,8,TRUE,TRUE,FALSE,TRUE,0,60,"60% of rows have blank option_text"
"CV_OASIS_ODSIS_PPE_Novak_2020_DSES","PASS",7,7,TRUE,TRUE,FALSE,TRUE,0,0,""
