table,mapping_basis,text_source,source_ref,note,public_note,uploaded,translation_source
CPDMMC_Kunnari_2020_HCD,paper_explicit,study_materials,"OSF osf.io/vmy4q: PDP_codebook.pdf (code -> question), Materials.pdf (dilemma vignettes); preprint https://osf.io/preprints/psyarxiv/du6ah","IRW item codes are the raw PDP_data.csv column names verbatim (data/CPDMMC_Kunnari_2020.R pivots without renaming), and the deposit's codebook keys each of those column names to one verbatim question, so no order inference was made. Vignettes transcribed from Materials.pdf with PDF line wraps joined; curly apostrophes/em dash kept as in the source. Anchors 1 and 7 from the codebook; 2-6 unlabelled in the source and left blank. instructions left blank -- the deposit publishes no literal instruction text.",,,
CPDMMC_Kunnari_2020_PDP,paper_explicit,study_materials,"OSF vmy4q: PDP_codebook.pdf (osf.io/rx234) for the per-code judgment questions and the 1=Acceptable/2=Unacceptable coding; Materials.pdf (osf.io/98tmk) for the 18 dilemma vignettes. Kunnari, Sundvall & Laakasuo (2020), Front. Psychol. 11:559934, CC BY 4.0.","Item codes are the raw PDP_data.csv column names carried through unchanged by data/CPDMMC_Kunnari_2020.R (no positional or generated codes), and the codebook labels those same codes with their questions. resp: the raw file stores 1/2 and the IRW script recodes to 0/1; route-9 count matching confirms 1->0 (Acceptable) and 2->1 (Unacceptable) cell for cell across all 18 items. Verbatim transcription except that the duplicated question sentence at the end of the congruent Relationship vignette was dropped from section_prompt; source typos ('break in time', 'sideeffects') retained.",,,
CQTMS_Hur_2023,paper_order,study_materials,"Hur Y, Seo DG. J Educ Eval Health Prof 2023;20:20, doi:10.3352/jeehp.2023.20.20 -- Supplements 1, 2, 3, 5; data Harvard Dataverse doi:10.7910/DVN/UE55JT (jeehp-20-20-dataset1.xlsx)","Korean item wording transcribed verbatim from Supplement 5 (docx table, python-docx); English from Supplement 3 (xlsx, 5 sheets = 49 items). Item numbers come from Supplements 1/2, which list the same 79 final items as I<n> grouped by core quality and sub-factor. For the 49 items in Supplement 3 the number is stated next to the English text (paper_explicit). For the other 30 the number is inferred from the rule that Supplement 5 lists each sub-factor's items in ascending item-number order -- a rule that holds for 49 of 49 items where both sources overlap. Supplement 5's sub-factor blocks are ordered differently from Supplement 1's in three qualities, so alignment was done on the sub-factor label, not on block order. That itm<n> in the IRW table is the paper's I<n> is verified against Supplement 1's per-item response distributions (see verify_CQTMS_Hur_2023.R). Anchors are the paper's own English ('strongly disagree'=1 ... 'strongly agree'=5, Methods); the Korean anchors are not published anywhere in the article or the CC0 deposit, so option_text is an English substitute while item_text is the administered Korean. Licence: article CC BY 4.0 (JEEHP), data deposit CC0 1.0 (Harvard Dataverse doi:10.7910/DVN/UE55JT); no non-commercial or no-redistribution clause found.","Item text covers only 79 of the 160 items -- the study published wording for the finally selected items only, so the other 81 ship blank item_text; of the 79, 30 have Korean wording with no English translation because the article's English supplement omits three of the eight character qualities. The 5-point response anchors are shipped in English (the Korean anchors were never published) and describe the raw scale direction stored in the table, which is the opposite of the reverse-scored distributions the article's Supplement 1 reports for 17 negatively-worded items.",,
CV_OASIS_ODSIS_PPE_Novak_2020_BFI,reconstructed,translated_substitute,"OSF ad6b3 (component z2mgv) code_book_BFI_N.txt = osf.io/t9fas; ex.dataset.csv / pa.dataset.csv headers; CZ_short_OASIS_ODSIS.Rmd (osf.io/k5bvs) lines 210-217; Sandora et al. 2021 IJERPH 18:10337 doi:10.3390/ijerph181910337 Section 2.2.3; BFI-44 (John, Donahue & Kentle 1991)","Code IS the source column name: data/CV_OASIS_ODSIS_PPE_Novak_2020.R melts starts_with('BFI') straight out of ex.dataset.csv/pa.dataset.csv, so no positional step. But those columns carry no text at any level -- no variable labels (plain semicolon CSVs), no codebook of wording -- so mapping_basis is reconstructed, not data_labels. The 8 columns are reconstructed as the BFI-44 Neuroticism items in canonical order (BFI 4, 9, 14, 19, 24, 29, 34, 39) on two independent grounds: the deposit's own code_book_BFI_N.txt (osf.io/t9fas) names BFI_N_2, BFI_N_5 and BFI_N_7 as the reverse-coded items, which is exactly the canonical BFI-44 N reverse triple at positions 2/5/7 (1 of 56 possible triples), and the live data reproduces that polarity split (see verify script). The table stores RAW responses: the authors' rescoring of BFI_N_2/5/7 lives only in their analysis .Rmd (CZ_short_OASIS_ODSIS.Rmd lines 210-217), which the IRW script does not run -- so option anchors are shipped in the same direction for all eight items, unlike the already-reverse-scored sibling conner_2017_bfi. Wording is canonical BFI-44 English (John, Donahue & Kentle 1991), matching what conner_2017_bfi ships, because the administration was Czech and no Czech wording is recoverable from the deposit or the paper. Endpoint anchors 'Fully disagree'/'Fully agree' are the paper's own English rendering (Section 2.2.3); resp 2-4 unlabelled and left blank. Rights: the source IRW copied from is the CC BY 4.0 MDPI paper and its CC-BY OSF deposit; no non-commercial or no-redistribution sentence could be quoted for the BFI, so wording_rights is omitted.","Item text for this Czech-administered BFI-Neuroticism table is the canonical English BFI-44 wording, not the Czech wording respondents actually read -- the OSF deposit and the paper publish neither the Czech items nor any per-item labels. Only the two endpoint response anchors are documented ('Fully disagree' = 1, 'Fully agree' = 5); options 2-4 are left blank. Item identity is reconstructed from the deposit's reverse-coding codebook, which pins BFI_N_2/5/7 as the reverse-keyed items but does not distinguish the items within each polarity class.",,
CV_OASIS_ODSIS_PPE_Novak_2020_DSES,reconstructed,translated_substitute,"OSF osf.io/ad6b3 (component osf.io/z2mgv: ex.dataset.csv, pa.dataset.csv, CZ_short_OASIS_ODSIS.Rmd); data/CV_OASIS_ODSIS_PPE_Novak_2020.R; item wording Underwood 2011, Religions 2(1):29-50 Table 1, doi:10.3390/rel2010029 (CC BY 3.0); Czech 15-item version per Malinakova et al. 2018, Ceskoslovenska psychologie 62 Suppl.1","mapping_basis=reconstructed: no source file labels the columns. data/CV_OASIS_ODSIS_PPE_Novak_2020.R does select(starts_with('DSES')) + pivot_longer, so the IRW item code IS the source column name (ex.dataset.csv / pa.dataset.csv headers DSES_1, DSES_10..DSES_15) -- no positional step -- but the columns carry only a number, and that number is on the CZECH 15-item DSES (Malinakova et al. 2018, Ceskoslovenska psychologie 62 Suppl.1), which is Underwood's 16 items minus item 5 ('I find comfort in my religion or spirituality', dropped for r=.92 with item 4). Under that renumbering CZ1..CZ15 = Underwood 1-4,6-16, so the 7 administered items are Underwood 1, 11, 12, 13, 14, 15, 16. Only 7 of the 15 items were administered in this study. TEXT: no wording is published in the deposit or in the source paper (Sandora et al. 2021 IJERPH 18:10337 never mentions the DSES), so the words are Underwood's canonical English, transcribed verbatim from Table 1 of Underwood 2011, Religions 2(1):29-50 (CC BY 3.0) -- including its missing terminal period on item 15 and its anchor labels 'Not close'/'Somewhat close'/'Very close'/'As close as possible'. The administration was Czech; language=Czech with the _translated columns omitted is the documented fallback. resp DIRECTION is not assumed: the Czech validation codes 1='never' to 6='many times a day' and 1='not close at all' to 4='as close as possible', the study's own CZ_short_OASIS_ODSIS.Rmd flags 'DSES_1 >= 4 | DSES_15 >= 4' among self-declared atheists as inconsistent responding, and in the raw data DSES_1 means 1.10 for convinced atheists vs 3.15 for church members (DSES_15: 1.02 vs 2.17) -- all three say the codes ascend with spiritual experience, as shipped. RIGHTS: the wording was copied from a CC BY 3.0 article, which under the ECR-R ruling (itemtext_standard.md) is the licence that governs, so it ships; but Underwood states instrument-level restrictions -- 'Registration is required to use the scale, which is free for non-profit use' (dsescale.org) and 'Permission of author required to distribute or copy' (Fetzer self-measures compendium copy) -- so every row carries wording_rights=NC. FLAG FOR BEN: that second sentence is a redistribution bar of the same shape as the WHOQOL clause; itemtext_standard.md says the WHOQOL ruling must not be extended to another instrument without asking, so this table ships under the default rule and should be withdrawn if the stricter reading is adopted. Verification PARTIAL, see verification_ and verify_ sidecars.","Item wording is Underwood's canonical English DSES text: the study was run in Czech and neither the OSF deposit nor the source paper publishes the administered Czech wording, and the paper does not describe the DSES at all. The codes are numbered on the Czech 15-item version (Underwood's 16 items minus item 5), of which only 7 were administered here, so DSES_10-DSES_15 are Underwood items 11-16. The scale's author requires registration for use and states it is free for non-profit use only, hence wording_rights=NC.",,
corti_2023_academic_adaptation,data_labels,study_materials,https://doi.org/10.1371/journal.pone.0294440 (CC BY 4.0); S1 Data .sav variable labels (...s001); English from the paper's Table 2,"Item codes P1_a..P1_g ARE the source SPSS column names -- data/corti_2023_academic_adaptation.py melts ITEM_COLS verbatim, so there is no mapping step. Spanish item_text transcribed verbatim from the S1 .sav variable labels (level-1 source); English in *_translated is the authors' own rendering of the same ten items in the paper's Table 2 (EFA rotated-component matrix), whose row order is identical to the .sav column order. Independently corroborated against the paper's per-item means by degree programme (Tables 3/4/5): all seven items match to <=0.010, all seven triples are distinct and no off-diagonal triple matches. Per-item n in the .sav (953,951,952,951,950,950,951) equals irw_table_sets() per-item n exactly. option_text left blank: the .sav has no value labels for these columns and the paper states only 'five-point scale', so the anchor wording and its direction are not recoverable from the deposit or the paper. instructions/section_prompt blank for the same reason -- the questionnaire itself is not deposited. Source is PLOS ONE, CC BY 4.0; no non-commercial or no-redistribution clause found.","The 1-5 response anchors are not shipped: neither the study's SPSS deposit nor the paper publishes the labels for this five-point scale, so option_text is blank and the direction of the scale is not documented by the source.",,
cox_2024_feedback_perceptions,data_labels,study_materials,"Cox R, Arthur J, Burtson K (2024) PLOS ONE 19(4):e0300205, doi:10.1371/journal.pone.0300205; S1 Dataset (.s001, XLSX) column headers; Methods (anchors); Results/Table 1 (per-item means)","mapping_basis=data_labels: data/cox_2024_feedback_perceptions.py renames the S1 .xlsx columns by explicit full-header key (PRE_MAP/POST_MAP), so each code is tied to its own header string, and the codes are self-describing besides. Anchors 1=never, 2=once in a while, 3=sometimes, 4=often, 5=almost always are quoted from the paper's Methods. Word-run artifacts in the source headers were repaired (see notes). Instrument is the authors' own 5-question 5-point unipolar questionnaire, not a named published scale. PLOS ONE CC BY 4.0; no NC or no-redistribution clause.",,,
cucchi_2018_kims,data_labels,study_materials,"PeerJ 10.7717/peerj.5756 (PMC6211265), Supplemental File S3 peerj-06-5756-s003.sav, CC BY 4.0","SPSS variable labels give full item wording, value labels give the 1-5 anchors; IRW item codes are the .sav column names unchanged. Stripped the 'KIMSn: ' label prefix; source typos preserved ('expeactions', double space in KIMS18). Data confirmed raw/un-reversed via polarity correlations. No instructions in the deposit or paper.",Item codes KIMS1-18 are this study's own renumbering of the 39-item KIMS Describing (1-8) and Acting with Awareness (9-18) subscales; they are not canonical KIMS item numbers.,,
cucchi_2018_rfq,data_labels,study_materials,"PeerJ 10.7717/peerj.5756 (PMC6211265), supplementary file peerj-06-5756-s003.sav; paper Table 2","SPSS variable labels of RFQ1-RFQ8 in peerj-06-5756-s003.sav carry the full item wording prefixed with the column name; prefix stripped. Option anchors from the .sav value labels (labels11-labels17); RFQ1's own set normalised to that consensus wording (see notes). Corroborated by the paper's Table 2. Source is CC BY 4.0 (PeerJ); no NC or no-redistribution clause found, so no wording_rights flag.",The .sav's response anchors for RFQ1 differ from the other seven items in casing and read 'somehow agree' where the rest read 'Agree somewhat'; the shipped anchors use the wording the other seven items carry,,
cucchi_2018_scoff,data_labels,study_materials,"Cucchi, Hampton & Moulton-Perkins (2018) PeerJ 6:e5756, doi:10.7717/peerj.5756 (CC BY 4.0); S3 File peerj-06-5756-s003.sav, SPSS variable and value labels","Item codes SCOFF1-SCOFF5 ARE the .sav column names (data/cucchi_2018_rfq.py melts them unchanged), and each column's SPSS variable label carries its own wording self-prefixed with its code, e.g. 'SCOFF1: Do you make yourself sick because you feel uncomfortably full?'. The 'SCOFFn: ' prefix was stripped; wording is otherwise verbatim, including the missing terminal question marks on items 2, 3 and 4 as the file writes them. option_text is the file's own value labels YES/NO, uppercase as written; the processing script remaps 1=YES->1 and 2=NO->0, and that direction is confirmed by reconstructing the .sav's own SCOFF total score (228/228 with YES=1, 0/228 flipped). The paper does not reproduce the items and publishes no administration instructions, so instructions and section_prompt are blank rather than paraphrased. English administration, so no _translated columns. No quotable non-commercial or no-redistribution clause was found for the SCOFF (Morgan, Reid & Lacey, BMJ 1999); the copy shipped here comes from a CC BY 4.0 deposit.",,,
