"table","section_id","item","instrument","language","instructions","section_prompt","item_text","correct_response","option_text","resp"
"qin_2025_perceived_cultural_distance","qin_2025_perceived_cultural_distance_1","PCD1","Perceived cultural distance scale (Qin & Zhang 2025 Ningxia cultural heritage tourism questionnaire, 3 items)","Chinese",NA,NA,"I find the customs and traditions at the cultural heritage destination to be distinctly different from cultural heritage in my hometown.",NA,NA,1
"qin_2025_perceived_cultural_distance","qin_2025_perceived_cultural_distance_1","PCD1","Perceived cultural distance scale (Qin & Zhang 2025 Ningxia cultural heritage tourism questionnaire, 3 items)","Chinese",NA,NA,"I find the customs and traditions at the cultural heritage destination to be distinctly different from cultural heritage in my hometown.",NA,NA,2
"qin_2025_perceived_cultural_distance","qin_2025_perceived_cultural_distance_1","PCD1","Perceived cultural distance scale (Qin & Zhang 2025 Ningxia cultural heritage tourism questionnaire, 3 items)","Chinese",NA,NA,"I find the customs and traditions at the cultural heritage destination to be distinctly different from cultural heritage in my hometown.",NA,NA,3
"qin_2025_perceived_cultural_distance","qin_2025_perceived_cultural_distance_1","PCD1","Perceived cultural distance scale (Qin & Zhang 2025 Ningxia cultural heritage tourism questionnaire, 3 items)","Chinese",NA,NA,"I find the customs and traditions at the cultural heritage destination to be distinctly different from cultural heritage in my hometown.",NA,NA,4
"qin_2025_perceived_cultural_distance","qin_2025_perceived_cultural_distance_1","PCD1","Perceived cultural distance scale (Qin & Zhang 2025 Ningxia cultural heritage tourism questionnaire, 3 items)","Chinese",NA,NA,"I find the customs and traditions at the cultural heritage destination to be distinctly different from cultural heritage in my hometown.",NA,NA,5
"qin_2025_perceived_cultural_distance","qin_2025_perceived_cultural_distance_1","PCD1","Perceived cultural distance scale (Qin & Zhang 2025 Ningxia cultural heritage tourism questionnaire, 3 items)","Chinese",NA,NA,"I find the customs and traditions at the cultural heritage destination to be distinctly different from cultural heritage in my hometown.",NA,NA,6
"qin_2025_perceived_cultural_distance","qin_2025_perceived_cultural_distance_1","PCD2","Perceived cultural distance scale (Qin & Zhang 2025 Ningxia cultural heritage tourism questionnaire, 3 items)","Chinese",NA,NA,"I perceive a notable difference in the manner of communication at the cultural heritage destination compared to cultural heritage in my hometown.",NA,NA,1
"qin_2025_perceived_cultural_distance","qin_2025_perceived_cultural_distance_1","PCD2","Perceived cultural distance scale (Qin & Zhang 2025 Ningxia cultural heritage tourism questionnaire, 3 items)","Chinese",NA,NA,"I perceive a notable difference in the manner of communication at the cultural heritage destination compared to cultural heritage in my hometown.",NA,NA,2
"qin_2025_perceived_cultural_distance","qin_2025_perceived_cultural_distance_1","PCD2","Perceived cultural distance scale (Qin & Zhang 2025 Ningxia cultural heritage tourism questionnaire, 3 items)","Chinese",NA,NA,"I perceive a notable difference in the manner of communication at the cultural heritage destination compared to cultural heritage in my hometown.",NA,NA,3
"qin_2025_perceived_cultural_distance","qin_2025_perceived_cultural_distance_1","PCD2","Perceived cultural distance scale (Qin & Zhang 2025 Ningxia cultural heritage tourism questionnaire, 3 items)","Chinese",NA,NA,"I perceive a notable difference in the manner of communication at the cultural heritage destination compared to cultural heritage in my hometown.",NA,NA,4
"qin_2025_perceived_cultural_distance","qin_2025_perceived_cultural_distance_1","PCD2","Perceived cultural distance scale (Qin & Zhang 2025 Ningxia cultural heritage tourism questionnaire, 3 items)","Chinese",NA,NA,"I perceive a notable difference in the manner of communication at the cultural heritage destination compared to cultural heritage in my hometown.",NA,NA,5
"qin_2025_perceived_cultural_distance","qin_2025_perceived_cultural_distance_1","PCD2","Perceived cultural distance scale (Qin & Zhang 2025 Ningxia cultural heritage tourism questionnaire, 3 items)","Chinese",NA,NA,"I perceive a notable difference in the manner of communication at the cultural heritage destination compared to cultural heritage in my hometown.",NA,NA,6
"qin_2025_perceived_cultural_distance","qin_2025_perceived_cultural_distance_1","PCD3","Perceived cultural distance scale (Qin & Zhang 2025 Ningxia cultural heritage tourism questionnaire, 3 items)","Chinese",NA,NA,"I feel a significant cultural disparity between the cultural heritage destination and cultural heritage in my hometown.",NA,NA,1
"qin_2025_perceived_cultural_distance","qin_2025_perceived_cultural_distance_1","PCD3","Perceived cultural distance scale (Qin & Zhang 2025 Ningxia cultural heritage tourism questionnaire, 3 items)","Chinese",NA,NA,"I feel a significant cultural disparity between the cultural heritage destination and cultural heritage in my hometown.",NA,NA,2
"qin_2025_perceived_cultural_distance","qin_2025_perceived_cultural_distance_1","PCD3","Perceived cultural distance scale (Qin & Zhang 2025 Ningxia cultural heritage tourism questionnaire, 3 items)","Chinese",NA,NA,"I feel a significant cultural disparity between the cultural heritage destination and cultural heritage in my hometown.",NA,NA,3
"qin_2025_perceived_cultural_distance","qin_2025_perceived_cultural_distance_1","PCD3","Perceived cultural distance scale (Qin & Zhang 2025 Ningxia cultural heritage tourism questionnaire, 3 items)","Chinese",NA,NA,"I feel a significant cultural disparity between the cultural heritage destination and cultural heritage in my hometown.",NA,NA,4
"qin_2025_perceived_cultural_distance","qin_2025_perceived_cultural_distance_1","PCD3","Perceived cultural distance scale (Qin & Zhang 2025 Ningxia cultural heritage tourism questionnaire, 3 items)","Chinese",NA,NA,"I feel a significant cultural disparity between the cultural heritage destination and cultural heritage in my hometown.",NA,NA,5
"qin_2025_perceived_cultural_distance","qin_2025_perceived_cultural_distance_1","PCD3","Perceived cultural distance scale (Qin & Zhang 2025 Ningxia cultural heritage tourism questionnaire, 3 items)","Chinese",NA,NA,"I feel a significant cultural disparity between the cultural heritage destination and cultural heritage in my hometown.",NA,NA,6
