"table","section_id","item","instrument","language","instructions","section_prompt","item_text","correct_response","option_text","resp"
"qin_2025_tourism_experience","qin_2025_tourism_experience_1","RCTE1","Rich cultural tourism experience scale (Qin & Zhang 2025 Ningxia cultural heritage tourism questionnaire, 5 items)","Chinese",NA,NA,"I would like to gain a rich understanding of its history and culture, including artifacts, historical records, sites, and ancient architecture of the cultural heritage site.",NA,NA,1
"qin_2025_tourism_experience","qin_2025_tourism_experience_1","RCTE1","Rich cultural tourism experience scale (Qin & Zhang 2025 Ningxia cultural heritage tourism questionnaire, 5 items)","Chinese",NA,NA,"I would like to gain a rich understanding of its history and culture, including artifacts, historical records, sites, and ancient architecture of the cultural heritage site.",NA,NA,2
"qin_2025_tourism_experience","qin_2025_tourism_experience_1","RCTE1","Rich cultural tourism experience scale (Qin & Zhang 2025 Ningxia cultural heritage tourism questionnaire, 5 items)","Chinese",NA,NA,"I would like to gain a rich understanding of its history and culture, including artifacts, historical records, sites, and ancient architecture of the cultural heritage site.",NA,NA,3
"qin_2025_tourism_experience","qin_2025_tourism_experience_1","RCTE1","Rich cultural tourism experience scale (Qin & Zhang 2025 Ningxia cultural heritage tourism questionnaire, 5 items)","Chinese",NA,NA,"I would like to gain a rich understanding of its history and culture, including artifacts, historical records, sites, and ancient architecture of the cultural heritage site.",NA,NA,4
"qin_2025_tourism_experience","qin_2025_tourism_experience_1","RCTE1","Rich cultural tourism experience scale (Qin & Zhang 2025 Ningxia cultural heritage tourism questionnaire, 5 items)","Chinese",NA,NA,"I would like to gain a rich understanding of its history and culture, including artifacts, historical records, sites, and ancient architecture of the cultural heritage site.",NA,NA,5
"qin_2025_tourism_experience","qin_2025_tourism_experience_1","RCTE1","Rich cultural tourism experience scale (Qin & Zhang 2025 Ningxia cultural heritage tourism questionnaire, 5 items)","Chinese",NA,NA,"I would like to gain a rich understanding of its history and culture, including artifacts, historical records, sites, and ancient architecture of the cultural heritage site.",NA,NA,6
"qin_2025_tourism_experience","qin_2025_tourism_experience_1","RCTE2","Rich cultural tourism experience scale (Qin & Zhang 2025 Ningxia cultural heritage tourism questionnaire, 5 items)","Chinese",NA,NA,"I would like to gain a rich understanding of its modern culture, including contemporary culture, art, distinctive performances, technological achievements, and cultural and creative products of the cultural heritage site.",NA,NA,1
"qin_2025_tourism_experience","qin_2025_tourism_experience_1","RCTE2","Rich cultural tourism experience scale (Qin & Zhang 2025 Ningxia cultural heritage tourism questionnaire, 5 items)","Chinese",NA,NA,"I would like to gain a rich understanding of its modern culture, including contemporary culture, art, distinctive performances, technological achievements, and cultural and creative products of the cultural heritage site.",NA,NA,2
"qin_2025_tourism_experience","qin_2025_tourism_experience_1","RCTE2","Rich cultural tourism experience scale (Qin & Zhang 2025 Ningxia cultural heritage tourism questionnaire, 5 items)","Chinese",NA,NA,"I would like to gain a rich understanding of its modern culture, including contemporary culture, art, distinctive performances, technological achievements, and cultural and creative products of the cultural heritage site.",NA,NA,3
"qin_2025_tourism_experience","qin_2025_tourism_experience_1","RCTE2","Rich cultural tourism experience scale (Qin & Zhang 2025 Ningxia cultural heritage tourism questionnaire, 5 items)","Chinese",NA,NA,"I would like to gain a rich understanding of its modern culture, including contemporary culture, art, distinctive performances, technological achievements, and cultural and creative products of the cultural heritage site.",NA,NA,4
"qin_2025_tourism_experience","qin_2025_tourism_experience_1","RCTE2","Rich cultural tourism experience scale (Qin & Zhang 2025 Ningxia cultural heritage tourism questionnaire, 5 items)","Chinese",NA,NA,"I would like to gain a rich understanding of its modern culture, including contemporary culture, art, distinctive performances, technological achievements, and cultural and creative products of the cultural heritage site.",NA,NA,5
"qin_2025_tourism_experience","qin_2025_tourism_experience_1","RCTE2","Rich cultural tourism experience scale (Qin & Zhang 2025 Ningxia cultural heritage tourism questionnaire, 5 items)","Chinese",NA,NA,"I would like to gain a rich understanding of its modern culture, including contemporary culture, art, distinctive performances, technological achievements, and cultural and creative products of the cultural heritage site.",NA,NA,6
"qin_2025_tourism_experience","qin_2025_tourism_experience_1","RCTE3","Rich cultural tourism experience scale (Qin & Zhang 2025 Ningxia cultural heritage tourism questionnaire, 5 items)","Chinese",NA,NA,"I would like to gain a rich understanding of its folk culture, including local customs, lifestyle, cuisine, unique home-stays, and festivals of the cultural heritage site.",NA,NA,1
"qin_2025_tourism_experience","qin_2025_tourism_experience_1","RCTE3","Rich cultural tourism experience scale (Qin & Zhang 2025 Ningxia cultural heritage tourism questionnaire, 5 items)","Chinese",NA,NA,"I would like to gain a rich understanding of its folk culture, including local customs, lifestyle, cuisine, unique home-stays, and festivals of the cultural heritage site.",NA,NA,2
"qin_2025_tourism_experience","qin_2025_tourism_experience_1","RCTE3","Rich cultural tourism experience scale (Qin & Zhang 2025 Ningxia cultural heritage tourism questionnaire, 5 items)","Chinese",NA,NA,"I would like to gain a rich understanding of its folk culture, including local customs, lifestyle, cuisine, unique home-stays, and festivals of the cultural heritage site.",NA,NA,3
