"table","section_id","item","instrument","language","instructions","section_prompt","item_text","correct_response","option_text","resp","instructions_translated","section_prompt_translated","item_text_translated","option_text_translated"
"rosenberg_fadplus_goto2021","main","Rosenberg_10","Rosenberg Self-Esteem Scale","Japanese","NA","NA","I take a positive attitude toward myself.","","そう思う","3","","","","agree"
"rosenberg_fadplus_goto2021","main","Rosenberg_8","Rosenberg Self-Esteem Scale","Japanese","NA","NA","I wish I could have more respect for myself.","","そう思う","3","","","","agree"
"rosenberg_fadplus_goto2021","main","Rosenberg_5","Rosenberg Self-Esteem Scale","Japanese","NA","NA","I feel I do not have much to be proud of.","","そう思う","3","","","","agree"
"rosenberg_fadplus_goto2021","main","Rosenberg_1","Rosenberg Self-Esteem Scale","Japanese","NA","NA","On the whole, I am satisfied with myself.","","そう思う","3","","","","agree"
"rosenberg_fadplus_goto2021","main","Rosenberg_6","Rosenberg Self-Esteem Scale","Japanese","NA","NA","I certainly feel useless at times.","","そう思う","3","","","","agree"
"rosenberg_fadplus_goto2021","main","Rosenberg_7","Rosenberg Self-Esteem Scale","Japanese","NA","NA","I feel that I'm a person of worth.","","そう思う","3","","","","agree"
"rosenberg_fadplus_goto2021","main","Rosenberg_9","Rosenberg Self-Esteem Scale","Japanese","NA","NA","All in all, I am inclined to think that I am a failure.","","そう思う","3","","","","agree"
"rosenberg_fadplus_goto2021","main","Rosenberg_4","Rosenberg Self-Esteem Scale","Japanese","NA","NA","I am able to do things as well as most other people.","","そう思う","3","","","","agree"
"rosenberg_fadplus_goto2021","main","Rosenberg_3","Rosenberg Self-Esteem Scale","Japanese","NA","NA","I feel that I have a number of good qualities.","","そう思う","3","","","","agree"
"rosenberg_fadplus_goto2021","main","Rosenberg_2","Rosenberg Self-Esteem Scale","Japanese","NA","NA","At times I think I am no good at all.","","そう思う","3","","","","agree"
"rosenberg_fadplus_goto2021","main","Rosenberg_7","Rosenberg Self-Esteem Scale","Japanese","NA","NA","I feel that I'm a person of worth.","","そう思わない","2","","","","disagree"
"rosenberg_fadplus_goto2021","main","Rosenberg_8","Rosenberg Self-Esteem Scale","Japanese","NA","NA","I wish I could have more respect for myself.","","そう思わない","2","","","","disagree"
"rosenberg_fadplus_goto2021","main","Rosenberg_5","Rosenberg Self-Esteem Scale","Japanese","NA","NA","I feel I do not have much to be proud of.","","そう思わない","2","","","","disagree"
"rosenberg_fadplus_goto2021","main","Rosenberg_3","Rosenberg Self-Esteem Scale","Japanese","NA","NA","I feel that I have a number of good qualities.","","そう思わない","2","","","","disagree"
"rosenberg_fadplus_goto2021","main","Rosenberg_4","Rosenberg Self-Esteem Scale","Japanese","NA","NA","I am able to do things as well as most other people.","","そう思わない","2","","","","disagree"
"rosenberg_fadplus_goto2021","main","Rosenberg_1","Rosenberg Self-Esteem Scale","Japanese","NA","NA","On the whole, I am satisfied with myself.","","そう思わない","2","","","","disagree"
"rosenberg_fadplus_goto2021","main","Rosenberg_10","Rosenberg Self-Esteem Scale","Japanese","NA","NA","I take a positive attitude toward myself.","","そう思わない","2","","","","disagree"
"rosenberg_fadplus_goto2021","main","Rosenberg_2","Rosenberg Self-Esteem Scale","Japanese","NA","NA","At times I think I am no good at all.","","そう思わない","2","","","","disagree"
"rosenberg_fadplus_goto2021","main","Rosenberg_6","Rosenberg Self-Esteem Scale","Japanese","NA","NA","I certainly feel useless at times.","","そう思わない","2","","","","disagree"
"rosenberg_fadplus_goto2021","main","Rosenberg_9","Rosenberg Self-Esteem Scale","Japanese","NA","NA","All in all, I am inclined to think that I am a failure.","","そう思わない","2","","","","disagree"
"rosenberg_fadplus_goto2021","main","Rosenberg_9","Rosenberg Self-Esteem Scale","Japanese","NA","NA","All in all, I am inclined to think that I am a failure.","","強 くそう思う","4","","","","strongly agree"
"rosenberg_fadplus_goto2021","main","Rosenberg_4","Rosenberg Self-Esteem Scale","Japanese","NA","NA","I am able to do things as well as most other people.","","強 くそう思う","4","","","","strongly agree"
"rosenberg_fadplus_goto2021","main","Rosenberg_5","Rosenberg Self-Esteem Scale","Japanese","NA","NA","I feel I do not have much to be proud of.","","強 くそう思う","4","","","","strongly agree"
"rosenberg_fadplus_goto2021","main","Rosenberg_3","Rosenberg Self-Esteem Scale","Japanese","NA","NA","I feel that I have a number of good qualities.","","強 くそう思う","4","","","","strongly agree"
"rosenberg_fadplus_goto2021","main","Rosenberg_7","Rosenberg Self-Esteem Scale","Japanese","NA","NA","I feel that I'm a person of worth.","","強 くそう思う","4","","","","strongly agree"
"rosenberg_fadplus_goto2021","main","Rosenberg_1","Rosenberg Self-Esteem Scale","Japanese","NA","NA","On the whole, I am satisfied with myself.","","強 くそう思う","4","","","","strongly agree"
"rosenberg_fadplus_goto2021","main","Rosenberg_10","Rosenberg Self-Esteem Scale","Japanese","NA","NA","I take a positive attitude toward myself.","","強 くそう思う","4","","","","strongly agree"
"rosenberg_fadplus_goto2021","main","Rosenberg_8","Rosenberg Self-Esteem Scale","Japanese","NA","NA","I wish I could have more respect for myself.","","強 くそう思う","4","","","","strongly agree"
"rosenberg_fadplus_goto2021","main","Rosenberg_6","Rosenberg Self-Esteem Scale","Japanese","NA","NA","I certainly feel useless at times.","","強 くそう思う","4","","","","strongly agree"
"rosenberg_fadplus_goto2021","main","Rosenberg_2","Rosenberg Self-Esteem Scale","Japanese","NA","NA","At times I think I am no good at all.","","強 くそう思う","4","","","","strongly agree"
"rosenberg_fadplus_goto2021","main","Rosenberg_6","Rosenberg Self-Esteem Scale","Japanese","NA","NA","I certainly feel useless at times.","","強 くそう思わない","1","","","","strongly disagree"
"rosenberg_fadplus_goto2021","main","Rosenberg_8","Rosenberg Self-Esteem Scale","Japanese","NA","NA","I wish I could have more respect for myself.","","強 くそう思わない","1","","","","strongly disagree"
"rosenberg_fadplus_goto2021","main","Rosenberg_5","Rosenberg Self-Esteem Scale","Japanese","NA","NA","I feel I do not have much to be proud of.","","強 くそう思わない","1","","","","strongly disagree"
"rosenberg_fadplus_goto2021","main","Rosenberg_1","Rosenberg Self-Esteem Scale","Japanese","NA","NA","On the whole, I am satisfied with myself.","","強 くそう思わない","1","","","","strongly disagree"
"rosenberg_fadplus_goto2021","main","Rosenberg_2","Rosenberg Self-Esteem Scale","Japanese","NA","NA","At times I think I am no good at all.","","強 くそう思わない","1","","","","strongly disagree"
"rosenberg_fadplus_goto2021","main","Rosenberg_4","Rosenberg Self-Esteem Scale","Japanese","NA","NA","I am able to do things as well as most other people.","","強 くそう思わない","1","","","","strongly disagree"
"rosenberg_fadplus_goto2021","main","Rosenberg_7","Rosenberg Self-Esteem Scale","Japanese","NA","NA","I feel that I'm a person of worth.","","強 くそう思わない","1","","","","strongly disagree"
"rosenberg_fadplus_goto2021","main","Rosenberg_10","Rosenberg Self-Esteem Scale","Japanese","NA","NA","I take a positive attitude toward myself.","","強 くそう思わない","1","","","","strongly disagree"
