"table","section_id","item","instrument","language","instructions","section_prompt","item_text","correct_response","option_text","resp","instructions_translated","section_prompt_translated","item_text_translated","option_text_translated"
"gilbert_meta_64","main","end_emotion_7","Socioemotional learning in an RCT","Arabic","تذكير: ذكر مقدم الرعاية أنه خلال الأسبوعين الماضيين","NA","كم مرة يقول **${fc_name}** اسم ""معزوزة""؟","","مرة أو مرتين في آخر أسبوعين","1","Reminder: the caregiver reported that during the past two weeks","","How often does **${fc_name}** say the name ""Maazouza""?","Once or twice in the last two weeks"
"gilbert_meta_64","main","end_emotion_7","Socioemotional learning in an RCT","Arabic","تذكير: ذكر مقدم الرعاية أنه خلال الأسبوعين الماضيين","NA","كم مرة يقول **${fc_name}** اسم ""معزوزة""؟","","كل يومين في الأسبوعين الماضيين","3","Reminder: the caregiver reported that during the past two weeks","","How often does **${fc_name}** say the name ""Maazouza""?","Every other day in the past two weeks"
"gilbert_meta_64","main","end_emotion_7","Socioemotional learning in an RCT","Arabic","تذكير: ذكر مقدم الرعاية أنه خلال الأسبوعين الماضيين","NA","كم مرة يقول **${fc_name}** اسم ""معزوزة""؟","","عدة مرات في الأسبوعين الماضيين","2","Reminder: the caregiver reported that during the past two weeks","","How often does **${fc_name}** say the name ""Maazouza""?","Several times in the past two weeks"
"gilbert_meta_64","main","end_emotion_7","Socioemotional learning in an RCT","Arabic","تذكير: ذكر مقدم الرعاية أنه خلال الأسبوعين الماضيين","NA","كم مرة يقول **${fc_name}** اسم ""معزوزة""؟","","كل يوم في آخر أسبوعين","4","Reminder: the caregiver reported that during the past two weeks","","How often does **${fc_name}** say the name ""Maazouza""?","Every day in the last two weeks"
"gilbert_meta_64","main","end_emotion_7","Socioemotional learning in an RCT","Arabic","تذكير: ذكر مقدم الرعاية أنه خلال الأسبوعين الماضيين","NA","كم مرة يقول **${fc_name}** اسم ""معزوزة""؟","","أبداً","0","Reminder: the caregiver reported that during the past two weeks","","How often does **${fc_name}** say the name ""Maazouza""?","Never"
"gilbert_meta_64","main","end_emotion_6","Socioemotional learning in an RCT","Arabic","تذكير: ذكر مقدم الرعاية أنه خلال الأسبوعين الماضيين","NA","كم مرة يقول **${fc_name}** عبارة ""أنا بحب البسكوت""؟","","أبداً","0","Reminder: the caregiver reported that during the past two weeks","","How often does **${fc_name}** say the phrase ""I love biscuits""?","Never"
"gilbert_meta_64","main","end_emotion_6","Socioemotional learning in an RCT","Arabic","تذكير: ذكر مقدم الرعاية أنه خلال الأسبوعين الماضيين","NA","كم مرة يقول **${fc_name}** عبارة ""أنا بحب البسكوت""؟","","كل يومين في الأسبوعين الماضيين","3","Reminder: the caregiver reported that during the past two weeks","","How often does **${fc_name}** say the phrase ""I love biscuits""?","Every other day in the past two weeks"
"gilbert_meta_64","main","end_emotion_6","Socioemotional learning in an RCT","Arabic","تذكير: ذكر مقدم الرعاية أنه خلال الأسبوعين الماضيين","NA","كم مرة يقول **${fc_name}** عبارة ""أنا بحب البسكوت""؟","","عدة مرات في الأسبوعين الماضيين","2","Reminder: the caregiver reported that during the past two weeks","","How often does **${fc_name}** say the phrase ""I love biscuits""?","Several times in the past two weeks"
"gilbert_meta_64","main","end_emotion_6","Socioemotional learning in an RCT","Arabic","تذكير: ذكر مقدم الرعاية أنه خلال الأسبوعين الماضيين","NA","كم مرة يقول **${fc_name}** عبارة ""أنا بحب البسكوت""؟","","مرة أو مرتين في آخر أسبوعين","1","Reminder: the caregiver reported that during the past two weeks","","How often does **${fc_name}** say the phrase ""I love biscuits""?","Once or twice in the last two weeks"
"gilbert_meta_64","main","end_emotion_6","Socioemotional learning in an RCT","Arabic","تذكير: ذكر مقدم الرعاية أنه خلال الأسبوعين الماضيين","NA","كم مرة يقول **${fc_name}** عبارة ""أنا بحب البسكوت""؟","","كل يوم في آخر أسبوعين","4","Reminder: the caregiver reported that during the past two weeks","","How often does **${fc_name}** say the phrase ""I love biscuits""?","Every day in the last two weeks"
"gilbert_meta_64","main","end_emotion_8","Socioemotional learning in an RCT","Arabic","تذكير: ذكر مقدم الرعاية أنه خلال الأسبوعين الماضيين","NA","كم مرة يقول **${fc_name}** عبارة ""اعصر مخك""؟","","مرة أو مرتين في آخر أسبوعين","1","Reminder: the caregiver reported that during the past two weeks","","How often does **${fc_name}** say the phrase ""Rack your brain""?","Once or twice in the last two weeks"
"gilbert_meta_64","main","end_emotion_8","Socioemotional learning in an RCT","Arabic","تذكير: ذكر مقدم الرعاية أنه خلال الأسبوعين الماضيين","NA","كم مرة يقول **${fc_name}** عبارة ""اعصر مخك""؟","","عدة مرات في الأسبوعين الماضيين","2","Reminder: the caregiver reported that during the past two weeks","","How often does **${fc_name}** say the phrase ""Rack your brain""?","Several times in the past two weeks"
"gilbert_meta_64","main","end_emotion_8","Socioemotional learning in an RCT","Arabic","تذكير: ذكر مقدم الرعاية أنه خلال الأسبوعين الماضيين","NA","كم مرة يقول **${fc_name}** عبارة ""اعصر مخك""؟","","كل يوم في آخر أسبوعين","4","Reminder: the caregiver reported that during the past two weeks","","How often does **${fc_name}** say the phrase ""Rack your brain""?","Every day in the last two weeks"
"gilbert_meta_64","main","end_emotion_8","Socioemotional learning in an RCT","Arabic","تذكير: ذكر مقدم الرعاية أنه خلال الأسبوعين الماضيين","NA","كم مرة يقول **${fc_name}** عبارة ""اعصر مخك""؟","","كل يومين في الأسبوعين الماضيين","3","Reminder: the caregiver reported that during the past two weeks","","How often does **${fc_name}** say the phrase ""Rack your brain""?","Every other day in the past two weeks"
"gilbert_meta_64","main","end_emotion_8","Socioemotional learning in an RCT","Arabic","تذكير: ذكر مقدم الرعاية أنه خلال الأسبوعين الماضيين","NA","كم مرة يقول **${fc_name}** عبارة ""اعصر مخك""؟","","أبداً","0","Reminder: the caregiver reported that during the past two weeks","","How often does **${fc_name}** say the phrase ""Rack your brain""?","Never"
"gilbert_meta_64","main","end_emotion_9","Socioemotional learning in an RCT","Arabic","تذكير: ذكر مقدم الرعاية أنه خلال الأسبوعين الماضيين","NA","كم مرة بسأل **${fc_name}** السؤال ""خلينا نسأل كيف عم يشعر؟""؟","","كل يومين في الأسبوعين الماضيين","3","Reminder: the caregiver reported that during the past two weeks","","How often does **${fc_name}** ask the question ""Let's ask how he is feeling?""?","Every other day in the past two weeks"
"gilbert_meta_64","main","end_emotion_9","Socioemotional learning in an RCT","Arabic","تذكير: ذكر مقدم الرعاية أنه خلال الأسبوعين الماضيين","NA","كم مرة بسأل **${fc_name}** السؤال ""خلينا نسأل كيف عم يشعر؟""؟","","عدة مرات في الأسبوعين الماضيين","2","Reminder: the caregiver reported that during the past two weeks","","How often does **${fc_name}** ask the question ""Let's ask how he is feeling?""?","Several times in the past two weeks"
"gilbert_meta_64","main","end_emotion_9","Socioemotional learning in an RCT","Arabic","تذكير: ذكر مقدم الرعاية أنه خلال الأسبوعين الماضيين","NA","كم مرة بسأل **${fc_name}** السؤال ""خلينا نسأل كيف عم يشعر؟""؟","","أبداً","0","Reminder: the caregiver reported that during the past two weeks","","How often does **${fc_name}** ask the question ""Let's ask how he is feeling?""?","Never"
"gilbert_meta_64","main","end_emotion_9","Socioemotional learning in an RCT","Arabic","تذكير: ذكر مقدم الرعاية أنه خلال الأسبوعين الماضيين","NA","كم مرة بسأل **${fc_name}** السؤال ""خلينا نسأل كيف عم يشعر؟""؟","","كل يوم في آخر أسبوعين","4","Reminder: the caregiver reported that during the past two weeks","","How often does **${fc_name}** ask the question ""Let's ask how he is feeling?""?","Every day in the last two weeks"
"gilbert_meta_64","main","end_emotion_9","Socioemotional learning in an RCT","Arabic","تذكير: ذكر مقدم الرعاية أنه خلال الأسبوعين الماضيين","NA","كم مرة بسأل **${fc_name}** السؤال ""خلينا نسأل كيف عم يشعر؟""؟","","مرة أو مرتين في آخر أسبوعين","1","Reminder: the caregiver reported that during the past two weeks","","How often does **${fc_name}** ask the question ""Let's ask how he is feeling?""?","Once or twice in the last two weeks"
"gilbert_meta_64","main","end_emotion_5","Socioemotional learning in an RCT","Arabic","تذكير: ذكر مقدم الرعاية أنه خلال الأسبوعين الماضيين","NA","كم مرة يقول **${fc_name}** الكلمات ""التي تدل على القوة""؟","","كل يوم في آخر أسبوعين","4","Reminder: the caregiver reported that during the past two weeks","","How often does **${fc_name}** say words ""that indicate strength""?","Every day in the last two weeks"
"gilbert_meta_64","main","end_emotion_5","Socioemotional learning in an RCT","Arabic","تذكير: ذكر مقدم الرعاية أنه خلال الأسبوعين الماضيين","NA","كم مرة يقول **${fc_name}** الكلمات ""التي تدل على القوة""؟","","مرة أو مرتين في آخر أسبوعين","1","Reminder: the caregiver reported that during the past two weeks","","How often does **${fc_name}** say words ""that indicate strength""?","Once or twice in the last two weeks"
"gilbert_meta_64","main","end_emotion_5","Socioemotional learning in an RCT","Arabic","تذكير: ذكر مقدم الرعاية أنه خلال الأسبوعين الماضيين","NA","كم مرة يقول **${fc_name}** الكلمات ""التي تدل على القوة""؟","","أبداً","0","Reminder: the caregiver reported that during the past two weeks","","How often does **${fc_name}** say words ""that indicate strength""?","Never"
"gilbert_meta_64","main","end_emotion_5","Socioemotional learning in an RCT","Arabic","تذكير: ذكر مقدم الرعاية أنه خلال الأسبوعين الماضيين","NA","كم مرة يقول **${fc_name}** الكلمات ""التي تدل على القوة""؟","","عدة مرات في الأسبوعين الماضيين","2","Reminder: the caregiver reported that during the past two weeks","","How often does **${fc_name}** say words ""that indicate strength""?","Several times in the past two weeks"
"gilbert_meta_64","main","end_emotion_5","Socioemotional learning in an RCT","Arabic","تذكير: ذكر مقدم الرعاية أنه خلال الأسبوعين الماضيين","NA","كم مرة يقول **${fc_name}** الكلمات ""التي تدل على القوة""؟","","كل يومين في الأسبوعين الماضيين","3","Reminder: the caregiver reported that during the past two weeks","","How often does **${fc_name}** say words ""that indicate strength""?","Every other day in the past two weeks"
"gilbert_meta_64","main","end_emotion_1","Socioemotional learning in an RCT","Arabic","تذكير: ذكر مقدم الرعاية أنه خلال الأسبوعين الماضيين","NA","كم مرة بيحكي **${fc_name}** عن مشاعره؟","","4 مرات أو أكثر في الأسبوعين الماضيين","3","Reminder: the caregiver reported that during the past two weeks","","How often does **${fc_name}** talk about his feelings?","4 or more times in the past two weeks"
"gilbert_meta_64","main","end_emotion_1","Socioemotional learning in an RCT","Arabic","تذكير: ذكر مقدم الرعاية أنه خلال الأسبوعين الماضيين","NA","كم مرة بيحكي **${fc_name}** عن مشاعره؟","","أبداً","0","Reminder: the caregiver reported that during the past two weeks","","How often does **${fc_name}** talk about his feelings?","Never"
"gilbert_meta_64","main","end_emotion_1","Socioemotional learning in an RCT","Arabic","تذكير: ذكر مقدم الرعاية أنه خلال الأسبوعين الماضيين","NA","كم مرة بيحكي **${fc_name}** عن مشاعره؟","","مرة واحدة في آخر أسبوعين","1","Reminder: the caregiver reported that during the past two weeks","","How often does **${fc_name}** talk about his feelings?","Once in the last two weeks"
"gilbert_meta_64","main","end_emotion_1","Socioemotional learning in an RCT","Arabic","تذكير: ذكر مقدم الرعاية أنه خلال الأسبوعين الماضيين","NA","كم مرة بيحكي **${fc_name}** عن مشاعره؟","","2 أو 3 مرات في الأسبوعين الماضيين","2","Reminder: the caregiver reported that during the past two weeks","","How often does **${fc_name}** talk about his feelings?","2 or 3 times in the past two weeks"
