"table","section_id","item","instrument","language","instructions","section_prompt","item_text","correct_response","option_text","resp","instructions_translated","section_prompt_translated","item_text_translated","option_text_translated"
"algner2022_uwes","algner2022_uwes_1","UWES8","Utrecht Work Engagement Scale-9, German version (UWES-9; Schaufeli & Bakker, 2003; Sautier et al., 2015)","German","In der folgenden Liste finden Sie Aussagen dazu, wie man die Arbeit erleben kann. Kreuzen Sie bitte das für Sie Zutreffende an.","NA","Ich gehe völlig in meiner Arbeit auf","NA","Ab und zu","3","The following list contains statements about how one may experience work. Please tick the one that applies to you.","","I am immersed in my work","Rarely"
"algner2022_uwes","algner2022_uwes_1","UWES3","Utrecht Work Engagement Scale-9, German version (UWES-9; Schaufeli & Bakker, 2003; Sautier et al., 2015)","German","In der folgenden Liste finden Sie Aussagen dazu, wie man die Arbeit erleben kann. Kreuzen Sie bitte das für Sie Zutreffende an.","NA","Ich bin von meiner Arbeit begeistert","NA","Ab und zu","3","The following list contains statements about how one may experience work. Please tick the one that applies to you.","","I am enthusiastic about my job","Rarely"
"algner2022_uwes","algner2022_uwes_1","UWES5","Utrecht Work Engagement Scale-9, German version (UWES-9; Schaufeli & Bakker, 2003; Sautier et al., 2015)","German","In der folgenden Liste finden Sie Aussagen dazu, wie man die Arbeit erleben kann. Kreuzen Sie bitte das für Sie Zutreffende an.","NA","Wenn ich morgens aufstehe, freue ich mich auf meine Arbeit","NA","Ab und zu","3","The following list contains statements about how one may experience work. Please tick the one that applies to you.","","When I get up in the morning, I feel like going to work","Rarely"
"algner2022_uwes","algner2022_uwes_1","UWES7","Utrecht Work Engagement Scale-9, German version (UWES-9; Schaufeli & Bakker, 2003; Sautier et al., 2015)","German","In der folgenden Liste finden Sie Aussagen dazu, wie man die Arbeit erleben kann. Kreuzen Sie bitte das für Sie Zutreffende an.","NA","Ich bin stolz auf meine Arbeit","NA","Ab und zu","3","The following list contains statements about how one may experience work. Please tick the one that applies to you.","","I am proud of the work that I do","Rarely"
"algner2022_uwes","algner2022_uwes_1","UWES4","Utrecht Work Engagement Scale-9, German version (UWES-9; Schaufeli & Bakker, 2003; Sautier et al., 2015)","German","In der folgenden Liste finden Sie Aussagen dazu, wie man die Arbeit erleben kann. Kreuzen Sie bitte das für Sie Zutreffende an.","NA","Meine Arbeit inspiriert mich","NA","Ab und zu","3","The following list contains statements about how one may experience work. Please tick the one that applies to you.","","My job inspires me","Rarely"
"algner2022_uwes","algner2022_uwes_1","UWES6","Utrecht Work Engagement Scale-9, German version (UWES-9; Schaufeli & Bakker, 2003; Sautier et al., 2015)","German","In der folgenden Liste finden Sie Aussagen dazu, wie man die Arbeit erleben kann. Kreuzen Sie bitte das für Sie Zutreffende an.","NA","Ich fühle mich glücklich, wenn ich intensiv arbeite","NA","Ab und zu","3","The following list contains statements about how one may experience work. Please tick the one that applies to you.","","I feel happy when I am working intensely","Rarely"
"algner2022_uwes","algner2022_uwes_1","UWES2","Utrecht Work Engagement Scale-9, German version (UWES-9; Schaufeli & Bakker, 2003; Sautier et al., 2015)","German","In der folgenden Liste finden Sie Aussagen dazu, wie man die Arbeit erleben kann. Kreuzen Sie bitte das für Sie Zutreffende an.","NA","Beim Arbeiten fühle ich mich fit und tatkräftig","NA","Ab und zu","3","The following list contains statements about how one may experience work. Please tick the one that applies to you.","","At my job, I feel strong and vigorous","Rarely"
"algner2022_uwes","algner2022_uwes_1","UWES1","Utrecht Work Engagement Scale-9, German version (UWES-9; Schaufeli & Bakker, 2003; Sautier et al., 2015)","German","In der folgenden Liste finden Sie Aussagen dazu, wie man die Arbeit erleben kann. Kreuzen Sie bitte das für Sie Zutreffende an.","NA","Bei meiner Arbeit bin ich voll überschäumender Energie","NA","Ab und zu","3","The following list contains statements about how one may experience work. Please tick the one that applies to you.","","At my work, I feel bursting with energy","Rarely"
"algner2022_uwes","algner2022_uwes_1","UWES9","Utrecht Work Engagement Scale-9, German version (UWES-9; Schaufeli & Bakker, 2003; Sautier et al., 2015)","German","In der folgenden Liste finden Sie Aussagen dazu, wie man die Arbeit erleben kann. Kreuzen Sie bitte das für Sie Zutreffende an.","NA","Meine Arbeit reißt mich mit","NA","Ab und zu","3","The following list contains statements about how one may experience work. Please tick the one that applies to you.","","I get carried away when I am working","Rarely"
"algner2022_uwes","algner2022_uwes_1","UWES3","Utrecht Work Engagement Scale-9, German version (UWES-9; Schaufeli & Bakker, 2003; Sautier et al., 2015)","German","In der folgenden Liste finden Sie Aussagen dazu, wie man die Arbeit erleben kann. Kreuzen Sie bitte das für Sie Zutreffende an.","NA","Ich bin von meiner Arbeit begeistert","NA","Fast nie","2","The following list contains statements about how one may experience work. Please tick the one that applies to you.","","I am enthusiastic about my job","Almost never"
