"table","note"
"IJLS_Eersel_2024_DenialAcceptance","PASS with caveat. Administered in Dutch (paper: 'Participants completed validated Dutch versions of the instruments unless otherwise indicated'), but no Dutch Brief COPE wording exists anywhere in scope, so this is the documented English fallback (text_source=translated_substitute, translation_source=study_supplied, language=Dutch, _translated columns omitted). Files checked for the Dutch original and what they hold: the DataverseNL deposit doi:10.34894/FDDFTJ (CC0) -- IJLS_readme.txt codebook, which states '[all items were translated from Dutch to English]' and prints only English; 'IJLS [dataset].sav', whose 97 variable labels and 81 value-label sets contain zero Dutch (regex over ik/niet/nooit/vaak/soms etc. returns 0 hits); and both Europe PMC supplements of the paper (PMC10909267), of which MOESM1 does publish 'Vragenlijst Dreigend Verlies van Werk', the Dutch original -- but of the IJLS ONLY, not of the Brief COPE, and MOESM2 is the English expert-panel rating table. No instructions are published for the coping items in the paper, the readme or the .sav, so instructions is left blank rather than substituting a canonical Brief COPE preamble."
"IJLS_Eersel_2024_IJLSreaction","PASS with two caveats. (1) LANGUAGE SPLIT: the instrument was administered in Dutch and item_text carries the verbatim Dutch wording from the paper's Appendix (Supplementary Material 1), with the authors' own English (Table 2) in item_text_translated. The Dutch RESPONSE ANCHORS are published nowhere in the deposit or in either supplement, so option_text holds the study's own English anchor labels (Never/Rarely/Sometimes/Often/Always, from the .sav value labels) and option_text_translated is empty -- i.e. for the option axis only, this is the English fallback, and readers should not read option_text as what respondents saw. Nothing was translated by this project. (2) SOURCE WORDING VARIANT ON ITEM 9: the .sav variable label and IJLS_readme.txt both read 'I felt lonely because of my job loss', while the paper's Table 2 (the version the Appendix names as the English form) reads 'I felt lonely because of my impending job loss'; the Dutch original is 'Ik voelde me eenzaam door het dreigende verlies van mijn baan' ('impending'), so the Table 2 form was shipped as the English. instructions is left blank: no verbatim instruction text is published anywhere in the deposit or the paper, which state only that respondents rated the preceding four weeks on a 1-5 scale."
"IJLS_Eersel_2024_Work","Clean pass with caveats. mapping_basis=data_labels: data/IJLS_Eersel_2024.R melts explicitly named columns of the deposit's .dat, so all 9 IRW item codes ARE the source column names, and the .sav's variable/value labels tie code to text with no inference. No verification row or verify_*.R is owed under Step 5b."
"IJLS_Eersel_2024_Work","The deposit's IJLS_readme.txt is WRONG for two of this table's items: its UWES_2 line repeats WorkCen_2's sentence ('The main things that have happened to me are related to my work') and its UWES_3 line repeats WorkCen_3's sentence with a reversed 7..1 key. The .sav variable labels give the actual items ('My job inspires me.', 'I am proud of the work I do.'), which are UWES-9 dedication items DE03 and DE04, and the .sav value labels give both a non-reversed 1..7 Never..Always key. The .sav was used; the readme's two lines should not be trusted. Siblings using the same readme should note it is otherwise accurate for the IJLS/HADS/LOT/IUS/ICECAP/Brief-COPE blocks."
"IJLS_Eersel_2024_Work","Scale-anchor mismatch between article and data: van Eersel et al. (2024) says work engagement 'Items were rated on a 6-point scale (1 = never to 6 = always)', but the .sav labels all three UWES items 1 Never .. 7 Always and the live data uses all 7 levels (resp_min 1, resp_max 7, 7 distinct levels, n=200). The .sav labels were shipped."
"IJLS_Eersel_2024_Work","Administered language was Dutch; the Dutch original is published only for the IJLS items (Additional file 1 of the paper). For this table's three scales no Dutch wording exists in the deposit or either supplement, so the study's own English rendering is in the base fields, language=Dutch, _translated columns empty, text_source=translated_substitute, translation_source=study_supplied."
"IJLS_Eersel_2024_Work","Dictionary defect: the IRW dictionary row gives DOI 10.1186/s40359-024-00851-2 for the paper; the real article DOI is 10.1186/s40359-024-01626-8 (BMC Psychology 12:118, PMC10909267). The bad DOI 404s and bmcpsychology.biomedcentral.com bot-walls a direct fetch; Europe PMC resolves it by title."
"IJLS_Eersel_2024_Work","Step 3b: the table name says 'Work' and the live 9 items are exactly the three work-centrality items, the three UWES-9 dedication items and the three affective-commitment items the paper describes as its work-attachment measures. Three instruments in one table, so `instrument` names the composite battery; there is no published instruction or section-prompt text for any of the three blocks, so section_id is the single trivial IJLS_Eersel_2024_Work_1 with blank section_prompt."
"ieswriting_molloy_2022","BLOCKED on a stated non-commercial restriction covering the source of the wording. The only publication of the administered item wording is the ETS GitHub deposit, whose entire contents -- including docs/surveys/writing_attitudes_survey.pdf and docs/student_data_columns.csv, the two files that carry the item text -- are released under CC BY-NC-SA 4.0. Quote: ""This data is released under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License."" -- README.md, License section, and LICENSE.md (full CC BY-NC-SA 4.0 text), https://github.com/EducationalTestingService/ies-writing-achievement-study-data Per references/itemtext_standard.md (ruled 2026-09-04, irw#1891) a stated NC restriction on the source IRW would copy from is a determinate block; this is the same shape as chinvararak_2021_ecr, whose Thai ECR selection was blocked because its only publication is CC BY-NC. No __items.csv written."
"ieswriting_molloy_2022","RETRY TEST: NO. The verdict is determinate -- the licence bars reuse, and an unchanged retry right now reads the same LICENSE.md and reaches the same answer. It would change only if ETS relicensed the deposit under permissive terms, or if the administered wording turned up in a separately, permissively licensed publication. The item text is fully recoverable and clean otherwise (see next note), so this is a rights block, not an availability block."
"ieswriting_molloy_2022","NOT a source gap: the wording is complete and would have made a clean data_labels extraction. docs/student_data_columns.csv gives, for all 50 live item codes, a Description (the item stem), a Survey Section Heading (Part 1 My Goals for Writing / Part 2 Confidence About Writing Tasks / Part 3 Beliefs About Writing / Part 4 How I Feel About Writing), the Survey Instructions for that part, and the response Scale; docs/surveys/writing_attitudes_survey.pdf reproduces the administered form. data/iewsriting_molloy_2022.r melts the source columns by name, so the IRW item code IS the source column name and no inference step exists. If the licence position ever changes, this table is a ~30-minute extraction from cached files in itemtext/.cache/ieswriting_molloy_2022/."
"ieswriting_molloy_2022","DATA DEFECT (response side, for Ben): IRW's metadata/biblio.csv records Derived_License = 'CC BY 4.0' for this table, but the source deposit is CC BY-NC-SA 4.0 (README License section and LICENSE.md, both quoted above). datastandard.md stops response-data intake on 'any NC/ND restriction', so the licence field is wrong AND the response table itself may not qualify for the corpus under that rule. Worth a separate look independent of item text."
"ieswriting_molloy_2022","Note on the instrument's own provenance: the README states the survey 'is adapted from an instrument developed by MacArthur, Philippakos, & Graham (2016)' (Learning Disability Quarterly 39, 31-43, DOI 10.1177/0731948715583115). That article is paywalled SAGE, so it is not an alternative permissively licensed source for the administered wording; the ETS adaptation is what respondents read and it exists only in the NC deposit."
"imos_1987","Clean pass, three caveats. (1) resp is the 0-7 mark a jury awarded for a written proof, not a selected-response option; option_text is blank for all 48 rows and was deliberately not padded with the mark values. The metadata tags row calls the item format 'Likert Scale/selected response', which is wrong for this table."
"imos_1987","(2) Problem 3's item_text reproduces a typo in the official IMO source paper ('a_1 x_1 + a_1 x_2 + ... + a_n x_n'; the second coefficient should be a_2). Transcribed as printed rather than silently corrected."
"imos_1987","(3) Option rows cover marks 0-7 for all six problems, the official per-problem mark range; problem3 has no live row at resp=4 (no contestant scored 4 on it) so that one option row exceeds the observed levels. Any per-item coverage WARN on problem3/resp=4 is expected."
"imos_1987","Mathematics rendered in plain-text/LaTeX-style notation (p_n(k), x_1^2, sqrt(n), <=) because the source is LaTeX-typeset; a reader wanting the typeset original should use the cached official PDF."
"imos_1988","Written clean, with caveats. (1) The IMO paper is sat in each contestant's own language (268 contestants, 49 countries); the shipped item_text is the organisers' official English version, so it is the canonical instrument rather than any one administered wording -- language/_translated columns are deliberately omitted rather than claiming an administered language. (2) Problem 4 is transcribed with the official PDF's own missing article ('Show that set of real numbers x'). (3) Typeset mathematics is rendered as plain text. (4) option_text is blank for all 48 rows: resp 0-7 are IMO marks with no verbal anchors. (5) Day I / Day II are recorded as two section_ids with the source's own day headers as section_prompt; instructions is blank because the official PDF publishes none."
"IJLS_Eersel_2024_DenialAcceptance","ORCHESTRATOR (batch_049 gates): audit_batch PASS, no WARN. irw-validate raises one WARN, name_charset -- the live IRW table name is mixed-case. That is a property of the RESPONSE table's name, not a defect in this itemtext file, and nothing in this round can fix it; renaming a published table is a corpus-wide decision. Same WARN on both IJLS siblings."
"IJLS_Eersel_2024_IJLSreaction","ORCHESTRATOR (batch_049 gates): audit_batch PASS, no WARN. irw-validate name_charset WARN -- mixed-case live table name, a property of the response table, not of this file."
