"table","section_id","item","instrument","language","instructions","section_prompt","item_text","correct_response","option_text","resp"
"dalichaouche_2026_covid_knowledge","dalichaouche_2026_covid_knowledge_1","C1","KAP Survey (Knowledge-Attitudes-Practices) regarding COVID-19 among Students: II - Knowledge","French",NA,NA,"What type of infectious disease is COVID-19?","Viral","Incorrect",0
"dalichaouche_2026_covid_knowledge","dalichaouche_2026_covid_knowledge_1","C1","KAP Survey (Knowledge-Attitudes-Practices) regarding COVID-19 among Students: II - Knowledge","French",NA,NA,"What type of infectious disease is COVID-19?","Viral","Correct",1
"dalichaouche_2026_covid_knowledge","dalichaouche_2026_covid_knowledge_1","C2","KAP Survey (Knowledge-Attitudes-Practices) regarding COVID-19 among Students: II - Knowledge","French",NA,NA,"What is the main route of transmission of COVID-19?","Respiratory droplets and close contact","Incorrect",0
"dalichaouche_2026_covid_knowledge","dalichaouche_2026_covid_knowledge_1","C2","KAP Survey (Knowledge-Attitudes-Practices) regarding COVID-19 among Students: II - Knowledge","French",NA,NA,"What is the main route of transmission of COVID-19?","Respiratory droplets and close contact","Correct",1
"dalichaouche_2026_covid_knowledge","dalichaouche_2026_covid_knowledge_1","C3","KAP Survey (Knowledge-Attitudes-Practices) regarding COVID-19 among Students: II - Knowledge","French",NA,NA,"How long is the incubation period of COVID-19 (time between infection and disease onset)?","1–14 days","Incorrect",0
"dalichaouche_2026_covid_knowledge","dalichaouche_2026_covid_knowledge_1","C3","KAP Survey (Knowledge-Attitudes-Practices) regarding COVID-19 among Students: II - Knowledge","French",NA,NA,"How long is the incubation period of COVID-19 (time between infection and disease onset)?","1–14 days","Correct",1
"dalichaouche_2026_covid_knowledge","dalichaouche_2026_covid_knowledge_1","C4","KAP Survey (Knowledge-Attitudes-Practices) regarding COVID-19 among Students: II - Knowledge","French",NA,NA,"What are the main clinical manifestations of COVID-19?","Fever and cough","Incorrect",0
"dalichaouche_2026_covid_knowledge","dalichaouche_2026_covid_knowledge_1","C4","KAP Survey (Knowledge-Attitudes-Practices) regarding COVID-19 among Students: II - Knowledge","French",NA,NA,"What are the main clinical manifestations of COVID-19?","Fever and cough","Correct",1
"dalichaouche_2026_covid_knowledge","dalichaouche_2026_covid_knowledge_1","C5","KAP Survey (Knowledge-Attitudes-Practices) regarding COVID-19 among Students: II - Knowledge","French",NA,NA,"Who are the individuals that usually develop severe forms of COVID-19?","Elderly and/or people with pre-existing conditions","Incorrect",0
"dalichaouche_2026_covid_knowledge","dalichaouche_2026_covid_knowledge_1","C5","KAP Survey (Knowledge-Attitudes-Practices) regarding COVID-19 among Students: II - Knowledge","French",NA,NA,"Who are the individuals that usually develop severe forms of COVID-19?","Elderly and/or people with pre-existing conditions","Correct",1
"dalichaouche_2026_covid_knowledge","dalichaouche_2026_covid_knowledge_1","C6","KAP Survey (Knowledge-Attitudes-Practices) regarding COVID-19 among Students: II - Knowledge","French",NA,NA,"How can COVID-19 be prevented?","Wearing a mask and/or social distancing","Incorrect",0
"dalichaouche_2026_covid_knowledge","dalichaouche_2026_covid_knowledge_1","C6","KAP Survey (Knowledge-Attitudes-Practices) regarding COVID-19 among Students: II - Knowledge","French",NA,NA,"How can COVID-19 be prevented?","Wearing a mask and/or social distancing","Correct",1
