"table","section_id","item","instrument","language","instructions","section_prompt","item_text","correct_response","option_text","resp"
"estevezlopez_2016_panas","estevezlopez_2016_panas_1","panas_1","Positive and Negative Affect Schedule (PANAS), Spanish version (Sandín et al., 1999)","Spanish",NA,NA,"Interested",NA,"very slightly or not at all",1
"estevezlopez_2016_panas","estevezlopez_2016_panas_1","panas_1","Positive and Negative Affect Schedule (PANAS), Spanish version (Sandín et al., 1999)","Spanish",NA,NA,"Interested",NA,"a little",2
"estevezlopez_2016_panas","estevezlopez_2016_panas_1","panas_1","Positive and Negative Affect Schedule (PANAS), Spanish version (Sandín et al., 1999)","Spanish",NA,NA,"Interested",NA,"moderately",3
"estevezlopez_2016_panas","estevezlopez_2016_panas_1","panas_1","Positive and Negative Affect Schedule (PANAS), Spanish version (Sandín et al., 1999)","Spanish",NA,NA,"Interested",NA,"quite a bit",4
"estevezlopez_2016_panas","estevezlopez_2016_panas_1","panas_1","Positive and Negative Affect Schedule (PANAS), Spanish version (Sandín et al., 1999)","Spanish",NA,NA,"Interested",NA,"extremely",5
"estevezlopez_2016_panas","estevezlopez_2016_panas_1","panas_2","Positive and Negative Affect Schedule (PANAS), Spanish version (Sandín et al., 1999)","Spanish",NA,NA,"Distressed",NA,"very slightly or not at all",1
"estevezlopez_2016_panas","estevezlopez_2016_panas_1","panas_2","Positive and Negative Affect Schedule (PANAS), Spanish version (Sandín et al., 1999)","Spanish",NA,NA,"Distressed",NA,"a little",2
"estevezlopez_2016_panas","estevezlopez_2016_panas_1","panas_2","Positive and Negative Affect Schedule (PANAS), Spanish version (Sandín et al., 1999)","Spanish",NA,NA,"Distressed",NA,"moderately",3
"estevezlopez_2016_panas","estevezlopez_2016_panas_1","panas_2","Positive and Negative Affect Schedule (PANAS), Spanish version (Sandín et al., 1999)","Spanish",NA,NA,"Distressed",NA,"quite a bit",4
"estevezlopez_2016_panas","estevezlopez_2016_panas_1","panas_2","Positive and Negative Affect Schedule (PANAS), Spanish version (Sandín et al., 1999)","Spanish",NA,NA,"Distressed",NA,"extremely",5
"estevezlopez_2016_panas","estevezlopez_2016_panas_1","panas_3","Positive and Negative Affect Schedule (PANAS), Spanish version (Sandín et al., 1999)","Spanish",NA,NA,"Excited",NA,"very slightly or not at all",1
"estevezlopez_2016_panas","estevezlopez_2016_panas_1","panas_3","Positive and Negative Affect Schedule (PANAS), Spanish version (Sandín et al., 1999)","Spanish",NA,NA,"Excited",NA,"a little",2
