table,batch,mapping_basis,uploaded,route,status,evidence
duboz_2021_swls,batch_030,paper_order,,3 (published totals) + direction control,PARTIAL,"Route 3 (published totals) over all 1493 respondents in the live table, summing the five items raw: Dakar live mean 21.432 SD 5.926 (n=993) vs published 21.427 / 5.918 (N=1000 before the 7 exact duplicate rows data/duboz_2021_swls_pss.py drops); Tessekere live 23.220 / 5.744 (n=500) vs published 23.220 / 5.743; live Welch t=-5.616 vs published t=-5.585; live Cronbach alpha 0.7259 vs published 0.725. Direction control: the reversed 1-7 assignment gives a Dakar mean of 18.568, missing the published 21.427 by 2.859 points, so the option_text<->resp axis (1=Strongly disagree .. 7=Strongly agree) is pinned, as is raw (unreversed) storage of all five items. WHAT THIS DOES NOT ESTABLISH: a sum is invariant to any permutation of the five items, so which canonical SWLS item corresponds to which of Q1..Q5 is NOT distinguished; route 1 is unavailable because the paper publishes no per-item statistics, and routes 2, 5, 6 and 7 do not apply (one common 1-7 scale, one unidimensional subscale, no reverse-keyed items, no marker item). Contrary signal recorded rather than suppressed: live corrected item-total correlations are Q1 0.333, Q2 0.532, Q3 0.611, Q4 0.587, Q5 0.435, whereas the SWLS literature's weakest item is consistently item 5; on canonical order the weakest here is Q1, so the item-order assumption is not corroborated by that profile either. PARTIAL, not VERIFIED."
enkavi_2019_stroop,batch_030,data_labels,,re-run of the processing script over the raw source files (core model 3); source-file stimulus/correct_response unanimity per item,VERIFIED,"Re-ran data/enkavi_2019_conflict_tasks.py's item construction (stim_word + '_' + stim_color, test-stage rows, resp = source `correct` in {0,1}) over the two raw SRO stroop.csv.gz files and compared per-item n and per-item mean accuracy against live irw_fetch: 64,608 rows both sides; n identical for all 9 items (10768/5384/5384/5384/10768/5384/5384/5384/10768); means match to <= 4.8e-07 (blue_blue .970840/.970840, blue_green .912704/.912704, blue_red .937221/.937221, green_blue .933135/.933135, green_green .969354/.969354, green_red .942979/.942979, red_blue .913076/.913076, red_green .903046/.903046, red_red .977619/.977619). The nine means are pairwise separated by >= 0.00037, so any permutation of the nine codes fails at tolerance 1e-5; the word/ink transposition specifically would move green_red/red_green by 0.0399, blue_red/red_blue by 0.0241 and blue_green/green_blue by 0.0204. Independently, each item key has exactly one distinct `stimulus` HTML and one `correct_response` keycode across all 64,608 raw rows. This distinguishes every item from every other item. It does NOT establish the option_text accuracy labels (resp is 0/1 accuracy, not a chosen option) or the instructions wording, both of which come from the task source experiment.js."
environment_ltm,batch_030,paper_explicit,,"route 9 (response-frequency matching), corroborated by the live resp_raw column",VERIFIED,"All 18 item x resp cells match the ltm package Environment data frame cell for cell, 0 mismatches: ltm counts AirPollution 189/93/9, Chemicals 218/56/17, LeadPetrol 179/95/17, Nuclear 150/95/46, RadioWaste 217/56/18, RiverSea 233/51/7 (very / slightly / not very concerned = resp 1/2/3) against live IRW counts 189/93/9, 218/56/17, 179/95/17, 150/95/46, 217/56/18, 233/51/7. All 6 count signatures are distinct from one another, so swapping any two items' text would break the match: every item is distinguished from every other. Anchor order is independently confirmed by the live table's own resp_raw column (resp 1 = 'very concerned', 2 = 'slightly concerned', 3 = 'not very concerned'). What this does NOT establish: that the ltm documentation's descriptors are the verbatim 1990 British Social Attitudes question wording; that questionnaire is not open-access and was not checked."
esiason_2024_aaqii,batch_030,paper_order,,5 (content-block structure) + 1 (per-item means vs an external published AAQ-II sample) + 7 (marker item),PARTIAL,"N=58 (21 patients + 37 caregivers), raw S1/S2 columns aaq1..aaq7 (the live table is these columns truncated to resp<=5). Route 5: of the 105 partitions of 7 items into blocks of 2-2-3, the canonical AAQ-II content partition {1,4}|{2,3}|{5,6,7} (Nunez et al. 2025 PeerJ, doi:10.7717/peerj.19620) ranks 1st, within-block mean r = 0.836 vs between-block 0.711 (delta 0.1248); runner-up {1,4}|{2,3,5}|{6,7} delta 0.0980. Route 7/1: observed item means aaq4 2.148 < aaq1 2.464 < aaq5 2.643 < aaq6 2.649 < aaq3 2.654 < aaq2 2.667 < aaq7 2.737, against Langer et al. 2024 (BMC Psychology, PMC10908082) Table 1 AAQ4 2.75 < AAQ1 3.04 < AAQ5 3.37 < AAQ2 3.39 < AAQ7 3.53 < AAQ6 3.67 < AAQ3 3.91; the two lowest items are aaq4 then aaq1 in both, matching the published finding that item 4 requires the highest trait level to endorse. Spearman(observed, published) = 0.714 over all seven. NOT established: aaq2 vs aaq3 (means 2.667 vs 2.654, a 0.013 gap) and the order of aaq5/aaq6/aaq7 (2.643/2.649/2.737, gaps <= 0.09 at N=58) are indistinguishable, so the mapping is pinned at the block level plus the 1-vs-4 assignment, not item by item -- hence PARTIAL."
esiason_2024_ace,batch_030,reconstructed,,exemption: self-describing item codes + 1 (per-item endorsement counts),VERIFIED,"Self-describing codes, made mechanical in verify_esiason_2024_ace.R: each of the ten codes (swear, push, touch, loved, eat, divorced, mother, drugs, depressed, prison) occurs as a whole word in its own item_text and in NO other item's item_text, 10/10, so a swap of any two item_texts would be self-evident -- this is what distinguishes every item from every other. Corroborated on data: in the 21-record subset (IRW cov_group=patient, 20 ids, 195 rows) the per-item sum of resp reproduces the paper's published caregiver-sample category counts exactly on 9 of 10 items -- swear 8 vs 8, push 5 vs 5, touch 0 vs 0, loved 5 vs 5, eat 0 vs 0, divorced 6 vs 6, mother 2 vs 2, drugs 9 vs 9, depressed 5 vs 5; prison 0 observed vs 2 published (a source-vs-paper discrepancy, see notes). What the count route does NOT establish on its own: three categories tie at 5 (push/loved/depressed) and two at 0 (touch/eat), and prison misses, so counts alone leave six of ten items mutually unseparated; that separation rests entirely on the self-describing codes, and resp 0/1 = No/Yes rests on the handout's 'If yes enter 1' rather than on a count match."
esiason_2024_cfq,batch_030,paper_order,,6 (keying polarity / reverse-item block structure); route 3 attempted and inconclusive,PARTIAL,"The published CFQ13 scoring key (ACBS scoring instructions) reverses exactly items 3, 6, 9, 12. In the live data the four items with the lowest mean correlation against the nine fusion items are exactly cfq3, cfq6, cfq9, cfq12 (mean r 0.097, 0.098, 0.161, 0.135) against 0.567-0.745 for the other nine -- a gap of 0.406 with no overlap; item means separate the same way, 4.57-5.04 for those four vs 2.59-3.45 for the other nine (gap 1.12). Chance of the defusion set landing on exactly {3,6,9,12} under a random permutation of the 13 texts is 1/715. This pins the defusion class and therefore confirms that the REDCap codes cfq1..cfq13 follow the published CFQ13 numbering. It does NOT distinguish the nine fusion items from one another, nor the four defusion items from one another, so a swap within either class would be invisible -- hence PARTIAL. Route 3 (published totals) was tried and does not reproduce: under the published key the deposit files give totals 33.68 (SD 11.27, n=19) and 43.16 (SD 13.90, n=36) against the paper's 37.5 (SD 13.2) and 32.1 (SD 12.2), and a brute-force search over all reversal sets of size 0-5 finds none reproducing both published means, so route 3 supplies no evidence either way."
esiason_2024_vlq_consistency,batch_030,unknown,,"exemption: self-describing item codes (blocked, unshipped) + route 8 (semantic coherence of per-item n and of the importance/consistency domain pairing)",NO_ROUTE,"NO_ROUTE recorded because the table is BLOCKED on rights and ships no CSV, so no item_text<->item or option_text<->resp mapping reaches the corpus to be verified (batch_026/027/028 convention for blocked tables). The mapping evidence that WOULD have supported an extraction was nonetheless run and is re-runnable (verify_esiason_2024_vlq_consistency.R, VERDICT: PASS). Numbers, live table, N=57 ids, 541 rows, resp 1-10: (P1, route 8) non-missing n per item -- par2 49, marr2 53, cit2 54, edu2 54, fam2 54, fri2 55, phsy2 55, spi2 55, rec2 56, wor2 56; the two lowest are exactly {marr2, par2}, the only two VLQ domains (Marriage, Parenting) that do not apply to every adult. (P2) correlation of each consistency item with the ten importance items of the sibling table esiason_2024_vlq_importance, own-twin r vs mean of the other nine: fam2 0.404/0.222, marr2 0.146/0.056, par2 0.354/0.220, fri2 0.443/0.179, wor2 0.587/0.164, edu2 0.376/0.215, rec2 0.451/0.110, spi2 0.123/0.097, cit2 0.231/0.157, phsy2 0.341/0.160 -- own > mean(other) for 10 of 10 domains. WHAT THIS DOES NOT ESTABLISH: own-twin r is the single LARGEST of the ten for only 5 of 10 items (fam2, fri2, wor2, edu2, rec2); for marr2, par2, spi2, cit2 and phsy2 some other importance item correlates as high or higher (e.g. par2 0.354 vs par-vs-fam1 0.384), so P2 does not pin those five codes one-to-one on its own. Neither strand touches shipped wording, because none was shipped; the item<->text tie rests on the self-describing-code exemption (the IRW codes ARE the source spreadsheet column names and are domain mnemonics in the instrument's printed order), not on these statistics."
esiason_2024_vlq_importance,batch_030,unknown,,none (no item text shipped),NO_ROUTE,"Blocked on rights (Wilson 2002 VLQ no-redistribution footer); no item text shipped, so there is no mapping to verify. Recorded NO_ROUTE rather than NOT_NEEDED: mapping_basis is unknown, and only data_labels is exempt from Step 5b. Matches the status its identical sibling esiason_2024_vlq_consistency recorded. No mapping exists to verify: the table is blocked on rights and no __items.csv was written, so 0 of the 10 live items (cit1, edu1, fam1, fri1, marr1, par1, phys1, rec1, spi1, wor1; resp 1-10; 546 rows) carry any shipped text. Recorded for a future retry only: the mapping would have needed no statistical route at all, because the exemption for self-describing codes applies and the codes are additionally the source column names verbatim -- data/esiason_2024_nmosd.py melts VLQ_IMPORTANCE = c(fam1, marr1, par1, fri1, wor1, edu1, rec1, spi1, cit1, phys1) straight out of s001/s002.xlsx with no rename and no positional assignment, and those 10 codes correspond one-to-one and in order to VLQ domains 1-10 (1 Family, 2 Marriage/couples/intimate relations, 3 Parenting, 4 Friends/social life, 5 Work, 6 Education/training, 7 Recreation/fun, 8 Spirituality, 9 Citizenship/Community Life, 10 Physical self care). This does NOT establish anything about text that was never shipped. No verify_esiason_2024_vlq_importance.R accompanies this row: a re-runnable script must verify a mapping, and there is no mapping in the batch to re-run."
estevezlopez_2016_panas,batch_030,paper_explicit,,paper per-item CFA parameters (Figure 1 loadings + residual correlations) refit on live data; plus positional cell-for-cell diff against the deposit columns,PARTIAL,"Route: per-item published parameters (route 1) plus a mechanical positional check. (a) Live panas_N vs deposit column N (1st_item..20th_item, 442 participants all matched): agreement 1.0000 for all 20 columns, so the positional rename did not shift. (b) Refit of the papers best-fitting model 2b(3) on the live data vs the values printed in Figure 1: loadings Interested .596 vs .60, Alert .637 vs .64, Attentive .570 vs .57, Excited .637 vs .64, Enthusiastic .733 vs .73, Inspired .664 vs .66, Proud .519 vs .52, Determined .688 vs .69, Strong .583 vs .58, Active .585 vs .59, Upset .780 vs .78, Distressed .654 vs .65, Nervous .664 vs .66, Jittery .739 vs .74, Guilty .590 vs .59, Ashamed .443 vs .44, Hostile .754 vs .75, Irritable .701 vs .70, Scared .677 vs .68, Afraid .639 vs .64 (max deviation 0.0049); all 14 residual correlations reproduce to <=0.0045 (Scared~~Afraid .564 vs .56, Strong~~Active .364 vs .36, Hostile~~Irritable .362 vs .36, Nervous~~Jittery .316 vs .32, Distressed~~Nervous .292 vs .29, Excited~~Enthusiastic .274 vs .27, Guilty~~Ashamed .241 vs .24, Interested~~Attentive .132 vs .13); PA~~NA -0.407 vs -0.41. NOT ESTABLISHED: panas_5 (Strong) and panas_19 (Active) are not separated from each other -- published loadings .58 vs .59 (gap 0.002, below the 0.005 replication noise), same Zevon & Tellegen subcategory, and they are each others residual-correlation partner, so exchanging those two words would move no number in this route. All other 18 items are pinned uniquely. Hence PARTIAL, not VERIFIED."
evans_2023_vaccination_norms,batch_030,paper_explicit,,"route 9 (response-frequency match, source columns vs live item codes) + route 1 (published per-item M/SD by arm and wave)",VERIFIED,"Route 9, decisive: all 75 counts match cell for cell across 15 item x wave profiles between the S1 Dataset's own columns and the live table -- close w1 613/493/426/274/125 = live 613/493/426/274/125; family w1 144/395/621/681/92 = live; friends w1 176/382/602/693/80 = live; healthc w1 131/332/519/567/382 = live; nigerian w1 229/621/671/320/90 = live; 0 mismatching profiles over all three waves. Any swap of two items' text, or any permutation of the 1-5 option order, would change at least one of these 75 counts, so this distinguishes every item from every other item and pins the option order too. Route 1 corroborates: 28 of the 30 per-item mean cells in S1 File Supplemental Table 2b (5 items x 3 waves x 2 arms) reproduce to <=0.008 (e.g. close/T/baseline 2.51 pub vs 2.52 obs; nigerian/C/FU2 2.87 vs 2.87), and each published item profile is nearest its own live code (own-code mean |diff| 0.002-0.046 vs 0.279-1.004 for every rival; smallest margin friends-vs-family 0.003 vs 0.040). The 2 exceptions are both healthc/comparison-arm published means (FU1 3.50 pub vs 3.58 obs, FU2 3.52 vs 3.71); the same published table's own crude-difference row for Health Workers at FU1 reads -0.08, which equals 3.50-3.58 and not 3.50-3.50, so the paper's own arithmetic corroborates the observed value and identifies the printed mean as a typo. The published close/comparison SDs (1.63/1.52/1.50 vs observed 1.23/1.28/1.31) are likewise off while all six close means match to <=0.004. NOT established by route 1 alone: the option_text/resp direction -- but that axis carried no inference to verify, since the S1 Dataset already stores integers 1-5, the S2 codebook numbers each value label, and the article states 'we coded these 1 to 5, respectively'; route 9 confirms it anyway."
