"table","status","n_items_live","n_items_candidate","item_set_match","resp_set_match","uses_raw_resp","canonical_nulls","pct_item_text_missing","pct_option_text_missing","note"
"duboz_2021_swls","PASS",5,5,TRUE,TRUE,FALSE,TRUE,0,0,""
"enkavi_2019_stroop","WARN",9,9,TRUE,TRUE,FALSE,TRUE,0,0,"row-count anomaly (possible item-code conflation or missingness skew), median=5384: blue_blue, green_green, red_red"
"environment_ltm","PASS",6,6,TRUE,TRUE,FALSE,TRUE,0,0,""
"esiason_2024_aaqii","PASS",7,7,TRUE,TRUE,FALSE,TRUE,0,0,""
"esiason_2024_ace","PASS",10,10,TRUE,TRUE,FALSE,TRUE,0,0,""
"esiason_2024_cfq","PASS",13,13,TRUE,TRUE,FALSE,TRUE,0,0,""
"estevezlopez_2016_panas","PASS",20,20,TRUE,TRUE,FALSE,TRUE,0,0,""
"evans_2023_vaccination_norms","PASS",5,5,TRUE,TRUE,FALSE,TRUE,0,0,""
"evans_2023_vaccine_hesitancy","PASS",5,5,TRUE,TRUE,FALSE,TRUE,0,0,""
"evpromisi_stone_2021_cdiag","PASS",12,12,TRUE,TRUE,FALSE,TRUE,0,0,""
