table,note
duboz_2021_swls,"Pass with caveats; previously BLOCKED in batch_028 and reopened by Ben's 2026-09-04 SWLS ruling. Wording taken from SWLS_English.doc on labs.psychology.illinois.edu/~ediener/SWLS.html, whose stated terms are permissive (""you are free to use it without permission or charge by all professionals ... as long as you give credit to the authors""); eddiener.com, which carries the non-commercial clause, was deliberately not used, so wording_rights is omitted. CAVEATS: (1) FALLBACK TEXT -- administration was oral in Wolof or French and no Wolof/French wording exists in the PLOS deposit or paper, so the English original ships with empty _translated columns (text_source=translated_substitute, language=""Wolof; French"", matching sibling duboz_2021_pss10). Diener's site hosts SWLS_French.doc but the study never states which French translation it used, so it was not shipped -- left for a later backfill. (2) The shipped instructions describe a self-completed paper form (""placing the appropriate number on the line preceding that item"") whereas this study interviewed respondents face to face. (3) MAPPING PARTIAL -- route 3 reproduces the paper's published SWLS totals exactly and pins scale identity, raw storage and the 1..7 direction, but not which canonical item is Q1..Q5; the corrected item-total profile (Q1 0.333 weakest) runs against the literature's usual weakest-item-5 pattern, so canonical order is assumed from the source column numbering, not corroborated. The doc's scoring bands (31-35 Extremely satisfied, etc.) were not shipped -- they are score interpretation, not item text."
enkavi_2019_stroop,"Pass with caveat. Clean gate (item set 9/9, resp set {0,1}) and VERIFIED mapping, but two things a reader should know: (1) item_text describes the visual stimulus ('BLUE printed in red ink') because the Stroop trial presents a coloured word, not a written question -- the wording is decoded from the study's own `stimulus` HTML, one distinct value per item code across 64,608 raw rows; (2) resp is trial accuracy (0/1) from the source `correct` column, so option_text is Incorrect/Correct rather than a response option anyone read -- the participant pressed R/B/G, which is carried in correct_response. The instructions page depends on ink colour that plain text cannot show, so each coloured span carries a bracketed colour annotation ('RED [in blue ink]'). Retry test: n/a, this is a pass."
environment_ltm,"Clean pass with a caveat. The ltm package documentation gives only a short descriptor per item and names the three response categories; it does not publish the administered BSA 1990 question stem or any instructions, so instructions/section_prompt are blank and item_text is the descriptor. Mapping is nonetheless decisive: all 18 item x resp cell counts in the live table match the ltm Environment data frame exactly, and the live table carries a resp_raw column holding the three anchor strings."
esiason_2024_aaqii,"Pass with caveats. (1) RESPONSE-DATA DEFECT, needs a fix in data/esiason_2024_nmosd.py: the AAQ-II is a 1-7 scale and the caregiver sample used all seven levels, but write_scale() is called with valid_range=(1,5) for this scale, which drops 37 of 389 non-missing raw responses (19 sixes, 18 sevens) rather than keeping them -- the live table's 352 rows are exactly 389-37. The other scales' ranges look right (CFQ 1-7, BAI 1-4, BDI 1-7, VLQ 1-10, ACE 0-1); only the AAQ-II range is wrong. Item text was shipped for resp 1-5 only, because that is what the live table contains. (2) mapping_basis=paper_order verified PARTIAL, not VERIFIED: the content-block structure and the item-4 marker pin the blocks and the 1-vs-4 assignment, but aaq2 vs aaq3 and the order within {aaq5,aaq6,aaq7} are not separable at N=58. (3) instructions left blank -- the study publishes none, and the canonical AAQ-II instruction refers to circling a number on a paper form while this was a REDCap online administration. (4) wording_rights=NC set: Bond/ACBS ask that commercial users seek permission. The wording itself was copied from a CC BY article, so the no-ship rule does not fire."
esiason_2024_ace,"Pass with caveats. (1) Item wording is the canonical 'Finding Your ACE Score' handout, not the study's own materials: the two REDCap exports carry no variable/value labels and the paper reproduces no items. The paper cites the clinical ACE-Q (Murphy, Steele, Steele, Allman, Kastner & Dube, 2016), a paywalled book chapter, whose exact phrasing could not be obtained, so a wording variant relative to the standard handout is possible. Item identity is not in doubt -- the codes name their own ACE category."
esiason_2024_ace,"(2) cov_group is transposed relative to the source paper. The 21-record S1 file (IRW cov_group=patient, 20 ids with ACE data) reproduces the paper's CAREGIVER endorsement counts exactly for 9/10 categories with denominator 21 (swear 8/38.1%, push 5/23.8%, touch 0, loved 5/23.8%, eat 0, divorced 6/28.6%, mother 2/9.5%, drugs 9/42.9%, depressed 5/23.8%), and its BAI total mean is 8.4 vs 19.9 in the 37-record S2 file, matching the paper's finding that patients are more anxious than caregivers. The PLOS S1/S2 files carry no captions, so data/esiason_2024_nmosd.py's patient=S1 / caregiver=S2 assignment was a guess and appears to be the wrong way round. Affects all five esiason_2024_* tables, not just this one; does not affect item text."
esiason_2024_ace,"(3) One source-vs-paper discrepancy inside that subset: the paper reports 2 caregivers endorsing 'household member imprisoned' (9.5%), while the deposited file records 0 for the prison item. The other nine counts match exactly. Recorded, not reconciled."
esiason_2024_ace,(4) The S2 file holds 37 complete records while the paper reports 31 patients recruited and computes patient ACE percentages over n=30. Not investigated further; outside item-text scope.
esiason_2024_cfq,"PASS WITH CAVEATS. (1) Item wording is the canonical CFQ13, not the study's own materials: the PLOS deposit (.s001/.s002 .xlsx) is a bare REDCap export with no variable or value labels, and the paper reproduces no item text. (2) Response anchors shipped are the canonical CFQ13 anchors; the paper describes its scale only as '1 (not true at all) to 7 (always true)'. (3) Mapping verification is PARTIAL, not VERIFIED -- route 6 pins the reverse-scored defusion class to exactly cfq3/6/9/12 as the published CFQ13 key requires (1/715 by chance), confirming the numbering frame, but nothing distinguishes the nine fusion items from one another. (4) Route 3 does not reproduce: the paper's reported CFQ-13 means (patients 37.5/SD 13.2, caregivers 32.1/SD 12.2) cannot be recovered from the deposit under the published key (33.68/11.27 for S1, 43.16/13.90 for S2) or under any reversal set of size 0-5. (5) RESPONSE-DATA DEFECT, not an item-text issue, and it affects all five esiason_2024_* tables: cov_group appears SWAPPED. The paper reads 'Descriptive statistics for all psychological variables among caregivers are summarized in Table 3. See S1 Data', but data/esiason_2024_nmosd.py labels S1 'patient' (n=21) and S2 'caregiver' (n=37). Worth raising against the processing script rather than the itemtext table."
esiason_2024_vlq_consistency,"BLOCKED on rights, no CSV written. The instrument is the Valued Living Questionnaire Part 2 (consistency ratings, Wilson & Groom 2002). The Esiason 2024 PLOS ONE deposit (CC BY 4.0) publishes NO VLQ wording -- the S1/S2 REDCap XLSX exports carry only the bare column codes fam2..phsy2 with no label row and no value labels, and no table, figure or appendix reproduces the items -- so the wording could only come from the VLQ form itself, whose footer states on both pages: ""Copyright © 2002, by Kelly Wilson. You may reproduce and use this form at will for the purpose of treatment and research. You may not distribute it without the express written consent of the author."" -- footer printed on BOTH pages of the VLQ form (Wilson & Groom 2002, revised 4 October 2006; contact kwilson@olemiss.edu). Shipping item text is distributing that wording to third parties, which fires itemtext_standard.md's 2026-09-04 no-redistribution ruling (DSES/Fetzer), a ruling that explicitly overrides the openly licensed source deposit. RETRY TEST: ""Would an unchanged retry, right now, plausibly produce a different result?"" -- NO. This is a determinate verdict (licence bars reuse); the source was located, read and quoted, and no access failure occurred. What would flip it: express written consent from Kelly Wilson (kwilson@olemiss.edu), or a ruling by Ben that a ""may not distribute"" clause on a freely reproducible clinical form does not fire the no-redistribution rule. ESCALATION: the same clause covers esiason_2024_vlq_importance (Part 1 of the identical form, another agent's table in this same batch) and every other VLQ table in the queue -- this is a class decision, not a per-table one. MAPPING, recorded so an unblock needs no rework: verify_esiason_2024_vlq_consistency.R passes -- item codes are self-describing domain mnemonics that ARE the source column names, marr2 (n=53) and par2 (n=49) are the two lowest-n items of ten (the rest 54-56) as the two non-universal VLQ domains must be, and each of the 10 consistency items correlates more strongly with its own importance twin than with the mean of the other nine (own r 0.123-0.587 vs mean-other 0.056-0.222)."
