table,note
dpt_noncog__intolerance_of_uncertainty,"Clean pass with two caveats. (1) The Dataverse deposit labels TWO distinct IUS items 'IU_Scale_21' (columns Q16_12 'I should be able to organize everything in advance.' and Q16_13 'Being uncertain means that I lack confidence.'); the IRW script disambiguates them as iu_21a/iu_21b, so iu_21b's code is not the item's number in the published IUS-27 -- the other 15 items all match canonical IUS-27 numbering exactly, and 'Being uncertain means that I lack confidence.' is IUS item 22 there, so the deposit's second '21' is a typo carried into the IRW code. Item CONTENT is unaffected; only the code must not be read as an IUS item number. (2) option_text for resp 1 and 5 is the study's own stated anchoring (JEEHP 2018;15:19: 'ranging from 5 (entirely characteristic of me) to 1 (not at all characteristic of me)'); the anchors for 2, 3 and 4 are not stated by this study and were taken from the canonical IUS-27 response format (Buhr & Dugas 2002), matching the study's endpoints exactly. instructions left blank -- neither the deposit nor the paper reproduces the administered instruction text. || ORCHESTRATOR RE-CHECK (Step 5b, 2026-09-04): the public_note claim is CONFIRMED against live data. irw_table_sets() returns 16 items including BOTH iu_21a and iu_21b, and the shipped CSV ties iu_21a to 'I should be able to organize everything in advance.' and iu_21b to 'Being uncertain means that I lack confidence.' -- two distinct items carrying the deposit's single label IU_Scale_21. The note's operative point (these codes must not be read as IUS-27 item numbers) is supported by the live item set itself, independently of the canonical-numbering argument. VERIFIED status retained despite lint_verification's hedge WARN: the hedge concerns the option_text/resp anchor axis and the 2-4 anchors taken from the canonical IUS format, NOT the item axis -- route 9 matched all 16 source response-count vectors cell-for-cell and all 16 are mutually distinct, so every item IS distinguished from every other. Correct per the Step 5b definition."
duboz_2021_pss10,"Clean pass with three disclosed caveats. (1) FALLBACK TEXT: the PSS-10 was administered orally in Senegal (the paper states Dakar respondents were interviewed 'in Wolof or French'; it does not state the language used in the Tessekere subsample). Neither the PLOS deposit (S1 xlsx, data only, columns 'Stress1'..'Stress10' with no labels) nor the paper reproduces any item wording, so the shipped text is the original English PSS-10 from the rights holder's own copy; the _translated columns are empty, which is the documented signal that item_text is not the administered wording. (2) ANCHOR SHIFT: the source PSS-10 numbers its five anchors 0-4 (Never..Very Often) and the paper describes a 0-4 scale, but the deposited data and the live IRW table store 1-5, so the anchors are shipped shifted by one (1=Never..5=Very Often). The ascending direction is verified, not assumed: scored that way the PSS total correlates -0.33 with the same respondents' SWLS total, matching the paper's finding that life satisfaction falls as stress rises; the flipped reading gives +0.33. (3) The shipped canonical instructions describe a self-completed form ('placing an X over the circle'), while this study administered the scale in face-to-face interviews. || ORCHESTRATOR NOTE (2026-09-04): the agent shipped this with wording_rights=NC and asked for a consistency check against the two PSS-10 tables already uploaded (bakker_2020_pss10, beck_2021_pss10, both 2026-08-18), neither of which carries wording_rights. Flagged for triage rather than changed here -- backfilling that column on live tables is an upload-side decision, not a batch-028 edit. The rights reasoning itself is not disturbed: Cohen's stated restriction is a commercial-use gate ('Use of the PSS in profit making ventures including corporate clinical trials requires special permission and a nominal charge'), the ECR-R shape, recorded via wording_rights rather than blocked."
duboz_2021_swls,"BLOCKED on rights, no CSV written. The Duboz 2021 PLOS ONE deposit publishes no SWLS item wording (S1 File headers are bare ""Satisfaction with life scale Q1""..""Q5""), so the wording could only come from the rights holder's own distribution, which states: ""The use of these scales is permitted for non-commercial purposes only."" (eddiener.com/scales). Fires the itemtext_standard.md 2026-09-04 NC rule. RETRY TEST: ""Would an unchanged retry, right now, plausibly produce a different result?"" -- NO. This is a determinate verdict (licence bars reuse), not an access failure; the source was located and read. What would flip it: a ruling by Ben that Diener's older lab page (""free to use it without permission or charge ... as long as you give credit"", no NC clause) is the governing statement, or that the ECR-R source-licence carve-out lets SWLS English wording be taken from some openly licensed publication. ESCALATION: this is class-wide, not per-table -- the same clause covers all 14 SWLS tables in queue_state.csv plus the Flourishing Scale and SPANE, and altahla_2024_swls and campos_2023_swls have ALREADY SHIPPED SWLS wording. || ORCHESTRATOR RE-CHECK (Step 5b, 2026-09-04): the eddiener.com NC clause was re-fetched and is CONFIRMED VERBATIM -- 'These scales are copyrighted by Ed Diener and his co-authors.' and 'The use of these scales is permitted for non-commercial purposes only.' BUT the agent's account of the conflicting page is CORRECTED, and the correction cuts toward unblocking: labs.psychology.illinois.edu/~ediener/scales.html does not merely omit an NC clause, it states of the SWLS specifically 'The scale is in the public domain and therefore you are free to use it without permission or charge by all professionals (researchers and practitioners) as long as you give credit to the authors of the scale'. On that page 'copyrighted' is scoped to SPANE and the Flourishing Scale, NOT the SWLS. So the conflict is public-domain vs copyrighted-and-NC-only on the same instrument from the same rights holder -- a sharper conflict than reported, and one Ben must rule on. See also the batch-internal inconsistency flagged on dudasova_2021_swls, which SHIPPED under the opposite reading in this same batch."
dudasova_2021_cpc12,"Item text is split by language: the Czech administered wording is shipped for 9 of 12 items, English for the remaining 3. Study 1 administered the ORIGINAL CPC-12 in Czech, but the paper's S1 Appendix prints the REVISED CPC-12R (Czech+English), which retains only 9 of the original statements and re-orders them (CPC-12R 1-3 optimism / 4-6 hope / 7-9 self-efficacy / 10-12 new resilience vs CPC-12 1-3 hope / 4-6 optimism / 7-9 resilience / 10-12 self-efficacy). The 9 retained statements were crosswalked to CPC-12 positions by exact English-string identity between the two PLOS CC BY appendices (Dudasova 2021 s005 and Lorenz 2016 pone.0152892 s001), giving Czech for PsyCap1-6 and PsyCap10-12. The three original resilience items (PsyCap7-9, from the RS-13) were dropped in the revision and their Czech wording appears nowhere in this deposit or the paper's supplements, so those three rows carry the canonical English CPC-12 wording (Lorenz 2016 S1 Appendix, also quoted verbatim in Dudasova 2021's Study 3 discussion) with item_text_translated left empty - the documented fallback signal. Response anchors are the CPC-12R appendix's Czech anchors; Study 1's text states the same 1=strongly disagree..6=strongly agree scale. The S1-S4 .sav files carry no variable or value labels at all (checked all four), so data_labels was not available. Rights: the three RS-13-derived items trace to Wagnild & Young's Resilience Scale, which is sold at resiliencescale.com; no licence, permission or terms page was retrievable (both product/permission URLs 404) and no enforcement evidence was found, so no quotable NC/fee/no-redistribution clause exists to fire the rights rules - recorded here so the basis stays auditable."
dudasova_2021_cpc12_study3,"Clean pass with two caveats. (1) NAME: the '_study3' suffix refers to the article's S3 Supporting-Information FILE, not to the paper's Study 3. The live data are the second German sample (N=202) analysed in the paper's Study 2, administered the ORIGINAL German CPC-12 of Lorenz et al. (2016) -- NOT the Czech CPC-12R of Study 3 (N=333, S4 file), which has three different resilience items. The IRW dictionary Description states this correctly; only the table name is misleading. Distinct from the sibling table dudasova_2021_cpc12, which is the Czech translation administered to 282 teachers (S1 file, PsyCap1-12 codes). (2) RESPONSE ANCHORS: the 6-point format is documented only as 1='strongly disagree' to 6='strongly agree' (Lorenz et al. 2016), in English; the German anchor wording is not published in either paper or in any deposited file, so option_text carries the English endpoint labels while item_text carries the administered German. Points 2-5 are unlabelled in the source and are left blank."
dudasova_2021_engagement,"BLOCKED -- no __items.csv written. NO WORDING IS PUBLISHED FOR THIS SCALE ANYWHERE IN THE SOURCE, and if the instrument is the UWES the only copy of the wording is rights-restricted; either ground alone is sufficient. (1) THE SOURCE PUBLISHES NOTHING. The dictionary cites Dudasova, Prochazka, Vaculik & Lorenz (2021) PLOS ONE 16(3):e0247114 (CC BY 4.0), whose subject is the CPC-12/CPC-12R psychological-capital scale. The words ""engagement"", ""UWES"", ""Utrecht"" and ""Schaufeli"" occur ZERO times in the full article text (253KB HTML scraped and de-tagged; 64.5KB of text). Its two Measures sections describe only the CPC-12 (Study 1) and CPC-12R (Study 3); the Study 1 Participants-and-procedure paragraph says only ""The survey was conducted in Czech"" and names no other instrument. The engagement block is one of nine unmentioned scales carried in the S1 deposit (Eng, JS, LifeSat, Hope, SocSup, Grat, PosAff, Perf, CWB) that the paper never describes. (2) THE DEPOSIT CARRIES NO LABELS. All four .sav supplements were downloaded and read with pyreadstat: S1 (.s001, 282x103) has exactly 2 labelled columns, both SPSS artefacts (""REGR factor score 1/2 for analysis 1""), and Eng1-Eng9 carry no variable label; S2 (.s002, 321x12) and S3 (.s003, 202x12) have 0 labelled columns; S4 (.s004, 338x88) has 1 (""Res1-no""). NOT ONE of the four files has a single value-label set (variable_value_labels empty in all four), so neither the item stems nor the 1-7 anchors are recoverable from the data. The only appendix, S1 Appendix (.s005, DOCX), is titled ""CPC-12R in Czech and English"" and covers the CPC-12R alone. data/dudasova_2021_cpc12_battery.py carries the source column names Eng1..Eng9 through a plain melt unchanged, so the item codes are the .sav headers and are the only description of the items that exists. (3) THE INSTRUMENT IS NOT EVEN IDENTIFIED. The IRW dictionary Description (""Work engagement scale (UWES-9-style, 9 items)"") is an IRW conjecture, not a source claim. It is weakly consistent with the data and no more: 9 items, and the canonical UWES-9 facet assignment (vigour 1,2,5 / dedication 3,4,7 / absorption 6,8,9) gives mean within-facet r = 0.593 vs between-facet r = 0.494 with only 6 of 9 items finding their strongest partner inside their own facet (Eng5 pairs with Eng3, Eng6 with Eng7) -- the same underpowered 6/9 that algner2022_uwes produced, because UWES facets are collinear. The live resp set is 1-7, whereas the published UWES scale is 0-6; a recode is plausible but unevidenced. The same team's only other paper on this teacher cohort (Dudasova, Prochazka & Vaculik 2024, Current Psychology 10.1007/s12144-024-05841-9, spring-2019 wave, n=202 of these teachers) is paywalled (Springer 303s to an IdP login; not in Europe PMC) and its abstract-level description names the 17-item UWES, not the UWES-9 -- so the one accessible clue points at a DIFFERENT version than the dictionary assumes. Assigning any wording to Eng1..Eng9 would stack three guesses: instrument, version, and item order. (4) RIGHTS, INDEPENDENTLY. If it is a UWES, the wording could only be copied from the rights holders' own copy, which states: ""The use is free for academic purposes only, such as PhD theses and scientific papers. For all other purposes, a contract should be drafted."" (wilmarschaufeli.nl/downloads/, retrieved 2026-09-04), and the UWES Preliminary Manual repeats on each instrument page ""(c) Schaufeli & Bakker (2003). The Utrecht Work Engagement Scale is free for use for non-commercial scientific research. Commercial and/or non-scientific use is prohibited, unless previous written permission is granted by the authors."" That is a quotable, rights-holder-stated non-commercial restriction and itemtext_standard.md's 2026-09-04 ruling (irw#1891) fires exactly as it did for dominguez_2018_uwes in batch_027. The ECR-R source-licence carve-out has nothing to attach to here, because -- unlike a CC BY paper that itself printed the items -- this study's CC BY deposit publishes no wording at all. (5) Step 3b: no instrument-mismatch correction is possible or claimed; the live data is a 9-item, 1-7 self-report block whose identity the source never states. RETRY TEST: ""Would an unchanged retry, right now, plausibly produce a different result?"" NO -- this is a determinate verdict, not an access failure. Every source needed was retrieved successfully (PLOS article HTML, all four .sav supplements, the S1 Appendix listing, the UWES download conditions). It would flip only if (a) the authors published or supplied the Czech engagement questionnaire with an Eng1..Eng9 key, (b) an openly licensed (non-NC) publication of the administered Czech UWES wording turned up AND the instrument identity and item order were independently pinned AND Ben accepted it under the ECR-R source-licence rule (a Czech UWES-9 validation exists -- Sci Rep 2025, 10.1038/s41598-025-26907-z -- but it is a different sample and would supply wording, not this table's mapping), or (c) Schaufeli & Bakker relicensed the UWES. The one thing not retrieved, the paywalled 2024 Current Psychology paper, would at most name the UWES version; it cannot supply the missing wording and does not touch ground (1)."
dudasova_2021_gratitude,"PASS WITH CAVEATS. (1) The source study never mentions gratitude and publishes no item text; the instrument was identified as the GQ-6 from structure alone (6 items, 1-7 scale, reverse items at positions 3 and 6) and the canonical English wording was shipped. mapping_basis=reconstructed, Step 5b status PARTIAL. (2) Administered in Czech; no Czech wording in the deposit or the paper, so the English fallback applies (language=Czech, _translated empty). (3) Grat3i is stored ALREADY REVERSE-SCORED while Grat6 (the GQ-6's other reverse item) is stored RAW, so this table carries two scale directions on purpose -- Grat3i's option_text runs 1='strongly agree'..7='strongly disagree'. Expect irw-validate to flag resp_ambiguous; it is correct, not a defect. (4) instructions left blank deliberately: the GQ-6's printed instruction describes a paper form and this was an online survey. || ORCHESTRATOR RE-CHECK (Step 5b, 2026-09-04) -- both data findings CONFIRMED from the source .sav, numbers reproduced exactly. (1) The authors' own Grat total column sums Grat6 UN-REVERSED: corr(Grat, raw sum of the six items) = 1.000000 and the means are identical (28.163 vs 28.163), whereas reversing Grat6 gives corr 0.8956 and mean 31.702. This is a scoring inconsistency in the authors' file; it does NOT affect the IRW table, which ships per-item responses and not the total. (2) The polarity evidence reproduces: mean off-diagonal r = Grat1 +0.382, Grat2 +0.386, Grat3i +0.334, Grat4 +0.327, Grat5 +0.259, Grat6 -0.451 -- Grat6 is the sole negatively-keyed item still stored raw, and r(Grat1,Grat2) = 0.808 confirms that pair is not separated. PARTIAL is the right status and the deliberate two-direction option_text is correct. Note the agent predicted irw-validate would flag resp_ambiguous; it did NOT -- per-item direction differences are legitimately not flagged, as with aip_vangsness_2019."
dudasova_2021_swls,"Czech administration (Study 1, N=282 Czech teachers; the paper states 'The survey was conducted in Czech'). The administered Czech SWLS wording is NOT recoverable within scope: the S1 .sav (10.1371/journal.pone.0247114.s001) has zero variable labels and zero value labels, the paper never describes the SWLS at all (its Study 1 Materials section covers only the CPC-12), and the only text supplement, S1 Appendix (s005), is the CPC-12R in Czech and English. Fallback per SKILL core model 4: canonical English SWLS in the base fields, language=Czech, _translated columns empty, text_source=translated_substitute. Diener's own site hosts an official Czech SWLS translation (labs.psychology.illinois.edu/~ediener/Documents/SWLS_Czech.doc) but the study does not state which Czech translation it used, so shipping it would assert an administered wording that cannot be verified; it is left for a later backfill pass. || ORCHESTRATOR FLAG (2026-09-04) -- BATCH-INTERNAL RIGHTS CONFLICT, needs Ben's ruling before upload. This table SHIPS SWLS wording while its batch-mate duboz_2021_swls was BLOCKED on the rights of the same instrument. Both agents read the same rights holder; they read different pages of it. Orchestrator re-fetched both: eddiener.com/scales (the maintained successor site, (c) 2025) states 'These scales are copyrighted by Ed Diener and his co-authors.' and 'The use of these scales is permitted for non-commercial purposes only.' -- verbatim, the NC clause irw#1891 fires on. Diener's older lab page (labs.psychology.illinois.edu/~ediener/scales.html) states of the SWLS specifically 'The scale is in the public domain and therefore you are free to use it without permission or charge by all professionals (researchers and practitioners) as long as you give credit to the authors of the scale'; on that page 'copyrighted' is scoped to SPANE and the Flourishing Scale, NOT the SWLS. CORRECTION TO THIS AGENT'S REPORT: it justified shipping by quoting the Illinois page as 'The scale is copyrighted but you are free to use it...'. That is not what the page says -- it says public domain, which is a STRONGER basis for shipping than the agent claimed, not a weaker one. Either ship both SWLS tables or block both; do not upload this one while duboz_2021_swls stands blocked. ~14 further SWLS tables are queued, altahla_2024_swls (batch_005) and campos_2023_swls (batch_017) already shipped, and the same eddiener.com clause covers the Flourishing Scale and SPANE."
dulger2024_wordcompletion,"Item text is the word fragment itself -- the IRW item code IS the source file's WordFragment string, so item_text adds no new words; the substantive content shipped is correct_response (the target word each fragment resolves to) and the 0/1 option labels. Four caveats. (1) Step 3b: the table pools the word-completion component of TWO tasks, not one -- 40 fragments end the disambiguated scenarios of the Scenario Completion Task and 20 end the ambiguous scenarios of the Memory Recognition Task's first phase (40+20=60, matching the live item count). The dictionary Description ('Word-fragment completion task') and the table name both read as a single instrument. (2) The scenario each fragment terminated -- which is the item's real referent -- is NOT published in the OSF deposit (osf.io/384h5) or the paper's Online Supplement (10608_2024_10490_MOESM1_ESM.docx, mediation figures only); self-referent scenarios are Mathews & Mackintosh (2000), child-referent ones were written by the authors and never reproduced. instructions and section_prompt are therefore left NA rather than paraphrased from the paper's method description. (3) Each fragment's scenario category WAS recovered from the study's own Inquisit trial data by joining word_completion_coded.sav to prolific_*_stimulus.sav on (subject, typed letters): 10 PositiveSA, 10 NegativeSA, 10 AmbiguousSA, 10 PositiveFNCE, 10 NegativeFNCE, 10 AmbiguousFNCE, with 57 of 60 fragments resolved unambiguously and zero contradictions (SA = self-referent, FNCE = child-referent). It is NOT shipped: the categories have no section_prompt text to attach, and 2 fragments (ch_nged, norm_l, both answered with the single letter 'a') could not be separated from each other, so section_id is the trivial dulger2024_wordcompletion_1. (4) The item code fi_ger. carries a stray trailing period in the source data; item_text reproduces it verbatim as the join key requires, correct_response is 'finger'. || ORCHESTRATOR NOTE (2026-09-04): VERIFIED status retained despite lint_verification's hedge WARN. The hedge is about the scenario wording, which is NOT shipped, and about acc_d_nt vs ac_id_nt -- a pair that carries the SAME correct_response ('accident'), so no swap between them is possible. On the axis that ships, all 60 items are distinguished: for every one of the 60 the claimed target word is the unique maximum and every other item's word scores exactly 0.000. Correct per the Step 5b definition."
dussel_2022_pcl17,"Clean pass with three caveats. (1) LANGUAGE: administered in French (the paper cites Yao et al. 2003, the French PCLS validation, and the sample is two Paris hospitals); the French wording appears nowhere in the deposit or the paper's supplements, so the shipped text is the authors' own English rendering in S1 Appendix ('submitted questionnaire for the survey', which still carries the French residue '18-25 ans' in its age options). text_source=translated_substitute, _translated columns empty, language=French. (2) ANCHOR NUMBERING: S1 Appendix prints the scale as '0 Not at all 1 A little bit 2 Moderately 3 Quite a bit 4 Extremely', but the live table is 1-5. The 1-5 coding is the standard PCL scoring and is confirmed by the data: the 17-item sum runs 17-85 (a 0-4 scale would give 0-68), reproduces the file's own result_pcl column exactly, and puts 13.7% above the paper's PCL>44 cutoff against the 14% the paper reports. Anchors are shipped 1='Not at all' .. 5='Extremely'. (3) ITEMS 16/17: the source column names are content mnemonics and 15 of 17 name their item unambiguously, but PCL_defensive and PCL_watchful are both hyperarousal and both plausibly derive from appendix item 16 ('Being ""super-alert"" or watchful or on guard'). They are assigned to appendix items 16 and 17 by source-column position (the file's first 15 PCL columns follow appendix order 1-15 exactly); no data route separates them (means 1.783 vs 1.767). Recorded PARTIAL."
