"table","status","n_items_live","n_items_candidate","item_set_match","resp_set_match","uses_raw_resp","canonical_nulls","pct_item_text_missing","pct_option_text_missing","note"
"cogcontrol_gyurkovics_2019_sart","PASS",9,9,TRUE,TRUE,FALSE,TRUE,0,0,""
"cogcontrol_gyurkovics_2019_simon","PASS",8,8,TRUE,TRUE,FALSE,TRUE,0,0,""
"cognitive_load_klimova_2023_mlq","PASS",18,18,TRUE,TRUE,FALSE,TRUE,0,35.7,"35.7% of rows have blank option_text"
"colomer_perez_2021_soc13","PASS",13,13,TRUE,TRUE,FALSE,TRUE,0,71.4,"71.4% of rows have blank option_text"
"conner_2017_bfi","PASS",44,44,TRUE,TRUE,FALSE,TRUE,0,0,""
"conner_2017_cesd","PASS",20,20,TRUE,TRUE,FALSE,TRUE,0,0,""
"conner_2017_curiosity","PASS",10,10,TRUE,TRUE,FALSE,TRUE,0,0,""
"conner_2017_flourishing","PASS",8,8,TRUE,TRUE,FALSE,TRUE,0,57.1,"57.1% of rows have blank option_text"
"conner_2017_vitality","PASS",4,4,TRUE,TRUE,FALSE,TRUE,0,0,""
"conspiracy_asd__asd_aq10","PASS",10,10,TRUE,TRUE,FALSE,TRUE,0,0,""
