"table","batch","mapping_basis","uploaded","route","status","evidence"
"concretewords","batch_016","unknown","","item axis: none available (item code is an anonymous Qualtrics rater ID); option axis: printed anchor order only","NO_ROUTE","NO_ROUTE on the item axis, established rather than assumed. irw::irw_table_sets('concretewords') returns 1831 distinct item values; 1831/1831 match ^R_[A-Za-z0-9]{15,17}$ (Qualtrics ResponseID) and 0/1831 contain a space, against a source corpus of 62,000 English MULTIWORD expressions in which nearly every value would. data/concretewords.R assigns item <- x$Participant, id <- x$Expression, confirming the codes are raters. No item text was shipped, so there is no item<->item_text mapping to verify, and no future route can exist: an anonymous respondent ID has no text. Option axis is documented but NOT independently verified: resp set is exactly {1,2,3,4,5} and the OSF instructions print the anchors 'Abstract (language based) ... Concrete (experience based)  1 2 3 4 5' left-to-right, so 1=abstract/5=concrete follows the printed order; route 9 (response-frequency matching) was not run because it needs the source Ratings_RawData.csv, which is not at the OSF node root. What this does NOT establish: the 1-5 direction is not confirmed against value labels or counts, and nothing here verifies any item-level mapping because none is claimed."
"content_literacy_intervention_g1","batch_016","reconstructed","","route 2 (per-item resp range / block structure) + route 6 (keying polarity) + route 8 (response-distribution matching of predicted content twins)","PARTIAL","(A) block structure: items 1-20 use resp {1,2,3}, items 21-68 and 69-116 use {0,1} -- exactly the boundaries the column replay predicts for s_mmrp1-20 / s_sci1a-12d / s_ss1a-12d. (B) scale direction: 0 of 190 pairwise correlations among items 1-20 are negative (min +0.049, mean +0.224, max +0.590) and item means run 1.95-2.86 on 1-3, so the form's printed 10/10 mixed direction is NOT what the table stores; option_text is shipped reversed for items 1,4,5,7,8,10,15,17,18,20. (C) content twins: the three pairs printed in opposite directions that ask near-identical questions have total-variation distance as shipped vs mirrored of 0.0128 vs 0.8558 (items 2,20 importance), 0.0142 vs 0.5211 (items 7,19 difficulty) and 0.0113 vs 0.5477 (items 11,15 affect), ranking 4th, 6th and 2nd closest of all 190 item pairs. DOES NOT ESTABLISH: the order of the MMRP stems within items 1-20 beyond those three pairs (and the two members of each pair are interchangeable), i.e. items 1,3,4,5,6,8,9,10,12,13,14,16,17,18 are not individually distinguished; and nothing at all about items 21-116, which ship no item_text. The stem-to-column tie itself rests on the deposit's s_mmrp variable labels matching Appendix G's 20 stems one-for-one in order."
"hypersensitive_narcissism","batch_016","reconstructed","","re-run of the processing script + route 9 response-frequency matching (22 items x 5 levels + missing, server-side GROUP BY, no export)","VERIFIED","For all 22 items the full response-frequency profile in the openpsychometrics HSNS+DD data.csv matches the live table cell for cell, e.g. item 1 = HSNS1 2310/7089/7355/20463/16530 (234 missing) vs live 2310/7089/7355/20463/16530 (234); item 11 = DDP1 12972/13803/7007/12282/7676 (241) vs live identical; item 19 = DDM1 8006/11923/8827/16416/8627 (182) vs live identical; 132 of 132 cells match. All 22 source profiles are distinct (22 of 22), so no permutation of the mapping - including swapping any two items - reproduces these counts; every item is separated from every other. This also fixes the resp axis: the live integers are the deposit's raw 1-5 codes unrecoded (0 -> NA), so Disagree/Neutral/Agree sit at 1/3/5. It does NOT establish the wording of the unlabelled anchors at resp 2 and 4 (the deposit labels only 1, 3 and 5; those option_text cells are deliberately blank), and it does not verify the item wording itself, which is transcribed verbatim from the deposit's codebook.txt."
"icar_sapa","batch_016","unknown","","none available","NO_ROUTE","No item text was extracted (blocked), so there is no item_text<->item or option_text<->resp mapping to verify. Positive structural facts recorded for a future attempt rather than as verification of anything shipped: the live item set is 60 codes splitting 16 VR / 9 LN / 11 MR / 24 R3D, exactly the published ICAR-60 composition, and the 16 VR codes (VR.04, VR.09, VR.11, VR.13, VR.14, VR.16, VR.17, VR.18, VR.19, VR.23, VR.26, VR.31, VR.32, VR.36, VR.39, VR.42) are identical to the 16 listed on the public icar-project.org/types/VR/VRstats.html page; resp takes exactly 2 levels {0,1} on all 60 items, consistent with the scored-correct/incorrect coding rather than a raw alternative. Per-item n ranges 7,244 (R3D.09) to 39,384 (LN.33) under SAPA's planned-missing design. None of this establishes any word-to-code tie, because no words were obtained. What a route would need and does not have: per-item wording keyed to VR./LN. codes. The ICAR stats pages publish per-item statistics, so route 1 would be available IF the item pool were ever obtained -- record that as the retry plan. NO_ROUTE, and no verify_icar_sapa.R was written: a script that re-checked item counts against a table with no shipped text would look like evidence while verifying nothing (SKILL.md Step 5b). Follows the atmadjaja_2026_pos precedent for blocked tables."
"machivallianism_test_tipi","batch_016","data_labels","","per-item n fingerprint (re-run of the processing script's filter against the source deposit) + route 6 keying polarity","VERIFIED","data/machivallianism_test.R pivots the deposit's TIPI1..TIPI10 columns by name and drops resp == 0, so each live item's row count is predicted exactly by the non-zero count in the deposit column of that name. All ten match to the row: TIPI1 72962/72962, TIPI2 72888/72888, TIPI3 72814/72814, TIPI4 72856/72856, TIPI5 72935/72935, TIPI6 72920/72920, TIPI7 72844/72844, TIPI8 72753/72753, TIPI9 72937/72937, TIPI10 72820/72820 (deposit/live, live via irw_table_sets server-side GROUP BY). The ten counts are mutually DISTINCT, so this is a per-item fingerprint: any permutation of the ten codes breaks at least two comparisons. Each column is tied to its trait pair by codebook.txt, so every item is distinguished from every other -- hence VERIFIED rather than PARTIAL. Secondary check, route 6: all five canonical TIPI domain pairs correlate negatively in the raw deposit data (1x6 -0.563, 2x7 -0.287, 3x8 -0.430, 4x9 -0.539, 5x10 -0.259), and each is its partner's strongest or near-strongest association, corroborating both content and the un-reversed storage direction. What this does NOT establish: it cannot detect an error already present in the deposit's own codebook, and it does not check the anchor wording against any source other than that codebook. Note mapping_basis is data_labels, so Step 5b was exempt; this row records a check that was run anyway."
"neurips_2020","batch_016","unknown","","code_derivation_audit (data/neurlps_2020.R + irw_table_sets per-item n; no route to any item text exists)","NO_ROUTE","No item_text was shipped, so there is no item<->text mapping to verify: Eedi publishes no question wording as text (arXiv:2007.12061 sec 2.2), and the 948 task-3/4 question images are barred from reuse. What was checked instead is the code derivation. data/neurlps_2020.R sets item = question_id + 1 over an rbind of the task-1/2 AND task-3/4 files, which the guide (p.8) forbids linking because the two ID spaces are anonymized independently. Live aggregates confirm the merge: 27,613 distinct items contiguous 1..27613, not 27,613 + 948 = 28,561; items 1-948 median n = 2,515 vs 396 for items 949-27,613 (6.35x, ~1.89M excess rows, against train_task_3_4.csv's 1,382,727 answers over 948 questions). Codes 1-948 each pool two different questions. Resp axis is likewise broken: the script renames AnswerValue (1-4 option choice) to IsCorrect for the task-2 test files, giving resp = {0,1,2,3,4} with all five levels present on 22,468 of 27,613 items. This establishes that the codes are ambiguous; it establishes nothing about any item's text, because none exists. Computed via irw_table_sets() server-side; the 24,076,951-row table was never fetched."
"neurips_2022","batch_016","unknown","","item-code derivation re-run against the source file (per-item n, 5730 items) + rival-hypothesis contrast; no text axis to test","NO_ROUTE","NO ITEM TEXT SHIPPED, so no item_text<->item mapping exists to verify - status is NO_ROUTE on that axis by construction, not for want of a route. What the script does establish is the referent of the bare integer item code: item = 1-based rank of QuestionId ascending. Live per-item n (irw_table_sets server-side aggregate, no export) vs count of non-missing IsCorrect rows per QuestionId in checkins_lessons_checkouts_training.csv: 0 of 5730 items mismatch (item 1 = QuestionId 31769, n 50 vs 50; item 2 = 31770, 44 vs 44; item 5730 = 147933, 6 vs 6). The rival first-appearance-order hypothesis mismatches 5676 of 5730, so the check has teeth. Whole-table totals also agree: 509,957 rows, 5,730 questions, 6,468 users. This does NOT establish any item wording, and the n-vector is degenerate - only 133 of 5730 items have an n no other item shares, so a swap of two same-n items would go undetected; it rules out wholesale re-orderings only."
"short_dark_triad","batch_016","reconstructed","","re-run of the processing script over the source data file (core model 3, pattern 4), cross-checked by route 9 response-frequency matching","VERIFIED","data/short_dark_triad.R assigns item = row_number() over unique(item) after pivot_longer, so item k must be the k-th column of the SD3 deposit's data.csv with country/source dropped: M1-M9, N1-N9, P1-P9. Recomputed each raw column's counts of values 1-5 (after the script's own replace(.==0, NA)) and compared with a server-side GROUP BY item, resp on the live table: all 135 item x resp cells match exactly, e.g. item 1 = M1 322/1079/1772/6791/8213 both sides, item 10 = N1 1304/3549/4800/5914/2604, item 22 = P4 6000/5450/2746/2665/1292, item 27 = P9 3838/5013/3089/3417/2813. The 27 raw count-profiles are pairwise distinct and 0 raw columns match more than one live item, so every item is distinguished from every other - not just the set. What this does NOT establish: that the deposit codebook's wording matches the published Jones & Paulhus (2014) SD3 (not diffed), and nothing about the anchor labels for resp 2 and 4, which the source never states and which ship blank."
"vocabulary_iq","batch_016","reconstructed","","re-ran the processing script's derivation over the original source file (core model section 3, script-generated integer codes)","VERIFIED","data/vocabulary_iq.R assigns item = row_number() over the pivoted column order, so the claim under test is items 1-45 = VIQT_data.csv columns Q1..Q45 and items 46-75 = columns S1..S30. Re-running that derivation over the public source file (openpsychometrics.org/_rawdata/VIQT_data.zip, 12173 rows) reproduces four per-item fingerprints of the live table exactly, for all 75 items: non-missing n (item 1/Q1 12161 vs 12161; item 27/Q27 6865 vs 6865; item 43/Q43 6220 vs 6220; item 46/S1 12092 vs 12092), number correct (item 1 11956 vs 11956; item 4/Q4 5207 vs 5207; item 43 3271 vs 3271; items 46-75 all 0 vs 0), and - because the live `id` is row_number() over the same raw file - the sum and sum-of-squares of the respondent ids that answered each item (item 1 sum_id 74037299 vs 74037299; item 62/S17 73398319 vs 73398319). 75 of 75 items match on all four, and the 75 fingerprints are mutually distinct, so the match distinguishes every item from every other rather than only reproducing the set. That distinctness is what separates the four supplemental groups (S27/S28 both n=12047, S14/S19 both 12049, S20/S21 both 12051, S7/S8/S17 all 12061) whose resp is uniformly 0 and which n alone leaves tied: their id sums differ (73280877 vs 73303337; 73319155 vs 73301720; 73317990 vs 73341155; 73407532 vs 73389114 vs 73398319). Scope: this settles the item-to-column mapping. The wording itself is a transcription of the dataset's own codebook, and the two section_prompt strings come from the test page's Procedure paragraph and the codebook's one-line description of the supplemental scale rather than from the administered form. Re-runnable as verify_vocabulary_iq.R (VERDICT: PASS)."
"machivallianism_test_vcl","batch_016","data_labels","","not required (data_labels)","NOT_NEEDED","MACH_data/codebook.txt keys every source column to its word directly (VCL1 boat .. VCL16 funny), and data/machivallianism_test.R selects starts_with('VCL') then pivot_longer(names_to='item'), so the IRW item code IS the source column name verbatim -- core model section 3 pattern 1, no mapping step exists to get wrong. Corroborated at extraction: 16 items VCL1-VCL16, uniform per-item n 73,489, resp {0,1}, item and resp sets PASS against live via validate_items.R."
"mgkt","batch_016","data_labels","","not required (data_labels)","NOT_NEEDED","MGKT_data/codebook.txt keys 'Q1'..'Q32' to their stems outright, and data/mgkt.r pivots with names_pattern='Q(\\d+)([SE])' then paste0('Q', item), so the IRW code is the source column name minus its trailing S -- not positional. Corroborated at extraction by an independent re-derivation from the released data.csv: for all 32 items the per-item n (19,218), resp min/max and the exact set of observed resp levels reproduce the live table cell for cell (e.g. Q3 has 8 levels with -2 absent; Q11/Q24/Q30 have 10 with -4 absent). NOTE: correct_response was NOT transcribed from the source -- the codebook never states which alternatives are correct, and the key was solved from the raw data by least squares (weights exactly +1 on A0-A4, -1 on A5-A9, max residual 5e-14). That derivation is project-generated content and is flagged for a disclosure ruling."
"psychoneurotic_inventory","batch_016","data_labels","","not required (data_labels)","NOT_NEEDED","codebook.html gives each field Q1..Q116 its literal question text, and data/psychoneurotic_inventory.R applies tolower() then strips the leading 'q' -- a number-preserving rename (Qn -> n), core model section 3's low-risk class. Corroborated at extraction: per-item non-missing counts in the source data.csv reproduce live per-item n exactly (Q1 6005, Q10 5988, Q100 5963, Q101 5951, Q102 5942, Q116 5983), and 6,019 respondents x 116 items = 698,204 = the live row count. validate_items.R PASS on item and resp sets. NOTE: three codebook transcription defects were overridden against the live administered form (Q6, Q62, Q101); see notes.csv."
